"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"DUSP10",3,0,3,1,5,3,0,0,5,1,2,2,5,2,1,2,0,0,0,0,0
"RP11-378J18.9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF1A",0,0,0,0,2,0,0,2,4,0,0,2,0,0,0,5,0,0,0,0,0
"TAF1A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MIA3",2,1,4,1,9,5,1,1,11,6,0,10,4,1,1,42,1,2,3,1,3
"RP11-378J18.8",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"AIDA",13,0,12,1,32,3,1,6,11,3,3,7,6,0,0,24,0,2,5,0,3
"BROX",8,2,13,1,8,2,0,2,6,3,4,1,4,1,3,68,0,2,1,2,2
"FAM177B",2,0,2,0,0,0,0,6,0,0,0,2,0,0,0,17,0,0,0,0,0
"RP11-452F19.3",5,0,3,0,2,2,0,5,2,0,0,4,2,0,1,18,0,0,0,2,0
"DISP1",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"TLR5",5,0,4,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
"SUSD4",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"CAPN8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
"CAPN2",4,1,12,0,48,5,1,1,19,12,3,2,1,1,4,162,1,7,5,2,1
"TP53BP2",0,1,4,0,3,0,0,0,3,1,0,0,2,0,1,12,1,0,0,0,1
"FBXO28",4,0,0,0,2,0,0,0,2,7,2,0,1,2,1,24,1,1,1,0,0
"DEGS1",15,2,17,1,45,8,3,4,49,16,3,5,14,1,8,17,3,3,0,1,1
"RP11-365O16.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NVL",1,0,2,0,5,2,0,0,4,2,1,4,1,0,0,42,0,0,0,1,0
"CNIH4",6,0,8,0,28,8,0,2,9,9,4,1,6,0,4,112,0,4,10,1,1
"WDR26",3,0,3,0,13,2,0,1,4,1,1,1,3,0,3,34,0,0,2,1,1
"CNIH3",0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1
"RP11-3L21.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH14",0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,0
"LBR",6,0,3,0,7,13,1,7,25,14,3,6,15,0,3,117,2,1,1,3,0
"ENAH",1,0,0,0,14,0,0,0,0,0,5,0,0,0,0,27,2,0,0,0,1
"SRP9",26,5,32,2,130,34,1,12,80,36,5,13,36,7,14,447,6,3,9,5,9
"EPHX1",11,0,1,0,101,0,0,0,0,0,3,0,1,0,0,60,9,0,1,1,5
"RP11-285F7.2",0,0,0,0,4,0,0,2,1,2,0,0,1,0,0,11,0,0,0,0,0
"TMEM63A",2,1,3,0,6,2,0,2,11,3,0,3,13,1,0,64,0,1,0,1,0
"LEFTY1",1,0,0,0,2,1,0,0,1,0,0,0,3,0,0,980,0,0,0,1,0
"PYCR2",5,4,2,1,16,9,1,3,17,14,0,2,6,1,4,35,1,6,1,2,0
"SDE2",1,1,2,0,7,1,0,0,2,0,0,0,3,0,0,21,0,1,1,1,1
"RP11-396C23.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H3F3A",166,17,270,6,343,161,16,65,289,142,17,66,129,22,50,2922,13,34,191,30,36
"ACBD3",4,1,4,0,14,2,0,2,3,1,2,2,1,0,1,38,0,2,0,0,1
"RP11-275I14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MIXL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIN9",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,10,0,0,0,1,0
"PARP1",12,2,8,2,11,18,0,16,54,11,1,27,15,0,4,69,1,7,0,8,4
"C1orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ITPKB",2,0,0,0,2,0,1,1,8,2,2,1,4,0,0,5,1,0,1,1,3
"ITPKB-AS1",0,0,0,0,2,1,1,0,3,0,0,0,4,0,0,0,0,0,1,0,0
"PSEN2",1,0,2,0,5,1,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0
"ADCK3",3,0,2,0,9,1,0,2,4,0,3,1,0,0,0,43,1,2,1,0,1
"CDC42BPA",0,0,0,0,25,0,0,0,0,0,4,0,0,0,0,33,2,0,0,0,4
"CTD-2090I13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF678",0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0
"SNAP47",0,1,1,0,13,4,0,4,10,4,0,2,3,0,2,12,0,1,1,2,2
"JMJD4",2,1,0,0,8,3,1,1,3,0,0,0,5,0,1,3,0,1,0,0,0
"WNT9A",0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"ARF1",32,6,26,2,96,37,5,15,77,41,7,12,18,7,10,355,3,20,15,5,4
"C1orf35",2,0,7,0,17,1,1,1,20,7,2,2,5,1,1,45,0,3,2,0,0
"MRPL55",9,2,8,1,30,6,0,2,22,15,9,2,10,1,3,114,0,8,4,3,1
"GUK1",33,10,35,2,162,63,3,10,91,87,9,8,39,11,13,328,7,14,18,7,16
"GJC2",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"IBA57",2,0,1,0,3,2,0,1,1,0,0,1,2,0,0,16,0,1,1,0,0
"OBSCN",0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"TRIM11",0,1,4,1,4,7,0,1,11,14,0,0,4,1,3,16,0,0,0,0,0
"TRIM17",0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HIST3H2A",0,1,0,0,7,5,0,1,8,5,0,0,3,1,2,23,0,0,0,0,0
"HIST3H2BB",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0
"RNF187",1,0,0,0,6,3,0,1,3,2,2,0,2,0,1,17,1,0,1,0,0
"RHOU",1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,18,0,0,1,0,2
"RAB4A",17,2,11,1,17,6,1,3,12,12,1,4,8,2,3,158,1,3,0,1,1
"RP4-803J11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CCSAP",3,0,2,0,0,1,0,0,3,0,0,0,1,1,0,2,0,1,2,0,0
"NUP133",0,0,2,1,5,2,0,0,2,3,0,0,0,0,0,13,0,0,1,0,2
"ABCB10",1,0,1,0,7,0,0,0,0,1,1,0,0,0,1,9,0,0,1,1,0
"TAF5L",0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,10,0,1,0,0,0
"URB2",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,1,0,1
"RP11-552D4.1",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GALNT2",7,0,7,0,13,3,0,1,2,5,0,2,2,0,1,15,1,1,1,0,1
"PGBD5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
"COG2",2,0,2,0,6,2,0,3,8,3,0,0,4,2,2,34,0,1,0,0,0
"AGT",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAPN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"C1orf198",0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,10,1,0,1,0,1
"TTC13",1,0,0,0,2,0,1,0,4,1,0,0,0,1,0,7,0,0,0,0,0
"ARV1",3,0,3,0,4,2,1,2,1,4,1,0,0,1,1,40,0,2,2,2,0
"FAM89A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"C1orf131",2,1,6,0,14,6,1,1,19,4,1,7,6,0,0,75,1,3,1,0,1
"GNPAT",2,0,6,0,7,6,1,1,6,2,1,1,5,0,2,53,0,0,0,0,0
"EXOC8",1,0,1,0,4,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,0
"SPRTN",3,0,1,0,4,5,0,2,4,2,0,0,2,0,0,9,0,0,0,0,0
"EGLN1",2,0,2,0,2,1,0,0,2,1,2,1,3,0,0,24,0,0,0,1,1
"RP11-295G20.2",1,0,1,0,2,1,0,0,5,0,0,1,0,0,0,50,1,0,0,0,1
"TSNAX",6,2,11,0,10,11,1,4,8,13,2,3,5,2,3,39,0,2,6,0,4
"LINC00582",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DISC1",2,0,4,0,1,2,0,0,1,4,0,1,4,0,0,2,0,0,0,0,0
"SIPA1L2",0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0
"MAP10",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"NTPCR",2,0,0,0,19,1,0,0,6,3,3,0,4,0,0,86,1,1,2,0,1
"PCNXL2",0,1,3,0,4,3,1,0,8,1,0,1,3,0,1,2,0,0,0,0,0
"RP5-862P8.2",0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,0,0,0,0,0
"KCNK1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,71,0,1,0,0,0
"RP5-827C21.4",1,0,1,0,2,3,0,0,5,1,0,0,3,0,0,6,0,0,1,0,0
"COA6",8,0,4,0,10,1,0,1,10,2,1,0,7,0,3,107,0,2,4,2,1
"TARBP1",1,0,1,0,6,2,0,3,3,1,0,0,4,0,0,15,0,0,0,1,1
"LINC01354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IRF2BP2",31,1,10,0,57,4,0,4,18,4,4,1,6,0,0,163,3,3,7,2,4
"LINC01132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-443B7.1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,0,0
"TOMM20",12,3,17,4,36,8,2,17,62,18,2,15,30,3,4,211,1,5,10,4,6
"RBM34",0,1,1,1,4,1,0,1,6,1,0,0,3,0,0,5,1,0,0,0,0
"ARID4B",5,4,12,0,22,18,2,7,38,16,3,4,23,1,7,45,0,2,4,3,5
"GGPS1",4,1,4,0,20,8,0,3,18,10,1,1,8,0,3,51,1,0,3,0,2
"TBCE",1,0,1,1,8,2,0,0,1,2,0,0,0,0,1,13,0,0,0,0,0
"B3GALNT2",3,0,3,0,5,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0
"GNG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"LYST",4,1,15,1,9,5,0,2,5,5,0,3,1,1,1,22,0,2,12,0,1
"NID1",0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
"GPR137B",5,0,3,0,5,0,0,0,1,4,1,0,1,1,0,2,0,0,2,0,1
"ERO1B",3,1,2,1,5,2,0,3,5,2,0,1,3,0,1,16,0,3,0,0,0
"EDARADD",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"LGALS8",3,0,6,1,9,2,0,1,11,5,0,1,5,0,1,26,1,1,4,2,0
"LGALS8-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"RP11-385F5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HEATR1",3,0,0,0,1,2,1,1,3,0,0,0,0,0,0,11,0,0,0,0,0
"MTR",2,0,1,0,8,1,0,2,8,4,0,2,3,0,2,10,0,0,1,1,0
"MT1HL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MTRNR2L11",2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0
"LINC01139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"RP11-177F15.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CHRM3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"CHRM3-AS2",0,0,0,0,0,2,1,0,5,0,0,0,6,0,1,0,0,0,1,2,0
"FMN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GREM2",0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RGS7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FH",2,1,8,0,12,1,1,3,10,5,2,2,1,0,0,113,0,3,0,1,1
"KMO",1,0,3,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
"OPN3",3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,2,0,0
"CHML",0,0,5,0,0,1,0,1,1,2,1,1,0,0,0,10,0,0,0,0,0
"EXO1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"MAP1LC3C",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEP170",8,0,8,0,4,0,0,2,2,0,1,2,2,0,0,1,0,0,0,0,0
"SDCCAG8",12,0,6,0,14,4,0,7,9,4,3,1,7,0,0,31,2,3,3,2,0
"AKT3",0,1,0,0,11,1,0,2,5,1,0,0,0,0,0,0,1,1,0,0,0
"ZBTB18",2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,12,0,0,1,0,1
"ADSS",4,1,8,0,14,12,0,1,28,11,0,5,9,1,2,66,0,3,5,1,0
"C1orf101",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DESI2",3,0,1,0,11,2,1,1,7,1,1,0,1,1,0,30,0,1,0,0,0
"COX20",5,2,7,0,36,27,1,4,27,21,3,7,4,3,5,164,0,1,5,4,1
"HNRNPU-AS1",3,1,6,0,3,1,1,2,5,2,0,0,5,1,1,19,2,0,8,0,0
"HNRNPU",25,4,25,2,60,21,5,7,64,25,3,11,20,4,10,210,7,4,22,5,2
"RP11-11N7.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-156E8.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"EFCAB2",2,0,4,0,2,1,0,3,3,0,0,0,1,0,0,10,0,0,0,0,0
"KIF26B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMYD3",1,0,2,1,3,4,0,0,3,2,1,0,1,1,1,8,0,1,0,0,0
"TFB2M",1,0,3,0,4,3,0,1,5,4,1,0,3,0,1,37,0,0,1,1,0
"CNST",1,0,0,0,5,1,0,2,1,0,0,0,1,0,0,23,0,0,0,2,0
"RP11-439E19.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SCCPDH",4,0,2,0,26,4,0,2,1,2,1,0,2,0,0,50,0,1,1,0,0
"RP11-439E19.10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHCTF1",1,0,2,0,8,2,0,1,6,1,1,1,0,0,2,14,0,0,0,1,1
"ZNF695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ZNF670",0,0,2,0,3,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0
"ZNF669",3,1,0,0,1,4,0,1,4,4,0,0,2,0,0,9,0,2,1,0,1
"C1orf229",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ZNF124",0,0,1,0,1,1,0,3,1,2,0,0,0,0,1,9,0,0,3,0,0
"RP11-488L18.10",9,1,2,0,6,3,0,1,6,1,0,0,1,0,0,23,0,1,3,0,1
"RP11-488L18.8",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ZNF496",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
"NLRP3",7,0,17,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,23,1,0
"GCSAML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM58",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-438F14.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LYPD8",1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,621,0,1,0,0,0
"SH3BP5L",0,0,0,0,3,2,0,1,1,1,1,0,1,0,0,6,0,1,0,0,0
"ZNF672",2,0,4,0,3,3,0,1,7,7,1,1,4,0,2,15,0,1,1,1,1
"ZNF692",0,0,0,0,7,0,0,1,8,3,0,0,0,1,1,21,0,0,0,2,0
"PGBD2",1,0,1,0,4,0,0,0,4,2,0,2,2,0,1,6,0,1,0,0,0
"FAM110C",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0
"SH3YL1",1,0,5,0,13,0,0,3,10,1,0,0,5,0,0,140,0,1,0,2,2
"ACP1",9,0,16,0,31,14,1,9,41,18,3,6,17,2,6,160,1,6,7,2,2
"FAM150B",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM18",5,1,3,1,15,7,0,1,11,5,1,1,8,0,2,56,1,1,2,3,1
"AC092159.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC116614.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SNTG2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC144450.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PXDN",0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MYT1L",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"TSSC1",0,1,5,1,9,3,0,3,7,5,1,1,4,0,2,30,0,0,0,1,0
"TRAPPC12",4,1,6,0,8,1,1,1,2,4,1,0,5,0,0,19,0,1,1,0,0
"TRAPPC12-AS1",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ADI1",10,2,14,0,100,4,1,4,26,7,3,2,11,0,4,240,1,4,9,3,0
"AC142528.1",0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"RNASEH1",2,0,4,0,10,2,1,1,10,2,1,1,5,0,0,25,0,0,1,1,1
"RNASEH1-AS1",0,0,1,0,7,4,0,2,4,1,0,0,1,0,0,10,0,0,0,0,0
"RPS7",230,73,410,49,585,386,53,332,1165,472,45,276,641,59,108,3159,31,104,96,116,58
"COLEC11",0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CMPK2",1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"RSAD2",1,0,3,0,8,0,1,0,1,2,0,0,0,0,0,2,0,0,1,0,0
"RP11-439M11.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RNF144A",0,0,1,0,3,2,0,0,6,2,0,0,1,0,0,3,0,0,0,0,0
"RP11-557L19.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC092580.3",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"AC092580.4",0,10,0,1,1,130,7,0,142,142,1,1,8,5,23,5,0,0,0,0,0
"LINC00299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC011747.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ID2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ID2",8,17,17,2,59,159,26,1,344,252,3,1,46,24,45,363,0,3,18,8,6
"RP11-434B12.1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"KIDINS220",3,1,1,0,24,3,1,0,12,7,2,0,1,0,1,36,1,1,3,2,1
"MBOAT2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0
"RP11-734K21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-734K21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASAP2",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ITGB1BP1",4,3,9,1,62,4,1,7,25,9,2,5,12,2,2,52,2,1,3,5,4
"CPSF3",4,0,8,0,2,2,0,1,5,2,0,2,6,0,1,14,0,1,0,1,0
"IAH1",7,3,5,1,35,13,3,5,25,8,1,2,15,0,1,50,3,1,6,4,0
"ADAM17",4,1,5,0,11,8,2,3,8,2,1,3,0,0,1,16,0,0,4,0,2
"RP11-214N9.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
"YWHAQ",19,5,16,2,124,24,8,4,65,30,9,11,19,0,7,285,6,8,9,5,4
"TAF1B",1,1,2,0,4,1,0,0,2,2,0,0,2,1,0,6,0,0,1,0,2
"RP11-95D17.1",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
"GRHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-254F7.2",1,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0
"KLF11",1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,8,1,0,2,0,2
"CYS1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-254F7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RRM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"HPCAL1",3,2,6,3,5,6,1,6,23,9,0,8,12,1,1,72,0,1,2,5,9
"ODC1",0,0,1,0,3,2,0,0,2,5,1,1,3,0,0,75,0,1,2,0,1
"RP11-320M2.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"NOL10",1,0,1,0,8,2,0,0,6,5,0,1,0,1,0,37,1,2,0,0,1
"RN7SL832P",0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
"RP11-791G15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PDIA6",29,2,31,1,128,17,5,9,55,29,1,13,14,10,9,286,2,28,7,1,6
"RP11-245G13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C2orf50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PQLC3",10,3,20,1,43,15,1,1,13,16,0,2,10,2,1,10,1,4,4,1,1
"ROCK2",1,0,1,0,12,5,0,0,3,1,2,1,1,0,0,50,1,0,0,0,1
"LINC00570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E2F6",3,0,0,0,4,1,0,0,1,2,0,0,2,0,0,8,0,1,0,0,0
"GREB1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LPIN1",2,1,3,2,11,7,2,6,21,13,2,6,9,2,4,14,0,2,0,6,0
"MIR3681HG",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"TRIB2",0,1,1,0,8,13,0,0,12,3,1,0,4,2,0,1,3,2,0,1,3
"FAM84A",0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,233,0,0,0,0,0
"NBAS",1,1,3,0,7,1,0,0,3,1,0,1,2,0,0,9,0,1,0,0,0
"DDX1",5,1,3,0,33,3,2,1,14,8,5,3,6,5,2,97,2,1,2,3,2
"AC142119.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC010745.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FAM49A",7,0,13,0,5,0,0,1,0,1,0,2,0,2,0,0,0,1,5,0,0
"VSNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"SMC6",2,0,4,0,8,3,0,5,5,2,0,2,0,0,0,24,0,1,0,0,0
"GEN1",0,0,0,0,2,1,0,3,0,0,0,0,1,0,0,8,0,3,0,0,0
"KCNS3",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0
"RDH14",0,2,4,0,22,4,0,3,12,6,2,2,8,1,3,37,1,1,0,2,1
"OSR1",0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"LINC00954",1,0,0,0,5,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0
"TTC32",1,1,2,0,6,4,0,1,6,1,1,2,2,1,1,11,0,2,2,0,0
"WDR35",0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MATN3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAPTM4A",54,2,46,1,550,15,1,18,45,19,19,12,16,2,6,388,22,15,15,5,13
"SDC1",0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,78,0,9,0,0,0
"PUM2",5,0,6,0,11,5,1,2,9,7,1,3,4,0,0,53,0,2,4,2,1
"RHOB",48,0,30,0,148,6,1,3,8,3,25,2,2,0,1,189,17,5,47,0,1
"HS1BP3",2,0,2,0,3,0,0,4,2,2,2,1,2,0,1,9,0,0,1,0,0
"GDF7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-130L8.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LDAH",1,1,0,0,1,2,1,0,2,0,0,0,1,0,0,10,0,0,0,1,0
"AC067959.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"KLHL29",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-557N21.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ATAD2B",0,0,5,0,1,2,0,1,5,4,1,2,4,0,2,16,0,0,0,0,0
"UBXN2A",2,0,1,0,15,5,0,1,9,2,0,0,5,0,0,20,0,1,0,0,2
"MFSD2B",0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0
"C2orf44",1,0,0,0,2,0,1,0,2,1,0,0,0,0,0,3,1,0,0,0,0
"FKBP1B",0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,15,0,0,0,0,0
"SF3B6",17,3,20,1,82,18,2,10,46,23,11,9,23,0,3,269,2,4,14,3,2
"FAM228B",1,0,2,0,7,0,1,1,4,2,0,0,0,0,1,1,1,2,0,0,0
"TP53I3",3,0,0,0,25,1,0,0,1,0,2,2,1,0,0,105,0,0,2,0,1
