"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"BCO1",1,2,0,0,0,0,0,0,0,0,0,0,0,87,0
"RP11-55K13.1",0,0,0,0,1,0,0,0,0,0,1,0,0,14,0
"GAN",4,68,0,0,2,2,0,2,0,1,4,1,0,482,9
"CMIP",52,278,0,6,5,4,2,17,1,0,6,5,2,445,41
"RP11-960L18.1",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"PLCG2",33,18,2,0,2,5,0,0,3,0,3,1,3,128,15
"SDR42E1",0,2,0,0,0,0,0,0,0,0,0,0,0,16,0
"HSD17B2",1,1,0,0,0,0,0,0,0,0,0,0,0,124,4
"RP11-510J16.5",0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
"MPHOSPH6",56,74,0,7,2,1,2,1,1,0,14,9,4,180,15
"CDH13",0,92,0,0,0,0,0,6,0,0,41,0,0,3,36
"RP11-483P21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HSBP1",233,830,0,15,19,12,4,44,1,1,88,19,15,1593,97
"MLYCD",3,24,0,0,2,1,0,1,0,0,1,0,0,68,2
"RP11-505K9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OSGIN1",6,11,0,0,0,0,0,0,0,0,3,1,0,39,0
"NECAB2",0,4,0,0,0,0,0,0,0,0,0,1,0,1,0
"SLC38A8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBTPS1",18,129,0,0,0,0,2,2,2,1,6,0,5,247,15
"RP11-505K9.1",4,14,0,0,0,0,0,0,0,0,0,0,0,55,7
"HSDL1",11,33,0,0,0,1,0,3,0,0,1,1,1,64,1
"DNAAF1",13,4,0,0,2,0,0,0,0,0,0,3,0,24,0
"TAF1C",1,22,0,0,2,0,0,2,0,0,3,0,1,80,5
"ADAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-486L19.2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"WFDC1",1,81,0,0,0,0,0,3,0,0,13,0,0,2,0
"ATP2C2",2,1,0,0,1,0,0,0,0,0,0,0,0,105,1
"TLDC1",2,56,0,0,3,1,2,2,0,0,0,0,2,152,3
"COTL1",264,242,8,48,14,39,35,4,5,0,42,42,27,461,95
"KLHL36",8,55,1,1,1,5,2,0,1,0,6,0,3,156,8
"USP10",18,49,0,2,2,7,0,4,1,0,5,6,3,204,14
"CRISPLD2",5,787,0,0,1,1,1,6,0,0,114,1,0,22,6
"ZDHHC7",12,68,0,0,0,1,0,4,0,1,9,1,0,140,5
"KIAA0513",3,9,1,1,0,1,0,0,0,0,0,0,1,5,1
"FAM92B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-442O1.4",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC00311",0,6,0,0,0,0,0,1,0,0,1,0,0,0,1
"CTD-2542L18.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSE1",7,57,0,1,1,0,0,2,0,0,6,2,1,151,5
"GINS2",1,13,0,0,2,0,1,0,0,0,5,0,0,54,5
"C16orf74",4,8,0,0,0,3,0,0,0,0,1,0,1,83,5
"RP11-568J23.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"EMC8",21,113,0,2,3,4,1,6,0,0,10,2,1,226,17
"COX4I1",760,2387,10,51,118,117,63,104,23,5,262,61,138,7357,247
"IRF8",47,3,0,2,0,1,0,0,0,0,3,4,0,65,0
"RP11-805I24.1",0,4,0,0,0,0,0,0,0,0,0,0,0,8,1
"LINC01082",0,15,0,0,0,0,0,6,0,0,0,0,0,0,0
"RP11-514D23.3",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"FENDRR",0,12,0,0,0,0,0,4,0,0,0,0,0,1,0
"FOXF1",0,74,0,0,0,0,0,14,0,0,6,1,0,5,0
"MTHFSD",3,24,0,0,0,0,0,2,1,1,0,0,0,69,1
"FOXC2-AS1",0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
"FOXC2",0,8,0,0,0,0,0,0,0,0,8,0,0,1,0
"FOXL1",0,5,0,0,0,0,0,0,0,0,2,0,0,70,0
"CTD-2015G9.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C16orf95",0,25,0,0,1,0,0,0,0,0,1,0,1,24,0
"RP11-178L8.7",0,4,0,0,0,0,0,1,0,0,0,0,0,20,0
"FBXO31",1,19,0,0,0,2,0,1,0,0,1,0,2,64,17
"MAP1LC3B",176,424,4,6,21,21,4,28,6,1,37,14,21,514,82
"RP11-178L8.3",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ZCCHC14",6,85,0,1,0,0,0,6,0,0,5,0,0,146,9
"JPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC4",9,14,0,2,2,3,3,1,0,0,1,0,2,111,4
"SLC7A5",6,5,0,0,1,2,1,0,0,0,7,0,1,49,0
"CA5A",0,3,0,0,0,0,0,0,0,0,0,0,0,7,0
"BANP",8,37,0,2,0,2,2,4,1,2,9,0,6,90,4
"RP11-863P13.3",0,14,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-863P13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LA16c-444G7.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF469",1,90,0,0,0,0,0,0,1,0,7,0,0,2,0
"ZFPM1",0,8,0,0,1,0,0,0,0,0,0,1,0,60,1
"ZC3H18",14,33,0,1,1,3,1,0,0,0,4,3,2,168,9
"IL17C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYBA",2420,1121,18,95,148,123,74,8,27,8,273,209,148,4033,78
"MVD",23,76,0,2,1,0,0,6,0,1,8,0,2,240,9
"SNAI3-AS1",0,7,0,0,1,0,0,0,1,0,0,0,1,13,0
"SNAI3",9,0,0,1,1,1,1,0,1,1,0,1,2,7,1
"RNF166",27,36,0,2,4,10,6,2,2,1,3,3,7,58,4
"CTU2",4,45,0,0,0,3,1,4,0,0,4,0,2,49,2
"RP5-1142A6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PIEZO1",13,82,0,2,1,0,1,8,0,0,10,2,3,305,15
"RP5-1142A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1142A6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1142A6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDT1",0,7,0,0,0,0,1,1,1,0,1,0,0,59,1
"APRT",235,721,7,13,30,64,24,23,14,1,73,17,71,2380,67
"GALNS",9,106,0,0,0,0,0,0,0,0,4,0,1,100,1
"TRAPPC2L",85,276,0,0,4,9,2,14,1,0,35,7,11,824,21
"CBFA2T3",0,0,0,1,3,0,0,0,0,0,2,0,0,0,0
"RP11-830F9.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CTD-2555A7.2",0,1,0,1,1,1,0,0,0,0,0,0,1,37,0
"ACSF3",13,33,0,0,4,0,0,0,1,2,8,1,2,122,4
"CDH15",0,7,0,0,0,0,0,0,0,0,1,0,0,3,0
"SLC22A31",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-46C24.7",0,16,0,0,0,0,0,0,0,0,0,0,0,16,0
"ZNF778",0,7,0,0,0,1,1,0,0,0,1,0,1,23,3
"ANKRD11",32,151,0,4,0,3,2,2,1,1,19,3,3,514,39
"AC137932.4",0,0,0,1,1,1,0,1,0,0,0,0,2,8,0
"AC137932.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SPG7",19,88,1,1,2,3,2,2,1,0,21,5,7,397,17
"RP11-104N10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"RPL13",3876,24861,168,346,962,1284,401,782,390,70,1599,431,1244,54126,1618
"CPNE7",1,6,0,0,0,11,8,0,0,0,1,0,2,88,1
"DPEP1",0,5,0,0,0,0,0,0,0,0,0,0,0,31,1
"CHMP1A",29,129,0,4,5,5,1,3,1,1,12,3,5,473,10
"SPATA33",7,38,0,0,1,1,1,0,0,0,2,1,1,178,8
"CDK10",10,88,0,2,0,3,1,3,0,2,8,2,4,450,17
"RP11-368I7.4",0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
"SPATA2L",8,32,0,0,1,0,1,1,0,0,4,1,0,72,3
"VPS9D1",11,31,0,1,0,2,0,1,0,0,2,2,3,94,3
"VPS9D1-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,15,0
"ZNF276",4,26,0,0,3,5,0,1,1,2,1,0,3,210,6
"FANCA",5,10,1,0,1,0,1,0,0,0,1,0,2,46,0
"SPIRE2",5,11,0,0,0,1,0,1,0,0,0,0,0,163,0
"TCF25",99,540,3,6,23,20,11,14,3,1,55,5,27,751,60
"MC1R",0,28,0,0,0,0,0,1,0,0,0,0,0,20,1
"TUBB3",1,4,0,0,0,0,0,0,0,0,1,0,0,2,1
"DEF8",21,134,1,0,2,2,3,6,2,0,14,1,1,180,18
"CENPBD1",1,15,0,0,2,1,0,0,0,0,0,0,1,29,2
"DBNDD1",0,3,0,0,1,0,0,0,0,0,0,0,0,81,0
"GAS8",1,18,0,0,1,0,0,0,0,0,4,0,0,92,1
"PRDM7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM157C",2,6,0,0,0,0,0,1,0,0,0,0,0,9,0
"RP11-356C4.3",0,21,0,1,0,0,0,0,0,0,1,1,1,25,3
"AC137934.1",0,4,0,0,0,0,0,0,0,0,0,0,0,10,0
"DOC2B",1,2,0,0,0,0,0,0,0,0,0,0,0,8,10
"RPH3AL",4,1,0,0,1,0,0,1,0,0,1,0,0,61,7
"RP11-1260E13.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108004.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf97",1,24,0,1,0,1,0,0,0,0,1,0,0,31,2
"FAM101B",2,93,0,0,0,2,1,4,2,0,7,0,3,0,43
"VPS53",10,43,1,0,0,2,1,3,1,1,4,2,2,74,6
"FAM57A",0,52,0,0,0,0,0,1,0,0,3,0,0,40,3
"GEMIN4",4,13,0,0,0,0,0,0,0,0,1,0,0,23,1
"GLOD4",45,135,0,1,6,7,6,6,2,1,23,2,3,213,8
"RP11-676J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RNMTL1",4,12,0,1,2,0,0,1,0,0,4,0,0,41,3
"NXN",3,103,0,0,1,1,0,3,0,0,2,0,0,52,8
"RP11-676J12.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIMM22",13,70,0,1,2,1,3,6,0,0,14,0,4,56,13
"ABR",27,51,1,1,5,0,2,1,1,1,3,1,3,232,6
"YWHAE",252,735,1,16,21,8,2,16,5,2,82,19,20,1082,145
"CRK",26,151,1,3,1,1,3,11,2,2,20,3,4,195,22
"MYO1C",24,241,0,2,4,2,0,11,1,0,36,0,1,366,21
"INPP5K",8,49,0,2,1,3,3,1,0,0,8,2,2,41,5
"PITPNA-AS1",4,75,1,1,1,7,2,2,0,0,8,0,7,92,3
"PITPNA",57,54,1,2,3,1,0,2,0,0,7,6,4,152,10
"SLC43A2",53,52,0,2,1,0,0,0,0,0,4,15,0,33,0
"SCARF1",6,4,0,0,0,0,0,0,0,0,1,0,0,5,25
"RILP",28,70,0,0,2,1,0,4,0,0,2,5,0,67,3
"PRPF8",27,122,0,2,1,1,2,6,3,1,19,4,3,173,21
"RP11-961A15.3",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"TLCD2",1,28,0,0,0,0,0,0,0,0,3,0,0,183,0
"MIR22HG",18,87,0,0,1,0,0,4,0,0,10,4,1,37,5
"WDR81",10,40,0,0,2,1,0,0,1,0,6,0,1,37,3
"SERPINF2",9,4,1,0,0,0,0,0,0,0,0,0,0,14,3
"SERPINF1",32,2612,0,2,8,0,0,2,0,0,268,2,1,46,1
"SMYD4",10,44,0,2,2,1,0,8,0,0,4,1,3,43,6
"RPA1",23,73,0,0,3,2,2,7,0,0,9,1,5,162,8
"RTN4RL1",0,1,0,0,0,0,0,0,0,0,0,0,0,11,0
"DPH1",0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
"OVCA2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIC1",0,88,0,0,0,0,0,2,0,0,6,0,0,1,6
"SMG6",2,66,0,1,0,2,0,5,0,1,5,0,2,67,3
"SRR",4,25,0,1,1,1,0,0,0,0,3,0,0,20,3
"TSR1",9,44,0,1,2,0,1,1,0,0,10,0,0,72,7
"SGSM2",4,31,0,0,0,1,0,1,0,0,6,0,0,60,5
"MNT",4,32,0,0,0,0,0,0,0,0,1,1,1,66,1
"METTL16",7,36,0,0,2,2,1,3,0,0,4,1,2,59,2
"PAFAH1B1",39,213,2,0,6,5,4,10,1,0,10,3,13,190,24
"RP11-74E22.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUH",10,28,0,0,0,0,0,0,0,0,3,0,0,140,8
"RP11-74E22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"RP11-74E22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RAP1GAP2",0,5,0,0,0,0,0,2,0,0,0,0,0,61,0
"CTD-3060P21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASPA",0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
"TRPV3",1,2,0,0,0,0,0,0,0,0,0,0,0,6,1
"TRPV1",1,3,1,0,0,0,0,0,0,0,0,0,0,11,0
"RP11-235E17.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHPK",4,7,0,0,1,1,0,0,0,0,1,0,0,10,1
"CTNS",10,21,0,2,1,1,0,0,0,0,0,0,1,8,1
"RP11-235E17.6",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TAX1BP3",68,913,1,4,14,3,1,32,3,0,67,2,4,359,53
"P2RX5-TAX1BP3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"EMC6",43,220,0,1,10,7,3,12,0,0,24,2,10,298,22
"P2RX5",0,2,0,0,2,6,3,0,1,0,0,0,1,1,0
"ITGAE",31,150,2,2,9,15,10,9,2,0,25,3,4,105,7
"CTD-3195I5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GSG2",0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
"CTD-3195I5.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NCBP3",13,79,0,1,3,3,1,4,0,0,10,0,3,96,8
"CAMKK1",5,4,0,0,0,0,0,2,0,0,0,0,0,14,1
"P2RX1",2,0,0,0,5,0,0,0,0,0,0,1,0,1,0
"ATP2A3",7,9,0,0,1,1,3,0,0,0,1,0,1,59,1
"ZZEF1",8,33,0,0,0,0,0,0,0,0,1,1,0,96,4
"CYB5D2",5,81,1,0,1,3,0,1,1,0,7,1,2,90,10
"ANKFY1",7,52,1,1,0,0,0,2,0,0,6,2,2,54,6
"RP11-104O19.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBE2G1",23,119,3,5,6,4,4,6,2,1,16,1,13,144,13
"SPNS3",1,0,0,1,0,1,0,0,0,0,0,1,3,31,3
"RP13-580F15.2",0,4,0,0,0,1,0,0,0,0,0,0,1,23,0
"AC118754.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPNS2",1,5,0,0,0,0,0,0,0,0,1,0,0,125,15
"MYBBP1A",5,25,0,0,0,1,0,0,0,0,1,0,0,54,3
"GGT6",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"SMTNL2",0,12,0,0,0,0,0,0,0,0,2,0,0,0,0
"PELP1",7,41,0,1,1,1,0,2,0,0,3,1,3,87,10
"RP11-314A20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ARRB2",133,12,0,9,8,13,10,1,6,0,2,10,10,64,0
"MED11",16,94,1,2,8,4,3,8,2,0,9,1,4,110,10
"CXCL16",324,32,0,19,20,0,0,2,0,0,3,8,3,419,1
"ZMYND15",8,0,0,0,0,1,0,0,0,0,0,2,0,11,0
"TM4SF5",1,2,0,0,0,0,0,0,0,0,1,0,0,217,2
"VMO1",56,11,0,6,1,0,0,0,0,0,1,7,0,49,0
"GLTPD2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"PSMB6",159,497,0,7,22,18,6,34,3,0,81,7,29,635,46
"RP11-81A22.5",0,4,0,0,0,0,0,0,0,0,0,0,0,2,1
"PLD2",7,25,0,0,0,0,0,1,0,0,2,1,0,54,3
"MINK1",15,19,0,1,3,1,0,2,0,0,1,0,1,131,6
"CHRNE",7,12,0,3,2,0,0,0,0,0,0,1,0,0,1
"C17orf107",7,14,0,1,0,0,0,0,0,0,1,1,0,3,0
"GP1BA",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"SLC25A11",66,201,0,6,12,4,2,13,0,2,30,3,9,155,17
"RNF167",40,169,0,3,11,14,18,3,0,0,13,2,21,212,13
"PFN1",2104,3721,12,151,135,351,197,252,56,19,625,180,357,3367,627
"ENO3",6,5,0,0,3,0,0,0,0,0,1,1,1,13,0
"SPAG7",31,238,0,4,18,5,1,12,0,0,21,1,7,178,19
"CAMTA2",10,64,0,0,2,0,0,4,0,0,3,0,1,42,6
"RP5-1050D4.3",1,1,0,0,1,0,0,0,0,0,0,0,0,7,1
"RP5-1050D4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1050D4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"INCA1",1,5,0,0,0,0,0,1,0,0,0,0,1,5,0
"KIF1C",16,80,1,1,1,1,0,6,0,0,2,1,2,170,24
"SLC52A1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZFP3",1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZNF232",1,13,0,0,0,0,1,2,0,0,0,0,1,9,0
"USP6",1,8,0,0,1,0,0,1,0,0,0,0,0,21,1
"ZNF594",0,4,0,0,0,0,0,0,0,0,1,0,0,16,0
"RP11-333E1.1",2,4,0,0,0,0,0,0,0,0,0,1,1,11,0
"SCIMP",32,1,0,1,0,0,0,0,0,0,0,5,0,3,0
"RABEP1",19,77,0,1,0,1,5,5,0,0,7,1,0,54,10
"NUP88",3,29,0,0,3,1,1,1,0,0,2,0,3,25,3
"RP11-420A6.2",0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"RPAIN",27,155,1,0,12,7,4,12,0,0,10,4,13,171,30
"CTC-524C5.2",7,32,1,0,0,1,0,2,0,0,5,0,1,20,2
"C1QBP",79,286,1,3,13,13,1,17,5,2,42,4,9,390,40
"DHX33",8,21,0,0,0,1,0,1,0,0,7,1,1,72,11
"DERL2",43,183,0,1,6,4,1,6,3,0,23,1,6,101,5
"MIS12",7,36,0,0,2,0,2,0,0,0,6,2,1,34,3
"NLRP1",7,67,0,0,0,0,3,2,2,1,8,0,7,14,11
"WSCD1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
"AIPL1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM64A",0,1,0,0,0,0,0,0,0,0,3,0,0,24,0
"PITPNM3",0,4,0,0,0,0,0,1,0,0,0,0,0,26,0
"KIAA0753",1,4,0,0,1,0,0,0,0,0,2,2,0,16,1
"CTC-281F24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXNDC17",146,422,0,5,10,8,8,18,2,1,55,6,10,918,63
"MED31",25,111,1,0,5,4,1,8,0,1,22,1,5,137,17
"C17orf100",0,6,0,0,0,0,0,1,0,0,1,0,2,18,0
"CTC-281F24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC13A5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"XAF1",28,109,1,2,5,2,3,5,0,1,7,0,6,359,13
"FBXO39",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ALOX12-AS1",9,18,0,0,0,0,0,3,1,0,2,1,0,26,2
"RP11-589P10.5",0,5,0,0,0,0,0,0,0,0,0,0,0,13,4
"RNASEK",30,65,1,3,4,9,3,2,3,1,5,0,10,59,9
"RNASEK-C17orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C17orf49",7,39,0,2,2,1,1,1,0,0,1,3,3,25,3
"MIR497HG",0,14,0,0,0,0,0,3,0,0,10,0,0,2,0
"BCL6B",0,3,0,0,1,0,0,0,0,0,0,0,0,1,25
"SLC16A13",0,1,0,0,0,1,0,0,0,0,0,1,1,18,0
"SLC16A11",0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
"CLEC10A",22,0,0,28,0,0,0,0,0,0,0,5,0,0,0
"ASGR2",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASGR1",26,5,0,1,0,0,0,0,0,0,2,5,0,6,2
"DLG4",4,43,0,1,0,0,0,0,0,0,7,0,0,5,4
"ACADVL",77,393,1,3,21,10,2,10,1,1,58,2,16,626,26
"DVL2",9,70,0,0,1,1,0,7,0,0,5,1,1,68,5
"PHF23",11,94,0,0,1,2,0,4,0,0,14,1,2,74,7
"GABARAP",110,279,1,9,9,5,1,14,1,0,17,10,2,142,15
"CTDNEP1",48,180,0,2,1,1,0,6,0,0,17,3,2,259,24
"ELP5",17,66,0,0,2,4,1,2,0,0,9,2,5,74,5
"CLDN7",13,27,0,0,0,0,0,1,0,1,4,0,2,1684,0
"SLC2A4",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"YBX2",0,1,0,0,0,0,0,0,0,0,0,0,0,23,0
"EIF5A",71,307,1,4,5,11,3,10,1,0,73,11,9,484,26
"GPS2",14,26,0,0,1,3,0,1,0,0,2,0,5,32,1
"RP11-542C16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NEURL4",1,5,0,0,0,0,0,1,0,0,0,0,0,13,2
"ACAP1",18,45,1,2,8,58,25,1,14,6,2,3,42,101,0
"KCTD11",5,68,0,0,3,0,0,6,1,0,2,0,0,109,2
"TNK1",0,3,0,0,0,0,0,0,0,0,0,0,0,16,0
"TMEM256-PLSCR3",0,4,0,0,0,0,0,0,0,0,1,0,0,1,2
"TMEM256-PLSCR3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM256",97,453,2,9,20,16,8,21,2,2,57,10,14,646,47
"NLGN2",0,70,0,0,0,0,0,0,0,0,2,0,0,18,4
"TMEM102",7,5,0,2,0,0,1,0,0,0,1,0,0,36,3
"FGF11",1,9,0,0,0,0,0,1,0,0,0,0,0,2,0
"CHRNB1",4,31,0,1,9,3,0,2,0,0,4,0,0,19,2
"ZBTB4",31,63,0,1,1,0,0,2,1,0,5,0,0,71,5
"POLR2A",28,134,0,2,4,4,2,1,2,0,9,7,4,226,13
"TNFSF12",40,84,0,4,3,5,1,5,1,0,7,2,5,22,2
"TNFSF13",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SENP3",5,10,0,0,0,1,0,0,0,0,0,0,1,22,1
"EIF4A1",111,673,4,7,8,8,3,23,2,1,98,1,18,499,63
"CD68",1019,103,0,14,23,0,1,3,1,0,4,32,3,212,4
"AC113189.5",2,30,0,0,0,0,0,3,0,0,5,0,1,25,2
"MPDU1",26,137,1,4,3,0,3,1,2,0,18,2,7,146,10
"SOX15",0,3,0,0,0,0,0,2,0,0,0,0,0,1,0
"FXR2",2,50,0,1,0,1,0,3,0,0,2,0,1,48,4
"SHBG",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAT2",91,368,1,3,10,4,4,13,1,1,31,9,4,245,23
"ATP1B2",0,2,0,0,0,0,0,1,0,0,3,1,0,0,0
"TP53",13,80,0,0,3,1,1,5,1,0,14,0,3,126,9
"WRAP53",4,9,0,0,0,0,0,1,0,1,0,0,0,19,2
"EFNB3",0,25,0,0,0,0,0,0,0,0,4,0,0,2,2
"DNAH2",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"KDM6B",18,65,1,4,1,0,0,1,1,0,8,3,1,81,11
"TMEM88",2,2,0,0,0,0,0,0,0,0,0,0,0,2,31
"NAA38",169,564,1,8,19,17,13,23,3,0,61,14,16,1021,141
"CYB5D1",3,13,0,0,0,0,0,0,0,0,0,0,0,28,0
"CHD3",5,137,0,0,5,1,1,1,1,0,8,0,6,101,15
"AC025335.1",6,7,0,0,1,0,0,0,0,0,1,0,0,8,0
"KCNAB3",0,24,0,0,1,0,0,0,0,0,1,1,0,8,0
"TRAPPC1",262,771,4,15,47,39,14,27,6,2,93,11,51,545,79
"CNTROB",9,58,0,0,2,0,0,0,0,0,5,0,0,43,3
"GUCY2D",1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"ALOX15B",4,6,0,0,0,0,0,0,0,0,0,0,0,2,0
"ALOX12B",0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"AC129492.6",0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"ALOXE3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PER1",43,105,0,1,5,4,0,1,0,0,12,2,2,42,14
"VAMP2",65,296,2,3,19,19,7,26,6,5,36,6,29,164,23
"TMEM107",63,48,1,3,7,4,2,1,2,0,11,21,2,63,3
"BORCS6",8,27,0,0,2,2,1,4,0,1,7,0,6,32,3
"AC129492.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AURKB",1,5,0,0,0,0,0,0,1,0,1,0,0,44,0
"LINC00324",7,3,2,1,0,2,2,0,0,0,0,2,3,6,0
"CTC1",1,10,0,0,1,0,0,1,1,0,1,0,3,27,2
"PFAS",1,13,0,0,1,0,0,0,0,0,2,0,0,15,2
"RP11-849F2.9",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC25A35",2,8,0,0,0,0,1,0,0,0,1,0,1,5,1
"RANGRF",19,83,3,1,5,4,1,10,0,2,13,1,9,71,10
"ARHGEF15",0,0,0,0,0,0,0,0,0,0,0,0,0,2,30
"KRBA2",0,3,0,0,0,0,0,0,0,0,1,0,0,5,2
"RP11-849F2.7",2,2,0,0,0,0,0,0,0,0,0,0,0,1,1
"RPL26",2385,13108,65,242,650,671,209,397,196,51,969,260,722,15386,1086
"RNF222",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"NDEL1",15,96,1,0,2,0,1,3,1,2,8,1,2,47,7
"MYH10",0,342,0,0,0,0,0,9,1,0,3,0,0,13,15
"MFSD6L",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PIK3R6",3,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"PIK3R5",18,2,0,1,0,1,1,0,0,0,0,1,0,1,0
"NTN1",0,9,0,0,0,0,0,0,0,0,0,0,0,1,0
"STX8",52,193,1,4,6,6,1,8,1,0,16,3,9,115,12
"CFAP52",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP43",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"GAS7",16,69,0,0,0,0,0,1,0,0,0,3,2,6,3
"RP11-401O9.3",0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-799N11.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYH4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYH3",0,10,0,0,0,0,0,4,0,0,0,0,0,10,0
"CTC-297N7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SCO1",12,57,1,1,3,1,0,2,2,0,7,0,1,88,5
