"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"ACP1",2,6,5,2,2,8,62,18,8,73,39,44,5,82,13,2,19,10,4,10,8,18,10,32
"FAM150B",0,1,0,0,0,0,23,0,0,2,1,0,0,27,0,0,0,0,0,0,0,0,0,4
"TMEM18",1,2,1,0,0,1,39,4,2,24,24,9,0,18,4,2,3,4,2,2,0,0,1,27
"SNTG2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"TPO",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"AC144450.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PXDN",0,1,0,1,0,2,51,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,32
"MYT1L",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSSC1",1,2,0,1,1,1,13,3,0,9,10,10,1,10,3,3,3,2,0,1,0,5,1,2
"TRAPPC12",1,1,2,0,0,1,13,3,2,8,5,5,0,5,2,0,2,1,0,1,2,1,1,12
"TRAPPC12-AS1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ADI1",5,4,4,3,0,14,179,1,11,47,41,23,2,25,16,5,7,15,6,8,8,13,11,36
"AC142528.1",0,1,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,1,1,1
"AC108488.4",0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"RNASEH1",1,1,2,1,0,3,17,5,1,20,7,17,0,15,0,1,0,4,1,2,2,9,1,11
"RNASEH1-AS1",0,0,0,0,0,0,6,1,0,7,2,1,0,1,0,0,3,2,0,0,1,2,0,5
"RPS7",67,471,122,89,103,60,1524,409,160,2961,1762,1467,60,2037,686,86,496,273,68,193,192,517,328,896
"COLEC11",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
"LINC01247",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CMPK2",0,0,0,1,0,1,1,0,0,1,2,1,0,2,0,1,2,0,0,0,0,1,0,29
"RSAD2",0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,98
"RNF144A",0,0,0,0,0,0,3,2,1,0,3,4,0,0,1,0,2,1,0,0,0,1,1,9
"AC092580.3",0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"AC092580.4",0,36,0,2,1,0,3,85,0,2,196,278,0,1,12,5,84,0,0,1,1,2,3,1
"LINC00299",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC011747.4",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"ID2",7,155,31,28,3,23,449,196,231,15,683,900,17,19,73,46,273,64,2,15,55,15,52,143
"RP11-434B12.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIDINS220",1,5,1,2,1,5,32,1,3,11,11,16,2,12,7,3,1,2,3,1,0,4,1,6
"MBOAT2",0,0,0,0,0,7,5,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,5
"RP11-734K21.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASAP2",0,1,0,0,0,12,12,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,18
"ITGB1BP1",0,15,5,3,2,19,116,7,4,36,44,56,4,26,9,3,23,5,10,0,7,9,9,74
"CPSF3",0,2,1,0,0,2,12,0,0,9,3,2,0,6,2,1,1,2,0,1,1,3,0,5
"IAH1",3,19,4,1,3,14,79,9,6,36,31,27,5,26,9,0,8,3,3,2,3,7,7,18
"ADAM17",3,6,0,1,0,1,47,1,1,32,17,12,2,23,5,0,5,5,2,1,4,5,3,19
"RP11-214N9.1",0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"YWHAQ",4,32,4,5,2,26,170,33,18,126,152,116,6,110,34,10,51,16,6,6,6,43,22,112
"RP11-521D12.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF1B",0,1,2,0,1,0,7,1,1,5,2,5,0,7,0,2,3,2,1,0,0,1,1,12
"RP11-95D17.1",0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,3
"GRHL1",0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
"RP11-254F7.2",0,0,0,0,0,0,6,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,8
"KLF11",0,0,0,0,0,1,8,1,0,15,8,4,1,3,1,1,2,0,1,0,1,1,0,29
"CYS1",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"RRM2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0
"C2orf48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HPCAL1",2,5,1,2,0,0,21,2,4,42,34,19,2,28,9,3,11,14,0,7,3,0,4,70
"ODC1",3,35,0,5,6,7,55,34,9,270,153,181,1,148,31,5,44,58,1,63,3,74,17,37
"RP11-320M2.1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NOL10",1,1,0,2,1,2,14,4,1,24,8,11,0,14,4,0,4,4,0,2,0,4,1,20
"RN7SL832P",0,0,0,0,0,2,2,0,0,3,2,1,1,1,1,0,1,0,0,0,0,0,0,5
"ATP6V1C2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-791G15.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIA6",10,16,11,2,3,16,239,21,12,56,84,78,4,43,13,5,32,30,4,33,17,19,14,114
"RP11-245G13.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNF1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PQLC3",0,1,5,1,0,4,36,4,3,21,32,14,5,11,6,1,10,2,0,0,5,3,2,18
"ROCK2",0,2,0,0,1,3,35,0,0,9,4,3,5,6,0,0,3,5,0,0,0,1,2,74
"LINC00570",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2F6",1,2,0,0,1,1,14,1,2,7,5,8,0,6,0,0,0,0,1,1,2,1,1,19
"GREB1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LPIN1",1,11,2,4,0,3,25,17,4,75,43,56,0,44,14,5,25,7,0,13,3,17,7,24
"MIR3681HG",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
"RP11-333O1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIB2",1,5,0,0,0,2,5,4,3,4,11,13,0,0,3,1,1,0,2,1,0,3,7,28
"FAM84A",0,0,0,0,0,0,8,1,0,2,1,0,2,0,0,0,0,13,1,0,0,0,0,4
"NBAS",0,0,0,0,1,1,10,3,2,4,2,13,0,5,2,1,0,0,0,1,1,1,0,6
"DDX1",3,1,0,1,0,10,30,4,2,10,11,6,3,5,1,2,1,3,0,3,2,2,2,30
"MYCN",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FAM49A",4,0,6,0,0,0,13,0,1,72,2,1,0,26,0,2,0,0,0,9,24,15,0,4
"VSNL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SMC6",0,4,1,1,1,1,14,6,0,33,7,11,3,21,1,2,4,2,2,0,1,3,1,10
"GEN1",0,0,0,0,0,0,1,0,0,7,1,1,0,5,0,0,0,2,0,3,0,2,0,2
"KCNS3",0,0,0,0,0,6,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"RDH14",0,3,0,0,0,4,23,0,1,13,15,16,2,4,3,1,4,3,0,1,0,2,2,7
"LINC01376",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OSR1",0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"LINC00954",0,0,0,0,1,0,3,0,0,4,5,4,0,4,3,0,2,0,0,0,0,1,1,0
"TTC32",0,2,1,0,0,1,21,4,2,18,8,11,0,12,0,0,2,1,0,2,1,2,3,14
"RP11-79O8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"WDR35",0,0,0,0,0,1,1,0,1,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0
"MATN3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAPTM4A",12,9,28,4,4,27,860,14,78,120,42,52,24,142,13,9,28,15,18,10,15,11,8,214
"RP11-644K8.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDC1",0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,7,0,8,0,0,0,0
"PUM2",3,7,2,0,0,1,17,6,3,20,21,19,4,13,3,1,6,3,1,1,4,6,3,17
"RHOB",7,5,3,2,6,43,329,17,1,281,24,41,11,194,6,7,15,47,9,35,10,11,4,198
"HS1BP3",1,0,0,0,0,1,10,0,1,3,2,2,1,2,0,0,0,1,0,1,0,0,0,2
"RP11-130L8.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDF7",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"LDAH",1,0,0,0,0,0,4,0,0,1,3,3,0,5,1,0,0,1,0,0,0,1,0,2
"APOB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC067959.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL29",0,0,0,0,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"RP11-557N21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ATAD2B",0,3,1,0,0,1,8,3,2,12,6,6,1,7,0,0,4,2,0,2,2,3,1,6
"UBXN2A",1,2,0,0,2,8,23,0,2,13,9,10,1,14,3,3,7,4,0,1,0,5,4,11
"MFSD2B",0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"C2orf44",0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FKBP1B",0,1,2,0,0,1,2,1,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,8
"SF3B6",5,21,11,4,6,12,167,19,16,126,74,115,8,88,26,9,37,18,10,10,12,44,24,115
"FAM228B",0,2,1,0,0,2,22,2,0,9,4,4,5,2,0,1,0,0,0,0,0,2,0,10
"TP53I3",0,1,0,0,0,0,47,0,1,3,1,0,2,0,0,0,0,8,0,0,2,0,0,9
"PFN4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ITSN2",2,12,2,2,5,2,15,19,8,73,41,45,2,53,10,4,17,3,0,4,2,31,6,65
"NCOA1",0,7,0,2,0,2,19,2,1,12,10,14,0,8,6,1,5,2,0,2,1,1,7,16
"PTRHD1",2,8,3,1,0,6,53,4,1,58,18,20,2,15,8,0,5,21,2,8,9,24,10,21
"CENPO",0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"ADCY3",1,0,0,0,0,0,26,3,0,6,2,1,1,3,0,1,3,0,4,0,0,2,1,11
"DNAJC27",0,5,0,0,0,1,3,2,0,6,2,6,1,9,2,1,0,2,0,0,0,3,1,6
"DNAJC27-AS1",1,0,0,0,0,0,3,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"EFR3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"POMC",0,1,2,0,0,0,2,0,2,14,2,5,0,12,2,0,3,0,0,1,1,0,0,1
"DNMT3A",0,0,0,0,0,0,9,4,1,5,4,9,1,3,2,1,2,1,1,1,0,0,1,10
"DTNB",0,0,0,1,1,0,3,3,1,5,2,4,0,4,0,0,2,0,0,1,0,1,1,5
"AC104699.1",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,2,0,0
"ASXL2",1,5,1,0,2,3,16,11,1,17,15,32,2,6,1,1,14,2,0,1,1,3,5,18
"KIF3C",0,0,0,0,0,0,2,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1
"RAB10",9,8,6,0,2,11,54,9,4,43,28,25,2,16,5,2,8,8,1,4,15,11,5,39
"GAREM2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"HADHA",3,12,5,2,3,7,72,8,4,59,45,36,3,41,16,1,11,12,1,1,13,9,12,33
"HADHB",3,8,2,0,2,8,81,3,3,35,21,16,4,11,7,4,10,8,3,2,7,6,3,43
"ADGRF3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"EPT1",1,0,0,0,1,0,8,2,0,3,4,2,0,3,1,0,0,2,0,2,0,3,1,2
"CIB4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNK3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35F6",1,2,0,1,0,2,17,3,1,5,6,9,1,9,2,0,5,1,0,0,2,1,0,10
"CENPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"MAPRE3",0,0,0,0,0,1,9,0,1,2,5,6,0,2,0,1,0,2,0,1,2,0,0,2
"TMEM214",2,2,2,1,4,2,29,3,4,9,12,6,1,6,1,1,4,3,0,4,0,4,1,9
"AGBL5",0,1,0,0,0,0,2,0,0,4,1,1,0,0,0,0,0,0,1,1,0,0,0,1
"OST4",11,83,26,19,24,32,565,82,55,369,398,316,28,203,114,18,115,67,15,94,32,71,73,219
"EMILIN1",0,1,0,0,0,2,327,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,1,3
"KHK",0,1,0,0,0,2,0,3,0,2,2,2,1,0,0,0,2,0,0,0,0,0,0,7
"CGREF1",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABHD1",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"PREB",3,3,1,0,1,4,21,4,0,8,14,16,2,9,2,0,3,4,1,5,0,1,1,7
"SLC5A6",0,5,0,1,3,0,0,3,0,22,6,11,0,55,1,0,4,2,0,0,0,3,0,4
"ATRAID",9,21,2,4,3,10,210,16,10,37,47,53,8,30,7,0,18,16,4,8,7,8,5,89
"CAD",0,2,0,0,1,0,5,1,0,5,1,0,1,2,0,0,0,1,0,1,1,0,0,1
"DNAJC5G",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM54",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCN",0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"MPV17",0,4,0,0,1,4,49,3,2,14,11,8,4,8,1,0,4,2,1,3,1,4,1,17
"GTF3C2",0,0,2,0,0,0,12,3,0,9,5,7,1,7,1,1,1,1,0,1,1,1,1,6
"GTF3C2-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC074117.10",0,3,0,0,0,2,9,2,1,4,3,7,1,6,2,0,0,1,1,0,0,0,1,5
"EIF2B4",0,6,0,0,1,2,16,3,0,14,12,18,2,11,3,0,8,2,0,1,2,3,3,11
"SNX17",5,14,1,0,6,6,63,7,5,33,25,36,2,24,7,2,8,3,4,6,7,7,6,32
"ZNF513",0,1,1,0,0,1,7,0,0,4,2,2,0,2,0,0,3,1,1,0,0,0,0,3
"PPM1G",1,9,2,6,2,3,35,17,3,37,45,33,3,30,8,6,14,4,1,6,6,13,14,36
"NRBP1",0,9,0,1,3,0,37,5,3,23,35,49,4,19,5,2,9,3,1,9,2,4,5,24
"KRTCAP3",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0
"IFT172",1,1,0,0,1,0,4,0,0,2,2,0,0,2,2,0,0,9,0,0,0,0,0,3
"FNDC4",0,1,0,0,0,1,13,0,0,2,2,1,1,2,0,0,1,0,0,0,0,0,0,2
"ZNF512",0,0,0,0,0,0,20,0,0,3,2,4,3,3,0,0,0,0,0,0,0,3,0,3
"CCDC121",0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"GPN1",0,5,0,1,1,0,14,6,2,22,20,22,0,8,5,1,8,1,0,0,1,5,3,15
"SUPT7L",1,7,0,0,0,1,22,4,2,14,13,15,1,9,2,1,4,1,1,2,0,2,1,10
"SLC4A1AP",0,3,0,0,1,5,15,1,1,7,6,10,2,5,0,0,2,2,1,2,1,2,2,8
"MRPL33",3,21,3,3,4,18,111,26,12,109,92,76,15,57,21,7,32,19,9,9,9,21,18,138
"RBKS",0,1,0,1,0,0,3,0,0,4,3,3,0,5,2,0,3,0,0,0,2,0,1,5
"BRE",0,3,1,0,0,0,36,5,5,10,10,13,4,6,3,0,7,1,1,0,2,0,3,16
"FOSL2",27,34,20,7,6,6,75,65,30,37,110,163,2,27,23,26,55,21,2,9,37,6,17,142
"RP11-373D23.3",0,0,3,0,0,0,10,0,0,1,0,5,0,0,0,0,1,0,1,0,1,0,0,9
"PLB1",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
"AC097724.3",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"PPP1CB",10,45,8,19,13,1,76,70,18,259,262,264,8,268,83,5,91,16,7,10,32,24,52,85
"SPDYA",1,0,1,1,0,1,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,1,2,9
"RP11-713D19.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRMT61B",0,3,0,1,0,1,7,4,0,5,5,4,0,10,0,0,2,0,1,0,0,0,1,3
"WDR43",0,3,0,1,2,1,15,5,1,32,14,14,0,26,4,1,2,6,1,1,0,1,3,18
"FAM179A",0,3,0,0,0,0,0,1,0,0,1,3,0,1,0,0,2,0,0,0,0,0,1,0
"CLIP4",1,5,1,0,0,0,22,3,1,3,4,12,0,4,0,0,2,0,0,0,0,1,1,2
"ALK",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YPEL5",28,175,14,32,39,12,87,154,7,1569,705,668,2,1983,235,58,210,15,7,75,19,79,107,57
"LBH",0,22,0,6,6,2,53,11,3,65,74,56,5,53,24,10,27,3,4,1,0,8,12,20
"AC109642.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCLAT1",0,2,0,0,0,0,7,1,0,2,8,4,1,4,1,0,0,1,0,0,0,2,0,1
"CAPN13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GALNT14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"EHD3",0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,1
"XDH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-1057B6.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MEMO1",0,1,0,0,0,0,7,1,3,12,4,7,0,15,1,2,3,2,0,0,1,4,0,5
"DPY30",2,4,3,1,3,8,60,15,2,41,40,28,4,28,7,1,15,6,1,9,6,12,6,44
"SPAST",0,1,0,0,0,1,4,2,0,4,4,2,0,4,0,1,3,2,0,0,1,0,0,3
"RP11-563N4.1",0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"SLC30A6",0,0,0,0,0,1,7,0,0,1,0,3,0,5,0,0,0,1,0,0,1,2,0,3
"NLRC4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YIPF4",0,12,5,0,0,3,44,7,4,46,21,30,9,32,7,5,6,5,3,2,6,15,5,34
"AL133245.2",0,0,0,0,0,0,1,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,2
"BIRC6",2,7,2,3,2,4,21,9,3,26,26,19,1,18,4,1,9,3,0,2,3,9,11,20
"TTC27",0,0,0,0,0,0,1,1,1,4,2,4,0,7,0,0,0,0,0,0,0,1,0,5
"LTBP1",0,0,0,0,0,2,26,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,12
"RASGRP3",1,0,5,0,0,1,2,2,4,30,4,4,0,39,1,0,2,0,0,14,2,25,0,23
"FAM98A",0,0,0,0,0,0,7,3,1,7,5,5,1,4,5,1,2,2,0,2,1,0,0,5
"LINC01317",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC012593.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-490M8.1",0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,28
"CRIM1",0,1,0,0,0,0,23,1,0,1,0,3,0,1,0,0,2,8,6,0,0,0,1,149
"FEZ2",6,5,1,0,0,7,56,1,1,9,13,7,3,9,2,1,4,3,1,2,0,2,2,90
"VIT",0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STRN",0,0,0,0,0,0,6,4,0,12,4,2,1,5,2,0,1,0,1,0,0,1,0,7
"HEATR5B",0,0,1,1,0,0,3,1,0,7,2,3,0,2,0,0,0,2,0,0,1,0,0,2
"GPATCH11",0,1,0,0,1,0,11,1,0,7,3,6,1,7,0,0,2,0,1,1,0,1,1,5
"EIF2AK2",0,2,1,1,0,0,43,2,3,23,10,11,2,9,3,0,6,6,2,2,2,2,2,61
"CEBPZOS",3,4,0,1,2,3,26,6,2,26,15,13,1,21,3,2,6,1,2,1,0,5,4,7
"CEBPZ",3,17,1,2,2,2,24,17,5,57,30,47,1,55,8,1,15,3,3,3,3,7,5,31
"NDUFAF7",0,1,0,2,1,0,9,4,2,11,7,5,0,14,0,1,6,0,0,0,1,1,3,3
"PRKD3",0,4,1,0,0,1,17,9,13,28,10,17,1,33,1,4,10,0,1,3,2,3,1,18
"QPCT",2,1,4,0,0,0,0,0,2,5,6,2,0,6,0,0,0,0,0,1,2,3,0,2
"AC006369.2",0,1,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0
"CDC42EP3",1,13,0,1,0,1,0,5,27,28,31,29,3,28,6,2,9,6,1,3,2,6,2,130
"LINC00211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RMDN2",0,0,0,0,0,0,2,0,0,4,1,0,0,7,0,1,0,0,0,0,0,0,0,2
"CYP1B1",0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,31
"CYP1B1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
"ATL2",0,1,0,3,1,1,6,3,1,10,12,7,1,13,0,3,6,2,0,0,0,6,3,8
"AC016995.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPLL",1,8,1,2,5,0,14,2,1,0,18,19,4,1,4,1,7,1,0,2,1,1,5,8
"GALM",1,12,1,0,2,0,16,8,1,3,33,37,1,2,5,0,6,2,0,0,1,2,9,1
"AC074366.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRSF7",15,130,6,26,25,24,209,102,26,516,380,476,17,580,83,25,150,23,8,43,17,46,50,95
"GEMIN6",1,1,0,0,0,0,5,2,0,5,2,7,1,3,2,1,0,3,0,0,2,0,4,3
"DHX57",0,0,0,0,0,0,7,0,0,4,6,7,0,8,2,0,0,0,1,0,1,3,0,2
"MORN2",0,2,0,0,0,3,23,2,0,2,2,2,3,2,0,0,1,3,1,1,0,0,0,4
"ARHGEF33",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-173C1.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOS1",0,3,0,0,0,0,8,1,2,11,3,7,0,7,2,0,3,1,0,2,0,1,0,36
"CDKL4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP4K3",0,1,0,0,0,3,6,2,1,2,0,1,2,0,0,0,0,2,1,0,0,0,1,9
"AC007246.3",0,0,0,0,0,1,5,0,0,2,1,0,2,6,1,0,0,1,0,0,0,0,0,4
"TMEM178A",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"THUMPD2",0,0,0,0,0,1,14,1,0,5,4,4,0,14,0,1,0,3,0,0,0,0,1,5
"SLC8A1-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC8A1",4,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"AC104654.2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2orf91",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PKDCC",0,0,0,0,0,1,21,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"EML4",5,45,4,10,7,1,34,42,9,146,207,193,0,93,47,17,68,9,3,4,1,2,39,30
"COX7A2L",4,18,5,5,1,6,136,9,9,92,76,74,10,48,22,6,24,21,3,24,12,27,11,68
"MTA3",1,1,0,0,0,2,16,0,2,3,3,0,3,4,0,0,0,3,0,1,0,3,0,4
"OXER1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAAO",0,0,1,0,0,2,33,0,1,2,0,1,5,0,0,0,0,0,2,0,1,0,0,0
"AC093609.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
