"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"EPHA2",21,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,1,1,2,0,0,5,795,13
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARHGEF19",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,17,5
"RSG1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1
"FBXO42",31,2,1,1,1,0,0,1,1,0,0,0,1,2,0,1,0,0,1,0,2,0,2,11,38,2
"SZRD1",235,64,3,2,3,14,1,5,3,3,2,8,7,7,0,1,8,0,25,3,14,3,1,36,324,24
"SPATA21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"NECAP2",273,40,5,1,2,9,1,3,2,0,2,10,3,17,2,1,6,1,8,2,5,3,4,43,205,37
"RP4-798A10.2",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1
"RP4-798A10.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,1
"NBPF1",14,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,40,6
"CROCC",11,20,3,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,26,0
"RP11-108M9.4",43,10,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,1,27,4
"RP11-108M9.6",1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,9,3
"MFAP2",3,166,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9,2
"ATP13A2",39,6,0,0,1,3,0,0,0,0,0,3,0,1,0,0,8,2,1,1,4,0,1,7,132,12
"SDHB",339,33,3,1,5,12,3,2,7,1,4,8,10,16,0,1,37,1,9,12,21,8,2,34,723,11
"PADI2",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,54,0
"PADI1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PADI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"RCC2",145,29,2,3,1,2,0,0,0,2,1,3,0,2,0,1,7,0,5,5,6,1,0,3,256,23
"ARHGEF10L",83,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,3,67,0
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IGSF21",119,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"KLHDC7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ALDH4A1",13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,29,1
"IFFO2",32,5,0,0,0,2,0,1,0,1,0,1,1,1,1,1,0,0,3,2,0,0,0,5,18,7
"UBR4",102,20,1,2,3,3,0,0,2,0,1,2,3,2,2,0,11,0,4,2,8,2,0,8,227,18
"RP1-43E13.2",7,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,12,3
"EMC1",53,8,1,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,3,1,1,0,0,2,71,5
"MRTO4",72,21,0,1,1,1,1,0,1,1,2,3,2,7,1,2,8,0,5,10,2,2,0,10,254,4
"AKR7A3",13,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,2,0,0,3,887,0
"AKR7A2",235,94,4,3,0,6,1,10,1,0,1,4,2,4,3,0,29,2,14,6,12,2,3,36,600,13
"PQLC2",36,12,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,4,48,1
"CAPZB",1299,354,31,28,19,51,10,19,15,3,3,76,30,35,4,4,45,3,53,20,68,15,17,156,1069,71
"RP5-1056L3.1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINOS1",1241,238,16,22,7,24,5,15,9,4,1,26,14,22,0,4,87,8,42,28,89,11,11,119,2345,61
"NBL1",93,611,6,0,9,8,6,25,1,2,0,12,8,4,1,1,69,0,24,2,1,1,3,11,1663,31
"TMCO4",19,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,53,0
"RNF186",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,246,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTUD3",5,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,53,2
"PLA2G2A",71,11,2,0,2,4,0,8,1,1,0,3,3,3,1,0,141,2,1,1,8,0,0,8,5737,4
"PLA2G5",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PLA2G2D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP3-340N1.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,0
"UBXN10",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,15,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CAMK2N1",28,46,0,0,2,0,0,3,0,0,0,2,1,0,0,0,48,0,10,2,0,0,0,5,1612,1
"MUL1",27,16,0,0,3,2,0,0,1,0,0,2,0,1,0,0,1,0,4,4,1,1,1,8,79,5
"FAM43B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDA",29,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,0,0,2,3,1,1,0,493,10
"PINK1",67,18,0,0,1,0,0,0,0,1,0,2,0,0,0,1,6,0,6,2,4,0,0,4,158,25
"PINK1-AS",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"DDOST",237,66,5,6,3,10,2,7,4,1,2,6,9,7,1,2,20,4,13,33,18,6,4,36,497,25
"KIF17",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"HP1BP3",204,78,7,3,3,6,2,3,2,3,2,15,9,13,2,0,9,2,18,14,10,16,7,59,345,35
"EIF4G3",61,20,2,0,0,1,1,1,2,0,0,1,0,3,0,1,3,0,3,3,7,0,0,10,94,17
"ECE1",7,17,2,0,4,6,0,2,0,0,1,0,4,4,1,1,5,2,15,4,4,1,0,8,174,63
"RP3-329E20.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NBPF3",2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1
"ALPL",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"RAP1GAP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34,0
"USP48",67,29,4,1,0,6,1,2,0,1,1,2,4,3,0,0,2,0,3,22,3,4,0,30,167,9
"LDLRAD2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HSPG2",15,100,0,0,0,0,0,7,0,0,0,0,0,1,0,0,12,0,6,1,0,0,0,3,260,462
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP1-224A6.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"LINC00339",18,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,12,2
"CDC42",1711,238,29,50,27,78,16,18,12,9,9,61,39,64,6,13,58,5,56,38,183,33,39,255,1422,116
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"WNT4",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0
"ZBTB40",9,3,2,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,3,28,1
"C1QA",13579,21,3,103,1,5,0,3,0,2,3,4,2,7,0,1,10,0,7,8,178,3,0,19,235,9
"C1QC",7311,17,1,57,0,5,3,0,2,1,0,4,1,2,0,1,4,1,0,2,71,2,1,15,86,4
"C1QB",14577,28,6,130,1,7,1,3,4,0,0,5,2,8,0,0,11,0,4,6,203,1,3,21,212,14
"EPHB2",40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,1,1,0,0,1,441,1
"KDM1A",24,9,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,0,0,1,0,151,9
"LUZP1",79,70,4,0,2,4,0,5,0,1,0,7,4,4,1,2,12,1,8,2,7,1,0,30,244,51
"HTR1D",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61,0
"LINC01355",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
"HNRNPR",244,81,5,1,3,14,1,8,6,2,2,12,6,12,0,2,14,0,15,15,11,10,9,64,610,23
"ZNF436",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
"ZNF436-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TCEA3",1,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,5,0,3,1,0,0,0,0,73,0
"ASAP3",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2
"E2F2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
"RP1-150O5.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID3",213,660,8,0,4,1,0,9,1,1,11,8,4,7,3,0,7,1,93,4,5,5,0,110,595,170
"MDS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0
"RPL11",7933,2355,308,249,191,460,156,221,144,88,295,699,285,1114,64,127,1818,121,476,620,659,169,101,2284,29018,1026
"TCEB3",51,13,6,4,1,8,1,0,0,0,0,5,2,4,0,1,2,2,3,7,4,0,1,15,98,11
"TCEB3-AS1",11,8,0,0,1,2,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,28,1
"PITHD1",166,40,3,2,4,11,1,1,4,1,1,16,7,10,2,1,13,4,5,3,8,3,5,45,220,9
"LYPLA2",69,25,5,2,3,5,1,0,3,2,0,6,2,4,1,1,14,2,2,4,1,3,0,30,341,9
"GALE",60,8,2,0,1,0,0,1,1,1,2,0,0,1,0,0,31,0,1,1,3,0,0,4,613,5
"HMGCL",53,23,0,0,0,1,0,3,1,0,0,2,1,0,1,0,5,0,3,1,4,0,0,5,142,6
"FUCA1",234,5,0,0,2,3,0,1,0,1,0,1,0,1,0,0,5,0,1,0,3,0,0,3,222,1
"CNR2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PNRC2",314,48,6,4,9,12,5,8,5,1,1,8,7,10,2,0,24,0,7,6,28,4,3,43,493,23
"SRSF10",170,81,4,4,4,12,4,4,7,4,4,7,8,13,1,1,13,3,15,7,11,6,9,53,518,30
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYOM3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,42,2
"IL22RA1",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,87,0
"IFNLR1",16,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,2,83,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STPG1",8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,2,0,33,2
"NIPAL3",19,3,6,0,4,9,1,0,3,0,1,3,1,5,0,0,1,0,2,1,2,1,1,15,63,0
"RCAN3",76,4,7,0,2,10,1,0,2,1,1,17,4,10,0,1,6,0,0,0,4,4,4,64,102,3
"RP4-594I10.3",5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,7,1,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0
"SRRM1",375,102,20,9,17,25,2,5,11,5,7,25,20,24,3,3,30,3,9,15,27,10,8,98,854,31
"CLIC4",312,99,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,2,31,5,17,2,0,6,178,101
"RUNX3",220,19,19,6,9,23,8,1,4,2,3,23,16,15,8,4,5,0,0,5,8,13,14,78,14,0
"RP4-706G24.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",280,91,14,4,12,25,13,9,10,2,10,22,19,17,8,3,33,6,21,14,31,11,3,120,705,37
"RSRP1",210,54,17,2,12,34,5,2,6,1,7,35,12,37,1,6,16,1,5,9,7,5,3,76,261,54
"RP3-465N24.6",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TMEM50A",846,156,28,11,21,46,9,17,11,8,5,42,33,35,6,8,24,7,22,13,60,16,16,176,814,63
"RHCE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM57",33,17,2,1,0,3,1,2,2,1,0,3,1,3,1,0,2,2,5,5,1,1,0,4,99,3
"LDLRAP1",14,11,3,0,1,3,1,0,1,0,0,5,0,2,0,0,2,0,3,7,0,2,0,3,49,8
"RP11-70P17.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"MAN1C1",29,8,0,0,1,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,1,2,6
"RP1-187B23.1",3,2,2,0,2,2,1,0,1,2,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0
"SEPN1",135,23,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,3,0,0,4,113,39
"RP1-317E23.3",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"MTFR1L",57,27,0,0,2,2,1,1,0,0,0,2,1,1,0,0,7,0,3,1,4,0,1,14,109,8
"AUNIP",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
"RP1-125I3.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAQR7",14,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,5
"STMN1",535,91,9,2,15,46,5,1,1,5,6,9,8,7,0,3,33,17,19,20,4,56,50,28,883,70
"PAFAH2",24,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,1,113,0
"EXTL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,28,2
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF593",119,39,1,0,6,5,0,4,0,1,2,6,6,5,0,1,34,1,9,19,4,0,3,14,761,18
"CNKSR1",2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,120,0
"CEP85",7,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,26,1
"SH3BGRL3",7691,694,192,264,291,391,84,40,60,36,33,362,309,223,36,67,377,15,91,92,755,121,116,1027,9149,339
"UBXN11",58,9,1,0,1,1,0,0,0,1,1,0,3,0,0,0,6,0,1,1,10,0,0,3,98,1
"CD52",1104,26,193,76,194,391,76,6,34,38,62,357,252,214,15,70,6,5,5,28,106,52,80,723,117,11
"AIM1L",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,62,0
"ZNF683",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,1,0,0,0,2,0,1,0
"DHDDS",27,10,0,0,0,3,0,0,0,0,1,0,2,0,0,0,7,0,1,5,2,0,0,6,80,3
"HMGN2",1542,308,28,30,39,126,21,33,15,8,14,46,45,54,10,15,66,9,89,69,65,145,111,176,1796,89
"RPS6KA1",139,2,0,2,1,1,0,1,0,0,0,5,2,2,0,0,6,0,0,5,10,2,0,19,236,1
"RP5-968P14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARID1A",107,22,5,0,1,5,1,2,1,0,2,2,3,4,1,1,3,2,9,4,4,3,0,10,186,18
"PIGV",10,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,39,1
"ZDHHC18",40,7,3,0,2,1,0,0,1,0,0,1,2,3,0,0,1,1,1,2,1,1,1,10,56,5
"SFN",63,10,1,0,0,1,1,0,0,0,0,1,1,1,0,0,100,0,2,2,3,1,1,11,2933,4
"GPN2",36,9,0,1,2,1,0,1,1,0,0,0,2,1,0,0,7,1,2,2,2,0,0,9,78,5
"GPATCH3",24,10,0,0,1,0,2,0,0,0,0,1,2,2,0,0,1,0,1,0,2,1,1,2,36,3
"NUDC",239,102,8,8,6,9,7,5,9,3,4,12,14,12,1,7,37,3,22,8,13,1,3,40,1061,35
"NR0B2",8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,3,318,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,108,0
"TRNP1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,86,2
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"SLC9A1",41,11,2,1,0,1,1,0,2,0,1,0,0,1,0,1,10,0,2,1,0,1,1,6,170,8
"WDTC1",45,10,1,0,0,0,1,0,0,0,0,4,2,0,0,1,2,1,2,0,2,0,0,12,29,8
"TMEM222",55,34,2,0,3,1,0,0,1,0,1,5,0,4,1,0,3,0,2,2,2,1,2,7,148,13
"SYTL1",13,1,4,5,3,3,1,0,2,0,2,8,7,5,3,2,4,0,0,14,1,0,2,32,79,0
"MAP3K6",14,14,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,8,26,11
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
"CD164L2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GPR3",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"WASF2",420,111,5,9,3,15,7,9,4,2,3,16,10,8,0,0,24,0,35,15,20,5,5,76,600,93
"RP1-159A19.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"AHDC1",21,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,1,0,0,4,46,6
"FGR",273,2,1,12,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,27,0,0,0,9,2
"RP11-288L9.1",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
"IFI6",1477,213,4,7,6,20,3,8,2,1,2,11,15,6,3,3,70,0,14,27,51,4,7,75,3074,58
"FAM76A",36,15,2,0,2,5,1,0,0,0,1,4,4,7,1,0,2,0,5,7,1,1,1,11,49,3
"STX12",262,21,2,2,2,1,1,1,0,0,1,1,4,2,1,1,6,2,7,7,14,3,3,18,136,18
"PPP1R8",31,29,1,0,1,2,2,0,3,1,1,3,2,1,2,0,5,1,2,6,1,0,1,18,117,12
"THEMIS2",349,20,0,5,0,1,0,3,1,0,6,2,1,1,2,0,0,17,1,9,24,0,0,10,10,3
"RPA2",69,19,6,2,2,3,1,5,2,0,4,8,3,6,1,0,2,0,6,3,2,2,4,21,104,8
"SMPDL3B",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,7,0,0,0,0,115,0
"XKR8",24,8,1,1,1,4,0,0,0,0,1,4,0,4,0,0,1,0,2,6,1,1,1,6,27,5
"EYA3",48,17,1,1,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1,4,2,1,0,9,48,8
"PTAFR",200,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,0,0,0,14,6
"DNAJC8",306,99,6,9,5,7,2,5,1,2,2,18,10,18,2,4,12,4,15,8,24,7,5,79,379,15
"ATPIF1",577,180,26,6,13,44,8,7,14,3,6,35,19,27,3,6,136,1,27,66,21,24,16,169,2888,71
"RP5-1092A3.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0
"SESN2",111,9,1,1,0,3,0,0,1,0,2,2,0,0,0,0,4,0,2,5,9,0,0,8,97,2
"MED18",13,3,0,0,0,2,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,1,0,0,14,0
"PHACTR4",240,18,4,3,1,1,2,0,0,0,1,5,0,3,0,1,1,1,3,3,4,3,1,15,112,20
"RCC1",59,16,0,2,1,2,2,0,2,1,2,2,0,1,0,1,11,0,3,2,2,2,2,4,165,5
"TRNAU1AP",77,20,3,1,2,2,1,0,0,0,3,3,2,0,1,1,4,1,7,9,3,2,1,17,89,11
"SNHG12",92,4,2,1,3,2,4,0,0,0,0,9,1,4,0,3,8,0,0,0,2,2,1,14,125,3
"TAF12",166,40,1,3,5,8,2,1,1,1,2,11,4,9,1,0,9,1,8,3,7,1,3,36,239,8
"RAB42",41,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0
"RP11-442N24--B.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU11",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GMEB1",31,8,0,1,0,2,0,0,2,0,0,4,2,0,0,0,2,1,1,2,2,0,1,5,49,3
"YTHDF2",153,46,10,6,4,19,3,1,0,1,5,12,9,8,3,0,16,1,5,6,12,2,4,39,395,35
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"EPB41",29,1,0,0,1,3,3,0,1,0,1,8,2,3,1,1,1,0,0,2,0,0,1,14,83,1
"TMEM200B",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"SRSF4",143,47,10,1,4,10,0,4,3,3,4,9,7,9,0,4,7,0,11,8,13,6,1,43,324,23
"MECR",33,17,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,3,100,6
"PTPRU",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,2
"MATN1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MATN1-AS1",5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0
"LAPTM5",4616,33,39,41,28,70,19,1,31,5,43,118,50,84,4,13,5,4,4,29,194,22,18,374,114,45
"RP5-1125N11.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SDC3",255,10,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,42,11
"PUM1",135,25,4,2,3,7,1,3,0,0,1,6,3,4,1,2,9,0,7,3,5,2,4,19,274,17
"SNRNP40",90,23,1,0,2,9,3,4,3,0,0,6,3,4,1,0,6,0,2,5,4,1,1,28,205,10
"ZCCHC17",103,38,5,3,2,5,1,3,2,1,0,5,2,4,0,2,7,0,9,7,6,5,2,26,157,9
"FABP3",102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"SERINC2",212,46,1,1,0,0,0,1,1,0,1,0,1,0,0,2,55,0,1,0,5,0,0,2,1264,21
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TINAGL1",17,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,0,45,0,2,1,0,2,561,44
"PEF1",80,34,3,1,6,2,2,2,1,1,2,2,4,2,1,3,6,0,10,3,8,4,2,21,241,17
"RP11-73M7.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL16A1",5,74,1,0,0,0,0,4,0,0,0,0,0,1,0,0,20,0,5,1,0,0,1,1,250,1
"ADGRB2",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
