"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"SLC39A1",8,2,13,1,0,20,383,4,23,1,4,14,4,3,2,0,0,3,33,6,0,5,3,108,9
"RP11-422P24.12",1,0,0,0,0,0,8,1,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,3,0
"RP11-422P24.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CREB3L4",0,0,1,0,0,3,14,2,1,1,0,0,1,0,1,0,0,0,9,0,0,0,0,2,1
"JTB",36,17,24,5,1,39,917,55,21,17,15,91,74,10,19,1,6,16,297,6,27,13,21,163,12
"RP11-422P24.11",0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAB13",8,0,1,0,0,15,638,1,29,7,0,2,1,1,1,0,0,1,92,2,1,3,0,146,20
"RPS27",477,803,593,197,205,323,17296,1395,424,353,1239,4386,2534,1076,2307,310,158,750,5915,108,565,305,280,2118,281
"TPM3",50,31,52,6,6,20,349,78,33,20,16,118,109,26,37,5,11,27,250,7,17,14,17,257,1
"C1orf43",22,8,13,2,0,28,370,14,11,4,6,39,21,12,19,2,3,12,136,2,8,7,3,104,14
"UBAP2L",7,0,3,0,0,6,48,2,3,0,1,4,4,0,0,0,2,2,27,1,1,1,0,13,4
"HAX1",8,8,8,4,0,15,302,12,8,9,14,43,35,8,26,1,1,7,57,4,21,4,4,50,11
"ATP8B2",1,0,0,1,0,0,25,1,1,0,0,5,3,1,0,0,0,1,1,2,1,0,0,3,0
"RP11-350G8.5",1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1
"IL6R",7,0,7,0,0,1,37,0,0,3,0,6,0,0,1,0,0,0,21,1,2,6,1,18,1
"SHE",2,0,0,0,0,0,23,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,0
"RP11-350G8.9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TDRD10",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"UBE2Q1",6,1,3,1,1,1,66,6,3,0,0,8,8,0,1,0,0,1,30,1,1,1,1,34,4
"ADAR",10,11,3,1,1,8,133,23,3,3,10,34,27,5,15,1,4,11,38,3,5,1,3,123,3
"KCNN3",0,0,0,0,0,0,27,0,5,0,0,0,0,0,0,0,1,0,2,0,2,0,0,21,0
"PMVK",14,2,6,0,1,21,287,9,11,2,2,33,16,0,6,0,1,5,73,2,5,4,11,44,11
"RP11-307C12.13",0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
"PBXIP1",2,8,4,0,8,4,143,6,0,3,8,65,38,1,14,1,2,12,9,2,9,0,18,32,6
"PYGO2",0,1,0,0,1,1,30,3,0,0,0,10,4,2,0,1,0,3,4,1,2,0,0,5,0
"RP11-307C12.12",0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1
"SHC1",2,1,5,0,1,2,119,0,15,1,0,8,7,0,2,0,0,1,11,1,3,0,1,40,0
"CKS1B",4,3,4,0,0,3,256,9,9,2,1,6,12,2,1,1,0,1,69,2,3,2,1,37,6
"FLAD1",2,3,2,0,0,1,42,3,3,0,0,10,2,1,0,0,0,1,16,0,2,0,0,7,1
"ZBTB7B",1,1,0,0,0,1,14,2,1,0,0,4,0,0,1,0,1,0,21,0,1,0,1,7,1
"DCST1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-307C12.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ADAM15",8,0,6,0,0,3,119,1,1,0,0,3,0,0,2,0,0,0,45,0,1,3,2,134,2
"EFNA4",0,1,0,0,0,1,21,1,2,0,0,1,2,1,0,0,1,0,15,0,1,0,0,2,0
"EFNA3",0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0
"EFNA1",2,1,0,0,0,1,40,3,19,0,0,1,2,0,0,0,0,0,151,2,1,4,0,156,8
"SLC50A1",7,3,5,1,0,1,66,3,6,1,1,4,7,4,1,1,0,2,48,2,8,2,1,23,0
"DPM3",5,1,5,2,0,14,289,7,8,4,0,12,9,0,3,1,1,0,100,2,16,0,5,48,10
"KRTCAP2",13,7,15,4,3,25,454,23,20,5,4,36,35,3,4,1,4,8,101,4,47,1,3,64,8
"MUC1",0,0,0,0,0,1,8,1,0,0,0,0,0,0,1,0,0,0,139,0,0,0,0,1,1
"RP11-263K19.4",0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"THBS3",1,0,0,0,0,2,171,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,3,0
"MTX1",4,2,0,0,0,3,134,4,5,1,1,7,7,0,2,0,0,2,65,5,3,1,0,23,1
"GBA",5,0,2,0,0,3,101,1,2,2,0,2,1,1,0,0,0,1,18,4,2,1,2,17,0
"FAM189B",2,0,1,0,0,0,31,0,0,0,1,0,1,0,0,0,0,0,7,0,0,1,0,11,1
"SCAMP3",5,2,1,0,0,8,96,7,7,2,3,13,8,5,2,0,0,2,26,2,2,0,1,25,3
"CLK2",0,1,0,0,0,1,6,2,2,0,1,1,3,2,0,0,0,1,3,1,1,0,1,4,0
"HCN3",0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"FDPS",6,2,9,0,0,20,206,11,26,5,7,18,19,1,5,0,0,6,113,6,9,2,0,82,7
"RUSC1-AS1",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUSC1",0,0,2,0,0,5,64,4,1,0,0,8,3,0,2,0,0,0,32,2,1,1,1,19,4
"ASH1L",3,3,4,1,1,4,154,6,3,2,3,24,18,3,12,2,1,3,50,4,3,1,2,52,10
"ASH1L-AS1",1,1,0,0,0,0,5,0,0,0,1,1,5,0,0,0,0,0,7,0,1,1,0,2,0
"MSTO1",0,0,0,0,0,1,19,3,0,0,0,1,8,0,0,0,0,0,3,0,0,0,0,4,0
"YY1AP1",1,0,2,0,0,5,62,4,3,0,1,8,9,3,1,0,1,0,28,1,0,1,0,28,0
"DAP3",7,3,6,0,0,8,170,13,5,0,3,21,17,6,10,0,2,5,58,4,5,3,1,27,2
"GON4L",1,6,0,0,1,9,65,10,3,2,2,11,18,1,3,3,1,3,13,1,4,0,0,23,1
"SYT11",1,0,0,1,0,17,26,0,0,0,0,2,5,0,1,1,0,1,0,1,0,0,0,7,2
"RIT1",5,0,8,1,0,8,75,6,1,0,4,10,9,4,5,0,1,4,10,2,1,1,2,29,1
"KIAA0907",1,4,2,0,0,4,60,4,2,2,1,5,7,1,2,2,2,2,35,2,4,1,0,16,1
"RXFP4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ARHGEF2",1,1,9,1,0,3,84,2,2,7,6,8,4,2,1,0,1,0,13,7,4,1,0,18,6
"RP11-336K24.12",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSR2",25,30,38,8,5,41,1541,57,19,15,25,137,83,14,63,7,8,26,280,10,66,14,10,167,13
"UBQLN4",3,0,0,0,0,1,25,0,2,0,0,4,1,0,1,0,1,1,14,0,0,0,0,6,1
"LAMTOR2",28,2,29,1,3,22,351,17,12,8,5,20,17,3,9,0,2,5,143,6,7,13,7,63,15
"RAB25",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,187,0,0,0,0,1,0
"MEX3A",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0
"LMNA",212,84,211,22,21,269,5520,124,58,522,54,609,194,15,54,9,7,83,694,117,242,23,38,1083,91
"SEMA4A",7,1,3,0,1,24,225,0,1,11,0,7,3,1,3,0,0,3,19,2,12,2,0,40,2
"SLC25A44",9,1,1,0,1,5,245,2,2,10,0,9,4,0,1,0,0,2,36,2,2,2,1,54,1
"PMF1-BGLAP",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"PMF1",4,8,4,1,4,9,198,11,6,7,6,30,20,6,4,2,0,3,50,4,1,2,5,41,3
"BGLAP",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PAQR6",0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"SMG5",1,0,1,0,1,3,23,2,0,0,0,4,2,0,1,1,0,0,15,0,1,1,1,11,2
"TMEM79",0,0,0,0,0,1,11,1,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0
"GLMP",3,1,4,0,1,5,196,0,2,0,0,4,1,2,0,1,0,0,15,1,1,0,2,18,5
"CCT3",6,6,9,2,1,16,307,22,9,7,4,25,23,4,20,2,0,5,120,6,8,4,4,58,12
"C1orf61",0,0,0,0,0,0,1,0,0,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0
"RP11-98G7.1",0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
"MEF2D",4,4,7,0,0,2,103,0,2,2,2,2,6,0,2,0,1,2,29,3,5,0,0,20,7
"RP11-284F21.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IQGAP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"TTC24",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APOA1BP",7,3,8,0,1,9,224,9,3,0,4,23,15,3,4,2,3,5,77,4,10,2,6,47,7
"GPATCH4",3,0,3,0,0,4,62,6,3,0,3,12,6,2,7,0,2,1,49,0,2,0,2,18,3
"AL365181.2",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-284F21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HAPLN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
"RP11-284F21.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"BCAN",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-284F21.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NES",0,0,0,0,0,22,64,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,83,10
"RP11-66D17.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRABP2",1,0,0,0,0,0,293,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,3,1
"ISG20L2",12,4,1,0,0,5,71,9,2,3,9,21,12,4,4,3,0,10,31,1,6,3,0,24,0
"RRNAD1",1,0,1,0,0,4,51,1,0,0,5,1,1,3,0,0,0,1,7,0,2,1,0,16,2
"MRPL24",4,3,9,0,0,13,237,9,7,1,2,9,7,1,3,2,1,2,73,3,4,0,1,37,10
"HDGF",8,5,8,0,2,10,151,4,1,2,3,7,10,2,4,0,2,1,106,1,3,6,2,40,5
"PRCC",2,5,6,2,0,12,115,6,3,2,3,11,10,5,4,1,5,2,35,0,0,0,2,31,0
"SH2D2A",0,12,0,5,1,1,9,54,0,0,0,82,92,0,14,4,9,14,5,0,4,0,6,0,0
"NTRK1",0,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"PEAR1",0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,29,0
"LRRC71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGEF11",0,0,1,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,2,1
"ETV3",19,3,13,1,1,0,27,4,0,1,3,10,13,4,5,0,1,2,12,0,6,2,0,20,0
"FCRL5",0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,17,0,0,1,0
"FCRL2",0,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0
"FCRL1",0,0,0,0,0,0,1,1,0,0,3,0,0,20,0,0,0,0,1,0,0,0,0,0,0
"KIRREL",0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1
"RP11-404O13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD1D",3,0,9,0,0,0,22,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0,2,0
"CD1A",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD1C",2,0,24,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"CD1E",2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MNDA",19,0,37,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,24,0,0,0
"PYHIN1",0,3,0,0,2,0,3,11,0,0,0,11,8,0,3,0,2,4,0,0,0,0,1,0,0
"IFI16",10,5,10,3,3,17,457,20,14,0,5,42,26,15,15,0,1,4,2,9,0,0,7,237,3
"AIM2",1,0,0,0,1,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"CADM3",2,0,0,0,0,56,717,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"CADM3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ACKR1",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0
"FCER1A",3,0,137,0,0,1,2,0,0,17,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
"DUSP23",17,5,12,2,0,15,170,12,3,5,2,14,10,1,1,0,1,2,90,3,3,6,5,64,3
"FCRL6",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0
"SLAMF8",8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"C1orf204",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"VSIG8",0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CFAP45",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TAGLN2",38,53,66,4,10,105,1861,80,37,39,49,338,159,33,43,6,15,39,417,39,64,21,33,562,19
"IGSF9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0
"SLAMF9",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01133",0,1,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,2,1,0
"PIGM",0,0,1,0,0,2,19,1,0,0,0,1,0,0,1,0,0,2,7,0,0,0,0,4,0
"KCNJ10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGSF8",2,3,3,1,1,18,114,3,2,1,2,5,5,4,4,0,2,2,30,1,4,3,1,10,3
"ATP1A2",0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1
"RP11-536C5.7",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEA15",9,0,11,1,0,15,225,2,9,1,7,7,3,8,1,0,2,1,18,3,4,4,1,110,4
"DCAF8",2,1,1,1,0,3,83,4,1,4,1,7,4,3,5,0,0,1,13,2,2,1,0,33,3
"RP11-574F21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-574F21.2",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0
"PEX19",1,3,2,0,0,2,68,3,1,0,1,3,7,2,2,0,0,0,15,2,0,0,2,9,4
"COPA",8,4,3,1,0,12,137,7,1,4,2,20,12,2,3,1,2,1,56,3,5,1,3,37,4
"NCSTN",5,1,2,0,2,4,108,3,6,1,1,5,1,2,2,0,1,1,12,2,1,2,0,29,0
"NHLH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"VANGL2",0,0,0,0,0,3,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SLAMF6",0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0
"RP11-528G1.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD84",11,3,7,0,1,0,0,3,0,3,1,2,6,1,0,0,0,1,0,0,1,1,2,0,0
"SLAMF1",1,1,0,0,0,1,4,1,1,0,3,17,6,3,3,1,1,0,0,0,4,1,2,8,0
"RP11-404F10.2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CD48",23,19,32,9,6,0,15,52,0,6,24,157,84,32,48,11,5,29,3,0,23,26,7,5,0
"SLAMF7",16,1,7,0,0,0,12,11,0,0,4,6,8,0,0,1,3,2,2,1,9,4,0,1,0
"LY9",4,2,2,1,0,1,2,7,0,0,50,14,8,50,3,1,0,3,0,0,9,0,1,1,0
"CD244",2,1,1,0,0,0,2,11,0,0,0,2,5,0,0,1,2,2,1,0,0,0,0,0,0
"ITLN1",0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,188,0,0,1,0,0,0
"F11R",0,1,2,0,0,0,54,2,3,2,2,1,4,0,0,0,0,1,55,0,1,0,2,50,0
"TSTD1",4,12,5,4,3,1,112,37,0,8,6,59,30,6,19,4,3,9,221,0,19,3,6,4,6
"USF1",0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0
"ARHGAP30",2,11,8,1,0,0,4,14,0,1,3,24,16,1,8,0,3,7,3,0,0,0,3,1,0
"PVRL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"KLHDC9",0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,1
"PFDN2",7,9,20,1,0,11,331,17,15,7,3,27,14,4,16,1,2,7,78,4,6,2,8,129,11
"NIT1",0,0,1,0,0,5,68,0,1,1,0,1,2,1,2,0,0,0,21,2,2,0,0,18,3
"DEDD",1,1,3,0,0,1,43,2,2,0,2,3,2,0,1,0,0,0,9,1,0,0,0,13,2
"UFC1",12,10,24,3,2,21,489,43,17,14,17,93,55,12,26,7,6,11,182,1,30,4,10,119,11
"RP11-297K8.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP21",0,0,0,0,0,0,13,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,2,1
"PPOX",3,2,0,0,0,2,29,3,2,0,1,2,2,0,0,0,1,0,6,1,1,0,0,8,0
"B4GALT3",1,1,1,0,0,3,65,5,4,1,2,4,6,0,4,0,0,4,24,1,11,0,1,27,0
"ADAMTS4",0,0,1,0,0,9,220,0,6,1,0,0,3,1,0,0,0,1,5,30,0,0,0,242,25
"NDUFS2",9,1,8,1,0,24,228,5,8,1,1,12,8,1,3,0,0,1,114,5,5,0,3,78,10
"FCER1G",311,0,209,0,0,2,16,75,0,76,1,1,0,1,1,0,29,11,4,0,3,130,0,5,0
"TOMM40L",1,0,0,0,0,1,15,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,4,1
"NR1I3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPZ",0,0,0,0,0,96,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0
"SDHC",10,3,17,1,2,17,413,12,9,5,4,34,19,3,12,2,2,4,101,7,9,3,4,82,15
"FCGR2A",52,0,22,0,0,6,21,0,3,1,0,0,0,0,0,0,0,0,0,2,0,9,0,4,2
"HSPA6",9,1,1,0,0,1,44,2,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,4,1
"FCGR3A",49,0,10,0,0,0,1,1,0,0,0,0,4,0,0,0,11,10,0,0,0,11,0,0,0
"FCGR2B",43,0,81,0,0,42,1,0,0,0,6,0,1,3,0,0,1,1,0,0,2,2,0,2,0
"FCRLA",0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"FCRLB",0,0,3,0,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"DUSP12",1,1,1,0,1,7,61,5,3,0,0,8,5,1,3,0,0,1,12,1,2,1,2,15,2
"RP11-474I16.8",0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0
"ATF6",6,1,12,0,0,6,103,4,5,0,2,5,6,1,6,0,1,4,24,2,2,2,0,41,1
"OLFML2B",2,0,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2
"NOS1AP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
"C1orf226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1
"SH2D1B",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
"UHMK1",2,5,3,0,2,5,42,11,5,2,2,16,8,0,4,1,3,2,20,0,1,2,1,28,2
"RP11-359K18.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"UAP1",2,3,5,1,0,5,667,25,1,0,3,24,21,7,4,1,3,3,52,1,9,0,0,25,3
"DDR2",0,0,1,0,0,4,413,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,16,8
"HSD17B7",0,0,1,0,0,4,32,4,1,0,0,2,3,1,3,1,0,1,9,0,1,1,1,7,0
"RGS4",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"RGS5",0,0,0,0,0,0,28,1,0,1,1,0,2,2,0,0,0,2,4,248,1,0,0,1181,176
"RGS5.1",0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"NUF2",0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"PBX1",1,0,0,0,0,4,579,1,2,2,0,1,0,0,1,0,0,0,29,2,0,0,0,26,7
"RP11-506O24.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LMX1A",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXRG",0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-280O1.2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC52",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-306I1.2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGST3",28,7,27,2,0,76,1201,36,37,7,4,56,41,3,11,1,1,15,279,24,11,8,1,201,89
"ALDH9A1",7,5,2,1,0,12,225,9,3,1,3,10,6,3,7,1,2,2,38,0,4,0,4,47,3
"TMCO1",13,11,12,2,1,17,467,24,12,10,2,32,30,2,12,0,3,10,93,5,14,3,3,94,6
"RP11-466F5.8",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"UCK2",2,0,1,0,0,0,13,2,0,0,1,0,1,0,0,1,0,0,17,1,0,1,1,8,0
"FAM78B",0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-479J7.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POGK",0,0,0,0,0,3,26,2,0,0,0,2,3,0,3,0,0,1,12,0,1,1,0,12,0
"TADA1",0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"MAEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GPA33",0,0,0,0,0,1,7,0,1,0,0,0,3,0,3,0,0,0,114,0,1,1,0,2,0
"RP11-277B15.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POU2F1",0,0,1,0,0,3,35,0,0,0,4,3,2,1,0,1,0,1,15,1,1,0,2,13,1
"CD247",0,12,1,5,4,1,5,62,0,0,0,32,35,0,18,3,15,14,0,0,3,0,16,3,0
"RP11-104L21.3",0,0,0,0,0,0,0,4,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,1,0
"CREG1",46,0,29,0,0,0,599,1,7,3,1,6,3,1,4,0,0,1,48,3,4,8,1,34,6
"RP3-455J7.4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCSD1",4,2,4,0,1,0,100,7,2,0,5,12,3,5,7,0,1,4,1,3,2,2,2,4,0
"MPZL1",3,0,2,0,0,2,192,0,2,0,0,4,3,0,0,0,1,0,37,4,3,1,0,34,0
"MPC2",15,12,10,1,1,12,391,29,6,8,4,59,35,6,15,1,1,6,383,5,14,1,3,62,4
"DCAF6",1,4,3,0,0,10,113,6,4,1,0,6,8,0,3,1,0,0,23,1,1,0,0,16,4
"GPR161",0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"TIPRL",6,2,6,0,2,5,136,8,7,5,3,15,14,4,7,0,0,2,26,2,3,2,4,32,5
"SFT2D2",1,1,3,0,0,2,66,5,4,2,1,8,6,0,1,0,0,2,22,1,0,1,2,10,0
"TBX19",1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0
"RP5-968D22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"XCL2",0,14,0,2,0,0,5,60,0,0,0,6,294,0,0,1,18,85,2,0,1,0,0,0,0
"XCL1",0,1,0,2,0,0,5,92,0,0,0,3,243,0,1,0,7,67,2,0,0,0,0,1,0
"DPT",4,0,1,0,0,2,2570,3,1,0,1,2,1,0,3,0,0,0,13,0,0,1,0,29,1
"RP1-10C16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ATP1B1",24,1,36,0,0,24,104,10,0,14,2,11,7,0,1,0,0,2,378,0,9,8,2,13,0
