"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"COL5A2",0,0,0,0,17,376,0,0,0,0,0,6,0,0,0,5,8,0,0,0,1,4
"WDR75",8,0,3,0,3,39,2,2,0,1,0,0,0,0,0,22,0,1,0,0,2,2
"SLC40A1",649,0,61,1,2,101,0,2,0,3,0,1,0,0,0,95,2,2,2,0,9,0
"ASNSD1",21,3,11,1,13,165,6,1,0,2,1,3,0,0,4,63,0,0,4,1,7,7
"ANKAR",3,1,1,0,1,22,0,1,0,0,0,3,0,0,1,8,0,1,0,2,0,2
"OSGEPL1",2,0,1,0,2,24,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0
"OSGEPL1-AS1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"RP11-455J20.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ORMDL1",47,4,12,1,16,160,5,5,10,12,7,6,3,2,7,149,4,5,9,3,9,5
"PMS1",12,0,5,0,4,42,3,1,2,1,0,0,0,1,0,31,0,1,0,1,2,3
"C2orf88",2,0,1,0,31,9,0,0,0,0,0,1,0,0,0,223,0,1,1,0,0,1
"MSTN",0,0,0,0,4,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"HIBCH",8,1,3,0,9,101,1,0,4,2,1,3,1,1,1,132,2,0,3,1,14,1
"INPP1",10,0,5,0,13,96,0,4,1,1,0,3,0,1,0,130,0,0,1,3,22,3
"MFSD6",1,0,1,0,0,13,1,0,0,1,0,3,0,0,1,92,0,0,1,0,6,0
"RP11-647K16.1",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"NEMP2",1,0,0,0,3,11,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
"AC093388.3",1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"NAB1",11,0,1,0,4,39,0,0,0,0,0,0,0,1,0,39,3,0,1,3,7,5
"GLS",37,0,10,0,2,66,3,1,3,2,4,1,0,0,1,47,3,6,2,5,1,5
"STAT1",173,1,61,1,5,101,3,5,4,18,4,2,3,2,5,93,0,0,15,4,7,1
"STAT4",5,1,0,2,0,2,8,0,0,16,12,0,2,3,5,2,0,0,2,1,0,0
"MYO1B",0,0,0,0,0,33,0,0,0,1,0,1,0,0,0,70,11,0,0,0,7,3
"NABP1",39,0,11,1,0,21,3,0,6,12,10,0,2,0,0,23,0,2,7,10,1,1
"SDPR",13,0,16,0,2,148,0,96,0,0,0,29,0,0,0,0,7,0,1,0,257,2
"TMEFF2",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064834.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC064834.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A10",31,0,10,0,5,69,2,0,4,0,2,1,0,1,1,24,0,0,4,0,6,0
"DNAH7",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
"STK17B",101,4,106,2,1,20,24,0,29,46,26,0,7,4,14,26,1,2,35,30,2,0
"RP11-347P5.1",31,4,26,6,1,15,10,0,18,28,24,0,9,3,7,9,0,6,15,20,1,0
"HECW2",1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,12,0
"AC020571.3",0,0,0,0,0,0,1,0,0,7,2,0,2,1,0,0,0,0,0,0,0,0
"CCDC150",0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1
"GTF3C3",10,1,9,1,3,37,0,2,1,1,1,0,0,0,0,36,2,0,0,0,2,1
"PGAP1",3,1,0,0,4,22,1,0,0,1,0,0,0,0,0,23,1,0,0,0,2,0
"ANKRD44",46,2,22,5,4,15,5,0,11,7,6,1,5,3,5,5,0,0,10,4,1,0
"AC013264.2",0,1,0,0,0,0,0,0,0,8,2,0,2,1,3,0,0,0,0,0,0,0
"SF3B1",93,2,29,2,23,244,11,4,17,21,13,9,3,2,10,282,2,9,14,9,15,3
"COQ10B",18,0,9,1,3,150,3,1,4,7,4,6,2,2,0,75,4,1,5,1,9,5
"HSPD1",82,2,48,2,17,305,11,5,14,12,8,9,4,3,4,801,9,5,9,6,13,10
"HSPE1",215,5,87,4,46,563,13,6,21,35,19,42,4,2,12,1788,5,6,15,11,35,19
"MOB4",28,2,13,2,21,179,1,3,2,3,3,10,0,0,1,122,2,2,2,1,13,11
"RFTN2",0,0,0,0,12,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
"AC011997.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARS2",4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,15,0,0,0,0,0,0
"PLCL1",7,0,0,0,1,44,0,0,0,0,1,0,0,0,0,0,1,1,0,3,3,1
"AC005235.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"AC019330.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SATB2",2,0,0,0,1,4,0,0,1,0,0,0,0,0,0,273,0,0,0,0,1,1
"SATB2-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,0,0,0,0,1,0
"FTCDNL1",4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"C2orf69",6,1,3,1,5,56,1,0,4,0,1,2,1,0,1,49,2,0,1,5,6,2
"TYW5",7,0,1,0,2,11,2,0,1,0,0,0,0,0,0,34,0,1,0,4,2,3
"C2orf47",15,0,2,0,7,50,2,1,0,0,1,0,0,0,1,100,1,2,2,1,7,2
"SPATS2L",88,0,14,1,16,175,0,0,1,2,1,7,1,0,1,332,2,0,2,3,9,5
"KCTD18",6,0,3,0,3,27,1,0,2,1,0,1,0,0,1,15,1,0,1,0,1,0
"SGOL2",3,0,0,0,0,9,0,0,0,1,0,0,0,0,0,50,1,0,0,0,0,1
"AOX1",0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC007163.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BZW1",76,1,18,2,26,484,10,3,9,16,13,3,0,1,8,331,4,1,13,7,26,9
"CLK1",50,5,25,2,22,257,7,6,15,21,11,2,2,2,9,98,8,6,12,8,18,13
"PPIL3",27,1,11,0,3,75,2,0,1,2,1,6,1,0,1,56,3,2,1,3,3,2
"NIF3L1",8,0,4,0,3,38,0,0,3,3,1,0,0,0,0,45,1,0,1,0,2,2
"ORC2",4,0,0,0,3,16,1,0,1,0,2,3,0,0,1,24,0,0,1,1,2,0
"AC005037.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FAM126B",18,0,8,0,9,66,3,1,6,3,4,2,1,0,0,116,6,3,1,1,12,1
"NDUFB3",114,3,43,3,29,346,6,2,6,17,13,18,3,4,9,1231,5,4,25,8,17,24
"CFLAR",98,6,47,2,10,162,15,2,10,16,14,6,3,4,12,177,7,11,24,12,28,3
"CFLAR-AS1",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"CASP10",17,0,3,0,0,8,2,1,2,0,2,0,1,0,1,41,0,1,3,1,11,0
"CASP8",13,2,3,8,2,17,5,0,1,11,11,0,2,5,8,45,0,3,2,5,3,0
"ALS2CR12",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAK2",7,0,3,0,1,37,2,0,2,0,0,0,0,0,2,58,0,0,1,1,5,4
"STRADB",8,0,4,0,2,31,2,0,0,1,0,0,0,0,0,70,0,0,0,0,2,0
"ALS2CR11",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM237",1,0,0,0,2,97,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,1
"ALS2",1,0,0,0,2,18,0,0,0,0,0,0,0,0,0,11,1,0,0,1,1,0
"CDK15",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-107N15.1",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FZD7",0,0,0,0,0,79,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2
"KIAA2012",0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC079354.5",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUMO1",120,5,58,4,37,613,8,8,17,14,14,16,5,5,7,418,6,5,25,8,41,28
"NOP58",45,3,16,2,5,126,6,1,4,9,5,2,2,1,2,176,2,5,3,7,12,3
"RP11-686O6.2",1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
"BMPR2",22,0,7,1,5,102,0,3,1,0,0,1,0,0,1,53,1,0,5,0,23,2
"FAM117B",6,0,2,0,0,8,0,0,0,1,1,0,0,0,0,27,0,0,6,0,0,0
"ICA1L",1,0,2,0,1,9,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0
"WDR12",9,0,5,0,0,28,0,0,2,2,1,0,0,0,1,52,0,0,1,0,5,0
"CARF",1,0,2,0,4,33,0,0,3,2,0,2,0,1,0,18,1,0,0,1,3,1
"NBEAL1",190,2,83,7,15,596,9,11,37,40,12,17,6,1,18,735,17,6,20,16,45,21
"CYP20A1",44,0,12,1,12,225,3,5,6,6,4,3,0,0,2,64,2,0,7,7,7,3
"ABI2",19,1,8,0,6,137,2,2,3,4,2,8,1,1,0,23,6,0,1,6,7,7
"RAPH1",25,0,3,0,0,27,0,0,0,0,0,1,0,0,0,31,2,0,2,0,8,0
"CD28",1,2,0,0,0,1,0,0,1,12,2,0,4,0,1,0,0,0,0,4,0,0
"CTLA4",3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0
"ICOS",0,0,0,0,1,0,1,0,0,15,3,0,1,0,1,0,0,0,0,7,0,0
"PARD3B",2,0,0,0,2,63,0,1,0,1,0,0,0,0,0,19,0,0,0,0,1,2
"NRP2",76,0,7,0,12,77,0,13,0,0,0,11,0,0,0,3,0,0,2,0,5,1
"INO80D",12,1,0,0,0,25,1,1,0,3,0,0,1,0,1,38,0,0,6,0,3,1
"AC007383.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFS1",18,0,12,0,10,124,4,1,3,5,4,8,0,0,1,207,3,0,3,1,2,7
"AC007383.4",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EEF1B2",668,14,472,24,51,1672,63,13,186,194,80,43,38,17,56,3461,26,39,122,64,124,55
"GPR1",0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZDBF2",0,0,0,0,0,13,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0
"ADAM23",0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDH1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"FASTKD2",8,1,3,0,3,66,0,0,0,3,0,3,0,0,1,50,0,1,1,2,6,3
"KLF7",41,0,7,0,5,79,0,2,1,0,0,3,0,1,0,0,3,1,11,0,13,0
"AC007879.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC007879.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CREB1",47,1,11,1,7,112,0,2,1,2,2,0,0,0,1,74,1,1,4,2,8,8
"METTL21A",17,1,10,0,6,41,1,1,4,3,1,2,0,1,1,71,0,0,2,2,2,2
"AC079767.4",8,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCNYL1",7,0,5,0,0,13,1,0,0,1,0,1,0,0,0,98,0,0,1,0,1,2
"RP11-801F7.1",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"FZD5",2,0,0,0,0,13,0,0,0,1,0,0,0,0,0,155,0,1,0,0,1,0
"AC096772.6",5,0,0,0,1,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"PLEKHM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"C2orf80",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDH1",79,0,5,0,2,87,0,0,0,0,2,1,0,1,1,435,1,1,4,0,3,0
"IDH1-AS1",2,0,2,0,0,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0
"PIKFYVE",20,0,7,0,0,27,1,0,2,4,1,0,0,0,0,30,0,0,4,1,2,0
"PTH2R",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP2",0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
"RPE",19,0,12,0,0,86,2,1,1,2,0,3,1,0,1,57,1,0,1,0,3,2
"KANSL1L",2,0,1,0,3,12,0,0,0,0,0,2,0,0,0,11,1,0,0,0,1,4
"RP11-260M2.1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"AC007038.7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"AC006994.2",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ACADL",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LANCL1",9,0,2,0,2,22,0,0,0,2,0,3,0,0,0,26,3,1,0,0,0,8
"CPS1",1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"ERBB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IKZF2",1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
"RP11-105N14.1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"AC079610.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAG16",6,0,1,1,14,108,1,0,0,1,1,10,0,0,1,139,2,0,0,1,8,7
"BARD1",2,0,1,0,3,9,1,0,1,2,0,1,0,0,0,48,0,0,0,0,2,1
"ATIC",20,2,10,1,5,101,4,1,5,5,0,3,1,1,2,145,2,0,1,2,1,4
"FN1",4,0,2,1,14,3820,0,9,2,0,0,80,1,0,0,126,3,0,1,1,41,13
"MREG",3,0,1,0,0,4,1,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0
"PECR",8,1,2,0,3,27,3,0,3,1,1,3,0,0,0,27,0,0,0,0,1,2
"TMEM169",1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"XRCC5",104,6,55,3,32,501,11,4,27,36,24,11,4,2,15,382,10,2,12,15,31,18
"PKI55",0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"MARCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SMARCAL1",6,2,2,0,4,42,1,0,0,2,2,0,0,0,0,11,0,0,1,0,1,1
"AC098820.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL37A",2753,95,1361,58,399,8567,254,156,546,563,284,428,89,98,202,16625,160,166,484,203,598,471
"IGFBP2",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,397,4,0,0,0,12,4
"IGFBP5",3,0,1,0,65,1893,0,5,1,0,1,23,0,0,0,6,52,0,0,0,2,136
"AC007563.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DIRC3",0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TNS1",36,0,2,0,8,141,0,2,0,0,0,27,0,0,0,3,11,0,1,0,11,38
"RUFY4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CXCR2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC2",687,21,343,15,52,1338,63,13,82,106,82,30,21,24,53,1245,14,14,156,50,75,55
"GPBAR1",20,0,2,0,0,105,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,1
"AAMP",55,1,29,2,14,287,3,2,3,5,7,9,0,2,0,298,2,3,6,6,11,8
"PNKD",49,0,10,0,33,352,4,5,8,4,3,17,1,0,5,683,6,2,7,3,20,12
"TMBIM1",60,1,16,1,30,340,3,2,1,10,4,7,0,1,0,245,3,2,7,4,12,9
"SLC11A1",15,0,10,0,0,3,0,0,0,0,0,0,0,0,0,7,1,0,34,0,0,0
"CTDSP1",51,1,16,0,10,200,3,0,4,8,6,8,1,0,4,104,5,2,7,2,15,8
"RP11-378A13.2",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
"VIL1",1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,505,1,0,0,0,0,0
"USP37",2,0,2,1,1,16,0,0,0,0,0,0,0,0,1,18,0,0,1,1,1,0
"RQCD1",11,1,3,0,6,38,1,0,4,2,2,3,0,0,0,36,0,1,3,1,3,2
"PLCD4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-548H3.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ZNF142",1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,0
"BCS1L",4,1,2,0,5,61,2,3,0,1,0,4,0,0,0,54,0,0,2,0,1,0
"RNF25",6,0,2,0,3,40,3,0,0,2,1,4,0,0,0,22,2,0,0,1,1,2
"STK36",3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"TTLL4",1,0,0,0,9,3,0,0,2,0,0,0,0,0,0,11,2,0,1,0,0,0
"CYP27A1",39,0,3,0,33,243,0,1,0,0,0,3,0,0,0,99,0,0,2,0,1,1
"RP11-459I19.1",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT6",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"WNT10A",0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"FEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"CRYBA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"CFAP65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"IHH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
"RP11-33O4.1",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"NHEJ1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SLC23A3",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"CNPPD1",23,0,17,0,4,82,2,1,6,5,0,2,0,0,1,128,2,2,6,3,9,7
"FAM134A",25,4,6,0,3,98,1,0,1,2,4,0,2,1,2,93,3,0,2,0,4,2
"ZFAND2B",24,2,8,2,2,102,1,4,5,10,2,6,1,1,5,136,3,3,4,2,10,3
"ATG9A",9,0,3,0,6,69,0,1,0,1,1,4,1,0,2,53,3,1,1,1,2,1
"ANKZF1",9,0,5,1,10,45,3,1,3,6,2,1,0,0,3,46,1,3,0,2,3,2
"GLB1L",5,0,0,0,1,66,1,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0
"STK16",20,1,10,2,10,85,3,1,1,5,9,0,0,0,1,84,1,3,2,3,2,5
"TUBA4A",3,8,4,12,2,30,10,4,14,45,21,5,4,1,14,263,1,3,13,6,14,5
"DNAJB2",17,0,3,0,31,111,2,1,0,3,2,5,3,0,2,82,5,1,2,2,1,4
"DNPEP",27,0,13,0,10,171,2,1,5,2,3,3,0,2,4,236,3,1,2,0,8,9
"DES",18,0,5,0,7,74,1,1,1,1,0,840,0,0,1,9,1,0,3,1,3,22
"SPEG",1,0,0,0,1,8,0,0,0,0,0,23,0,0,0,4,0,0,1,1,1,17
"RP11-316O14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GMPPA",17,0,8,0,3,77,2,0,0,0,1,4,0,0,1,120,0,4,1,0,2,3
"ASIC4",0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CHPF",6,0,3,0,5,105,0,0,0,2,0,5,0,0,0,76,1,9,0,0,1,4
"TMEM198",0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"OBSL1",1,0,0,0,5,41,0,1,0,0,0,1,0,0,0,6,0,0,0,0,1,1
"STK11IP",8,0,5,0,1,11,0,0,0,0,1,0,0,0,0,23,0,0,2,2,0,0
"SLC4A3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009502.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EPHA4",0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,33,0,0,0,0,8,3
"CTD-2308L22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RP11-384O8.1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGPP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,0
"RP11-16P6.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"FARSB",7,1,6,1,7,49,0,0,2,2,0,4,0,0,1,97,1,0,1,1,2,3
"MOGAT1",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSL3",25,0,13,0,7,92,1,0,1,1,2,2,0,1,2,196,2,0,3,0,11,2
"KCNE4",0,0,0,0,0,83,0,0,0,0,0,1,0,0,0,1,11,0,0,0,3,6
"SCG2",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"AP1S3",2,0,2,1,0,1,0,0,4,1,1,0,1,0,0,10,0,0,0,0,0,0
"WDFY1",14,0,0,0,1,35,1,1,1,0,2,0,0,0,1,66,1,1,5,0,5,0
"MRPL44",18,0,7,0,2,84,0,0,0,1,3,3,0,0,1,99,1,2,3,1,3,1
"SERPINE2",4,0,2,0,19,2529,0,0,1,1,1,0,0,1,0,14,1,0,1,1,11,0
"FAM124B",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUL3",16,2,1,0,3,32,1,0,1,2,0,5,1,0,1,90,1,0,5,1,4,1
"DOCK10",26,1,11,2,0,6,6,0,5,9,6,2,0,0,1,4,0,0,2,3,1,1
"NYAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"IRS1",0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1
"RP11-395N3.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHBDD1",10,0,2,0,2,13,0,0,0,1,0,2,0,0,0,20,0,2,0,1,2,0
"COL4A4",0,0,0,0,1,14,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"COL4A3",0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"AC097662.2",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFF",30,1,28,2,11,221,5,3,8,4,3,7,3,5,3,199,5,5,10,5,11,13
"TM4SF20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"AGFG1",31,1,3,0,4,26,0,0,2,1,3,1,0,0,1,58,0,0,9,0,2,0
"C2orf83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SLC19A3",0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"CCL20",2,0,0,0,1,3,0,0,0,9,0,0,0,0,0,191,0,0,5,2,0,0
"AC009410.1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PID1",31,0,37,0,1,691,0,1,0,0,1,1,0,0,0,85,1,0,6,0,0,0
"DNER",0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIP12",24,1,9,2,4,67,2,1,2,4,1,3,0,0,1,103,1,1,7,2,10,3
"FBXO36",1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"SLC16A14",0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,30,0,0,0,0,3,0
"AC009950.2",1,1,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"SP110",15,0,12,1,5,59,3,0,14,9,2,0,2,1,0,20,0,0,11,4,6,1
"SP140",4,3,4,0,2,3,2,0,18,9,4,0,1,0,6,1,0,2,1,2,0,0
"SP140L",21,0,8,0,3,37,2,0,7,6,5,1,1,0,4,33,0,1,4,5,0,2
"SP100",71,4,38,8,20,289,9,0,22,20,18,6,2,0,8,66,4,5,7,7,21,4
"AC098823.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAB39",47,0,14,1,1,35,1,1,2,1,3,2,0,1,2,98,0,0,5,1,6,1
"ITM2C",33,2,20,6,85,672,27,1,8,25,30,27,1,7,10,3784,27,17,3,2,7,4
"GPR55",0,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
"C2orf72",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
"PSMD1",43,1,18,0,8,164,3,1,1,3,2,5,1,0,1,188,3,1,7,1,9,6
"HTR2B",8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARMC9",4,0,0,0,1,55,0,0,0,1,1,3,0,0,0,23,0,0,0,0,0,3
"B3GNT7",15,1,1,0,2,19,1,0,0,1,0,0,0,0,1,1331,0,1,1,0,2,1
"NCL",166,3,71,8,25,601,19,8,22,33,25,14,7,4,14,816,6,8,24,12,21,32
"LINC00471",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"NMUR1",0,0,0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"PTMA",2914,71,1451,56,343,4243,263,84,430,459,281,218,96,74,143,12850,132,126,500,228,720,567
"PDE6D",8,0,4,0,4,36,0,0,0,1,1,0,1,0,0,35,0,1,2,6,6,8
"COPS7B",15,0,4,0,9,41,1,0,3,1,0,3,1,1,0,37,1,1,1,0,5,2
"NPPC",0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DIS3L2",8,2,5,0,1,29,2,0,0,1,0,1,2,0,0,51,2,0,3,0,2,2
