"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"AGTRAP",36,33,7,11,10,2,2,6,100,5,0,0,7,8,19,17,12,1,7,10,0,4,0,0,2,0,21,0,15,39,76,1
"C1orf167",0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1
"MTHFR",13,3,3,5,2,0,2,0,17,3,0,0,1,1,14,6,2,2,12,7,0,0,0,1,4,0,2,7,3,13,16,5
"CLCN6",8,2,0,2,0,0,0,1,16,0,0,0,1,0,6,1,1,0,2,0,1,0,0,1,1,0,1,3,3,4,4,2
"NPPA-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"NPPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA2013",11,12,1,7,3,2,2,2,23,6,1,0,3,4,17,10,4,0,12,9,0,0,0,3,5,2,3,11,9,63,34,3
"PLOD1",15,23,1,2,2,0,1,0,58,1,0,0,2,0,8,0,1,4,0,0,0,0,0,0,3,0,2,1,3,21,46,3
"MFN2",14,7,4,0,2,1,0,2,14,0,3,0,5,0,11,3,2,1,3,9,0,1,0,0,5,1,0,3,7,26,20,2
"MIIP",16,13,9,7,5,1,1,9,27,13,1,0,1,6,61,14,5,1,7,9,0,2,0,2,2,0,4,23,39,21,12,3
"TNFRSF8",1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,8,0
"TNFRSF1B",66,8,27,34,35,7,6,1,27,19,4,0,3,0,61,45,48,1,11,67,2,6,1,3,0,1,17,4,224,32,89,0
"VPS13D",7,5,2,1,0,0,2,3,31,2,1,0,2,1,14,9,9,2,8,8,1,0,0,1,5,0,0,6,8,18,32,11
"DHRS3",27,14,11,8,2,1,2,14,252,0,0,1,1,1,2,18,11,6,5,21,1,4,0,0,3,0,0,1,2,75,70,11
"RP11-474O21.5",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"AADACL4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPCL1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PDPN",3,183,0,0,0,1,0,6,96,0,0,0,32,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"PRDM2",16,13,16,9,5,7,4,2,57,12,1,0,0,1,115,27,16,4,53,41,4,0,0,1,5,0,0,54,33,37,37,2
"RP11-344F13.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZN",0,3,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10,2
"TMEM51-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM51",49,9,0,8,0,0,0,0,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,25,11,14
"C1orf195",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FHAD1",6,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP3-467K16.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-467K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFHD2",108,10,6,93,9,3,2,0,22,13,4,0,2,4,36,21,19,1,11,19,0,3,1,3,2,2,16,20,46,190,66,1
"CASP9",6,3,2,5,0,0,0,1,9,6,0,0,0,0,12,1,1,1,2,3,0,0,0,0,2,2,0,10,2,6,4,0
"DNAJC16",2,4,3,2,0,0,0,0,15,1,0,0,0,3,18,5,1,0,3,2,1,0,0,0,1,0,0,4,3,24,14,2
"RP4-680D5.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AGMAT",0,1,5,1,1,0,2,2,1,8,0,1,0,0,15,5,2,0,5,8,1,0,0,0,0,2,0,3,10,24,1,0
"RP4-680D5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DDI2",14,4,8,3,1,1,0,0,14,2,0,0,1,0,13,8,4,0,4,10,0,0,0,1,2,1,0,9,8,9,11,2
"RP4-680D5.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLEKHM2",13,6,2,5,1,0,0,2,29,1,0,0,2,0,12,1,2,1,5,6,0,0,1,0,0,1,2,4,8,17,17,3
"SLC25A34",0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"RP11-169K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"TMEM82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"FBLIM1",0,51,5,3,0,1,0,1,52,2,0,0,3,0,9,4,2,1,1,8,0,0,1,0,23,0,0,6,6,55,50,5
"UQCRHL",4,7,4,4,0,0,1,1,12,5,1,0,0,1,18,5,5,0,3,9,0,1,0,1,3,1,0,10,6,45,12,5
"FLJ37453",4,1,2,2,0,3,1,1,11,1,0,1,2,1,23,8,4,0,4,8,0,1,1,0,0,0,0,10,5,7,4,2
"SPEN",12,5,6,9,2,1,3,3,30,4,1,0,0,0,47,21,4,2,20,15,0,1,0,0,2,1,3,21,18,28,30,5
"ZBTB17",5,7,4,5,3,1,2,1,26,4,0,0,1,0,18,12,6,0,14,15,0,1,0,0,1,1,0,12,9,7,22,5
"HSPB7",0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,1,1,20
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EPHA2",0,2,1,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,34,34,0
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ARHGEF19",1,3,1,1,2,3,1,0,5,1,0,0,0,2,7,5,2,0,1,8,0,0,0,0,0,0,0,3,3,7,4,2
"RSG1",0,2,1,0,0,0,0,0,3,3,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1
"FBXO42",7,7,2,3,2,0,2,2,25,4,0,0,1,0,12,11,4,2,7,7,0,1,0,0,3,0,2,12,12,14,16,3
"SZRD1",22,24,23,11,5,2,4,1,76,18,1,1,2,2,51,16,20,1,29,19,2,0,2,2,14,0,1,38,33,56,58,14
"SPATA21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NECAP2",63,24,26,23,11,8,5,3,62,22,4,0,6,1,90,80,27,0,27,91,2,3,2,1,3,2,6,53,77,50,115,7
"RP4-798A10.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1
"RP4-798A10.7",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0
"RP4-798A10.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
"NBPF1",2,8,0,1,0,1,0,1,12,0,0,0,0,0,4,0,1,1,2,2,0,0,0,0,1,1,0,5,1,10,7,0
"CROCC",5,7,0,1,1,2,1,3,17,1,0,0,2,0,10,2,5,1,0,6,0,0,0,0,0,0,0,1,6,4,8,3
"RP11-108M9.4",22,10,8,11,0,2,3,2,42,0,1,0,3,3,27,10,4,2,16,9,1,0,0,0,7,0,11,13,5,31,46,6
"RP11-108M9.6",1,1,1,1,2,0,0,0,0,0,2,0,0,2,3,3,3,0,0,2,0,0,0,0,2,0,0,2,4,1,4,0
"MFAP2",0,82,0,0,0,0,0,0,133,0,0,0,10,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,1,4,18,1
"ATP13A2",13,2,4,1,1,1,3,4,7,3,0,0,1,0,9,8,4,2,5,9,1,1,0,5,1,0,0,4,9,40,36,1
"SDHB",89,25,15,46,11,9,0,5,108,13,2,1,6,5,65,34,20,4,27,43,1,1,0,2,11,4,7,54,34,223,66,15
"PADI2",5,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,70,1,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"PADI4",1,0,0,0,0,0,1,0,3,1,1,1,0,0,2,2,3,0,2,1,2,1,0,0,0,0,0,6,5,0,0,0
"RCC2",19,8,2,16,3,2,0,1,27,4,0,0,0,0,21,7,6,0,14,8,0,0,0,1,2,1,3,33,7,53,32,1
"ARHGEF10L",14,2,0,8,0,0,0,2,17,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,41,2,7
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"IGSF21",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC7A",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ALDH4A1",2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,4,15,2,4
"IFFO2",0,0,0,0,2,0,0,0,3,1,0,0,2,1,4,2,3,0,0,1,0,0,0,0,0,0,0,1,3,9,9,2
"UBR4",23,14,8,14,3,2,4,1,58,5,2,0,2,0,35,19,12,0,4,14,6,1,0,0,2,1,0,12,10,67,39,4
"RP1-43E13.2",1,2,0,1,1,0,0,2,6,2,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,4,1,5,2,0
"EMC1",5,7,0,6,1,1,0,1,27,2,1,0,4,2,16,5,4,0,7,4,0,0,0,0,0,0,1,3,5,15,14,4
"MRTO4",18,9,4,10,4,1,6,3,35,16,0,0,1,1,38,12,8,2,13,15,2,0,2,1,4,2,0,30,17,48,30,3
"AKR7A3",0,0,1,0,1,0,0,1,1,2,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,116,3,0
"AKR7A2",42,58,12,30,4,5,3,9,204,16,1,1,6,0,79,26,23,5,17,37,0,5,1,5,9,3,4,65,45,148,76,13
"PQLC2",4,5,1,6,0,0,0,1,14,1,0,0,0,0,10,2,1,0,1,1,0,1,0,1,0,0,0,7,2,16,5,1
"CAPZB",346,224,90,181,44,22,25,19,505,91,18,0,23,19,332,186,107,28,126,230,14,13,4,9,38,11,20,286,221,274,275,50
"MINOS1",167,143,56,107,19,17,13,16,397,77,6,1,20,25,245,140,82,36,75,162,9,2,1,12,44,9,12,209,158,800,280,75
"NBL1",14,244,2,2,11,1,0,2,624,3,0,0,7,0,3,11,6,35,2,7,1,3,0,0,16,1,0,1,4,251,88,21
"TMCO4",9,6,1,7,0,0,3,3,18,3,0,0,1,0,22,9,3,1,7,8,0,0,0,0,1,2,0,2,12,10,9,5
"RNF186",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,119,0,1
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTUD3",3,1,2,1,0,0,2,0,7,0,0,0,0,0,4,1,2,0,1,5,0,0,0,0,0,0,1,3,2,5,2,1
"PLA2G2A",6,3,0,7,0,0,2,1,3455,0,1,0,0,1,14,8,5,4,5,11,0,0,0,0,0,1,0,4,4,2804,8,0
"PLA2G5",0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-340N1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PLA2G2C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,1,0,0,0,0,8,4,0,0,0,1,2,1,0,7,1,1,0,0,0,0,0,0,2,0,1,8,1,0
"UBXN10",0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",1,10,0,1,0,0,0,1,91,3,1,0,1,0,4,2,1,0,5,4,0,0,0,0,12,0,0,0,3,271,3,4
"MUL1",5,7,2,3,3,1,0,2,35,3,0,0,2,1,5,2,4,2,7,5,0,0,0,2,1,2,0,12,3,10,29,4
"FAM43B",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CDA",2,2,1,2,0,0,1,0,51,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,3,1,0,132,181,0
"PINK1",9,13,1,3,0,0,2,3,81,0,0,0,4,0,1,0,1,1,2,4,0,0,0,0,5,1,1,2,3,40,124,4
"PINK1-AS",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,0
"DDOST",69,53,25,35,11,5,4,6,184,22,4,1,11,8,92,41,31,4,36,61,3,2,0,3,13,11,7,46,43,167,81,5
"KIF17",2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"HP1BP3",48,30,23,24,10,7,12,11,184,48,5,2,13,4,126,79,48,9,51,78,6,1,0,4,21,2,2,60,72,104,122,20
"EIF4G3",15,21,3,10,1,2,1,0,49,2,2,0,2,0,22,6,5,3,16,6,2,2,0,0,4,0,0,8,8,48,46,4
"ECE1",3,16,8,1,4,1,2,2,29,6,0,0,6,0,32,12,7,1,8,16,1,2,0,0,6,2,1,11,5,42,181,2
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"NBPF3",0,3,0,0,0,0,1,0,5,0,0,0,3,0,2,3,0,2,1,3,0,0,0,0,2,0,0,1,0,1,3,1
"ALPL",1,2,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0
"RAP1GAP",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
"USP48",24,16,12,21,3,7,3,6,53,12,0,1,3,7,72,15,14,1,12,38,0,2,0,2,2,6,2,30,38,40,46,7
"LDLRAD2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"HSPG2",6,27,0,0,1,0,0,21,186,1,1,0,12,2,6,4,1,14,6,2,1,0,0,0,6,0,1,2,0,33,1163,26
"RP1-224A6.3",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC00339",1,4,4,0,0,3,1,0,17,0,0,0,0,2,16,6,6,0,5,10,1,0,0,0,2,1,2,5,3,8,17,1
"CDC42",177,61,57,147,28,8,13,12,242,49,9,3,10,24,235,110,87,16,90,177,9,5,2,4,14,5,18,167,122,260,268,50
"WNT4",0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ZBTB40",3,1,1,2,2,1,0,1,5,0,2,0,0,0,14,5,3,0,2,8,0,2,0,0,2,1,0,2,2,4,9,1
"C1QA",3125,0,4,557,1,0,3,1,8,3,0,0,0,2,14,8,4,0,3,8,0,0,0,0,0,2,4,4,12,6,9,1
"C1QC",2700,0,4,376,2,1,0,0,10,3,0,0,1,1,9,5,2,0,2,5,0,0,0,0,1,0,0,4,5,2,4,1
"C1QB",3498,0,7,493,2,0,1,1,9,3,1,1,0,1,13,6,2,0,4,12,0,0,0,0,3,2,3,6,10,9,9,1
"EPHB2",6,1,0,0,0,0,0,0,18,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,75,1,0
"KDM1A",11,7,3,3,1,0,0,1,30,5,0,0,2,1,13,6,2,1,8,14,0,1,1,3,4,2,0,11,1,58,22,1
"LUZP1",17,54,11,16,3,1,1,1,51,6,4,0,13,2,17,21,11,4,4,22,1,0,1,0,6,1,0,7,27,55,164,6
"HTR1D",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"LINC01355",0,0,2,0,0,0,0,0,5,0,0,0,1,0,6,3,0,0,4,2,0,0,0,0,0,0,0,2,0,3,3,1
"HNRNPR",59,56,27,52,18,8,12,5,200,38,7,3,11,6,139,77,50,9,55,95,3,4,4,4,14,4,3,166,88,149,145,23
"ZNF436",1,2,0,0,0,0,0,1,21,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,7,13,0
"ZNF436-AS1",2,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0
"RP5-1057J7.7",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCEA3",0,5,1,4,0,0,1,2,83,0,0,1,0,0,3,6,0,3,2,13,4,0,0,1,3,0,0,0,0,191,9,6
"ASAP3",0,2,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,9,11,0
"E2F2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,9,0,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"ID3",59,284,5,12,11,4,1,15,565,3,0,0,17,0,189,15,12,20,83,36,1,3,1,0,230,2,0,88,29,218,1260,208
"MDS2",0,0,4,1,2,0,2,0,1,2,0,0,0,0,26,16,0,0,5,27,4,0,0,0,0,0,0,3,6,2,1,0
"RPL11",1785,1131,1375,1844,249,294,512,164,5671,1520,169,71,330,372,12365,5107,2013,155,3810,8425,480,160,92,166,386,147,286,2772,3080,5922,4320,521
"TCEB3",11,12,8,6,3,2,0,1,26,6,0,0,3,2,78,13,4,0,21,8,0,0,0,0,1,1,0,35,14,11,33,5
"TCEB3-AS1",2,2,2,1,1,1,0,1,11,3,0,1,0,2,5,4,2,0,4,9,0,0,0,0,1,0,0,7,2,11,5,1
"PITHD1",26,13,17,14,9,6,6,8,81,26,2,1,4,3,74,44,23,2,39,53,3,3,0,1,6,2,4,39,25,65,64,17
"LYPLA2",25,13,17,12,7,5,1,2,29,8,0,0,4,2,64,22,12,1,15,25,1,2,3,1,2,0,5,42,38,103,64,3
"GALE",11,2,3,0,1,0,0,0,7,4,1,0,0,2,12,9,3,1,7,6,0,0,1,0,0,1,2,10,3,187,20,1
"HMGCL",27,12,2,9,3,0,2,9,54,6,1,0,2,3,32,12,10,3,13,8,0,2,0,0,5,3,3,26,20,67,52,7
"FUCA1",105,4,2,11,0,0,1,2,68,2,1,0,6,1,14,5,7,4,3,10,0,2,0,2,2,0,2,20,8,117,28,2
"CNR2",0,0,5,0,0,0,0,0,1,0,0,0,0,0,86,0,3,0,29,3,0,1,0,0,0,0,0,30,0,3,0,0
"PNRC2",40,26,32,28,14,13,12,11,160,36,1,1,4,4,152,69,33,2,64,69,3,0,1,3,12,3,6,112,49,159,72,21
"SRSF10",30,43,21,27,21,7,13,12,149,33,7,1,15,9,178,64,37,2,71,76,5,7,5,1,20,4,0,187,75,179,131,19
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MYOM3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0
"IL22RA1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0
"IFNLR1",1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,2,1,6,1,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"STPG1",1,1,1,0,4,0,3,0,9,0,0,0,0,0,7,3,2,1,1,5,0,0,0,0,1,0,1,10,1,14,8,0
"NIPAL3",5,2,3,5,5,1,1,2,8,6,1,0,1,2,29,16,11,2,11,19,0,1,0,0,0,0,0,9,14,12,14,0
"RCAN3",8,1,12,7,1,5,9,6,9,7,2,0,3,2,58,68,26,1,13,100,6,2,2,0,2,0,1,13,49,19,4,0
"RP4-594I10.3",2,0,7,3,4,1,1,3,2,4,2,0,0,1,28,37,16,0,6,64,3,0,2,0,0,0,0,5,31,11,5,0
"SRRM1",96,62,54,77,19,7,10,9,189,50,4,2,13,15,228,125,76,7,97,138,6,8,2,8,21,3,8,159,117,177,169,24
"CLIC4",15,31,1,11,0,0,0,19,84,0,0,0,4,2,21,2,0,12,10,1,0,0,0,0,19,1,0,41,0,8,200,26
"RUNX3",21,5,59,29,22,13,7,0,3,0,10,2,1,0,61,50,64,0,14,54,5,13,1,2,0,3,2,34,34,3,0,1
"RP4-706G24.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",77,74,48,44,20,12,18,14,273,61,6,2,17,13,287,128,46,11,120,163,7,8,1,7,28,5,8,174,114,176,237,30
"RSRP1",56,31,47,36,19,15,19,5,174,45,12,3,19,9,269,113,81,4,96,141,6,11,3,5,14,10,5,83,101,113,126,19
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMEM50A",132,71,48,58,32,19,17,26,357,40,3,2,30,18,119,76,72,16,36,105,9,5,4,8,28,3,7,64,118,263,337,42
"RHCE",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"TMEM57",7,12,4,8,3,3,2,1,33,6,1,0,1,3,27,10,7,2,9,18,1,1,0,3,0,0,2,13,12,24,31,2
"LDLRAP1",3,3,20,0,1,1,9,3,18,6,0,0,3,1,13,79,28,0,3,133,9,2,0,1,2,1,0,1,28,29,22,3
"RP11-70P17.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0
"MAN1C1",3,6,0,2,2,1,1,0,45,0,0,1,1,1,2,6,4,1,0,13,1,0,0,0,1,0,1,0,0,0,3,0
"RP1-187B23.1",0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,5,2,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0
"SEPN1",14,22,2,2,1,0,0,3,49,2,1,0,9,5,7,9,3,3,0,10,0,0,0,0,6,0,0,0,4,14,128,1
"RP1-317E23.3",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"MTFR1L",8,16,6,10,1,0,2,4,58,9,0,0,2,4,15,10,5,2,10,11,0,0,1,0,9,1,1,14,12,23,19,5
"AUNIP",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"RP1-125I3.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR7",4,0,2,4,0,0,0,0,13,1,1,0,1,0,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,6,1
"STMN1",58,13,19,15,7,1,1,5,101,9,0,1,66,25,38,20,23,3,31,33,4,3,2,18,2,1,3,812,24,153,337,2
"PAFAH2",7,1,4,1,2,0,2,0,7,2,0,0,1,0,3,2,1,1,1,3,0,0,0,2,2,0,0,0,6,27,13,0
"SLC30A2",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
"TRIM63",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PDIK1L",4,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,1,2,0,1,0,0,0,0,0,4,1,10,1,0
"FAM110D",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
"RP11-96L14.7",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF593",25,20,3,10,4,2,1,4,63,3,0,0,3,2,40,9,12,0,11,19,0,2,1,1,6,1,6,44,17,146,37,3
"CNKSR1",0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,2,0,2,1,59,0,0
"CEP85",0,0,2,3,0,1,0,0,2,0,0,0,0,0,3,5,1,0,0,5,0,0,0,0,2,1,1,6,0,6,3,0
"SH3BGRL3",760,112,347,795,327,138,96,13,691,291,47,6,42,86,976,633,531,10,377,691,34,61,22,23,29,22,165,432,745,1343,637,32
