"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"NECAP2",22,6,1,1,7,2,0,19,5,12,4,3,54,11,0,8,3,4,9,6,3,1,3,4,23,124,22
"RP4-798A10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"RP4-798A10.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0
"CROCC",0,3,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,1,4,16,1
"RP11-108M9.4",5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
"RP11-108M9.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"MFAP2",0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,2
"ATP13A2",17,0,0,3,2,0,0,1,0,2,3,3,7,2,0,1,0,0,1,0,0,0,1,0,6,63,2
"SDHB",47,8,0,4,5,2,2,11,6,9,3,5,34,7,1,5,7,2,5,24,5,2,6,3,10,334,11
"PADI2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RP11-380J14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RCC2",15,5,0,0,1,1,0,1,3,2,2,1,16,1,2,2,6,3,2,3,0,1,0,1,3,127,12
"ARHGEF10L",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,34,1
"IGSF21",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH4A1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45,1
"IFFO2",1,1,1,0,0,0,0,1,3,1,0,1,2,2,0,2,1,0,0,1,0,0,0,0,2,51,1
"UBR4",18,4,0,1,0,0,0,2,2,5,3,4,13,3,2,2,4,1,3,1,3,1,2,2,7,235,8
"RP1-43E13.2",1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,7,1
"EMC1",4,2,0,0,1,0,0,2,2,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,2,36,0
"MRTO4",6,3,0,0,0,1,0,2,2,3,2,3,14,2,1,2,3,0,5,5,1,1,0,3,6,119,5
"AKR7A3",1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,109,0
"AKR7A2",20,13,2,1,4,2,1,4,10,6,10,3,26,6,2,5,10,2,9,8,4,0,3,0,14,182,11
"PQLC2",5,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,22,3
"CAPZB",183,81,18,16,43,20,5,65,39,80,35,16,323,54,6,35,39,8,41,32,16,7,9,22,91,544,30
"MINOS1",140,56,9,21,9,6,1,26,7,34,13,6,154,16,2,23,20,8,27,46,15,4,9,7,66,880,36
"NBL1",15,169,4,0,7,0,1,18,5,25,13,0,87,28,0,2,10,6,13,2,0,0,3,4,10,380,5
"TMCO4",4,1,0,0,1,0,0,2,0,2,1,1,2,1,0,0,2,1,0,1,0,0,1,2,1,17,1
"RNF186",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
"OTUD3",1,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,42,0
"PLA2G2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PLA2G5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP3-340N1.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"UBXN10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",2,11,0,0,1,0,0,0,2,0,0,0,5,0,0,3,0,1,20,3,0,0,0,0,1,783,0
"MUL1",3,0,0,0,2,1,0,2,0,0,2,2,8,0,0,1,1,1,3,2,1,0,0,0,5,41,3
"CDA",2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,188,16
"PINK1",7,6,0,0,0,0,0,0,2,1,1,0,4,0,0,0,0,0,4,2,0,0,1,1,3,83,12
"PINK1-AS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"DDOST",25,10,4,2,6,3,2,12,6,12,9,1,42,9,1,4,5,4,8,71,4,0,3,3,25,467,8
"KIF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"HP1BP3",21,18,4,1,9,8,2,14,8,13,10,5,77,14,3,13,10,3,14,8,2,0,5,6,36,185,16
"EIF4G3",4,3,2,1,1,0,0,3,2,5,3,1,12,0,1,1,4,0,3,3,1,0,1,0,7,75,7
"ECE1",0,14,0,0,2,0,0,0,4,2,0,1,4,0,1,1,4,1,15,8,2,0,0,0,4,51,36
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"NBPF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0
"ALPL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"USP48",11,6,2,1,7,5,0,7,6,8,4,3,30,6,1,4,12,3,7,31,0,1,0,2,26,109,9
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HSPG2",0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,2,35,253
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC00339",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9,2
"CDC42",170,61,18,41,32,23,8,74,37,72,53,37,316,61,13,47,62,18,39,54,44,7,18,15,124,944,53
"RP1-224A6.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT4",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"ZBTB40",3,8,1,0,0,0,0,4,1,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,32,1
"C1QA",1700,0,0,29,0,1,0,4,0,2,0,0,0,2,1,0,0,0,0,1,64,0,0,0,0,2,0
"C1QC",909,1,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0
"C1QB",1648,0,0,39,1,0,0,1,0,1,0,0,4,2,0,2,0,1,0,0,94,0,2,0,1,12,0
"EPHB2",12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,184,0
"KDM1A",3,5,0,1,0,0,0,1,0,0,1,1,3,1,0,0,1,3,4,3,1,0,0,0,2,141,2
"LUZP1",4,14,3,2,5,3,2,13,4,6,5,1,52,6,0,7,4,3,4,0,1,0,2,0,22,213,26
"HTR1D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"LINC01355",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HNRNPR",18,17,8,3,11,5,7,15,10,14,18,6,64,13,3,13,14,6,14,27,8,3,8,6,41,332,9
"ZNF436",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"ZNF436-AS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TCEA3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,11,0
"E2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ID3",12,166,1,0,0,2,1,1,26,0,16,2,4,2,0,2,11,4,155,8,1,2,0,4,11,691,61
"MDS2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"RPL11",800,535,157,210,278,177,108,782,446,586,549,788,3290,517,304,1096,685,202,267,949,252,145,78,96,1622,18697,436
"TCEB3",6,1,0,2,1,0,0,6,5,2,6,4,22,5,2,5,4,2,3,4,1,0,0,0,5,79,6
"TCEB3-AS1",0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,1,1,1,0,0,0,0,1,20,0
"PITHD1",13,12,3,3,7,10,2,23,15,8,13,2,46,9,2,11,15,2,6,7,1,2,3,6,42,211,8
"LYPLA2",15,2,1,2,0,0,1,0,5,5,1,2,37,3,1,2,1,0,7,4,3,1,2,2,15,159,6
"GALE",7,1,0,1,0,1,0,1,2,0,1,2,5,0,0,0,3,0,1,2,0,0,0,1,0,190,3
"HMGCL",3,3,0,0,1,1,2,1,2,2,3,0,5,2,0,1,0,0,3,1,0,0,0,0,3,85,3
"FUCA1",57,0,1,3,1,2,1,0,4,2,3,0,7,0,0,1,8,4,0,0,1,0,0,1,1,116,0
"CNR2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0
"PNRC2",33,16,4,8,4,3,1,17,13,10,10,14,70,13,2,20,8,3,12,10,14,6,2,3,31,365,19
"SRSF10",24,11,6,3,11,7,2,7,9,13,8,12,83,12,5,15,29,5,13,15,7,1,6,4,30,323,21
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
"IL22RA1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
"IFNLR1",2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,39,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"STPG1",1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,14,3
"NIPAL3",3,1,1,0,0,3,1,4,0,3,2,1,22,3,0,4,2,2,0,1,0,0,0,0,5,26,1
"RCAN3",5,0,3,1,2,0,5,7,9,15,1,4,57,11,1,12,8,2,0,0,0,0,5,4,32,82,1
"RP4-594I10.3",0,0,2,0,1,0,1,1,0,0,0,1,8,2,0,1,0,1,0,0,0,0,0,0,1,7,0
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"SRRM1",27,8,6,9,21,9,4,37,13,26,33,17,130,34,8,25,18,11,11,29,8,2,3,5,58,343,28
"CLIC4",20,18,0,2,0,1,0,0,0,0,0,3,0,0,1,1,1,0,12,4,6,6,0,0,0,62,46
"RUNX3",28,6,12,11,16,10,4,7,23,15,17,11,68,29,1,18,20,7,3,2,1,1,5,10,62,14,1
"RP11-84D1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",16,25,4,4,13,3,6,19,17,13,12,22,100,28,5,26,23,14,18,23,7,6,7,7,69,442,24
"RSRP1",29,17,9,7,25,7,10,27,23,41,29,14,124,31,3,28,30,11,9,18,10,4,8,4,58,239,33
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",80,24,15,10,25,20,4,45,21,54,26,6,227,57,2,30,21,14,23,40,20,3,10,6,72,517,44
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM57",5,2,0,2,0,1,0,1,3,3,3,2,14,3,0,5,0,5,4,5,0,0,0,0,4,69,0
"LDLRAP1",3,2,0,0,1,0,1,4,1,3,1,0,13,0,1,1,3,2,1,6,0,0,0,0,6,50,0
"RP11-70P17.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAN1C1",4,3,1,0,0,2,0,0,1,0,2,0,4,2,0,1,3,2,0,0,0,0,0,0,2,2,0
"RP1-187B23.1",0,0,1,0,4,0,1,1,3,0,10,0,9,1,0,5,8,3,0,1,0,0,0,1,0,1,0
"SEPN1",7,6,0,0,0,0,0,4,2,1,0,0,7,1,0,0,1,0,8,0,1,0,1,1,1,34,19
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"MTFR1L",6,5,1,1,3,0,0,3,0,1,1,1,7,0,1,2,2,0,1,3,0,0,0,0,1,51,1
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PAQR7",2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0
"STMN1",60,5,4,4,8,5,0,6,24,12,16,6,52,11,1,10,32,5,9,56,2,3,49,96,19,525,67
"PAFAH2",3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,20,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"PDIK1L",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,17,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF593",15,9,0,1,1,0,0,5,4,8,4,10,21,2,0,3,3,3,4,29,3,0,1,0,16,476,16
"CNKSR1",0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,5,0,0,0,0,0,97,0
"CATSPER4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CEP85",1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,10,0
"SH3BGRL3",426,103,77,111,298,87,37,277,141,432,168,80,1774,353,19,216,226,70,45,145,176,11,92,125,434,1734,164
"UBXN11",7,0,2,1,1,1,0,0,2,1,1,0,8,5,0,0,2,0,0,0,1,0,0,0,4,25,2
"CD52",34,9,92,25,261,57,26,168,238,305,279,167,1850,366,58,139,331,93,7,140,21,32,32,74,352,43,2
"AIM1L",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ZNF683",0,0,0,0,0,0,0,0,4,0,5,0,0,15,0,0,8,0,0,0,0,0,1,0,0,0,0
"DHDDS",3,1,1,0,1,1,0,1,1,3,2,0,6,1,1,1,1,1,1,3,0,0,0,0,3,24,2
"HMGN2",201,30,16,27,30,22,5,44,50,45,33,20,207,53,15,40,74,16,25,91,24,12,48,70,117,1487,27
"RPS6KA1",11,1,1,2,2,0,0,6,6,3,3,1,21,2,0,1,1,1,0,3,2,0,1,3,7,91,0
"ARID1A",10,6,0,0,2,0,0,4,7,1,7,2,15,4,0,4,5,0,4,4,4,0,1,1,4,124,10
"PIGV",1,0,0,0,2,0,0,0,1,0,3,1,1,0,0,1,1,0,0,0,1,0,0,0,1,28,1
"ZDHHC18",2,2,0,1,1,0,0,0,3,3,2,2,9,4,0,0,2,1,3,1,1,0,1,0,7,30,2
"SFN",1,1,2,0,0,0,0,5,0,1,0,0,6,1,2,0,0,0,1,6,1,0,0,0,4,1763,2
"GPN2",1,0,0,0,2,0,0,0,0,1,0,0,5,1,1,0,2,0,1,2,0,1,1,0,9,64,3
"GPATCH3",1,0,0,0,1,0,0,0,0,2,3,0,7,0,0,3,1,1,1,3,0,0,0,0,2,20,5
"NUDC",26,17,4,5,7,3,1,8,5,10,9,6,54,10,1,8,14,3,21,23,1,2,3,6,28,392,21
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SLC9A1",2,4,1,3,0,1,0,0,0,1,2,1,5,2,0,1,0,1,3,2,0,0,1,0,1,44,1
"WDTC1",9,0,1,0,2,0,3,3,2,2,1,3,9,2,1,6,1,1,0,1,0,0,1,0,5,44,2
"TMEM222",6,5,0,1,1,0,2,2,0,5,3,0,9,3,2,6,2,0,2,3,0,1,1,3,6,83,10
"SYTL1",1,3,2,2,7,5,1,2,11,10,3,6,34,7,1,11,11,0,1,18,0,3,1,5,25,8,0
"MAP3K6",1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,3,4
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"GPR3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WASF2",44,29,4,8,11,7,1,15,8,12,10,11,51,18,5,24,16,8,24,19,7,2,2,4,40,306,31
"RP1-159A19.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHDC1",2,2,0,0,1,1,0,1,0,1,0,0,3,0,0,0,4,1,1,0,0,0,1,1,0,14,4
"FGR",32,0,0,10,1,0,0,0,7,0,1,0,0,0,1,0,4,1,0,2,5,0,0,0,0,0,0
"RP11-288L9.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"IFI6",74,47,5,6,10,8,5,19,11,20,17,3,68,16,2,10,13,5,14,22,15,0,3,2,40,607,48
"FAM76A",2,3,1,0,2,1,0,3,0,2,1,0,11,0,0,2,2,1,1,1,0,1,0,0,1,27,0
"STX12",22,6,2,3,3,1,0,3,1,2,2,4,15,2,2,1,0,3,6,2,2,4,0,1,2,89,21
"PPP1R8",6,3,1,0,1,1,1,8,5,3,6,4,14,7,0,8,4,3,3,6,3,0,1,1,14,54,2
"THEMIS2",52,3,0,5,0,1,0,1,0,3,0,16,5,0,3,0,1,0,1,35,9,0,0,0,0,8,1
"RPA2",10,8,2,0,3,2,0,1,2,7,3,10,32,9,3,3,3,1,4,14,3,0,2,5,7,45,6
"SMPDL3B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"XKR8",2,0,0,0,1,1,0,0,1,1,0,1,4,0,0,1,1,0,0,6,1,0,1,0,2,13,2
"EYA3",7,2,0,2,0,1,0,1,1,1,1,0,5,2,0,2,1,2,1,4,2,0,0,1,6,49,2
"PTAFR",20,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0
"DNAJC8",29,13,5,3,8,0,3,19,13,15,13,10,72,13,4,18,13,7,15,16,2,4,5,6,46,240,11
"ATPIF1",37,29,16,3,21,5,6,37,23,40,30,10,158,43,2,24,36,6,33,80,4,3,12,15,84,1263,46
"RP5-1092A3.4",0,0,2,0,0,0,0,1,0,0,0,3,4,1,0,0,0,0,0,1,0,0,0,0,2,3,0
"SESN2",20,2,0,3,2,2,1,6,1,2,0,0,6,2,1,0,5,1,3,5,2,1,0,0,6,40,1
"MED18",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,10,0
"PHACTR4",22,3,0,0,2,1,0,2,0,3,1,0,9,2,0,1,9,0,1,6,0,0,1,0,5,66,9
"RCC1",4,0,0,0,0,0,0,2,4,1,1,3,12,1,1,2,2,1,3,14,1,1,0,3,1,133,3
"TRNAU1AP",9,1,1,0,1,5,0,3,1,4,5,4,20,3,0,4,6,3,4,3,0,1,3,2,11,30,7
"SNHG12",23,3,0,1,1,0,0,5,2,2,1,3,27,9,3,8,8,5,4,6,0,3,0,3,7,68,3
"TAF12",9,10,1,3,2,4,0,4,2,11,7,2,27,7,2,6,6,3,6,10,5,1,2,3,13,226,9
"RAB42",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"RP11-442N24--B.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RNU11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"GMEB1",3,0,3,1,1,0,1,1,2,2,0,0,19,2,0,1,2,2,0,1,1,0,0,2,4,42,3
"YTHDF2",20,7,2,3,1,3,1,17,10,13,13,6,45,10,5,12,8,3,13,10,4,1,2,3,31,287,13
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EPB41",8,1,1,2,2,3,0,4,2,1,3,4,20,10,1,5,1,1,0,6,0,1,0,0,20,40,0
"TMEM200B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"SRSF4",24,15,4,3,12,5,9,16,8,9,8,9,57,10,1,11,11,3,12,16,6,2,1,3,26,204,16
"MECR",2,4,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,1,38,3
"PTPRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"LAPTM5",415,6,25,36,75,19,12,138,29,150,36,107,639,99,82,134,51,23,6,22,59,57,24,24,221,12,13
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SDC3",16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
"PUM1",19,5,3,0,2,3,1,7,7,2,2,3,12,6,2,6,6,1,4,8,0,0,0,1,9,187,8
"SNRNP40",8,4,1,1,2,2,2,11,3,10,1,2,22,6,0,6,8,2,4,8,0,0,3,4,15,110,10
"ZCCHC17",13,4,2,0,2,3,0,7,3,1,2,1,13,5,1,4,2,1,3,11,1,1,0,4,8,96,6
"FABP3",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERINC2",4,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,269,2
"TINAGL1",2,2,1,0,0,1,0,0,1,2,0,0,6,0,0,1,0,0,34,0,1,0,0,2,2,418,10
"PEF1",4,7,2,1,3,2,0,6,4,7,4,2,26,6,0,5,8,3,10,4,0,1,0,3,13,165,9
"COL16A1",0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SPOCD1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"PTP4A2",51,22,10,15,17,14,6,28,15,25,10,14,100,26,1,24,13,6,16,49,11,2,8,4,33,575,19
"KHDRBS1",45,28,6,9,6,8,1,30,8,15,16,15,88,21,3,27,21,8,21,17,16,7,6,10,44,546,22
"RP11-277A4.4",1,0,0,0,1,0,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"TMEM39B",3,2,0,1,0,0,0,1,3,0,2,1,3,0,0,4,0,2,2,2,1,0,1,0,2,31,7
"KPNA6",6,3,1,0,2,4,1,6,2,1,5,4,25,7,1,8,6,2,3,9,1,1,0,4,5,118,5
"TXLNA",6,3,0,1,0,0,0,1,0,1,3,2,6,1,0,1,3,1,2,1,0,0,0,3,3,32,5
"CCDC28B",6,9,0,0,0,0,0,0,3,0,1,2,2,1,0,0,2,0,8,0,0,3,0,1,1,0,6
"IQCC",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM234",3,4,0,0,0,1,0,0,1,1,1,1,3,0,0,1,2,0,0,3,0,0,0,0,1,33,2
"EIF3I",21,28,8,15,17,8,3,29,20,26,20,18,114,16,3,27,24,7,29,34,4,5,2,4,62,660,38
"FAM167B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86
"LCK",1,0,9,0,25,12,5,23,33,43,28,3,187,31,0,42,40,13,0,0,0,5,10,15,101,17,0
"HDAC1",8,6,3,3,5,2,1,8,4,9,12,6,40,10,1,9,9,1,12,6,2,4,4,2,25,303,20
