"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NKT cells","Normal Epithelial cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"GPA33",1,0,0,0,0,1,1,1,0,0,0,4,1,0,3,1,2,6,0,0,259,0
"RP11-277B15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"POU2F1",0,1,1,0,1,0,1,0,2,0,4,7,0,2,10,0,1,2,1,2,34,0
"CD247",0,0,12,0,7,8,0,5,16,4,2,99,16,0,75,3,2,2,0,32,4,0
"RP11-104L21.3",0,0,1,0,1,0,0,0,0,0,0,6,4,0,4,0,0,0,0,3,0,0
"CREG1",17,13,0,6,0,0,8,0,2,0,5,11,0,1,9,0,0,1,8,2,166,2
"RP3-455J7.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCSD1",1,5,3,3,1,3,2,0,4,5,28,21,7,22,21,0,2,0,1,9,2,0
"MPZL1",1,3,0,0,0,0,2,2,1,0,2,3,1,1,2,0,0,4,1,0,167,2
"ADCY10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MPC2",6,7,8,7,17,5,4,5,13,3,20,78,15,17,61,0,3,12,3,25,835,2
"DCAF6",1,2,1,1,3,0,1,0,3,0,6,11,1,5,9,0,3,2,0,10,121,0
"GPR161",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1
"TIPRL",0,8,0,6,2,1,2,2,11,1,14,27,2,7,17,0,0,2,1,16,135,3
"SFT2D2",2,0,1,1,1,0,0,1,1,0,2,20,8,5,12,1,0,0,0,4,62,0
"TBX19",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"RP5-968D22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"XCL2",0,0,3,0,27,0,0,15,8,1,0,6,92,0,0,0,27,0,0,0,5,0
"XCL1",0,0,0,0,7,0,0,5,48,0,0,6,47,0,0,0,20,0,0,0,1,0
"DPT",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP1-10C16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ATP1B1",9,1,1,11,0,0,2,0,7,0,8,13,7,3,5,1,5,16,9,6,2007,0
"NME7",0,4,0,0,0,0,1,1,1,0,4,6,1,2,7,2,0,0,0,3,60,0
"BLZF1",1,1,0,0,1,0,0,1,1,1,7,12,2,2,3,1,0,2,0,6,45,0
"SLC19A2",0,2,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,19,0
"RP1-206D15.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"F5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,14,2,0
"SELP",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"C1orf112",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3,1
"SELL",3,0,3,7,0,8,0,1,0,0,44,65,10,68,150,5,0,0,1,51,8,0
"SELE",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57
"METTL18",0,0,0,0,0,0,0,0,0,0,2,0,1,1,6,0,0,1,0,1,16,0
"SCYL3",1,0,0,0,1,0,0,1,1,0,0,0,3,1,0,0,0,0,0,3,16,0
"KIFAP3",0,2,0,0,0,0,0,0,0,1,1,4,0,1,6,0,3,0,0,3,45,0
"RP11-576I22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GORAB",0,0,0,0,1,0,1,0,0,0,3,2,0,6,4,0,0,1,0,0,15,0
"PRRX1",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP1-79C4.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FMO1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FMO4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"PRRC2C",11,18,15,15,15,4,13,4,29,6,83,181,32,50,172,6,5,8,4,53,510,9
"VAMP4",0,2,0,2,2,2,2,2,0,0,7,13,1,1,5,1,0,1,0,3,23,0
"METTL13",0,0,0,1,1,0,2,0,1,1,3,1,1,3,4,0,0,2,0,4,47,0
"DNM3",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"DNM3OS",0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PIGC",1,3,0,1,0,1,0,2,1,0,7,14,1,1,8,0,1,1,0,2,99,0
"SUCO",1,4,1,3,1,1,0,0,2,1,3,8,5,3,11,0,0,0,0,4,52,2
"FASLG",0,0,6,0,3,0,0,2,3,2,0,9,14,0,1,0,2,0,0,0,1,0
"TNFSF4",0,2,0,0,2,0,0,1,2,0,0,2,0,2,1,0,0,0,0,0,0,0
"RP11-296O14.3",0,0,0,0,0,0,0,1,2,1,0,2,0,1,2,0,1,0,0,0,0,0
"PRDX6",3,37,8,28,20,0,15,5,17,0,33,79,15,22,88,3,5,10,5,25,677,6
"KLHL20",1,3,2,1,0,1,0,1,1,0,5,16,2,3,15,0,0,0,0,4,32,1
"CENPL",0,0,0,0,1,0,2,0,1,0,2,4,0,1,2,0,0,0,0,2,9,0
"DARS2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ZBTB37",0,0,1,1,0,1,0,0,2,0,2,2,0,0,1,0,0,0,0,1,12,0
"RC3H1",0,2,1,0,3,1,0,0,2,0,9,10,4,2,9,0,3,3,1,5,118,1
"RP11-160H22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-160H22.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
"RABGAP1L",3,4,4,1,8,1,0,2,12,1,20,81,17,9,65,0,3,2,2,25,97,0
"CACYBP",1,12,5,5,6,2,1,3,16,0,15,48,6,8,59,1,2,7,1,24,296,0
"MRPS14",2,4,1,3,3,1,1,0,3,1,6,11,3,7,6,0,0,1,0,6,150,1
"TNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KIAA0040",0,9,1,2,1,1,8,0,3,0,5,19,2,5,10,0,0,1,0,6,84,2
"RFWD2",0,4,1,4,1,0,0,0,5,0,13,13,1,6,8,0,0,1,0,6,117,2
"RP11-195C7.1",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"RP1-35C21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SEC16B",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0
"RASAL2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1
"RASAL2",1,2,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,2,0,0,45,5
"C1orf220",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"RP5-1098D14.1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"RP11-428K3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RALGPS2",0,0,0,0,0,0,0,0,0,0,40,1,1,16,4,0,0,3,0,0,59,0
"ANGPTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM20B",0,1,1,1,0,0,1,0,0,0,3,5,1,1,1,1,0,0,0,1,19,1
"TOR3A",5,4,0,15,4,1,1,0,3,0,27,23,1,6,13,0,1,1,5,3,93,3
"ABL2",11,16,0,3,0,0,15,0,0,0,6,4,1,2,6,1,0,0,3,2,32,15
"SOAT1",1,3,3,6,0,1,2,1,2,1,5,10,7,4,18,0,0,0,0,2,12,1
"AXDND1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"TDRD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0
"FAM163A",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOR1AIP2",2,6,9,4,7,0,3,0,3,0,19,40,8,5,37,3,4,2,0,13,237,1
"RP11-533E19.7",0,0,0,0,0,0,0,0,1,0,4,1,1,0,1,0,0,0,0,0,3,0
"TOR1AIP1",0,1,1,3,2,0,3,1,9,2,9,30,5,10,20,0,0,1,1,6,58,0
"RP11-533E19.5",0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,2,0
"CEP350",1,2,0,4,1,0,1,0,3,2,11,13,7,11,19,3,0,0,0,7,81,1
"QSOX1",1,17,2,2,1,0,16,1,2,0,1,13,2,3,8,0,1,4,2,5,235,1
"ACBD6",0,10,0,2,2,1,1,1,2,0,7,11,4,2,13,3,0,1,1,1,145,1
"XPR1",0,0,1,1,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,1,25,0
"KIAA1614",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-46A10.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
"KIAA1614-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"STX6",0,1,0,1,0,0,0,1,2,0,3,2,1,1,3,0,0,1,0,2,45,1
"MR1",0,2,0,0,2,1,2,0,1,1,3,11,3,5,12,0,1,0,1,5,12,0
"IER5",7,14,4,17,2,1,13,5,12,1,29,64,9,8,39,0,3,5,2,16,174,8
"ZNF648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01344",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GLUL",56,12,1,29,1,0,19,2,4,0,3,18,7,5,10,3,3,15,8,5,668,4
"RNASEL",0,5,0,0,0,0,0,1,0,0,1,4,0,1,3,0,0,0,0,3,9,0
"RGS16",0,139,0,0,0,0,76,1,6,0,28,11,0,14,13,0,0,2,0,2,26,11
"RP11-317P15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"NPL",8,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,2,0,12,0
"DHX9",1,10,2,6,5,4,4,2,7,2,25,32,9,17,24,1,1,1,0,7,213,1
"LAMC1",0,11,0,0,0,0,7,0,0,0,1,0,0,4,1,0,0,1,0,0,41,0
"LAMC2",1,2,0,1,1,0,0,0,0,0,2,6,1,3,7,0,0,9,1,1,867,4
"NMNAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SMG7",0,3,1,0,0,1,1,1,0,0,2,6,2,2,3,0,0,1,1,1,61,1
"NCF2",8,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0
"ARPC5",26,15,7,53,20,5,4,2,20,0,24,101,21,22,81,3,8,9,13,40,491,5
"RGL1",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"COLGALT2",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0
"TSEN15",0,2,2,1,1,0,0,0,3,1,2,14,5,2,14,0,2,1,0,3,35,1
"RP11-382D12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1orf21",0,3,1,0,2,2,8,1,1,0,0,0,8,1,2,0,1,4,0,0,142,3
"EDEM3",1,3,1,1,0,0,1,0,0,0,4,15,2,2,8,0,0,2,2,7,53,0
"FAM129A",0,0,4,4,1,2,0,2,14,0,3,45,6,0,23,3,2,0,0,41,0,0
"GS1-120K12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RNF2",1,0,0,1,0,1,0,0,3,0,4,4,3,2,5,1,1,0,0,1,57,0
"TRMT1L",0,0,0,0,0,0,0,0,1,0,10,3,0,1,2,0,0,1,1,2,25,0
"SWT1",0,0,0,1,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,2,10,0
"IVNS1ABP",14,3,8,22,10,3,5,3,27,4,21,162,21,17,173,1,5,4,8,49,259,4
"GS1-279B7.2",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0
"PRG4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"TPR",3,13,3,4,9,4,10,2,12,3,35,79,18,21,89,4,2,13,0,41,295,1
"C1orf27",0,0,0,0,1,0,2,0,0,0,2,4,2,4,4,0,0,0,0,0,52,1
"OCLM",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-295K2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PTGS2",19,3,0,26,0,0,7,0,0,0,0,1,0,0,0,0,0,0,21,0,8,1
"PLA2G4A",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"RP11-445P19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RGS18",1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
"RGS1",127,0,65,142,85,57,2,3,433,61,80,1293,204,50,859,7,31,3,29,415,74,0
"RGS13",1,0,0,2,0,0,0,0,0,0,1,2,0,0,4,0,0,2,0,1,62,0
"RGS2",50,5,8,134,11,7,6,11,29,5,127,146,46,82,79,4,6,3,31,35,35,1
"UCHL5",0,2,0,1,2,0,0,0,2,0,9,10,2,4,10,0,0,0,1,2,83,0
"TROVE2",1,12,5,6,5,1,2,1,7,1,28,54,11,14,44,0,3,1,3,16,83,3
"RP11-101E13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"GLRX2",1,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,2,0,2,83,1
"CDC73",0,1,2,4,4,0,3,0,2,1,9,33,6,1,15,1,0,1,0,4,94,0
"B3GALT2",0,0,0,0,0,0,0,0,2,0,0,7,1,0,1,0,0,1,0,1,0,0
"RP11-563D10.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0
"KCNT2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFH",0,21,0,0,0,0,41,0,0,0,0,3,0,0,2,0,0,0,1,0,0,3
"ASPM",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,14,0
"ZBTB41",0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,24,0
"DENND1B",3,0,1,4,4,1,0,0,6,0,9,19,6,2,9,0,1,0,1,5,76,0
"C1orf53",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,41,0
"NEK7",1,3,2,1,3,1,4,0,8,0,5,28,9,11,20,0,4,3,0,11,59,0
"PTPRC",13,0,55,43,72,29,0,14,124,24,96,605,172,73,562,20,30,3,13,205,33,0
"MIR181A1HG",2,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,4,0
"NR5A2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
"ZNF281",2,2,2,1,0,1,0,0,3,1,14,25,2,5,18,0,0,1,2,12,37,2
"RP11-469A15.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KIF14",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"DDX59",0,2,0,0,2,1,0,0,2,0,4,4,1,1,2,0,0,0,0,4,37,0
"CAMSAP2",0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,39,2
"C1orf106",0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2,2,0,2,195,0
"KIF21B",0,0,0,0,2,1,0,0,0,0,1,8,0,0,6,0,1,1,1,1,9,0
"TMEM9",3,6,0,2,2,0,6,0,4,0,3,9,0,1,4,0,0,2,0,5,141,0
"PKP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TNNT2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0
"LAD1",0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,12,0,1,564,0
"RP11-27G14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNNI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"PHLDA3",0,17,0,0,2,0,9,0,1,0,0,4,0,0,1,0,0,2,0,1,81,1
"CSRP1",0,13,2,5,3,1,8,0,2,0,5,9,1,1,6,0,0,7,0,10,191,4
"RP11-134G8.7",1,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,7,0
"RP11-134G8.5",0,0,0,1,1,0,0,0,0,0,1,1,1,0,4,0,0,1,0,0,4,0
"NAV1",0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,17,1
"IPO9-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0
"IPO9",1,2,1,0,0,1,1,0,0,0,5,6,3,3,10,1,3,1,0,1,43,0
"SHISA4",0,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"LMOD1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIMM17A",5,12,1,9,2,1,2,0,6,0,12,26,7,11,22,1,1,2,3,14,276,3
"RNPEP",2,6,0,15,1,0,3,0,3,0,8,8,0,5,9,1,1,4,0,4,200,1
"RP11-465N4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-465N4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"ELF3",1,4,1,5,3,0,1,1,4,1,22,46,8,11,38,0,0,158,1,8,4628,1
"GPR37L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARL8A",1,4,0,1,2,0,0,1,1,0,4,13,1,4,3,0,1,3,1,3,67,1
"PTPN7",0,0,12,1,12,3,0,3,14,1,20,67,31,9,46,1,11,1,1,27,8,0
"LGR6",0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,0
"UBE2T",0,2,0,0,1,0,0,0,0,0,2,2,2,0,2,1,0,1,1,2,55,0
"PPP1R12B",0,6,1,1,1,0,0,0,0,0,1,8,2,1,2,0,1,0,0,0,47,1
"SYT2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KDM5B",0,8,0,0,0,0,1,2,6,1,5,8,1,8,6,0,1,8,0,6,207,2
"PCAT6",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,39,0
"RABIF",2,3,4,4,2,0,0,1,7,3,7,27,6,7,35,0,0,2,0,6,89,0
"KLHL12",1,0,1,3,2,0,0,0,2,0,4,10,3,5,9,0,0,1,0,5,33,0
"ADIPOR1",3,5,3,8,2,2,3,2,5,0,28,41,6,17,38,0,1,1,4,11,308,2
"CYB5R1",2,4,2,5,1,1,2,0,5,0,5,19,3,7,18,0,0,0,2,3,74,2
"TMEM183A",0,9,0,4,6,3,3,0,5,1,13,21,7,8,22,1,2,0,1,11,237,0
"ADORA1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHI3L1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHIT1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01353",0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0
"LINC01136",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,0
"BTG2",3,76,5,18,11,4,116,7,30,1,126,180,36,90,210,7,9,39,2,58,1746,8
"FMOD",0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,45,0
"PRELP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ATP2B4",0,5,2,1,3,0,2,1,7,0,3,21,2,0,16,0,2,1,0,11,20,1
"LAX1",0,0,3,0,1,0,0,0,1,0,2,17,3,2,4,0,1,0,0,6,0,0
"ZC3H11A",3,4,2,3,2,0,5,0,4,0,14,19,4,8,17,2,0,2,3,6,184,4
"ZBED6",2,1,0,1,1,0,5,1,2,0,9,13,5,6,19,0,0,1,0,5,58,3
"SNRPE",1,18,3,20,7,4,16,7,9,0,32,55,12,29,58,2,1,19,6,23,1181,7
"SOX13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0
"ETNK2",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
"REN",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0
"KISS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19,0
"GOLT1A",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,78,0
"PLEKHA6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,53,0
"LINC00628",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"PPP1R15B",12,14,4,21,4,1,7,2,9,4,11,72,7,8,71,2,3,3,7,20,208,2
"PIK3C2B",0,3,0,0,1,0,0,0,1,0,3,0,2,5,0,0,0,3,0,2,46,3
"MDM4",0,1,2,3,4,1,4,2,4,0,42,34,5,31,39,2,3,7,2,8,103,0
"RP11-430C7.4",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0
"LRRN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-430C7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NFASC",0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0
"TMEM81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"RBBP5",2,1,2,0,3,1,0,2,2,0,6,11,1,7,15,0,0,1,0,3,47,0
"DSTYK",2,0,0,3,0,1,1,0,1,0,0,8,1,5,10,0,0,0,0,3,20,0
"TMCC2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"NUAK2",0,0,0,1,0,0,3,0,0,0,3,1,2,6,1,0,0,0,1,0,23,0
"LEMD1",0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,94,0
"BLACAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-576D8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK18",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,38,0
"MFSD4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,21,0
"ELK4",0,5,2,2,0,0,2,1,3,1,19,22,3,9,35,1,1,0,0,7,69,2
"SLC45A3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,13,0
"NUCKS1",5,19,4,14,10,2,23,1,6,0,36,90,15,28,77,3,6,15,2,25,668,6
"RAB29",0,5,3,1,1,2,4,0,1,1,11,9,4,7,12,0,0,1,1,8,9,2
"SLC41A1",0,1,1,0,0,0,3,1,2,0,3,6,1,1,3,0,0,3,0,1,14,0
"PM20D1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RAB7B",3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"CTSE",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,132,1
"C1orf186",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0
"FAM72A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"SRGAP2",0,1,1,3,1,0,0,1,0,1,3,7,2,2,5,0,0,2,0,2,2,1
"IKBKE",0,1,0,2,0,1,0,0,0,0,1,12,3,1,8,0,0,0,0,4,25,1
"RASSF5",1,3,2,24,6,2,1,3,19,7,21,74,22,17,53,4,5,1,1,28,9,0
"EIF2D",0,1,0,2,1,1,3,0,4,0,6,14,3,8,6,1,1,1,0,4,94,0
"RP11-343H5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DYRK3",1,5,0,0,0,0,6,0,1,0,1,6,0,0,1,0,0,1,0,0,12,0
"MAPKAPK2",3,9,1,3,3,1,9,2,3,1,11,23,1,2,13,1,0,3,1,12,126,5
"IL10",2,0,1,1,0,8,0,0,0,0,0,11,1,0,0,0,0,0,1,3,0,0
"IL24",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"FCMR",0,0,1,1,2,4,0,0,5,0,43,22,8,48,58,1,2,1,0,17,7,0
"PIGR",3,4,4,5,1,2,0,3,3,0,21,26,14,10,25,0,10,91,2,7,7135,1
"FCAMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1orf116",0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,108,0
"PFKFB2",1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,55,0
"YOD1",0,0,0,0,0,1,1,0,0,0,1,3,1,0,1,0,0,1,0,2,117,1
"C4BPB",0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,52,0
"CD55",4,20,10,34,4,3,13,1,5,0,323,164,30,282,169,25,5,24,3,24,2651,13
"RP11-357P18.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CR2",0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0
"CR1",1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0
"CD46",3,10,3,6,4,1,5,3,11,2,29,39,7,13,42,3,3,8,1,21,577,1
"C1orf132",0,0,0,1,1,0,2,1,0,0,16,3,1,6,8,0,1,2,0,5,14,0
"CD34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"PLXNA2",1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,66,1
"RP1-272L16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LAMB3",0,0,0,1,2,0,1,1,1,0,5,5,1,2,8,0,0,9,0,1,456,1
"G0S2",86,24,0,350,0,0,16,0,0,0,5,4,0,0,3,0,0,0,113,1,74,0
"HSD11B1",0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
