"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MYOM3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0
"IL22RA1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,101,0
"IFNLR1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"STPG1",0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,27,5
"NIPAL3",1,3,0,0,1,0,4,0,0,1,0,0,5,0,2,70,5
"RCAN3",10,5,2,0,3,0,5,1,5,0,0,2,4,7,12,87,5
"RP4-594I10.3",0,1,0,0,2,1,4,0,1,0,0,0,0,0,3,8,3
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0
"SRRM1",89,95,4,4,8,2,29,2,13,4,2,20,93,53,29,687,83
"CLIC4",58,185,0,4,0,1,0,0,0,0,0,3,101,49,1,101,256
"RUNX3",26,6,2,8,5,1,15,2,5,2,2,5,1,12,17,5,1
"RP11-84D1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-706G24.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",69,98,4,5,11,5,36,5,9,1,2,7,119,30,31,701,94
"RSRP1",89,84,0,7,10,8,42,4,10,2,3,7,66,62,39,533,151
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TMEM50A",275,220,7,11,29,6,47,7,10,9,1,16,219,130,47,862,191
"TMEM57",13,27,0,1,0,0,2,0,1,0,2,0,14,2,4,157,24
"LDLRAP1",3,13,1,0,0,0,1,0,1,0,1,0,3,2,4,103,16
"RP11-70P17.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAN1C1",1,4,0,0,4,0,0,0,0,0,0,0,0,1,0,1,3
"RP1-187B23.1",0,0,0,0,3,0,4,0,0,0,0,0,1,1,1,0,0
"SEPN1",20,24,0,1,1,0,0,0,1,0,0,0,13,9,1,116,68
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
"MTFR1L",10,32,2,0,2,0,3,0,1,0,0,1,29,9,3,74,14
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"PAQR7",4,15,0,0,0,0,0,0,0,0,0,0,6,0,0,15,5
"STMN1",182,84,4,0,15,2,12,1,3,1,1,29,91,9,16,674,329
"PAFAH2",5,5,0,0,0,0,1,0,0,0,0,1,3,1,0,76,3
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRIM63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDIK1L",2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF593",32,53,1,1,6,1,10,1,1,0,0,4,48,10,8,805,63
"CNKSR1",2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,152,1
"CEP85",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,64,5
"SH3BGRL3",1410,805,45,196,198,6,276,56,80,23,17,57,473,1277,259,13864,934
"UBXN11",21,4,0,1,0,1,0,1,0,0,0,0,2,18,3,79,2
"CD52",189,7,38,52,170,28,294,57,88,11,16,23,9,391,188,46,3
"AIM1L",1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,82,0
"ZNF683",0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"DHDDS",12,14,0,0,1,1,0,0,0,0,1,3,12,4,2,105,10
"HMGN2",345,298,5,23,30,9,38,4,12,9,5,14,343,117,39,2522,240
"RPS6KA1",23,3,0,0,1,0,4,0,1,1,0,0,4,18,2,242,8
"ARID1A",17,16,0,0,0,0,4,2,1,0,0,1,25,4,2,164,30
"PIGV",4,12,0,0,0,0,2,1,2,0,0,0,4,0,2,32,1
"ZDHHC18",6,4,2,2,1,0,4,0,0,0,0,0,2,1,6,53,1
"SFN",25,16,1,0,2,0,4,0,1,0,1,1,16,15,4,3273,15
"GPN2",9,12,0,0,0,0,5,0,1,0,0,3,12,3,4,86,17
"GPATCH3",8,3,0,0,1,0,1,1,0,1,0,0,7,3,3,33,7
"NUDC",54,128,0,4,10,0,21,3,7,2,1,5,123,32,21,665,89
"NR0B2",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,168,0
"KDF1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0
"TRNP1",0,4,0,0,1,0,0,0,0,0,0,0,6,0,0,119,0
"FAM46B",0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0
"SLC9A1",13,12,0,0,0,0,1,0,0,0,0,0,8,6,1,159,25
"WDTC1",4,9,0,0,1,0,0,0,0,0,0,0,8,4,2,115,13
"TMEM222",12,49,1,1,3,0,2,0,2,1,2,1,25,8,7,131,31
"SYTL1",1,0,1,1,2,1,9,0,8,1,3,0,1,1,3,202,0
"MAP3K6",3,7,0,0,1,0,2,0,1,0,0,0,9,2,1,37,12
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,51
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"GPR3",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,2
"WASF2",48,90,1,4,9,1,7,1,3,2,0,4,89,32,17,691,141
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"AHDC1",3,16,0,0,1,0,0,0,0,1,0,0,12,0,0,68,18
"FGR",47,1,0,7,0,0,0,0,0,0,1,0,0,52,0,4,2
"RP11-288L9.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IFI6",287,223,1,1,28,0,10,1,3,2,0,0,78,75,23,758,63
"FAM76A",5,10,0,1,1,0,3,0,0,0,0,0,12,4,1,49,5
"STX12",62,46,0,1,2,0,4,0,2,0,0,1,68,13,2,207,49
"PPP1R8",11,27,0,0,4,0,5,0,3,2,0,4,25,3,6,111,18
"THEMIS2",79,24,0,9,0,1,3,1,1,0,2,27,7,24,1,16,6
"RPA2",21,32,1,2,4,0,7,0,3,1,0,3,32,12,3,151,15
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
"XKR8",2,12,0,0,2,1,2,0,2,0,0,0,6,0,2,34,3
"EYA3",9,10,0,1,3,0,3,0,1,1,1,0,10,4,3,70,19
"PTAFR",43,0,0,1,0,0,0,0,0,0,0,0,0,15,0,58,3
"DNAJC8",85,70,2,6,8,2,22,3,8,3,1,6,106,50,23,289,89
"ATPIF1",124,204,4,4,8,4,24,2,12,4,1,2,154,47,33,2243,183
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SESN2",18,22,0,3,1,1,3,0,2,0,0,0,6,11,4,60,11
"MED18",3,5,0,0,0,0,0,0,0,0,1,0,2,0,0,16,4
"PHACTR4",64,15,0,2,1,0,1,0,0,1,0,0,22,8,3,119,19
"RCC1",10,21,1,0,2,0,0,0,1,0,0,2,17,1,1,154,14
"TRNAU1AP",19,30,0,1,4,1,3,0,0,1,0,0,29,11,7,101,20
"SNHG12",34,24,1,1,1,2,5,4,2,1,1,1,21,4,5,224,10
"TAF12",25,40,0,4,2,2,9,1,1,0,0,1,39,6,4,182,25
"RAB42",6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"RNU11",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0
"GMEB1",7,8,0,0,0,0,4,0,0,0,0,1,10,2,1,64,5
"YTHDF2",31,62,2,5,2,3,8,0,8,2,1,12,52,13,12,402,63
"RP1-212P9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EPB41",8,1,2,0,1,0,5,0,0,0,1,0,0,1,5,103,0
"TMEM200B",0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1
"SRSF4",37,66,3,2,4,1,18,0,4,0,1,3,69,16,12,352,75
"MECR",6,26,0,0,1,0,0,0,0,1,0,0,20,1,1,107,19
"PTPRU",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MATN1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
"LAPTM5",977,13,12,50,24,21,134,4,42,10,6,25,6,426,87,41,92
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SDC3",32,12,0,0,0,0,0,0,0,0,0,0,2,1,1,51,12
"PUM1",21,34,1,2,2,0,1,1,1,1,0,4,25,8,6,272,45
"NKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNRNP40",16,37,0,1,5,2,8,1,4,0,1,2,38,14,9,185,30
"ZCCHC17",25,54,2,4,2,2,6,2,0,0,0,3,27,9,6,186,47
"FABP3",22,0,0,0,0,0,0,0,0,0,0,8,0,13,0,1,0
"SERINC2",22,45,0,0,2,0,4,0,1,0,0,1,5,8,1,1671,17
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TINAGL1",6,7,0,1,0,0,2,0,1,0,0,1,273,5,1,1278,87
"PEF1",25,69,1,2,3,0,7,0,3,2,0,3,56,13,6,221,66
"RP11-73M7.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"COL16A1",4,87,0,0,1,0,0,0,0,0,1,1,13,2,0,185,3
"ADGRB2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SPOCD1",3,27,0,0,0,0,0,0,0,0,0,0,5,1,0,11,4
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"PTP4A2",115,127,3,15,5,0,16,2,1,0,1,10,108,87,17,1460,97
"KHDRBS1",86,118,2,9,7,2,11,2,9,5,0,8,112,60,16,887,99
"RP11-277A4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"TMEM39B",7,14,0,0,3,0,2,0,0,0,0,1,19,3,1,47,28
"KPNA6",12,18,0,1,3,0,7,0,0,1,0,4,32,5,7,207,40
"TXLNA",9,26,0,0,2,0,4,1,0,0,0,2,20,4,2,138,27
"CCDC28B",5,55,0,1,3,0,2,0,0,0,0,1,49,1,2,36,30
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"IQCC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM234",6,18,0,0,0,1,3,1,0,0,0,0,8,2,0,99,10
"EIF3I",66,199,3,14,8,0,33,0,11,5,2,9,163,63,22,1133,160
"FAM167B",1,3,0,0,0,0,0,0,0,0,0,0,7,1,2,14,231
"LCK",1,1,4,0,28,0,43,6,15,2,5,0,1,0,47,38,2
"HDAC1",20,44,2,2,3,1,12,4,0,2,1,3,43,19,3,658,77
"MARCKSL1",101,262,4,15,5,8,28,4,11,1,1,23,259,209,18,2606,514
"FAM229A",3,4,0,0,0,0,1,0,0,0,0,0,4,0,1,31,1
"BSDC1",9,26,0,1,1,1,6,2,1,0,1,1,34,6,8,239,33
"ZBTB8A",0,3,0,0,0,0,0,0,0,0,1,0,10,0,0,29,10
"ZBTB8OS",26,50,2,1,4,0,8,1,0,0,0,5,40,12,3,277,37
"RBBP4",42,61,1,6,5,3,7,1,4,1,1,10,45,19,19,344,42
"SYNC",4,23,0,0,3,2,1,0,2,1,2,1,8,3,2,32,7
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA1522",6,3,0,0,0,0,1,0,0,0,0,0,2,0,0,316,9
"YARS",9,30,3,1,4,0,3,0,1,0,1,0,20,13,5,202,26
"S100PBP",4,8,1,0,0,0,2,0,1,0,0,1,12,2,2,29,15
"HPCA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"TMEM54",8,26,0,0,0,0,1,0,2,0,1,2,31,13,1,1715,25
"RNF19B",56,10,0,4,2,1,3,0,2,1,0,1,7,100,4,238,31
"AK2",39,78,1,6,4,0,9,0,0,0,0,5,35,30,5,535,65
"AZIN2",0,10,0,0,0,0,1,0,0,0,0,1,3,0,0,8,3
"TRIM62",0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,7,1
"ZNF362",2,19,0,0,0,0,0,0,0,0,0,0,14,4,1,9,9
"RP11-415J8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PHC2",50,48,0,0,1,0,0,0,0,0,0,0,45,11,1,171,27
"RP11-415J8.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ZSCAN20",0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0
"CSMD2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",29,43,1,4,5,0,7,4,5,2,0,4,68,26,12,220,55
"GJB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,0
"GJB3",8,5,0,1,1,0,2,0,0,0,0,0,3,3,1,640,5
"GJA4",1,1,0,0,0,0,0,0,0,0,0,0,160,2,0,11,143
"DLGAP3",7,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,1
"RP11-244H3.4",1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1
"ZMYM6",5,5,0,0,0,0,0,1,0,0,0,0,7,1,1,46,8
"ZMYM1",1,2,0,0,0,0,1,0,0,0,0,0,5,0,0,12,5
"SFPQ",156,120,1,18,17,2,33,3,17,4,3,21,139,169,25,1033,154
"ZMYM4",16,13,0,0,0,1,1,0,0,0,0,0,13,2,0,62,11
"KIAA0319L",7,13,0,0,2,0,21,1,2,0,0,1,18,5,11,175,6
"NCDN",2,10,0,0,2,0,10,0,4,0,1,0,8,2,2,21,2
"RP4-728D4.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"TFAP2E",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PSMB2",94,154,2,7,12,1,17,6,5,0,0,6,154,47,28,1085,125
"C1orf216",3,14,0,0,0,0,1,1,1,0,0,0,9,0,0,6,7
"CLSPN",2,6,0,0,2,0,1,0,0,0,0,0,7,0,0,27,6
"AGO4",9,4,0,1,0,0,4,0,1,0,0,0,10,3,1,50,9
"AGO1",21,7,0,0,2,0,1,0,1,1,0,1,10,8,0,43,13
"AGO3",14,17,1,3,0,1,2,1,0,0,1,0,15,15,3,119,31
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADPRHL2",10,19,0,0,3,1,8,0,2,1,0,0,14,9,7,143,16
"COL8A2",3,10,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
"TRAPPC3",55,106,0,4,2,0,8,2,4,1,1,4,74,19,16,409,65
"MAP7D1",43,79,0,1,4,0,10,2,5,0,0,5,72,16,7,251,79
"THRAP3",40,86,1,1,6,1,12,3,2,3,3,5,82,19,7,338,64
"SH3D21",6,1,0,0,1,0,0,0,0,0,0,0,2,2,0,26,1
"EVA1B",13,74,0,0,0,0,0,0,0,0,0,1,84,2,1,18,31
"RP11-268J15.5",6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0
"STK40",24,10,0,4,1,1,3,0,2,0,0,0,12,20,0,155,21
"LSM10",40,68,1,4,5,0,9,0,3,1,0,1,58,20,18,228,27
"OSCP1",6,7,0,0,0,0,0,0,1,0,0,0,5,0,0,20,1
"MRPS15",51,95,2,2,2,2,23,5,3,3,0,0,96,26,14,729,68
"CSF3R",21,0,0,2,0,0,0,0,0,0,0,0,0,40,0,3,0
"LINC01137",1,20,0,0,0,0,1,0,1,0,0,0,8,3,0,20,1
"ZC3H12A",64,85,0,14,4,0,19,0,2,3,2,1,78,58,19,311,49
"MEAF6",42,74,1,4,9,0,22,3,5,0,0,4,75,13,23,234,53
"SNIP1",7,5,0,0,1,0,0,0,1,0,0,0,4,3,4,59,12
"DNALI1",0,8,0,0,2,0,0,0,0,0,0,0,15,0,0,37,4
"GNL2",18,36,2,1,4,0,3,0,3,0,0,2,26,19,4,151,19
"RSPO1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",4,13,0,0,0,0,2,0,1,0,2,1,3,1,0,47,6
"CDCA8",2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,50,4
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0
"MANEAL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,1
"YRDC",11,17,0,0,1,0,2,0,1,0,0,1,15,14,3,134,23
"C1orf122",100,192,2,1,2,1,6,0,2,2,0,0,162,60,7,519,87
"MTF1",17,4,0,0,1,0,5,0,1,0,0,0,5,19,0,54,10
"INPP5B",4,6,0,0,0,0,2,0,0,0,0,0,7,1,0,13,8
"SF3A3",18,32,0,2,3,0,7,0,2,0,1,1,26,5,5,156,21
"FHL3",8,79,0,3,0,0,6,1,0,0,0,1,74,11,2,32,44
"UTP11L",23,41,3,2,3,1,4,0,0,1,0,4,43,13,3,167,57
"POU3F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RP5-884C9.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RRAGC",43,19,1,0,0,1,6,2,3,0,0,0,34,12,3,170,24
"RP5-864K19.4",3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,1
"MYCBP",5,20,1,2,3,0,6,0,1,2,0,3,21,13,5,140,9
"RP5-864K19.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHBDL2",2,3,0,0,0,0,0,0,0,0,0,0,13,0,1,141,1
"AKIRIN1",34,45,0,8,8,3,19,1,11,3,2,4,53,29,11,344,39
"NDUFS5",246,543,19,22,52,8,92,9,41,14,13,34,341,110,78,3006,322
"MACF1",41,95,1,1,2,0,11,2,6,2,3,3,53,22,5,373,131
"BMP8A",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"RP11-69E11.4",11,3,0,0,0,0,1,0,0,0,0,0,9,5,1,26,0
"PABPC4",103,52,1,5,8,1,15,1,4,3,0,1,72,62,11,541,39
"HEYL",0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,2,1
"HPCAL4",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"PPIE",22,39,1,2,3,0,6,1,2,2,0,1,42,8,2,172,21
"BMP8B",1,3,0,0,0,0,0,0,0,0,0,0,20,2,0,38,0
"OXCT2",2,2,0,2,0,0,0,0,0,0,0,1,2,1,0,3,2
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRIT1",3,15,0,2,1,0,1,0,0,0,0,0,5,1,1,37,3
"MYCL",5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0
"RP1-118J21.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD2A",26,3,0,5,0,1,1,1,0,2,0,1,4,36,0,184,1
"CAP1",257,203,5,25,7,1,29,2,8,4,3,9,259,134,22,1011,150
"PPT1",234,48,4,14,3,0,12,1,4,2,0,1,67,115,15,108,46
"RLF",21,16,0,1,4,1,1,0,0,0,2,0,12,8,3,61,14
"RP1-39G22.7",1,4,0,0,0,0,0,0,0,0,0,0,5,2,2,28,4
"ZMPSTE24",25,41,0,1,1,1,3,1,0,0,0,0,31,16,6,187,23
"COL9A2",0,2,0,0,0,0,2,0,0,0,0,0,0,0,6,12,0
"SMAP2",32,7,0,7,4,0,13,2,2,0,1,10,25,18,18,43,12
"ZFP69B",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ZFP69",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"EXO5",3,2,0,0,0,0,1,0,0,0,0,1,4,1,0,11,0
"ZNF684",0,4,0,0,1,0,0,0,0,0,0,0,3,1,2,5,4
"RIMS3",1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,75,0
"NFYC-AS1",0,1,0,0,0,0,0,1,1,0,0,0,1,6,0,4,1
"NFYC",14,19,0,1,3,0,7,0,1,1,0,2,16,7,6,109,22
"KCNQ4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"CITED4",2,5,0,0,0,0,0,1,2,0,0,0,2,5,1,122,45
"CTPS1",7,18,0,0,2,0,1,0,0,1,0,2,14,3,1,76,13
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SCMH1",1,13,0,0,0,0,0,0,0,0,0,1,5,0,0,35,3
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-399E6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EDN2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"HIVEP3",4,18,0,0,1,0,1,0,0,0,0,0,12,4,5,31,5
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,0
"GUCA2A",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0
"FOXJ3",7,12,0,0,1,0,3,0,0,2,0,1,6,4,3,101,17
"RIMKLA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
"ZMYND12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PPCS",52,55,0,5,3,0,10,0,5,0,2,3,48,15,8,540,28
"CCDC30",1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,8,1
"PPIH",23,35,0,2,7,0,9,0,2,0,0,0,29,7,2,307,19
"YBX1",907,796,15,77,51,12,147,9,59,16,9,65,847,629,109,7051,786
"P3H1",5,97,0,0,2,1,2,0,1,0,0,0,78,6,3,54,39
"C1orf50",11,15,0,0,2,2,3,0,0,0,0,1,21,7,5,104,16
"SVBP",33,18,2,1,1,0,8,2,0,1,0,2,46,14,6,204,40
"ERMAP",2,8,0,0,0,0,0,0,0,0,0,0,2,2,0,21,4
"RP11-342M1.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF691",1,4,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3
"SLC2A1",19,22,0,0,2,0,6,0,2,0,0,0,9,7,2,613,4
"SLC2A1-AS1",1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,11,1
"FAM183A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"EBNA1BP2",23,45,0,1,1,1,6,0,1,2,0,3,67,19,3,564,61
"CFAP57",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM125",2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,234,0
"C1orf210",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,142,0
"TIE1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,120
"RP1-92O14.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"CDC20",5,12,0,1,0,0,2,0,1,0,0,0,13,2,0,164,14
"ELOVL1",39,34,0,2,5,0,2,0,3,0,0,0,56,10,2,317,78
"MED8",13,42,3,0,3,1,4,1,1,1,0,1,35,10,5,211,19
"SZT2",2,3,0,0,0,0,0,0,1,0,0,1,5,3,1,39,8
"SZT2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HYI",12,70,1,3,0,0,2,0,3,0,0,1,39,3,2,350,34
"HYI-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1
"PTPRF",4,6,0,0,1,0,0,0,0,0,0,0,4,5,0,475,7
"KDM4A",4,12,0,0,0,0,3,0,1,0,1,1,4,2,2,38,3
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ST3GAL3",5,6,0,0,0,0,1,0,0,0,0,0,5,1,0,4,7
"ARTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-7O11.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"IPO13",3,13,0,0,0,0,1,0,1,0,0,0,8,3,0,29,5
"DPH2",1,16,0,0,2,0,5,0,0,0,0,1,9,2,3,76,13
"ATP6V0B",600,273,2,23,9,4,26,4,14,2,3,22,171,312,20,1488,145
"B4GALT2",2,23,0,0,0,0,0,0,0,0,0,0,15,0,1,124,16
"CCDC24",2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,47,2
"SLC6A9",0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0
"RP5-1198O20.4",0,8,0,0,0,0,0,0,0,0,0,0,2,1,0,9,0
"KLF17",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMAP1",14,16,0,0,3,1,9,0,0,1,0,0,24,8,0,85,16
"ERI3",20,71,0,3,1,0,4,1,2,0,0,0,44,7,5,229,34
"RNF220",17,11,1,0,0,0,2,2,0,2,0,0,9,4,0,121,10
"TMEM53",8,7,0,0,0,0,1,0,0,0,0,0,25,0,1,150,4
"C1orf228",4,0,0,0,0,1,0,0,2,0,0,0,0,3,0,5,0
"KIF2C",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
"RPS8",1158,2252,49,158,102,135,922,56,528,50,31,206,2385,1366,442,23075,2178
"BEST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"PLK3",71,109,3,6,2,1,26,3,11,2,2,0,48,79,12,464,96
"TCTEX1D4",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
"BTBD19",12,8,0,1,0,0,1,0,0,0,0,1,5,16,0,13,4
"PTCH2",2,1,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0
"EIF2B3",12,12,1,1,0,0,0,0,0,0,0,0,10,3,0,52,19
"HECTD3",6,4,0,0,0,0,6,0,1,0,0,1,7,3,0,72,5
"UROD",33,72,1,1,1,0,3,0,1,1,1,2,58,15,5,134,49
"ZSWIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"LINC01144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HPDL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,0
"MUTYH",6,8,0,0,0,0,1,0,0,1,0,0,3,2,2,31,4
"TOE1",4,8,0,0,2,0,2,0,1,0,0,0,12,1,2,45,3
"TESK2",2,2,0,0,0,0,0,0,0,0,0,1,1,5,1,11,2
"CCDC163P",1,3,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
"MMACHC",0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,15,0
