"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"KCNC4",1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38,4
"RP5-1074L1.1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6,0
"RBM15",4,18,0,2,1,0,1,0,1,2,2,0,0,1,0,2,2,3,1,4,123,2
"SLC16A4",2,69,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,7,1,1,63,1
"RP5-1074L1.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"LAMTOR5",158,573,3,22,4,3,2,4,16,17,8,9,4,25,2,8,31,92,65,36,3328,51
"RP11-284N8.3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"KCNA3",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0
"CD53",274,7,7,55,1,12,6,7,33,38,24,0,11,50,4,12,20,2,120,93,19,9
"LRIF1",11,24,1,1,0,0,0,1,2,5,1,1,0,2,0,0,0,9,6,6,253,4
"RP11-96K19.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"DRAM2",122,178,1,24,1,0,1,0,15,6,4,1,4,8,1,2,9,35,27,9,583,18
"CEPT1",14,35,0,3,0,0,0,0,1,3,1,1,0,0,0,2,1,7,6,1,118,5
"RP5-1180E21.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP5-1180E21.5",1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0
"DENND2D",15,8,0,0,0,1,0,0,2,7,3,0,0,6,2,1,0,0,1,5,251,0
"CHI3L2",2,285,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,7,6,0
"PIFO",0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23,0
"OVGP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
"WDR77",11,38,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,15,3,0,372,4
"ATP5F1",134,443,3,41,2,2,4,2,13,20,10,6,2,16,5,2,22,102,73,26,1240,50
"C1orf162",171,7,0,52,0,0,2,3,3,4,0,0,3,11,1,2,7,0,94,0,12,1
"TMIGD3",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"ADORA3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAP1A",207,316,3,37,1,5,3,4,9,35,14,5,1,38,3,5,11,71,73,97,942,42
"FAM212B",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,115,3
"FAM212B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1
"DDX20",3,13,0,0,0,2,0,0,0,5,1,1,0,2,0,2,0,5,1,1,61,2
"KCND3",0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"RP11-88H9.2",0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"RP5-965F6.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTTNBP2NL",15,52,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,13,3,1,398,23
"WNT2B",5,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,3
"RP4-671G15.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ST7L",10,33,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,3,1,64,2
"CAPZA1",127,335,1,31,2,5,3,10,13,25,14,1,4,25,4,4,19,75,72,57,1334,33
"MOV10",12,42,0,2,0,1,1,0,1,0,1,1,0,1,1,0,0,9,1,2,152,1
"RP11-426L16.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RHOC",197,1476,3,23,0,3,4,5,4,19,8,9,3,19,2,8,17,340,48,44,4752,236
"PPM1J",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,7,0
"FAM19A3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP3-522D1.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC16A1",25,120,1,2,0,2,0,1,1,3,0,5,0,5,1,1,0,13,11,22,11,7
"SLC16A1-AS1",1,41,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,2,1,4,2
"RP11-31F15.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LRIG2",2,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,43,1
"MAGI3",1,19,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,8,0,1,212,0
"PHTF1",6,58,0,3,0,1,0,3,0,0,1,0,0,4,0,1,3,6,4,7,147,10
"RSBN1",8,69,0,0,2,2,0,0,3,2,2,2,1,14,0,1,2,6,1,13,297,4
"PTPN22",11,7,3,3,1,4,3,5,2,13,17,0,0,10,12,6,3,0,5,18,10,0
"AP4B1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1
"BCL2L15",2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,461,2
"AP4B1",3,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,57,4
"DCLRE1B",4,11,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,0,35,0
"HIPK1-AS1",7,2,0,2,0,1,0,0,0,4,1,0,0,2,1,0,0,0,4,2,37,0
"HIPK1",25,84,2,9,2,6,2,0,1,11,2,3,1,6,0,2,1,24,10,5,492,10
"OLFML3",26,841,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,68,5,2,35,0
"TRIM33",14,56,0,3,0,0,0,0,2,1,0,1,1,5,0,0,3,10,4,6,323,11
"BCAS2",83,182,2,28,0,5,1,6,19,18,9,2,0,31,3,9,17,50,41,45,472,20
"DENND2C",1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0
"AMPD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NRAS",30,67,0,6,0,1,2,2,0,3,2,1,0,1,3,1,4,6,10,4,438,12
"CSDE1",151,772,4,23,1,5,1,3,11,23,13,7,2,45,4,5,27,83,60,56,2269,49
"SIKE1",15,79,0,2,3,1,0,0,0,4,2,0,1,1,1,1,1,11,3,3,425,4
"TSPAN2",0,96,0,0,0,0,0,0,0,0,5,3,0,2,0,1,1,1,0,0,54,3
"RP4-666F24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NGF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"VANGL1",1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,77,4
"CASQ2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NHLH2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC22A15",3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,6,0
"ATP1A1",108,386,1,26,2,10,4,5,4,33,9,7,1,28,1,6,13,86,56,32,3401,71
"RP5-1086K13.1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
"CD58",101,52,2,26,2,3,1,2,2,6,4,2,0,9,2,3,0,8,66,24,295,8
"IGSF3",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,51,0
"CD2",2,6,17,5,9,26,5,4,0,126,66,0,0,87,7,12,0,0,1,268,23,4
"RP4-753F5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PTGFRN",7,170,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,15,4,0,189,7
"CD101",3,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0
"RP11-27K13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TTF2",7,7,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,43,1
"TRIM45",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
"VTCN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAN1A2",13,99,0,3,0,1,0,0,1,2,1,1,0,3,0,2,3,12,4,3,377,22
"FAM46C",15,28,5,0,3,9,3,3,10,21,17,0,4,20,4,4,1,2,3,42,83,2
"GDAP2",9,26,1,2,0,0,1,0,2,1,0,1,0,0,1,2,1,3,4,1,113,3
"WDR3",1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,58,1
"SPAG17",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TBX15",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,26,0
"WARS2",8,26,0,3,0,0,1,0,1,1,3,0,0,0,1,0,1,10,1,0,72,2
"WARS2-IT1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-418J17.1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HAO2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ZNF697",6,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1,122,1
"PHGDH",0,38,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,25,0,0,32,2
"HMGCS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0
"REG4",337,875,8,58,4,14,4,10,14,38,18,6,5,47,6,11,36,106,114,66,79353,69
"NOTCH2",25,118,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,15,11,7,206,0
"SEC22B",49,251,1,3,1,2,2,1,3,3,4,4,0,8,1,0,5,36,22,7,643,6
"AC253572.1",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,20,0
"NBPF26",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,1
"PPIAL4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"AC241377.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0
"LINC00623",2,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,64,0
"FCGR1B",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"FAM72B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
"SRGAP2C",15,85,0,5,0,0,1,0,2,1,3,0,0,1,1,0,0,7,4,1,60,10
"SRGAP2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-403I13.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-403I13.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP5-998N21.4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM72C",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"RP11-14N7.2",4,232,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,57,0,1,269,6
"RP11-763B22.4",1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,8,0
"NBPF15",2,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0,9,5
"SRGAP2B",10,95,1,3,0,1,0,1,0,0,0,0,0,1,2,1,0,8,3,4,59,7
"FAM72D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2
"AC241585.2",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,18,0
"CH17-373J23.1",67,6,0,17,0,0,0,1,3,8,4,0,0,0,0,0,1,0,79,2,82,0
"RP11-89F3.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"NBPF20",0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,1
"GPR89A",5,18,0,0,0,0,0,0,0,3,3,1,0,4,0,0,2,0,3,1,166,6
"PDZK1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"CD160",0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"RNF115",28,115,2,3,0,2,2,2,1,2,5,2,1,3,2,3,1,13,4,12,308,7
"POLR3C",3,19,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,6,2,2,86,0
"NUDT17",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1
"PIAS3",2,62,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,143,7
"ANKRD35",5,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,5,0
"ITGA10",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4
"PEX11B",9,33,0,4,0,0,0,0,1,2,0,1,0,0,0,0,1,4,1,2,96,1
"RBM8A",121,424,5,31,3,9,6,9,19,37,14,6,6,51,9,6,23,82,41,69,2854,63
"RP11-315I20.1",0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"LIX1L",19,109,2,4,1,0,0,0,4,6,1,2,0,0,0,0,0,26,5,4,113,15
"ANKRD34A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"POLR3GL",46,148,0,8,0,1,0,3,5,9,7,1,5,10,2,4,6,23,11,24,553,18
"TXNIP",149,219,0,6,1,1,1,3,11,9,2,13,0,12,3,4,0,14,13,25,1402,14
"NBPF10",2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,13,0
"NOTCH2NL",2,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,11,0
"CH17-353B19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NBPF12",4,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,1,34,1
"PRKAB2",3,56,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,0,0,49,2
"RP11-337C18.8",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0
"FMO5",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,54,0
"CHD1L",12,52,0,4,0,1,0,0,0,4,1,0,0,1,1,1,1,10,7,1,205,2
"LINC00624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BCL9",0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,90,0
"ACP6",3,16,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,2,1,5,94,1
"GJA5",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"GPR89B",2,5,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,3,1,2,94,3
"XXyac-YX155B6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-94I2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NBPF11",9,26,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,3,4,1,40,6
"RP11-495P10.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP6-74O6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01138",3,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1,21,0
"RP11-495P10.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0
"AC245100.1",9,32,2,1,2,3,3,2,3,3,1,1,3,8,1,1,1,4,4,3,220,0
"PPIAL4G",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF14",4,61,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,8,4,2,97,0
"PDE4DIP",133,106,1,8,0,0,0,0,0,2,1,0,0,0,0,0,2,5,45,1,177,1
"NBPF9",6,34,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,7,5,0,31,1
"CH17-189H20.1",23,232,1,6,1,2,1,0,5,19,8,2,0,9,3,3,1,26,5,6,276,3
"RP11-326G21.1",1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,7,0
"NBPF19",18,32,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,8,11,2,33,0
"LINC00869",6,48,0,0,0,0,1,1,2,2,0,0,0,4,1,2,0,5,4,5,404,0
"RP11-353N4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM231D",0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10,1
"FCGR1A",165,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0
"HIST2H2BF",5,12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,16,1
"RP11-196G18.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0
"HIST2H3D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"HIST2H4A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0
"HIST2H2AA3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,13,0
"HIST2H2BE",10,37,1,6,0,0,0,0,0,0,0,0,0,3,0,0,2,6,7,0,528,4
"RP11-196G18.24",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,0
"HIST2H2AA4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,28,1
"HIST2H4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-196G18.23",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"HIST2H2AC",6,23,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,3,2,2,58,1
"HIST2H2AB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"BOLA1",4,50,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,9,0,1,147,4
"SV2A",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2
"SF3B4",15,96,1,13,3,0,2,1,6,6,3,2,1,8,1,1,13,22,8,14,569,10
"MTMR11",7,54,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,8,1,339,9
"OTUD7B",3,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,2,371,0
"VPS45",9,29,0,3,0,0,0,0,0,2,2,2,0,1,0,2,0,8,0,3,98,1
"PLEKHO1",37,129,0,9,0,0,0,1,1,5,1,1,1,1,1,1,5,35,9,2,101,28
"ANP32E",29,83,0,4,0,0,4,3,5,12,5,6,0,7,1,2,2,23,10,21,425,12
"CA14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"APH1A",99,303,5,17,1,3,2,1,7,6,5,3,1,8,0,4,19,30,19,17,1768,25
"C1orf54",151,151,0,19,0,0,0,0,1,0,0,1,0,1,0,0,0,73,26,0,33,134
"CIART",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
"MRPS21",117,554,2,18,1,0,3,1,8,13,9,6,4,15,3,4,17,101,24,29,754,58
"PRPF3",7,29,0,0,0,0,0,1,1,1,3,0,0,1,0,0,2,5,5,5,150,6
"RPRD2",4,42,1,2,1,0,0,0,1,0,0,0,0,4,2,0,1,6,1,5,216,1
"TARS2",4,16,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,108,0
"ECM1",40,516,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,88,4,2,890,6
"FALEC",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"RP11-54A4.2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"ADAMTSL4",34,15,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,21,0
"MCL1",1011,1355,14,183,8,19,13,23,24,120,60,16,8,93,32,33,117,187,338,135,8264,143
"ENSA",97,291,7,29,4,4,5,7,13,25,16,3,2,33,5,6,26,47,55,33,2094,34
"GOLPH3L",3,27,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,3,1,1,300,6
"HORMAD1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTSS",850,110,2,86,0,3,4,1,15,12,7,0,3,13,4,1,39,9,262,25,737,14
"CTSK",16,3601,1,1,0,0,0,1,2,2,3,4,0,4,0,1,2,75,7,2,155,3
"ARNT",13,80,0,2,0,0,0,1,1,4,0,1,1,0,1,1,0,5,3,1,173,7
"SETDB1",5,12,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0,1,55,1
"CERS2",32,115,1,3,0,1,2,1,2,5,3,1,1,3,0,1,3,27,3,5,664,11
"ANXA9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"FAM63A",1,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,36,1
"PRUNE",0,36,3,1,0,0,1,0,0,1,0,2,0,0,0,0,2,2,0,1,83,2
"BNIPL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"C1orf56",41,126,4,15,0,5,0,11,4,7,6,1,0,24,5,8,2,13,21,11,394,16
"CDC42SE1",84,153,3,29,1,5,4,14,8,11,14,2,2,14,6,9,3,26,47,20,562,21
"MLLT11",7,135,0,3,0,0,0,1,0,1,1,1,0,2,0,0,2,20,2,0,11,3
"GABPB2",6,34,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,5,3,1,94,5
"SEMA6C",0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,14,2
"TNFAIP8L2",27,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0
"SCNM1",28,86,2,14,1,2,1,3,2,8,7,1,3,11,3,2,6,21,16,10,434,17
"LYSMD1",1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1
"VPS72",10,77,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,12,1,3,365,7
"PIP5K1A",10,50,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,6,2,5,264,7
"PSMD4",67,341,1,15,0,1,1,2,9,7,6,5,0,10,2,1,8,75,22,18,1179,28
"RP11-126K1.2",2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,2,3,0,25,1
"ZNF687",2,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,81,0
"PI4KB",17,86,0,4,0,0,1,1,0,2,0,0,0,3,0,1,3,15,5,7,289,3
"RP11-126K1.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFX5",17,28,0,6,0,0,0,0,0,2,2,0,0,0,0,1,3,4,8,1,73,2
"RP11-126K1.6",11,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,3,4
"SELENBP1",2,113,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,122,0
"PSMB4",60,283,1,11,0,2,1,1,5,6,7,5,0,9,2,7,16,58,23,24,1207,34
"POGZ",13,90,1,2,0,3,2,2,2,1,1,0,0,1,1,0,3,11,3,2,436,14
"CGN",3,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,3,1,0,554,1
"TUFT1",15,25,0,1,0,0,0,1,1,1,0,0,0,4,0,0,0,2,3,1,632,2
"SNX27",21,81,0,3,1,3,0,3,0,3,1,1,0,0,0,0,0,8,10,7,223,4
"MRPL9",15,109,0,2,0,2,3,1,1,6,3,0,2,5,0,0,5,16,5,12,526,27
"OAZ3",7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,52,13
"RP11-98D18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TDRKH",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0
"RP11-98D18.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RORC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0
"C2CD4D",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
"AL450992.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"THEM4",4,26,0,0,0,2,0,1,0,0,0,0,0,3,0,1,1,3,2,8,135,4
"S100A10",1143,2406,6,249,7,16,12,10,32,98,44,7,5,96,8,34,58,171,532,117,28535,370
"AL591893.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"S100A11",3181,3937,8,455,5,22,14,11,24,94,46,35,6,125,15,11,55,700,1131,123,33790,342
"TCHH",35,4,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,0
"RPTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"FLG-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-107M16.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HRNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FLG2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRCT1",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0
"LOR",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"S100A9",1260,34,0,193,1,0,0,0,0,0,3,0,1,2,0,0,2,1,1650,2,141,2
"S100A12",3,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,2,0
"S100A8",485,16,0,47,0,0,0,0,0,1,1,0,0,0,0,0,0,2,985,1,42,0
"BX470102.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"S100A6",3736,15521,38,649,18,41,41,31,86,318,192,131,27,318,48,86,228,1285,1684,539,226152,1178
"S100A5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0
"S100A4",2657,3658,34,658,12,53,26,23,38,391,203,20,16,387,35,66,77,461,1729,853,24319,73
"S100A3",2,29,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,1,1,101,8
