"","Anti-inflammatory macro/mono","CAFs","CXCL13+ CD8 Tcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP11-102N12.3",1,0,0,0,0,0,0,0,0,0,0
"RNF150",0,0,0,0,0,0,0,0,0,0,0
"ZNF330",7,2,0,5,2,0,1,0,1,1191,2
"RP11-362F19.1",0,0,0,0,0,0,0,0,0,3,0
"IL15",2,0,0,0,0,0,0,0,0,190,0
"INPP4B",0,0,0,3,0,4,0,0,0,431,0
"RP11-223C24.2",0,0,0,0,0,0,0,0,0,28,0
"RP11-223C24.1",0,0,0,0,0,0,0,0,0,6,0
"USP38",0,1,0,1,0,0,2,0,0,627,0
"GAB1",0,0,0,0,0,0,0,0,0,297,1
"SMARCA5",2,6,1,5,1,2,1,2,5,1826,5
"SMARCA5-AS1",0,0,0,0,0,0,0,0,1,2,0
"HHIP-AS1",0,1,0,0,0,0,0,0,0,6,0
"ANAPC10",1,1,0,0,1,1,0,0,2,878,0
"ABCE1",4,3,1,4,3,0,0,0,0,1886,3
"OTUD4",6,2,1,4,2,2,0,0,3,812,2
"SMAD1",0,0,0,0,0,0,0,0,0,233,0
"MMAA",0,0,0,0,0,0,0,0,0,48,1
"ZNF827",0,0,0,0,0,0,0,0,0,429,0
"LSM6",19,9,1,8,1,8,0,7,11,2770,0
"SLC10A7",0,0,0,0,0,0,0,0,0,180,1
"TTC29",0,0,0,0,0,0,0,0,0,1,0
"EDNRA",0,2,0,0,0,0,0,0,0,0,0
"TMEM184C",0,0,0,1,2,0,0,1,1,222,0
"PRMT9",3,0,1,1,1,1,0,1,0,273,0
"ARHGAP10",0,0,0,0,0,0,0,0,0,231,0
"NR3C2",0,0,0,0,0,0,0,0,0,137,0
"DCLK2",0,0,0,0,0,0,0,0,0,7,0
"LRBA",1,1,1,4,0,1,0,0,1,1127,0
"MAB21L2",0,1,0,0,0,0,0,0,0,0,0
"RPS3A",308,415,68,367,151,411,46,120,221,292440,218
"SH3D19",0,2,0,0,0,0,0,0,0,1461,0
"RP11-372K14.2",0,0,0,0,0,0,0,0,0,18,0
"RP11-731D1.4",0,0,0,0,0,0,0,0,0,2,0
"RP11-610P16.1",0,0,0,0,0,0,0,0,0,2,0
"FAM160A1",0,0,0,0,0,0,0,0,0,72,0
"RP11-164P12.4",0,0,0,0,0,0,0,0,0,55,0
"GATB",5,1,0,0,0,0,0,0,1,231,0
"RP11-164P12.3",0,0,0,0,0,0,0,0,0,8,0
"RP11-18H21.1",0,0,0,2,0,1,0,0,0,12,0
"RP11-461L13.5",0,0,0,0,0,0,0,0,0,1,0
"RP11-461L13.3",0,0,0,0,0,0,0,0,0,2,0
"FBXW7",2,3,1,3,0,1,0,1,2,711,1
"DKFZP434I0714",0,0,0,0,0,0,0,0,0,47,0
"TMEM154",1,0,0,0,2,0,0,0,4,22,0
"ARFIP1",2,1,0,0,0,0,1,1,0,896,0
"TIGD4",0,0,0,0,0,0,0,0,0,10,0
"FHDC1",0,0,0,0,0,0,0,0,0,162,0
"TRIM2",1,2,0,0,0,0,0,0,1,4716,0
"MND1",0,0,0,0,0,0,0,0,0,1017,0
"KIAA0922",1,1,0,1,0,2,1,0,1,145,0
"TLR2",2,0,0,1,0,0,0,3,0,3,0
"SFRP2",0,3,0,0,0,0,0,0,0,2,0
"PLRG1",2,0,0,1,1,0,1,0,2,594,0
"LRAT",0,0,0,0,0,0,0,0,0,1,0
"MAP9",0,2,0,0,2,0,0,0,0,215,0
"GUCY1A3",0,2,0,0,0,0,0,0,0,1,0
"GUCY1B3",1,0,0,0,0,0,0,0,0,0,0
"TDO2",0,0,0,0,0,0,0,0,0,16,0
"CTSO",0,8,0,0,0,0,0,0,0,125,0
"PDGFC",0,7,0,0,0,0,0,0,0,0,0
"GLRB",0,1,0,0,0,0,0,0,0,0,0
"FAM198B",2,1,0,0,0,0,0,0,0,26,9
"RP11-597D13.9",0,0,0,0,0,0,0,0,0,5,0
"TMEM144",2,0,0,0,0,0,0,0,0,211,0
"C4orf46",1,0,0,0,0,0,0,0,0,275,0
"ETFDH",0,1,0,0,0,1,0,1,1,379,1
"PPID",0,3,0,3,2,1,0,2,0,1485,0
"FNIP2",23,6,0,0,0,0,0,12,1,1841,5
"RAPGEF2",6,1,0,0,0,1,0,2,0,433,3
"NAF1",4,1,1,2,0,1,0,6,2,389,0
"TMA16",1,3,0,1,1,0,0,0,3,1501,0
"MARCH1",6,0,0,0,0,0,0,1,0,0,0
"RP11-218F10.3",0,0,0,0,0,0,0,0,0,9,0
"LINC01207",2,1,0,0,0,0,0,1,0,1887,0
"APELA",0,3,0,0,0,0,0,0,0,1,0
"TRIM61",0,0,0,0,0,0,0,0,0,0,0
"FAM218A",0,1,0,0,0,0,0,0,0,0,0
"TRIM60",0,0,0,0,0,0,0,0,0,2,0
"TMEM192",0,0,0,1,0,1,1,0,0,403,0
"KLHL2",2,1,0,0,0,0,0,1,0,303,1
"MSMO1",1,0,1,0,2,0,0,0,2,1979,2
"CPE",0,1,0,0,0,0,0,0,1,3,0
"TLL1",0,0,0,0,0,0,0,0,0,0,2
"ANXA10",0,0,0,0,0,0,0,0,0,743,0
"DDX60",1,0,0,2,1,1,0,0,0,240,0
"DDX60L",5,0,0,1,0,2,0,1,1,118,0
"PALLD",2,23,0,0,0,0,0,0,1,1792,0
"CBR4",1,1,0,0,0,0,1,0,1,1112,1
"RP11-483A20.3",0,0,0,0,0,0,0,0,0,1,0
"SH3RF1",2,3,0,0,0,1,0,0,0,1233,0
"NEK1",0,0,0,1,1,0,0,0,0,385,0
"CLCN3",1,4,0,0,0,1,0,0,3,2663,1
"C4orf27",0,3,0,2,1,0,1,0,1,650,1
"MFAP3L",0,0,0,0,0,0,0,0,0,47,0
"AADAT",0,2,0,0,0,0,0,0,0,354,1
"LINC01612",0,0,0,0,0,0,0,0,0,38,0
"RP11-789C1.2",0,0,0,0,0,0,0,0,0,1,0
"GALNTL6",0,0,0,0,0,0,0,0,0,5,0
"RP11-10K16.1",0,0,0,0,0,0,0,0,0,12,0
"GALNT7",2,1,0,2,0,0,0,0,0,2275,0
"HMGB2",26,3,8,17,11,10,2,0,22,8512,3
"RP11-798M19.6",0,0,0,0,0,0,0,0,1,188,2
"SAP30",2,0,0,1,0,0,0,0,0,1063,0
"SCRG1",0,0,0,0,0,0,0,0,0,9,0
"HAND2",0,1,0,0,0,0,0,0,0,0,0
"HAND2-AS1",0,0,0,0,0,0,0,0,0,1,0
"FBXO8",3,5,0,0,0,1,0,0,2,373,0
"CEP44",0,0,0,1,0,0,0,0,0,203,0
"HPGD",0,0,4,7,3,3,4,0,9,1103,0
"WDR17",0,0,0,0,0,0,0,0,0,0,0
"SPCS3",11,4,3,5,4,2,0,7,6,1292,9
"NEIL3",0,0,0,0,0,0,0,0,0,19,0
"AGA",2,4,1,3,0,1,2,1,2,319,2
"RP11-130F10.1",0,0,0,0,0,0,0,0,0,1,0
"AC108142.1",0,0,0,0,0,0,0,0,0,15,0
"TENM3",0,0,0,0,0,0,0,0,0,32,0
"RP11-188P17.2",0,0,0,0,0,0,0,0,0,2,0
"DCTD",2,8,0,2,3,2,0,0,4,1301,2
"WWC2-AS2",0,0,0,0,0,0,0,0,0,3,0
"WWC2",1,6,0,0,0,0,0,0,0,91,1
"CDKN2AIP",4,1,2,1,0,0,0,0,1,285,1
"RP11-367N14.2",0,0,0,0,0,0,0,0,0,6,0
"ING2",3,3,0,2,1,3,0,0,2,584,1
"RP11-367N14.3",0,0,0,0,0,0,0,0,0,2,0
"RWDD4",0,1,0,3,2,0,0,2,0,1086,1
"TRAPPC11",0,2,0,0,0,0,0,0,0,136,0
"STOX2",0,2,0,0,0,0,0,0,0,0,1
"ENPP6",0,0,0,0,0,0,0,0,0,2,0
"RP11-290F5.2",0,0,0,0,0,0,0,0,0,21,0
"RP11-290F5.1",0,0,0,0,0,0,0,0,0,2,0
"IRF2",2,1,0,4,1,0,1,0,4,392,2
"RP11-326I11.3",1,0,0,0,0,0,0,0,0,27,0
"RP11-242J7.1",0,0,0,0,0,0,0,0,0,1,0
"CASP3",0,3,1,1,1,0,0,1,3,331,1
"PRIMPOL",0,0,2,0,0,0,0,0,2,69,0
"CENPU",3,0,0,1,0,1,0,0,0,882,0
"ACSL1",4,3,0,1,0,0,1,7,0,527,0
"MIR3945HG",5,0,0,0,0,0,0,10,0,3,0
"SLC25A4",1,0,0,0,2,2,1,0,0,1631,1
"CFAP97",1,4,0,3,1,2,0,1,1,640,0
"SNX25",0,2,0,0,1,0,0,0,0,112,0
"LRP2BP",1,1,0,0,0,0,0,0,0,33,0
"ANKRD37",8,2,2,2,2,2,0,1,0,830,1
"UFSP2",0,0,3,2,2,0,1,1,4,445,1
"C4orf47",0,0,0,0,0,0,0,1,0,16,0
"CCDC110",0,0,0,0,0,0,0,0,0,3,0
"RP11-279O9.4",0,0,0,0,0,0,0,0,0,5,0
"PDLIM3",0,9,0,0,0,0,0,0,0,4,1
"SORBS2",0,3,0,0,0,0,0,0,0,637,0
"TLR3",0,0,0,0,0,1,0,0,0,16,0
"FAM149A",0,1,0,0,0,0,0,0,0,107,0
"CYP4V2",2,2,1,0,2,0,0,0,0,68,1
"FAT1",0,8,0,0,0,0,0,0,0,945,0
"ZFP42",0,0,0,0,0,0,0,0,0,1,0
"FRG1",3,2,1,4,1,0,1,0,5,743,4
"CCDC127",1,3,0,3,0,0,0,0,1,499,1
"SDHA",4,5,1,6,1,3,1,0,4,4235,0
"CTD-2083E4.6",0,0,0,0,0,0,0,0,0,4,0
"PDCD6",13,14,3,6,6,9,3,3,9,15716,8
"AHRR",0,0,0,0,0,0,0,0,0,95,0
"EXOC3-AS1",0,0,0,1,1,1,0,0,0,188,0
"EXOC3",3,3,0,0,0,1,0,0,0,992,2
"PP7080",0,0,0,2,1,2,0,1,1,747,0
"SLC9A3",0,0,0,0,0,0,0,0,0,2,0
"RP11-310P5.1",0,0,0,0,0,0,0,0,0,2,0
"CEP72",0,0,0,0,0,0,0,0,0,165,0
"TPPP",0,0,0,1,0,0,0,0,1,350,0
"CTD-2589H19.6",0,0,0,0,0,0,0,0,0,56,0
"ZDHHC11B",1,0,0,0,0,1,0,0,0,172,0
"ZDHHC11",0,0,0,0,0,0,0,0,0,97,0
"BRD9",2,4,1,4,1,0,0,0,1,806,0
"TRIP13",0,0,0,1,0,0,0,0,1,903,0
"RP11-43F13.4",0,0,0,0,0,0,0,0,0,50,0
"NKD2",0,0,0,0,0,0,0,0,0,1134,0
"SLC12A7",4,1,0,2,1,0,0,2,0,2036,0
"SLC6A19",0,0,0,0,0,0,0,0,0,2,0
"SLC6A18",0,0,0,0,0,0,0,0,0,1,0
"TERT",0,0,0,0,0,0,0,0,0,4,0
"CLPTM1L",6,3,0,1,0,1,1,0,2,3153,1
"LPCAT1",7,0,0,2,2,1,2,3,1,1004,1
"CTD-2012J19.3",0,0,0,0,0,0,0,0,0,10,0
"MRPL36",8,8,0,6,4,3,0,0,5,5100,6
"NDUFS6",27,16,2,16,4,2,2,11,7,15921,11
"LSINCT5",0,0,0,0,0,0,0,0,0,6,0
"ICE1",0,1,0,0,0,0,0,0,0,582,2
"MED10",10,6,0,8,3,3,3,2,7,3030,4
"NSUN2",2,2,0,5,0,0,0,0,1,1383,1
"SRD5A1",1,2,0,0,0,0,0,0,1,1015,0
"CTD-2044J15.1",0,0,0,0,0,0,0,0,0,1,0
"PAPD7",1,0,0,0,1,0,0,0,1,647,3
"RP11-332J15.4",0,0,0,0,0,0,0,0,0,2,0
"ADCY2",0,1,0,0,0,0,0,0,0,4,0
"MTRR",2,0,0,0,0,0,0,0,1,426,0
"FASTKD3",0,0,0,1,1,0,0,0,0,148,0
"CTD-2072I24.1",0,0,0,0,0,0,0,0,0,3,0
"RP11-480D4.6",0,0,0,0,0,0,0,0,0,10,0
"MIR4458HG",4,3,0,0,0,0,0,1,0,1448,3
"RP11-315A16.1",0,0,0,0,0,0,0,0,0,1,0
"SEMA5A",0,12,0,0,0,0,0,0,0,233,0
"SNHG18",0,5,0,0,0,1,0,0,0,666,0
"CTD-2199O4.1",0,0,0,0,0,0,0,0,0,2,0
"CTD-2199O4.6",0,0,0,0,0,0,0,0,0,3,0
"FAM173B",0,2,0,0,0,0,0,0,0,272,1
"CTD-2256P15.1",0,0,0,0,0,0,0,0,0,51,0
"CCT5",8,6,1,1,2,1,3,5,6,8064,1
"CTD-2256P15.4",0,0,0,0,0,0,0,0,0,3,0
"CTD-2256P15.5",0,0,0,0,0,0,0,0,0,1,0
"CMBL",1,5,0,0,0,0,0,0,0,2901,1
"CTD-2256P15.2",0,0,0,0,1,0,0,0,0,131,1
"MARCH6",2,8,1,5,1,3,0,2,0,3027,3
"ROPN1L",0,0,0,0,0,0,0,0,0,7,0
"LINC01513",0,0,0,0,0,0,0,0,0,2,0
"ANKRD33B",0,1,0,0,0,0,0,0,0,1,0
"DAP",4,17,2,1,0,1,0,0,3,4580,4
"CTD-2154B17.4",0,0,0,0,0,0,0,0,0,1,0
"DNAH5",0,0,0,0,0,0,0,0,0,120,0
"TRIO",5,5,0,0,0,0,0,0,0,832,2
"AC016549.1",0,1,0,0,0,0,0,0,0,209,1
"FAM105A",1,26,0,2,0,6,0,1,1,1509,0
"CTD-2165H16.4",0,0,0,0,0,0,0,0,0,14,0
"OTULIN",0,2,0,2,4,2,1,0,0,705,1
"ANKH",11,8,0,2,0,3,0,0,2,2103,3
"CTB-40H15.4",0,0,0,0,0,0,0,0,0,12,0
"FBXL7",0,2,0,0,0,0,0,0,0,1,0
"ZNF622",6,2,0,4,0,0,1,2,4,1352,4
"FAM134B",1,0,0,2,1,0,1,0,0,369,0
"MYO10",0,7,0,0,0,0,0,1,0,2948,9
"BASP1",14,7,0,0,0,0,1,12,1,3,0
"CTD-2139B15.2",0,0,0,0,0,0,0,0,0,12,0
"CDH18",0,0,0,0,0,0,0,0,0,9,0
"RP11-374A4.1",0,0,0,0,0,0,0,0,0,1,0
"RP11-360I2.1",0,0,0,0,0,0,0,0,0,2,0
"CDH12",0,0,0,0,0,0,0,0,0,1,0
"CTD-2306M5.1",0,0,0,0,0,0,0,0,0,1,0
"LINC01021",0,0,0,0,0,0,0,0,0,3,0
"CTD-2118P12.1",0,0,0,0,0,0,0,0,0,3,0
"CDH6",0,9,0,0,0,0,0,0,0,1,0
"DROSHA",1,0,0,0,0,0,0,0,0,755,2
"C5orf22",1,0,0,1,0,0,0,0,0,194,0
"PDZD2",0,5,0,0,0,0,0,0,0,1,0
"CTD-2152M20.2",0,0,0,0,0,0,0,0,0,2,0
"GOLPH3",6,7,0,2,0,2,0,0,0,2760,1
"CTD-2186M15.3",2,1,0,0,0,0,0,0,0,441,0
"MTMR12",3,0,0,0,0,1,0,0,0,614,0
"ZFR",1,2,0,1,0,0,0,0,0,1638,1
"SUB1",55,37,8,37,25,27,11,30,54,20164,19
"CTD-2066L21.3",0,0,0,0,0,0,0,0,0,1,0
"CTD-2203K17.1",0,0,0,0,0,0,0,0,0,7,0
"TARS",3,2,0,1,1,1,0,0,0,2498,4
"ADAMTS12",0,7,0,0,0,0,0,0,0,2,0
"SLC45A2",0,0,0,0,0,0,0,0,0,4,0
"AMACR",0,0,0,0,0,0,0,0,0,102,0
"C1QTNF3",0,0,0,0,0,0,0,0,0,61,0
"RAI14",1,5,0,0,0,0,0,0,0,234,8
"CTD-2517O10.6",0,0,0,0,1,0,0,0,0,0,0
"RAD1",0,2,1,1,1,0,2,0,1,1254,0
"BRIX1",2,4,0,4,3,1,0,0,3,1962,0
"DNAJC21",1,3,0,3,1,1,0,0,2,3934,3
"PRLR",0,0,0,0,0,0,0,0,0,89,0
"SPEF2",0,2,0,0,2,0,0,0,0,156,0
"IL7R",23,20,1,67,23,37,3,12,13,15,0
"CAPSL",0,0,0,0,0,0,0,0,0,1,0
"LMBRD2",1,1,0,0,0,0,0,0,0,183,0
"SKP2",0,0,0,1,0,0,0,0,0,611,1
"NADK2",1,2,0,1,0,0,0,1,1,1107,0
"NADK2-AS1",0,0,0,0,0,0,0,0,0,1,0
"SLC1A3",1,0,0,0,0,0,0,1,0,2,0
"CTD-2653M23.3",0,0,0,0,0,0,0,0,0,2,0
"NIPBL",2,5,1,4,0,4,0,2,1,1859,2
"C5orf42",0,1,0,0,0,0,0,0,0,358,0
"NUP155",1,1,0,0,0,0,0,0,1,519,1
"WDR70",0,1,0,1,1,1,0,0,3,600,0
"GDNF",0,5,0,0,0,0,0,0,0,2,0
"CTD-2207A17.1",0,0,0,0,0,0,0,0,0,2,0
"EGFLAM",0,0,0,0,0,0,0,0,0,1,0
"LIFR",0,2,0,0,0,0,0,0,0,1,1
"OSMR-AS1",0,0,0,0,0,0,0,0,0,5,0
"OSMR",0,4,0,0,0,0,0,0,0,58,0
"RICTOR",2,3,4,5,2,4,1,0,4,803,0
"FYB",11,0,8,19,12,16,5,4,18,88,0
"DAB2",26,5,0,0,0,0,0,1,0,45,6
"CTD-2078B5.2",0,0,0,0,0,0,0,0,0,0,0
"PTGER4",12,3,2,12,6,5,1,3,1,641,0
"TTC33",0,1,0,2,0,1,0,0,2,222,0
"PRKAA1",1,7,1,1,2,0,2,0,1,1145,2
"RPL37",169,152,28,115,65,119,11,43,87,171232,94
"CARD6",0,0,0,0,0,0,0,0,0,65,0
"C7",0,1,0,0,0,0,0,0,0,4,0
"PLCXD3",0,0,0,0,0,0,0,0,0,2,0
"OXCT1",1,0,0,0,2,0,0,0,2,461,0
"C5orf51",1,0,0,0,0,0,0,0,0,379,2
"FBXO4",2,2,1,1,1,0,0,0,0,461,0
"GHR",0,1,0,0,0,0,0,0,0,0,0
"CCDC152",0,0,0,0,0,0,0,0,0,2,0
"SEPP1",44,21,0,0,0,0,0,0,1,1458,7
"CTD-2201E18.5",0,0,0,0,0,0,0,0,0,18,0
"CTD-2035E11.3",1,0,0,1,3,0,0,0,3,86,0
"CTD-2035E11.4",0,0,0,0,0,0,0,0,0,3,0
"ANXA2R",1,0,1,1,3,3,1,0,0,461,3
"AC025171.1",0,0,0,0,0,0,0,0,0,9,0
"CTD-2035E11.5",0,1,0,1,0,0,0,0,0,17,0
"ZNF131",3,5,2,3,1,2,1,1,2,1158,0
"CTD-2636A23.2",0,0,0,0,0,0,0,0,0,3,0
"HMGCS1",2,3,0,0,3,1,0,2,0,2807,0
"CCL28",0,0,0,0,0,0,0,0,0,236,0
"C5orf28",0,1,0,1,0,0,0,0,1,322,0
"C5orf34",0,0,0,0,0,0,0,0,0,48,0
"RP11-159F24.5",0,0,0,0,0,0,0,0,0,2,0
"PAIP1",4,6,0,2,2,3,0,1,1,4027,3
"NNT-AS1",1,2,0,0,0,1,0,0,0,622,2
"NNT",3,2,0,1,2,0,0,1,0,582,0
"RP11-53O19.1",0,0,0,0,0,0,0,0,0,21,0
"MRPS30",2,2,1,3,3,2,0,0,1,1513,0
"RP11-53O19.3",0,0,0,0,0,0,0,1,0,56,0
"HCN1",0,0,0,0,0,0,0,0,0,9,0
"EMB",8,1,1,13,6,6,2,2,4,512,0
"PARP8",0,2,2,3,4,3,1,1,4,449,0
"CTD-2314G24.2",0,0,0,0,0,0,0,0,0,12,0
"ISL1",0,0,0,0,0,0,0,0,0,221,0
"CTD-2288O8.1",0,0,1,0,0,0,0,0,0,4,0
"ITGA1",0,24,3,1,7,0,2,0,0,364,2
"PELO",1,4,1,5,6,1,0,0,1,716,2
"ITGA2",0,1,0,1,0,0,0,0,0,936,0
"CTD-2366F13.2",0,0,0,0,0,0,0,0,0,7,0
"MOCS2",2,4,0,3,1,3,0,0,1,1244,2
"CTD-2366F13.1",0,0,0,0,0,0,0,0,0,81,0
"FST",0,8,0,0,0,0,0,0,0,0,0
"NDUFS4",5,18,2,2,2,1,0,2,6,3325,3
"ARL15",0,0,0,2,0,0,0,0,2,251,1
"SNX18",2,4,0,0,0,0,0,1,1,264,0
"ESM1",0,0,0,0,0,0,0,0,0,6,96
"GZMK",0,0,0,1,12,2,2,0,0,1,0
"GZMA",0,0,38,90,46,2,10,0,3,16,0
"CDC20B",1,0,0,0,0,0,0,0,0,0,0
"GPX8",0,3,0,0,0,0,0,0,0,18,1
"MCIDAS",0,0,0,0,0,0,0,0,0,2,0
"CCNO",0,0,0,0,0,0,0,0,0,498,0
"RP11-506H20.1",0,0,0,0,0,0,0,0,0,36,0
"DHX29",3,5,1,1,1,1,0,1,6,1303,2
"SKIV2L2",1,0,1,2,2,1,1,0,2,691,0
"PLPP1",1,40,4,1,2,0,0,0,0,345,1
"SLC38A9",1,0,0,0,0,0,0,0,1,171,0
"IL6ST",3,12,1,2,0,3,0,2,5,520,8
"CTD-2031P19.5",0,0,0,0,0,0,0,0,0,3,0
"FLJ31104",0,0,0,0,0,0,0,0,0,18,0
"ANKRD55",0,0,0,0,0,1,0,0,0,1,1
"CTC-236F12.4",0,0,0,0,0,0,0,0,0,1,0
"MAP3K1",0,0,1,1,0,0,0,0,2,357,2
"SETD9",0,0,1,0,0,1,1,0,1,548,0
"MIER3",0,0,0,0,0,0,0,0,0,247,1
"CTD-2310F14.1",0,0,0,0,0,0,0,0,0,2,0
"GPBP1",14,5,3,23,7,9,3,2,23,3507,4
"ACTBL2",0,0,0,0,0,0,0,0,0,5,0
"PLK2",1,7,0,0,0,0,0,0,2,2596,8
"GAPT",1,0,0,0,0,0,0,0,0,0,0
"CTD-2117L12.1",0,0,0,0,0,0,0,0,0,1,0
"PDE4D",0,0,4,13,2,2,1,1,5,566,0
"RP11-266N13.2",0,0,0,1,0,0,0,0,0,0,0
"PART1",0,0,0,0,0,0,0,0,0,36,0
"DEPDC1B",0,0,0,0,0,0,0,0,0,251,0
"ELOVL7",0,0,0,0,0,0,0,0,0,130,0
"RP11-231G3.1",0,0,0,0,0,0,0,0,1,15,0
"ERCC8",0,0,0,0,0,0,0,0,0,243,0
"NDUFAF2",3,9,0,4,1,1,0,1,4,3445,2
"SMIM15",4,6,0,2,1,4,0,1,2,2596,1
"CTC-436P18.3",0,0,0,0,0,0,0,0,0,4,0
"ZSWIM6",5,2,0,1,0,1,0,2,1,577,2
"KIF2A",4,1,0,3,1,0,0,0,5,564,0
"DIMT1",4,4,0,3,0,1,0,0,0,836,1
"IPO11",1,0,0,0,0,0,1,0,1,269,4
"RNF180",0,2,0,0,0,0,0,0,0,0,0
"FAM159B",0,0,0,0,0,0,0,0,0,2,0
"SREK1IP1",6,6,2,7,1,3,1,0,1,1793,4
"CWC27",5,2,1,3,0,1,0,0,3,1020,0
"RP11-307L14.1",0,0,0,0,0,0,0,0,0,5,0
"RP11-307L14.2",0,0,0,0,0,0,0,0,0,3,0
"ADAMTS6",0,0,0,0,0,0,0,0,0,182,0
"CTD-2116N20.1",1,0,0,0,0,0,0,0,0,3,0
"CENPK",0,0,0,0,0,0,0,0,1,852,1
"PPWD1",3,1,1,1,1,1,0,0,1,283,1
"TRIM23",0,0,0,1,2,0,0,1,0,107,0
"TRAPPC13",0,0,0,3,0,0,0,0,0,252,0
"CTC-534A2.2",1,1,1,1,0,0,0,0,1,176,0
"SGTB",0,0,1,0,0,1,0,2,0,67,1
"NLN",1,0,0,1,0,0,0,0,0,683,0
"CTD-2033C11.1",0,0,0,0,0,0,0,0,0,13,0
"ERBB2IP",2,5,1,1,2,2,1,3,0,1171,3
"SREK1",2,5,1,4,1,2,0,0,3,1773,2
"MAST4",1,5,1,10,1,3,0,0,9,1556,4
"MAST4-AS1",0,0,0,0,0,0,0,0,0,36,0
"CD180",4,0,0,0,0,0,0,0,0,1,0
"RP11-434D9.1",0,0,0,0,0,0,0,0,0,6,0
"RP11-83M16.5",0,0,0,0,0,0,0,0,0,1,0
"RP11-404L6.2",0,0,0,0,0,0,0,0,0,1,0
"PIK3R1",3,7,1,9,8,5,1,0,1,395,3
"RP11-141O11.2",0,0,0,0,0,0,0,0,0,1,0
"CTC-498J12.1",0,0,0,0,0,0,0,0,0,3,0
"SLC30A5",1,6,0,3,3,0,2,0,2,1248,1
"CTC-498J12.3",0,0,0,0,0,0,0,0,0,3,0
"CCNB1",0,0,0,1,0,1,0,0,0,1551,0
"CENPH",3,2,0,1,1,1,0,1,0,1619,1
"MRPS36",17,13,2,7,3,2,1,1,7,3957,1
"CDK7",0,2,1,1,0,0,0,0,0,1184,0
"CCDC125",1,0,0,0,0,0,0,0,0,224,0
"AK6",9,5,1,2,0,1,0,1,6,1725,2
"TAF9",17,5,0,6,0,4,3,3,4,3691,1
"RAD17",1,0,0,0,0,3,0,0,0,442,0
"MARVELD2",0,0,0,0,0,0,0,0,1,653,0
"OCLN",0,0,0,0,0,0,0,0,1,2666,0
"GTF2H2C",0,0,0,0,0,0,0,0,0,103,0
"SERF1B",0,0,0,0,0,0,0,0,0,3,0
"SMN2",0,0,0,0,1,1,0,0,1,95,0
"RP11-497H16.9",0,0,0,0,0,0,0,0,0,25,0
"SERF1A",0,0,0,0,0,0,0,0,0,59,0
"SMN1",0,0,0,1,0,0,0,0,0,107,0
"NAIP",6,2,0,0,0,0,0,0,0,151,0
"GTF2H2",0,0,0,0,0,1,0,0,1,252,0
"BDP1",0,3,1,4,3,4,2,0,6,1763,0
"MCCC2",1,2,1,1,0,0,0,0,1,1360,1
"MAP1B",0,5,0,0,0,0,0,0,0,14,6
"MRPS27",0,1,0,0,0,1,0,0,2,932,0
"PTCD2",0,0,0,0,0,0,0,0,0,129,0
"ZNF366",0,0,0,0,0,0,0,1,0,0,0
"CTD-2631K10.1",0,0,0,0,0,0,0,0,0,3,0
"TNPO1",3,6,0,1,0,0,0,1,2,1521,1
"CTD-2376I4.1",0,0,0,0,0,0,0,0,0,2,0
"CTD-2376I4.2",0,0,0,0,0,0,0,0,0,7,0
"FCHO2",1,0,0,0,0,0,0,0,0,367,0
"TMEM171",0,0,0,0,0,0,0,0,0,283,0
"FOXD1",0,0,0,0,0,0,0,0,0,62,0
"RP11-79P5.9",0,0,0,1,0,0,0,0,0,56,0
"BTF3",76,107,20,84,44,64,10,32,71,86485,63
"ANKRA2",1,1,0,2,0,1,1,0,0,348,0
"UTP15",1,1,0,0,0,0,0,0,1,360,1
"ARHGEF28",0,0,0,0,0,0,0,0,0,533,2
"ENC1",0,4,0,0,2,0,1,0,1,1578,0
"HEXB",41,19,0,4,1,1,2,6,0,5074,4
"GFM2",0,1,0,2,0,0,0,0,1,438,0
"NSA2",11,13,1,4,1,14,0,1,1,8226,5
"FAM169A",0,0,0,1,0,0,0,0,0,120,0
"CTD-2377O17.1",0,0,0,0,0,0,0,0,0,5,0
"GCNT4",1,0,0,0,0,2,0,0,0,9,0
"ANKRD31",0,0,0,0,0,0,0,0,0,2,0
"HMGCR",1,1,0,2,0,0,0,0,0,1212,0
"CTD-2235C13.3",0,0,0,0,0,0,0,0,0,11,0
"COL4A3BP",0,1,0,3,0,0,0,0,1,731,1
"POLK",2,3,0,1,0,1,0,0,1,304,1
"CTC-366B18.4",0,0,0,0,0,0,0,0,0,4,0
"ANKDD1B",0,0,0,0,0,0,0,0,0,8,0
"POC5",0,0,0,0,0,1,0,0,0,80,0
"SV2C",0,0,0,0,0,0,0,0,0,10,0
"AC113404.1",0,0,0,0,0,0,0,0,0,8,1
"IQGAP2",5,0,0,3,1,1,0,1,1,544,2
"F2RL2",0,3,0,0,0,0,0,0,0,0,1
"F2R",1,40,0,2,0,0,1,0,0,261,4
"F2RL1",2,0,0,1,0,0,0,0,0,2094,0
"S100Z",1,0,0,0,0,0,0,0,0,1,0
"CRHBP",2,0,0,0,0,0,0,0,0,0,0
"AGGF1",4,5,0,0,1,0,0,0,0,744,1
