"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"BTLA",0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,1,0
"ATG3",205,2,40,4,9,0,4,82,18,2,5,4,47,8,3,3,0,2,531,16,20,8,16
"SLC35A5",26,0,2,1,0,1,0,24,2,0,4,0,6,3,0,1,0,1,48,7,0,0,1
"CCDC80",0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD200R1",5,0,1,0,0,2,0,0,0,0,2,0,7,0,0,0,0,1,0,0,1,2,0
"RP11-484K9.4",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"GTPBP8",15,4,0,1,3,0,1,10,12,1,5,0,24,6,3,2,1,3,100,8,0,0,3
"C3orf17",8,0,1,1,0,0,0,13,3,0,0,0,3,0,0,0,0,1,53,7,0,0,2
"SPICE1",1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,18,0,0,0,1
"SIDT1",8,0,0,0,1,0,0,0,2,0,0,4,4,1,0,0,0,1,12,2,1,1,0
"SIDT1-AS1",0,1,0,0,2,0,0,0,4,0,0,0,8,5,0,0,0,0,21,4,0,1,0
"NAA50",31,6,3,2,4,1,0,20,23,0,3,0,36,17,0,1,2,3,146,5,3,10,1
"ATP6V1A",26,0,1,0,1,0,1,7,0,0,2,0,1,3,1,2,0,1,41,2,2,4,5
"GRAMD1C",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,0,1
"ZDHHC23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0
"QTRTD1",8,0,0,0,2,0,0,4,1,0,1,2,8,3,0,0,0,0,54,1,0,0,3
"TIGIT",1,11,0,16,15,1,0,1,69,0,0,0,9,36,0,2,3,7,2,0,0,29,0
"RP11-553L6.5",2,1,0,0,0,0,0,4,2,0,1,0,1,1,0,0,0,0,11,0,0,0,6
"ZBTB20",4,2,1,0,3,0,0,45,2,5,4,2,10,2,3,4,0,0,53,6,0,4,9
"LSAMP",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"B4GALT4",4,3,0,0,0,0,0,16,4,0,1,0,12,2,5,0,0,0,181,3,0,0,1
"ARHGAP31",3,0,3,0,0,0,1,7,0,1,1,0,0,0,1,0,0,0,7,0,0,0,11
"TMEM39A",7,1,2,0,4,0,0,19,2,0,3,0,4,1,1,0,0,1,38,18,2,0,4
"POGLUT1",20,2,5,0,0,0,1,10,6,0,1,0,5,2,0,1,0,0,48,0,0,1,2
"TIMMDC1",57,5,7,7,2,0,1,92,8,2,5,0,20,13,6,2,0,2,414,8,3,3,34
"ADPRH",9,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0
"POPDC2",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0
"COX17",162,12,12,7,13,2,1,77,46,1,25,6,85,26,9,5,7,1,1059,37,11,7,39
"NR1I2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
"GSK3B",14,1,1,1,2,0,1,14,4,0,3,0,5,3,2,1,0,0,78,1,3,2,1
"RP11-18H7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
"LRRC58",7,1,1,2,1,0,0,18,3,0,0,1,2,0,1,0,0,0,59,3,1,0,3
"FSTL1",1,0,0,0,0,0,3,162,0,0,0,0,0,0,10,0,0,0,2,0,0,0,5
"NDUFB4",206,11,31,5,12,2,3,186,52,1,26,4,119,31,23,8,1,3,2440,44,16,19,48
"HGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
"RABL3",11,1,1,0,0,0,0,8,3,0,1,0,6,1,1,0,0,0,97,6,0,0,1
"GTF2E1",2,0,0,0,0,0,0,5,6,0,0,0,6,2,0,0,0,0,17,4,0,0,1
"POLQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"HCLS1",139,9,21,4,12,1,1,1,62,0,4,1,81,30,0,13,0,6,6,6,6,20,5
"GOLGB1",14,4,4,0,0,0,1,15,4,0,0,0,17,6,1,2,0,0,220,5,1,5,6
"IQCB1",11,4,2,0,1,0,0,15,10,0,5,3,7,5,1,2,0,0,79,10,2,1,2
"EAF2",41,1,7,0,0,0,0,7,4,0,2,6,12,1,2,0,1,0,50,72,7,1,2
"SLC15A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ILDR1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0
"CD86",118,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0
"CSTA",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CCDC58",8,2,0,0,0,0,0,13,2,0,2,0,7,2,1,0,0,1,175,1,1,1,1
"FAM162A",143,5,12,2,7,2,1,119,42,1,15,2,45,24,9,8,2,6,2942,14,1,11,26
"WDR5B",2,0,0,0,0,0,0,2,3,0,0,0,2,0,1,0,0,0,18,0,0,0,2
"RP11-299J3.8",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"KPNA1",8,1,1,4,2,0,0,7,1,0,0,0,9,4,2,2,0,0,37,1,1,1,3
"PARP9",7,6,1,2,0,0,1,26,10,0,4,0,12,4,3,0,0,1,99,2,5,5,9
"DTX3L",10,1,0,0,0,0,0,21,2,2,0,0,5,1,0,0,0,0,86,0,4,1,5
"PARP15",0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1
"PARP14",25,1,2,2,3,2,0,49,10,0,1,0,11,3,3,0,0,1,104,0,7,1,11
"HSPBAP1",21,0,4,0,0,0,0,4,2,0,2,1,2,4,0,0,0,0,27,0,1,0,4
"DIRC2",24,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,0,1,0,0
"PDIA5",2,0,0,0,0,0,0,69,0,0,0,0,1,0,16,0,0,0,65,7,0,0,10
"SEC22A",1,1,0,1,1,2,0,5,1,1,1,0,5,5,1,1,0,0,45,0,0,0,1
"ADCY5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"MYLK-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"MYLK",1,0,0,0,0,0,0,73,0,0,0,0,1,0,53,0,0,0,62,0,0,0,1
"CCDC14",3,1,0,0,1,0,0,19,0,0,3,0,7,5,1,2,1,5,154,4,1,0,0
"KALRN",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0
"UMPS",17,4,1,0,0,0,0,20,12,0,4,0,11,2,0,0,0,0,164,1,1,1,0
"ITGB5",38,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,59,0,1,0,8
"MUC13",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0
"HEG1",4,0,0,0,0,0,0,10,4,0,0,0,3,1,2,0,0,0,2,0,0,2,26
"SLC12A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"ZNF148",5,0,2,2,1,1,0,36,11,0,6,0,17,7,3,0,0,0,105,2,3,1,8
"SNX4",32,0,6,0,2,0,0,15,4,0,7,2,11,8,1,2,0,1,160,4,4,3,5
"OSBPL11",10,0,0,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,25,1,3,0,2
"RP11-379B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"RP11-666A20.4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"ALG1L",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"SLC41A3",2,1,1,0,0,0,1,35,1,1,1,0,9,4,1,1,0,0,92,0,0,0,5
"ALDH1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
"ZXDC",3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
"CHST13",8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19,0,0,0,0
"TXNRD3",0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0
"CHCHD6",16,0,2,0,1,0,0,9,6,0,1,0,11,3,0,0,0,0,100,5,0,0,3
"PLXNA1",4,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0
"TPRA1",69,1,18,0,1,0,5,52,12,0,3,0,7,1,1,0,0,2,103,2,3,1,13
"MCM2",7,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,58,1,0,0,0
"PODXL2",0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,124,8,0,0,0
"ABTB1",40,2,3,0,6,1,2,30,5,0,2,1,15,10,2,2,0,0,56,0,2,2,8
"MGLL",112,0,4,0,0,0,0,104,2,0,0,0,2,2,7,0,0,0,958,0,5,0,68
"KBTBD12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"SEC61A1",55,3,9,0,1,0,0,33,15,0,0,0,14,3,1,0,0,0,261,31,2,2,5
"RUVBL1",9,2,2,0,5,2,0,25,1,1,1,0,15,5,1,0,1,2,158,2,1,4,23
"EEFSEC",9,4,0,1,5,0,0,8,5,0,4,0,9,6,0,1,0,0,40,1,0,2,1
"GATA2",0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,13
"RPN1",80,5,8,0,2,0,0,52,12,0,1,1,27,10,1,4,1,1,557,33,2,4,9
"RAB7A",314,18,47,2,16,2,1,242,50,4,20,5,90,37,13,4,1,11,686,9,24,12,60
"ACAD9",15,0,3,1,0,0,0,19,5,0,5,0,2,0,0,0,0,0,97,0,0,1,0
"EFCC1",0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"ISY1",23,4,4,0,7,0,0,50,8,2,1,0,19,5,2,1,1,1,134,7,7,1,9
"CNBP",206,23,35,9,43,10,6,628,122,7,55,19,246,59,27,23,4,27,1584,47,18,26,76
"COPG1",25,1,2,0,3,0,0,15,10,0,5,0,3,1,4,0,1,1,222,8,1,0,6
"HMCES",31,1,0,1,3,0,0,31,11,1,5,0,29,6,2,0,0,2,249,13,1,2,5
"H1FX",17,1,2,1,2,0,0,38,8,0,5,0,13,7,3,3,1,0,206,18,2,2,12
"H1FX-AS1",0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"MBD4",33,2,4,0,0,1,1,40,12,1,1,9,14,13,1,0,0,0,142,17,0,3,4
"IFT122",5,0,0,0,0,0,0,7,2,0,1,0,1,1,0,0,0,0,36,0,0,0,0
"PLXND1",15,0,3,0,0,0,0,15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11
"TMCC1",5,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0
"TMCC1-AS1",4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1
"PIK3R4",0,0,1,0,0,0,0,6,0,0,0,0,3,1,1,0,0,0,23,0,0,0,4
"ATP2C1",30,1,5,0,1,0,0,18,0,0,1,0,4,1,0,0,0,0,97,2,2,0,2
"ASTE1",9,0,0,0,2,0,0,2,5,2,0,0,6,3,0,1,0,1,57,1,0,1,2
"NEK11",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1
"NUDT16",42,0,9,0,0,0,0,41,9,0,1,0,8,0,0,3,1,0,269,4,1,0,5
"MRPL3",63,1,3,0,3,3,1,50,27,3,9,0,39,9,2,2,0,1,522,12,2,4,11
"ACPP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"DNAJC13",5,0,0,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,54,3,0,0,2
"UBA5",8,6,2,0,2,0,2,15,4,0,7,0,19,3,1,0,0,0,117,13,1,0,8
"NPHP3",2,0,1,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,49,0,0,2,4
"TMEM108",0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BFSP2",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,1,0
"CDV3",46,2,1,0,1,1,0,20,10,0,1,0,16,2,1,0,0,5,127,22,1,3,4
"TOPBP1",7,2,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,46,0,0,1,2
"SRPRB",40,1,2,1,2,0,0,33,5,0,1,0,9,4,0,0,0,0,140,29,3,1,8
"RAB6B",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,18,0,0,0,0
"SLCO2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,32
"RP11-202A13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"RYK",5,0,1,0,0,0,0,3,0,0,1,0,5,0,0,0,0,0,39,0,1,0,0
"AMOTL2",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1
"ANAPC13",42,0,4,0,0,0,3,81,10,0,5,1,27,6,7,2,1,1,161,14,0,3,15
"CEP63",14,0,3,0,1,0,0,18,5,1,1,0,6,3,0,2,0,0,67,4,0,1,2
"PPP2R3A",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,45,0,0,0,0
"MSL2",2,0,0,0,2,2,0,3,5,0,0,0,4,2,0,1,0,1,23,1,0,3,5
"PCCB",31,0,3,0,0,0,0,8,9,0,0,1,10,5,1,0,0,0,244,6,0,0,0
"STAG1",3,1,1,0,1,2,0,14,5,0,3,1,7,0,0,1,1,0,62,2,0,2,3
"SLC35G2",0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,11
"RP11-731C17.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"NCK1",30,3,2,1,3,2,0,47,20,0,4,2,32,14,2,1,0,0,139,5,2,0,32
"DBR1",6,0,0,0,0,0,0,11,2,0,0,0,5,2,0,0,0,0,50,0,0,1,1
"ARMC8",8,0,1,0,3,0,0,9,15,0,2,0,9,3,4,0,4,3,95,1,0,0,5
"MRAS",23,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2
"CEP70",0,1,0,0,0,0,0,8,0,0,3,0,2,1,1,0,0,2,122,1,0,0,3
"FAIM",2,0,1,1,0,0,0,21,3,0,13,0,4,2,2,0,1,1,110,8,0,0,2
"PIK3CB",4,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,34,2,0,1,0
"MRPS22",34,0,2,0,1,1,0,37,11,1,3,1,11,4,3,1,2,0,362,11,1,1,11
"COPB2",21,1,3,0,4,1,0,61,4,1,11,5,14,0,1,4,0,4,239,8,4,2,8
"RP11-319G6.1",0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,5,1,0,0,0
"RBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"RBP1",57,0,1,0,0,0,5,726,0,0,0,0,0,0,22,0,0,0,1,8,0,0,14
"NMNAT3",0,0,0,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,45,0,0,0,1
"SLC25A36",8,0,5,0,1,2,0,32,12,0,4,0,15,3,2,0,1,0,117,10,0,1,2
"ZBTB38",6,4,3,4,3,1,3,16,14,0,2,0,6,7,2,0,0,0,127,12,0,1,4
"RASA2",5,0,0,0,1,0,0,9,2,0,1,0,3,1,0,0,0,3,24,2,0,0,3
"RNF7",112,10,15,3,14,3,6,161,36,1,5,2,48,41,9,7,5,5,1291,25,9,13,22
"ATP1B3",217,14,26,4,11,4,1,71,38,1,16,3,83,23,6,8,1,13,1204,7,19,18,44
"TFDP2",13,0,1,0,2,0,0,27,4,0,2,2,3,2,2,1,1,0,117,2,0,0,1
"GK5",1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,25,0,0,0,2
"XRN1",11,0,1,1,2,0,0,12,6,0,1,0,8,3,1,0,2,1,36,2,5,2,2
"ATR",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,13,0,0,0,4
"PLS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0
"U2SURP",20,6,1,2,2,1,0,49,12,1,7,1,26,4,5,0,3,1,201,2,4,2,3
"RP11-91G21.1",2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0
"CHST2",9,0,1,0,0,0,0,4,1,0,9,0,0,0,0,0,0,0,1,4,1,1,2
"SLC9A9",12,3,3,0,1,1,0,30,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0
"C3orf58",2,0,3,1,0,1,1,2,4,0,5,0,2,0,1,0,0,0,34,0,0,0,1
"PLOD2",0,0,0,0,0,0,2,28,0,0,0,0,0,0,2,0,0,0,141,0,0,0,1
"PLSCR4",0,0,0,0,0,0,1,28,0,0,0,0,0,0,2,0,0,0,46,0,0,0,3
"PLSCR1",96,1,22,2,3,0,2,157,11,0,5,0,25,10,5,0,0,3,560,6,21,3,50
"CPA3",1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
"GYG1",48,5,6,5,9,0,0,43,47,0,7,1,44,19,0,2,4,10,65,7,5,4,7
"HLTF",5,0,1,0,0,0,1,14,1,0,1,0,5,1,0,0,0,0,24,2,0,0,1
"HPS3",14,0,11,0,1,0,0,6,7,1,0,0,3,2,0,0,0,5,31,3,0,0,2
"CP",0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TM4SF18",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"TM4SF1",1,0,0,0,0,0,0,639,4,0,0,0,1,0,93,0,0,0,89,0,0,1,258
"WWTR1",0,0,0,0,0,0,1,22,0,0,0,0,0,0,3,0,0,0,0,1,0,0,14
"COMMD2",24,2,4,1,6,0,1,33,22,0,1,1,18,12,2,4,2,3,165,2,2,1,10
"ANKUB1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,0
"RNF13",103,7,12,1,1,1,1,61,11,0,11,3,16,6,7,1,0,0,139,6,0,3,15
"PFN2",0,0,0,0,0,0,1,45,0,0,0,0,0,0,6,0,0,0,151,2,0,0,4
"TSC22D2",2,1,1,0,0,0,0,2,1,0,6,0,7,5,0,0,3,0,31,1,0,2,2
"SERP1",421,37,71,6,21,9,0,192,76,17,35,14,233,54,7,12,4,11,1513,263,21,24,46
"EIF2A",51,8,12,2,7,3,0,66,13,1,8,1,37,23,1,2,1,4,328,32,2,7,15
"SELT",232,16,33,10,13,4,1,105,82,5,27,8,193,48,7,11,5,5,542,52,11,22,35
"SIAH2",13,4,2,0,1,0,0,15,15,0,4,0,25,16,1,0,3,0,96,13,2,4,2
"GPR171",0,9,0,3,15,2,0,0,30,0,0,0,85,20,0,3,3,1,0,0,0,4,0
"P2RY14",0,0,0,0,0,0,0,34,0,0,15,0,0,1,12,0,0,0,0,0,5,0,0
"P2RY13",44,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBNL1",32,2,5,2,3,2,0,22,20,1,0,0,43,10,0,3,5,5,144,1,5,4,7
"MBNL1-AS1",0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,40,3,3,1,2
"P2RY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0
"RAP2B",27,2,1,1,1,0,0,4,1,2,2,1,5,2,0,0,0,0,45,0,0,0,1
"ARHGEF26",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"DHX36",29,5,2,3,11,1,1,51,24,0,3,2,30,16,5,2,2,2,151,1,7,9,8
"PLCH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"C3orf33",3,2,0,0,0,0,0,7,1,3,0,0,3,0,1,0,0,0,24,0,0,0,0
"SLC33A1",19,0,1,0,0,0,0,20,6,0,2,0,5,2,0,3,0,0,55,5,1,1,3
"GMPS",23,3,6,0,0,0,0,22,6,0,1,0,18,6,0,4,2,1,95,1,0,2,4
"SSR3",203,7,23,2,9,0,0,84,24,1,11,1,58,10,5,2,1,0,624,176,5,12,22
"TIPARP-AS1",2,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,16,0,0,0,1
"TIPARP",45,0,9,7,7,0,0,5,13,1,11,1,41,8,0,2,2,2,39,3,1,5,4
"LINC00886",0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0
"CCNL1",79,2,20,3,17,4,3,60,26,1,27,2,79,24,1,4,2,5,543,35,11,14,33
"PTX3",3,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSRC1",31,2,1,2,3,0,0,25,5,0,4,0,13,2,9,2,0,0,125,4,0,3,4
"RP11-538P18.2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"MLF1",9,3,0,0,6,0,0,14,13,2,19,0,24,16,0,1,2,0,50,1,0,1,6
"GFM1",11,0,1,2,4,0,0,15,9,1,0,1,11,2,4,0,0,0,93,2,0,4,4
"LXN",17,0,0,0,1,0,0,29,6,0,13,0,8,2,5,0,0,0,455,1,0,3,42
"RARRES1",25,0,1,0,0,0,0,31,0,0,8,0,1,0,0,0,0,0,243,0,0,0,2
"MFSD1",232,5,26,1,0,0,0,32,6,1,10,1,16,5,2,0,0,0,141,10,8,2,13
"IL12A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFT80",2,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,12,2,0,1,2
"SMC4",20,1,1,2,2,2,0,27,21,0,8,0,12,8,0,2,1,0,308,1,3,2,5
"KPNA4",12,0,2,0,0,0,0,8,0,0,0,1,7,2,0,3,0,1,54,0,3,0,2
"ARL14",0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,656,2,0,0,0
"RP11-16N11.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"PPM1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"B3GALNT1",2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NMD3",11,1,3,0,2,0,0,32,5,0,3,3,12,2,2,2,0,0,67,1,1,3,7
"SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"RP11-747D18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0
"PDCD10",59,1,4,3,4,1,0,55,28,0,9,0,41,10,2,5,1,4,334,10,0,6,14
"SERPINI1",0,0,0,0,2,0,0,9,8,0,0,0,1,2,3,0,1,1,2,4,0,3,14
"GOLIM4",10,0,1,0,0,0,1,11,3,0,1,0,0,1,0,0,0,0,148,0,1,0,5
"MECOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,13
"MYNN",3,0,0,0,1,0,2,18,2,1,0,0,11,0,0,0,1,0,44,3,1,0,3
"RP11-362K14.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC34",1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"LRRC31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"SEC62",104,18,7,2,13,3,0,241,26,3,13,3,88,20,13,6,1,6,618,48,7,13,53
"GPR160",75,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,17,1,0,0
"PHC3",5,0,0,0,0,0,0,5,1,0,1,0,5,1,0,0,0,0,41,2,0,1,2
"RP11-379K17.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"PRKCI",1,0,0,0,0,2,0,11,0,0,0,0,6,1,0,0,0,0,91,0,3,3,3
"SKIL",13,1,1,0,0,0,0,6,3,8,6,1,8,1,0,0,0,1,31,0,6,0,5
"RPL22L1",77,8,14,5,4,5,0,65,45,3,8,10,108,26,2,4,5,4,420,20,5,16,10
"EIF5A2",3,0,0,0,3,0,0,8,1,0,1,0,8,0,0,0,1,0,6,0,0,1,0
"TNIK",2,0,0,0,2,0,0,9,2,0,7,1,12,0,1,0,0,0,43,0,0,2,0
"PLD1",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,85,0,0,1,0
"FNDC3B",21,1,3,0,0,0,1,20,6,0,1,0,4,0,5,0,0,0,100,0,2,0,4
"TNFSF10",60,7,4,1,5,0,0,257,12,0,36,0,39,12,0,0,2,2,817,6,25,0,109
"NCEH1",10,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,30,0,0,0,0
"ECT2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1
"NAALADL2",0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,36,0,0,0,0
"TBL1XR1",7,0,1,2,0,0,0,13,2,0,0,0,9,0,1,0,0,0,114,2,3,1,4
"LINC00501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"ZMAT3",7,0,4,0,3,0,1,26,9,0,1,0,2,0,2,1,0,0,18,0,0,0,3
"PIK3CA",1,0,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,3,0,1,2,2
"KCNMB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1
"ZNF639",2,0,1,0,2,0,0,4,1,1,0,0,2,0,0,0,0,0,41,0,0,2,1
"MFN1",1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,42,3,0,0,1
"GNB4",17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
"ACTL6A",19,1,1,2,2,0,0,44,9,0,6,0,14,4,0,0,0,1,359,6,1,2,5
"MRPL47",58,4,10,4,4,2,0,67,21,0,9,2,36,11,1,4,1,4,435,7,5,8,6
"NDUFB5",169,9,34,4,10,2,1,151,37,0,15,7,45,13,11,7,2,3,1236,29,3,7,31
"USP13",4,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0
"TTC14",6,1,1,1,2,0,0,24,12,1,6,2,9,7,6,0,1,0,83,9,0,1,4
"FXR1",29,0,7,2,4,0,0,40,10,1,4,1,19,4,2,1,0,2,123,4,1,1,7
"DNAJC19",51,2,1,1,3,7,2,105,28,2,15,5,52,6,2,5,6,0,580,20,2,3,22
