"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"GBE1",0,0,0,0,0,0,1,24,3,0,0,0,5,0,4,1,3,1,0,1,85,0,0,2,0,7
"CHMP2B",19,6,9,5,0,1,2,54,16,0,1,1,2,1,75,30,3,1,2,12,1268,1,0,1,9,36
"CGGBP1",11,6,2,6,0,2,3,46,12,2,4,0,5,2,69,32,4,2,0,11,338,2,3,2,11,30
"RP11-159G9.5",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,1,0
"ZNF654",1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,3,0,0,0,0,18,0,0,0,0,1
"C3orf38",1,4,3,2,0,0,0,26,6,1,2,1,3,0,22,22,0,3,1,5,124,2,0,1,2,7
"PROS1",1,0,0,0,0,0,2,80,0,0,0,0,1,0,1,0,4,0,0,0,13,0,0,0,0,24
"ARL13B",8,1,1,3,0,0,0,41,0,0,0,0,1,0,4,3,2,0,0,3,30,0,0,0,0,8
"STX19",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0
"DHFRL1",0,1,0,1,0,0,0,12,0,0,0,0,0,0,6,2,1,1,0,1,47,1,0,0,1,2
"NSUN3",2,0,0,1,0,0,0,2,2,1,0,0,0,1,9,0,0,2,0,0,81,0,0,0,1,6
"MTRNR2L12",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
"ARL6",2,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3
"CRYBG3",2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,6
"MINA",3,0,0,0,0,0,0,64,2,0,0,1,0,0,7,4,2,0,1,2,113,0,0,0,0,12
"CLDND1",9,19,8,12,6,1,5,70,51,6,3,6,4,0,127,98,8,6,11,43,184,1,7,7,21,46
"CPOX",2,0,1,0,0,0,0,3,3,0,0,0,0,1,4,2,0,2,0,2,37,0,0,0,1,2
"GPR15",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ST3GAL6",9,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5
"DCBLD2",2,0,1,0,0,0,1,16,0,0,0,0,1,0,0,0,1,0,0,0,37,0,0,0,0,0
"CMSS1",7,1,3,3,2,2,1,37,11,0,1,1,6,0,34,19,1,2,0,5,356,1,4,2,1,22
"FILIP1L",5,0,10,0,0,0,1,151,0,0,0,0,0,0,0,0,13,0,0,0,20,0,0,0,0,8
"TBC1D23",0,1,0,1,0,1,1,16,1,0,0,0,3,0,10,5,1,1,0,4,102,0,1,0,2,6
"NIT2",30,2,9,2,0,1,0,79,14,0,0,2,3,2,24,15,7,0,2,8,967,1,1,4,0,21
"TOMM70A",2,0,1,2,1,0,0,17,4,0,0,0,3,0,7,6,1,1,0,0,164,0,0,0,0,3
"LNP1",1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,11,0,1,0,0,0
"TMEM45A",0,0,0,0,0,0,2,97,0,0,0,0,1,0,1,0,6,0,0,0,2,0,2,0,0,13
"TFG",12,4,7,3,2,0,1,124,12,1,1,0,12,0,47,13,6,7,1,9,1413,1,3,1,6,41
"ABI3BP",0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENP7",0,1,0,0,0,0,0,6,3,0,0,0,1,0,10,5,0,0,2,3,15,0,0,0,0,5
"TRMT10C",9,10,9,2,1,1,2,41,11,1,1,0,3,0,53,26,6,5,3,3,425,1,2,2,5,13
"PCNP",21,11,16,14,0,2,3,147,30,1,0,2,15,1,124,58,13,14,3,24,597,2,3,3,2,40
"ZBTB11",1,0,0,2,1,1,0,7,1,0,1,0,1,0,7,5,0,1,0,0,34,0,0,0,0,6
"ZBTB11-AS1",1,1,0,0,0,0,0,6,0,0,0,0,0,0,6,1,0,0,0,1,36,0,0,0,1,3
"RPL24",408,123,252,97,18,21,24,1681,280,30,23,14,116,22,1804,793,85,181,44,221,22915,18,83,33,180,502
"CEP97",0,1,0,1,0,0,0,7,1,0,0,0,0,0,7,1,1,1,0,0,14,0,0,0,0,1
"NXPE3",3,0,0,1,2,0,0,7,3,0,0,0,0,0,13,6,0,1,0,1,3,0,0,0,1,4
"NFKBIZ",22,3,4,2,0,0,6,14,3,1,2,1,19,0,35,5,0,3,3,8,341,2,2,0,4,33
"ALCAM",4,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"CBLB",0,0,0,4,0,0,0,3,11,0,0,0,0,0,11,13,1,0,0,4,89,0,0,1,0,3
"BBX",14,4,10,8,2,1,3,107,11,1,1,1,6,2,78,37,4,8,2,9,244,3,3,1,4,44
"CD47",51,8,21,10,1,1,2,81,18,3,4,0,12,5,174,78,0,13,4,15,1059,0,12,2,7,34
"IFT57",0,3,1,2,0,0,2,100,3,1,2,1,4,3,33,13,10,1,2,3,701,1,6,1,1,24
"HHLA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,481,0,0,0,0,0
"MYH15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"KIAA1524",5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0
"DZIP3",0,0,0,3,0,0,0,16,5,1,1,0,0,0,10,4,3,2,1,8,54,0,0,0,0,1
"RETNLB",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3026,0,0,0,0,0
"TRAT1",0,14,0,13,1,4,0,2,24,4,2,1,0,0,218,75,0,22,2,30,2,0,0,0,10,0
"PVRL3",1,0,0,0,0,0,0,9,5,0,0,0,0,0,0,2,1,0,1,3,150,1,0,0,0,1
"CD96",1,6,0,22,1,2,0,0,76,4,1,0,0,2,151,82,0,11,4,59,14,0,0,8,11,0
"PLCXD2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0
"PHLDB2",0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,10,2,0,0,0,7
"ABHD10",2,1,3,0,0,0,0,11,2,0,0,1,2,0,9,4,0,0,0,2,128,0,2,1,0,6
"C3orf52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
"GCSAM",0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,7,0,3,0,0,0,0,1,0
"RP11-757F18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"CD200",0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,1,0,0,81,1,0,0,2,24
"RP11-231E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"BTLA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,1,0,1,0
"ATG3",76,5,47,6,1,2,0,105,13,0,0,0,4,0,76,40,7,8,3,19,1134,0,4,3,11,42
"SLC35A5",5,0,1,1,1,0,0,17,3,0,0,0,1,0,12,5,2,1,1,4,94,0,1,1,1,9
"CCDC80",0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"CD200R1",4,0,1,0,0,0,0,0,1,1,0,0,0,0,14,4,0,2,0,1,0,0,0,0,0,0
"GTPBP8",3,2,2,1,0,0,0,27,5,1,0,1,3,0,28,15,0,1,2,4,205,0,2,0,2,2
"C3orf17",4,1,2,1,0,0,0,12,2,1,0,2,1,0,16,3,2,1,0,3,67,0,0,0,0,1
"BOC",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"SPICE1",1,0,0,0,0,0,0,3,1,0,0,0,2,0,1,1,0,0,0,1,27,0,0,0,0,1
"SIDT1",6,2,6,0,1,0,0,0,0,0,0,0,0,0,3,5,0,2,0,1,71,0,0,0,2,0
"SIDT1-AS1",0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,2,9,0,0,0,0,0
"NAA50",7,6,7,3,2,0,1,31,7,0,0,1,2,0,30,29,4,6,2,1,336,0,2,2,3,17
"ATP6V1A",12,2,4,0,0,1,0,5,2,0,0,0,1,0,4,5,0,0,0,0,117,0,0,0,1,6
"GRAMD1C",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,74,0,0,0,1,3
"ZDHHC23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0,0,1,0,1
"QTRTD1",3,1,0,0,0,0,0,8,0,0,0,0,0,0,8,2,0,2,0,2,96,0,1,0,2,6
"RP11-553L6.2",0,2,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,4,0,0,0,0,4,0
"TIGIT",0,6,0,25,1,3,0,1,53,0,0,0,0,0,9,53,1,1,3,40,2,0,0,5,49,0
"RP11-553L6.5",0,0,0,0,0,0,2,14,0,0,0,0,0,0,3,2,0,0,0,2,17,1,0,0,0,9
"ZBTB20",0,2,0,5,0,0,1,56,7,2,0,0,3,2,17,10,3,1,0,3,62,0,2,0,0,20
"LSAMP",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4GALT4",2,2,1,0,1,0,0,20,0,0,1,0,0,1,13,10,0,0,0,5,456,0,1,0,2,4
"ARHGAP31",2,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,17
"TMEM39A",3,1,2,3,1,0,0,27,6,0,0,0,0,0,8,6,1,2,0,3,113,0,6,0,0,1
"POGLUT1",3,1,1,2,0,0,0,19,1,0,0,0,1,0,11,3,1,0,0,3,60,0,1,0,2,8
"RP11-190C22.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"TIMMDC1",26,1,10,0,0,0,3,125,9,0,3,0,5,0,45,14,17,8,2,7,795,2,3,0,3,59
"CD80",7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRH",3,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"PLA1A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"POPDC2",0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,10,0,0,0,1,1
"COX17",114,15,37,12,2,2,5,104,30,3,3,1,20,0,134,82,15,14,5,23,3207,1,11,11,24,105
"NR1I2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0
"GSK3B",8,2,2,1,0,0,0,13,2,1,0,1,1,0,14,9,0,1,0,2,194,0,0,0,2,13
"RP11-18H7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0
"LRRC58",3,1,1,1,0,0,0,20,0,0,0,0,2,0,6,2,2,1,0,2,139,0,0,0,0,4
"FSTL1",0,0,0,0,0,0,6,133,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,24
"NDUFB4",87,9,32,10,4,4,4,294,31,4,3,0,18,3,141,75,40,20,3,28,6529,4,16,10,15,140
"HGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0
"RABL3",2,1,0,1,0,0,0,10,1,1,1,0,0,0,3,3,1,1,0,2,141,0,0,0,1,6
"GTF2E1",2,0,2,1,0,0,0,10,2,0,1,0,0,0,1,2,1,0,0,0,31,0,0,0,0,4
"POLQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0
"HCLS1",65,12,51,14,2,8,0,2,50,1,5,1,7,5,151,89,1,18,2,44,11,0,8,4,21,17
"GOLGB1",3,2,4,1,1,0,3,20,2,2,0,1,2,1,31,14,0,1,0,3,470,0,3,1,1,17
"IQCB1",2,0,3,2,0,0,1,15,5,1,0,0,4,0,10,7,1,1,1,2,139,0,3,0,2,3
"EAF2",11,2,3,0,0,1,0,10,3,0,0,0,4,0,6,5,0,0,0,2,63,0,26,1,0,1
"SLC15A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0
"ILDR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
"CD86",59,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSTA",11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CCDC58",2,0,3,0,0,0,0,7,3,0,0,0,1,0,3,5,0,0,0,0,260,0,1,0,0,6
"FAM162A",58,10,20,10,0,4,2,111,29,2,1,0,6,3,81,66,9,10,5,16,7243,2,6,2,11,52
"WDR5B",0,0,0,0,0,0,0,11,1,0,0,0,0,0,7,2,0,1,1,1,11,0,0,0,0,2
"RP11-299J3.8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"KPNA1",5,0,2,0,0,0,0,15,6,0,0,1,1,0,11,9,1,1,0,2,71,1,0,3,2,4
"PARP9",4,0,1,1,0,1,0,20,3,0,1,0,1,0,17,6,3,2,0,5,102,0,1,0,1,14
"DTX3L",5,0,0,0,0,0,0,9,2,0,0,0,0,0,9,3,2,0,1,2,184,0,0,0,0,2
"PARP15",2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"PARP14",7,1,0,0,0,0,0,27,3,0,0,0,0,0,12,10,2,1,0,3,120,0,1,0,0,19
"HSPBAP1",8,1,2,1,0,0,0,8,3,0,0,0,0,0,4,11,0,1,1,2,14,0,0,0,2,7
"DIRC2",5,0,1,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,62,0,0,0,0,4
"RP11-67L2.2",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0
"PDIA5",0,0,1,0,0,0,1,106,1,0,0,0,0,0,3,0,34,0,0,0,235,4,2,0,0,13
"SEC22A",6,0,1,1,0,0,2,19,2,1,1,0,0,0,9,8,0,1,0,3,92,0,0,0,0,13
"ADCY5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"MYLK-AS1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,14,0,1,0,0,0
"MYLK",0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,138,0,0,0,97,4,0,0,0,13
"CCDC14",1,2,2,2,0,0,7,30,2,0,0,0,0,0,13,4,1,2,1,2,220,0,0,0,2,6
"KALRN",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,1
"UMPS",3,1,3,5,0,0,0,25,3,2,1,0,6,0,19,11,3,2,0,2,262,1,1,1,0,6
"ITGB5",21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,0,0,0,0,175,1,0,0,0,21
"MUC13",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2417,0,0,2,0,0
"HEG1",0,0,0,1,0,0,0,26,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,1,57
"SLC12A8",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,77,0,0,0,0,2
"ZNF148",3,3,1,5,0,0,2,26,6,0,1,0,4,1,26,15,3,1,1,4,221,2,0,1,2,17
"SNX4",18,0,7,0,0,0,0,18,9,0,0,0,1,0,21,9,1,3,1,6,337,0,1,1,1,9
"OSBPL11",6,0,0,0,0,0,0,6,1,0,0,0,0,1,2,2,1,1,0,0,69,1,0,0,0,1
"RP11-379B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0
"RP11-666A20.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0
"ALG1L",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"SLC41A3",5,1,6,0,0,1,0,35,1,1,0,1,2,1,11,9,4,0,0,6,216,1,0,1,2,22
"ALDH1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0
"ZXDC",3,0,1,0,0,0,0,6,0,0,0,0,0,0,1,2,0,1,0,0,111,0,1,0,1,2
"CHST13",8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,0,0,0,0
"TXNRD3",4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,25,1,0,0,0,1
"CHCHD6",13,1,3,1,0,0,0,14,2,0,0,0,1,0,8,9,1,2,0,3,300,0,2,0,1,8
"PLXNA1",4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,31,0,1,0,0,1
"TPRA1",37,1,6,4,0,0,2,71,10,2,1,0,2,0,18,15,8,2,1,4,344,0,3,0,2,39
"MCM2",5,0,1,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,140,0,0,1,0,1
"PODXL2",0,0,1,0,0,0,0,1,1,0,1,0,0,0,5,1,0,0,0,1,343,0,3,0,0,2
"ABTB1",12,3,4,5,0,1,1,65,23,0,1,1,3,3,36,13,8,1,0,6,123,3,0,1,3,28
"MGLL",92,0,6,1,0,0,0,303,14,0,0,0,1,0,16,8,35,3,0,1,3445,7,3,1,0,367
"KBTBD12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"SEC61A1",25,1,3,3,0,2,1,60,6,0,0,0,3,0,29,19,1,5,5,5,847,1,6,0,1,13
"RUVBL1",10,2,4,3,0,0,2,33,16,1,0,0,3,0,28,18,3,2,1,3,470,0,3,0,3,47
