"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"HHLA3",6,1,2,0,0,0,11,1,0,0,5,1,1,0,0,0,0,57,0,1,4
"CTH",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,28,3,0,0
"ZRANB2",7,2,2,0,0,1,35,10,6,0,12,7,3,0,0,1,0,193,5,1,9
"NEGR1",1,0,0,0,0,0,81,0,0,0,0,1,8,0,0,0,0,1,0,0,2
"LRRIQ3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1
"FPGT",3,0,3,0,0,0,11,0,0,0,2,4,2,1,0,0,0,59,0,0,3
"CRYZ",9,0,0,0,0,0,26,3,3,0,2,9,1,0,5,0,0,40,0,0,3
"TYW3",7,0,4,2,0,0,15,4,1,0,6,4,1,0,1,1,0,86,2,0,4
"ACADM",9,0,6,0,0,0,21,3,4,2,12,14,2,5,1,2,0,324,3,1,7
"RABGGTB",20,2,8,1,1,1,24,5,1,3,9,15,0,0,2,2,1,222,7,2,4
"ST6GALNAC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4
"PIGK",12,1,7,2,0,0,34,2,1,0,4,4,1,0,3,1,1,64,2,4,11
"ZZZ3",2,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,1,18,1,0,1
"USP33",2,0,0,0,0,0,17,2,2,0,1,2,1,0,1,0,0,89,2,0,4
"FAM73A",1,0,1,0,0,0,4,1,0,1,1,1,1,0,0,0,0,73,0,0,1
"NEXN",0,0,0,0,0,0,48,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"FUBP1",9,8,5,0,0,0,24,8,0,1,10,4,1,0,1,4,2,169,2,1,2
"DNAJB4",6,2,9,1,0,4,16,1,7,4,9,6,1,0,2,3,0,37,3,0,15
"GIPC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,2
"PTGFR",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFI44L",2,0,0,0,0,0,11,0,0,0,5,0,0,0,1,0,0,0,0,0,11
"IFI44",4,0,1,0,0,1,22,0,0,0,9,3,0,2,0,0,0,2,0,0,8
"RP5-887A10.1",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"TTLL7",1,1,0,0,0,1,14,3,0,0,0,1,4,0,0,0,0,15,5,0,2
"PRKACB",1,0,1,1,0,1,6,10,1,1,4,15,0,1,0,1,2,105,1,1,0
"SAMD13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
"RPF1",5,6,5,0,0,0,38,7,2,4,5,13,2,0,4,1,1,191,4,0,4
"GNG5",147,4,73,3,3,2,140,30,8,2,40,43,10,1,14,8,4,2110,25,4,64
"CTBS",9,0,1,0,0,0,15,3,1,1,2,3,0,1,1,0,0,74,4,0,5
"SSX2IP",0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,18,1,0,0
"MCOLN2",2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,76,0,0,0
"MCOLN3",0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"SYDE2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"C1orf52",10,3,7,1,1,0,34,3,0,0,7,13,0,0,2,0,1,169,3,2,19
"BCL10",3,0,3,0,0,0,7,1,0,0,2,0,0,0,0,0,0,136,4,0,6
"RP11-131L23.1",1,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,32,3,0,1
"DDAH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0
"CYR61",0,0,0,0,0,64,126,0,0,0,0,0,4,0,0,0,0,32,0,0,6
"ZNHIT6",1,0,2,0,0,0,5,0,0,0,3,2,0,1,0,0,0,24,2,0,0
"COL24A1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ODF2L",2,4,2,1,1,0,61,14,0,3,33,30,2,0,4,4,3,210,4,2,15
"CLCA1",2,0,0,0,0,0,3,3,0,0,1,3,0,0,0,0,0,1392,0,1,0
"CLCA4",1,1,0,0,0,0,1,2,0,0,6,2,1,0,0,0,0,977,0,1,1
"RP4-612B15.3",0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"SH3GLB1",21,4,21,1,0,3,33,17,0,1,14,11,4,5,2,6,1,438,18,6,14
"SEP15",52,9,33,6,2,1,138,25,4,9,65,57,8,5,5,7,4,845,22,6,38
"HS2ST1",1,0,3,0,0,0,10,1,0,0,0,1,0,0,0,0,0,31,0,0,0
"LMO4",15,0,13,0,0,2,60,4,26,2,11,7,2,0,0,1,0,148,22,0,15
"PKN2",5,0,2,0,0,5,17,8,0,0,0,2,1,0,1,0,0,90,1,0,1
"GTF2B",34,4,36,6,2,1,34,8,2,1,32,21,2,1,5,5,0,201,12,3,11
"CCBL2",4,5,3,1,0,0,15,3,0,1,6,1,2,1,0,0,0,68,1,1,2
"RBMXL1",4,1,1,0,0,1,14,3,1,3,5,6,2,0,0,1,0,70,4,0,5
"GBP3",3,0,1,0,0,0,22,2,0,0,2,9,1,0,0,0,0,84,3,1,2
"GBP1",12,4,3,0,1,2,26,14,2,1,12,13,13,0,5,0,2,24,0,2,20
"GBP2",9,3,5,4,1,4,118,19,4,0,21,22,5,0,9,0,1,111,1,13,27
"GBP4",9,4,10,2,0,2,35,4,0,0,8,5,1,1,0,0,0,18,1,0,13
"GBP5",2,2,0,0,0,0,5,0,0,0,6,5,0,0,0,0,2,0,0,4,1
"LRRC8B",1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,0,0,0
"LRRC8C",4,0,4,1,1,1,1,0,0,0,5,1,0,0,0,1,0,0,1,0,9
"RP5-943J3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"LRRC8D",1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,1,0,1
"ZNF326",6,0,5,0,0,0,15,0,3,0,1,3,0,0,0,0,1,228,0,1,6
"RP4-665J23.1",1,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"ZNF644",4,3,2,0,0,0,9,4,0,0,5,4,3,0,0,0,1,80,2,0,5
"CDC7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0
"TGFBR3",0,0,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,13,0,0,1
"BTBD8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"GLMN",1,0,0,0,0,0,6,3,0,0,7,6,0,0,0,1,2,31,0,0,1
"RPAP2",2,1,4,0,0,0,10,6,0,0,3,4,3,0,1,0,0,45,1,1,1
"GFI1",0,0,0,0,0,0,0,1,1,0,5,2,0,0,0,1,1,10,1,0,0
"EVI5",2,0,0,0,0,1,9,0,0,0,0,0,1,1,0,0,0,56,0,0,2
"RPL5",376,108,371,50,13,8,1208,236,96,107,688,519,43,64,186,46,42,16399,209,68,146
"FAM69A",2,0,0,0,0,0,7,0,0,0,3,0,2,0,0,1,0,26,1,1,1
"MTF2",6,4,10,2,0,0,20,5,0,2,15,9,3,1,0,1,0,143,3,3,7
"TMED5",15,0,12,4,1,4,39,1,2,0,12,8,0,0,0,0,0,191,12,0,3
"CCDC18",7,1,3,0,0,1,5,3,0,1,1,2,0,0,0,1,0,42,2,0,0
"DR1",9,4,6,3,1,1,9,8,0,1,12,14,1,2,0,2,0,104,0,5,7
"FNBP1L",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,67,0,0,1
"BCAR3",1,0,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,124,0,0,0
"RP5-1033H22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0
"DNTTIP2",15,7,14,2,0,0,19,6,2,1,16,15,0,0,0,1,0,114,1,2,6
"GCLM",6,4,0,2,0,0,29,4,0,0,2,6,0,1,2,0,2,151,1,0,1
"ARHGAP29",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,32
"ABCD3",1,0,2,0,0,1,3,1,0,0,2,3,1,0,0,0,0,119,0,0,3
"F3",2,0,0,0,0,1,81,0,0,0,0,0,1,0,0,0,0,19,0,0,0
"SLC44A3",0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,183,0,0,0
"CNN3",0,0,1,0,0,17,146,1,0,0,0,0,11,1,0,0,1,629,0,0,64
"RP4-639F20.1",0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"ALG14",9,0,1,1,0,1,13,0,0,0,0,3,0,0,0,1,0,264,5,0,5
"TMEM56",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,0,1,1
"RWDD3",1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,24,0,0,0
"DPYD",3,0,2,0,0,0,10,0,0,0,1,3,0,0,0,0,1,9,0,1,0
"SNX7",0,0,0,0,0,2,30,1,0,0,0,0,0,0,1,0,0,317,0,0,4
"AGL",1,0,2,1,1,0,12,0,0,0,2,1,0,0,0,0,0,51,0,1,1
"RP5-884G6.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"SLC35A3",1,1,2,0,0,0,5,3,0,0,2,2,2,0,3,0,0,344,1,2,2
"SASS6",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,23,0,1,2
"TRMT13",0,1,2,0,0,1,9,0,0,1,8,6,2,1,2,0,0,59,0,2,2
"DBT",2,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,75,1,0,0
"RTCA",22,1,9,0,1,1,25,10,4,2,6,11,1,0,3,1,0,204,4,0,3
"CDC14A",0,1,0,0,0,0,3,1,0,0,6,4,0,0,0,0,0,17,0,0,0
"VCAM1",1,0,0,0,0,0,148,0,0,0,0,1,2,0,0,0,0,1,0,0,2
"EXTL2",1,0,0,0,0,0,21,0,0,0,1,1,0,0,0,0,0,18,0,0,0
"RP4-549L20.3",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0
"SLC30A7",1,1,2,0,0,0,3,1,0,0,1,2,0,0,2,0,0,42,0,1,2
"DPH5",4,0,5,0,0,1,21,2,2,0,4,2,0,0,1,0,0,91,0,0,2
"RP11-421L21.3",0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,0,0,2
"RNPC3",1,1,1,0,0,1,11,0,0,0,1,3,0,0,0,0,0,47,1,1,2
"AMY2B",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"PRMT6",2,0,1,0,1,0,4,0,1,0,2,2,0,0,0,1,1,39,1,0,0
"VAV3",2,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,230,0,2,0
"SLC25A24",8,2,4,0,0,0,18,1,1,0,7,1,0,0,3,0,0,152,0,0,3
"RP11-483I13.5",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"FAM102B",2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"HENMT1",2,4,6,1,1,0,4,2,0,0,5,13,1,0,0,2,3,70,1,0,2
"PRPF38B",29,12,13,2,0,3,59,17,4,1,27,28,4,1,6,0,0,354,5,5,18
"STXBP3",4,2,5,0,0,2,20,5,2,0,22,5,0,0,1,0,0,79,0,0,1
"GPSM2",1,0,2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,115,0,0,0
"CLCC1",4,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,60,4,0,2
"WDR47",2,0,1,0,0,0,5,0,0,0,3,5,0,0,0,0,0,15,1,0,1
"TAF13",2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,35,2,0,1
"RP5-1065J22.8",2,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0,1
"TMEM167B",3,1,0,0,0,0,13,2,0,0,7,7,0,0,0,0,0,68,3,1,5
"SCARNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"KIAA1324",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,354,0,1,0
"SARS",30,7,13,3,0,0,89,7,1,4,20,20,6,2,7,0,3,675,14,4,20
"CELSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"PSRC1",0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,66,0,0,0
"SORT1",6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167,0,0,0
"PSMA5",75,9,39,1,3,4,63,29,20,5,44,40,5,4,6,5,5,1193,19,16,25
"ATXN7L2",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,1
"CYB561D1",1,0,0,0,1,0,5,1,0,0,7,3,0,0,2,1,0,55,0,0,0
"AMIGO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"GNAI3",14,6,15,3,4,1,31,5,1,0,23,27,3,1,2,1,0,231,2,2,10
"AMPD2",6,2,4,0,0,0,1,0,0,0,3,4,0,0,0,0,1,77,0,0,2
"GSTM4",19,0,6,0,0,0,25,5,3,0,1,5,0,0,1,1,1,480,1,0,5
"GSTM2",2,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,1,0,1
"GSTM5",1,0,0,0,0,0,53,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"GSTM3",6,1,5,0,0,2,126,0,1,0,1,2,8,0,0,0,0,302,0,1,4
"EPS8L3",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,884,0,0,0
"CSF1",0,0,0,1,1,0,113,0,15,0,3,0,1,0,1,0,0,0,0,1,2
"AHCYL1",6,0,4,0,0,0,29,2,0,0,0,7,0,0,0,0,1,258,3,0,5
"STRIP1",3,1,1,0,0,0,8,1,0,0,3,2,0,1,0,1,0,68,1,0,0
"RP4-773N10.4",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10,0,0,0
"KCNC4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,1
"RBM15",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,22,0,0,0
"RP5-1074L1.4",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"LAMTOR5",116,15,48,3,2,4,148,23,19,8,68,59,9,5,8,6,2,2017,13,11,35
"RP11-284N8.3",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"KCNA3",1,1,1,1,0,0,0,0,0,0,10,2,0,0,0,0,1,2,2,0,0
"CD53",102,22,48,5,0,0,2,41,2,15,92,74,0,13,12,8,6,5,20,8,0
"LRIF1",0,0,3,0,1,0,4,1,0,1,3,2,0,0,0,0,0,55,1,0,2
"DRAM2",51,2,29,1,0,2,62,5,3,2,14,9,5,3,1,9,0,223,8,1,12
"CEPT1",3,1,4,0,0,0,12,2,0,1,8,5,0,0,0,1,0,39,0,0,2
"RP5-1180E21.5",0,1,0,0,0,0,2,2,0,0,0,3,0,0,2,1,0,7,0,0,1
"DENND2D",5,8,2,6,5,0,3,17,1,0,19,36,0,1,6,4,4,152,0,5,1
"CHI3L2",0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,1,1,0,0,0
"OVGP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"WDR77",6,1,8,0,0,0,5,2,0,2,6,3,1,1,0,0,0,131,1,0,2
"ATP5F1",76,8,60,4,2,2,177,16,15,4,42,52,12,3,13,6,2,3842,21,5,23
"C1orf162",92,0,43,0,0,0,1,0,4,0,4,6,0,6,2,7,0,8,0,0,0
"ADORA3",152,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"RAP1A",77,5,53,6,3,1,44,18,7,4,40,40,4,1,7,1,1,371,11,6,21
"FAM212B",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"DDX20",2,1,0,1,0,0,3,3,0,0,1,3,0,0,2,0,0,36,0,0,0
"CTTNBP2NL",3,0,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,89,0,1,0
"WNT2B",1,0,0,0,0,0,48,0,0,1,0,0,10,0,0,0,0,13,0,0,0
"ST7L",1,1,0,0,0,2,7,0,0,0,2,2,0,0,0,0,1,99,3,0,3
"CAPZA1",7,1,2,0,0,1,11,4,2,2,5,9,0,1,1,0,2,84,0,0,2
"MOV10",1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,155,0,1,2
"RP11-426L16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"RHOC",16,7,24,9,3,11,280,75,2,1,64,68,22,0,1,14,5,2117,2,14,84
"RP3-522D1.1",18,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"SLC16A1",3,0,1,0,0,0,3,2,0,0,1,1,0,0,0,0,0,167,2,0,2
"LRIG2",0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,66,0,0,1
"MAGI3",1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,2,0,0
"PHTF1",1,1,3,1,1,0,7,3,0,0,3,5,1,0,1,2,2,19,2,1,3
"RSBN1",6,0,1,0,2,2,15,2,2,0,7,8,0,0,0,1,0,195,1,0,6
"PTPN22",3,5,2,2,2,0,0,21,1,0,11,24,0,1,2,2,0,2,1,3,0
"AP4B1-AS1",0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"BCL2L15",2,4,1,0,0,0,7,2,0,0,4,3,1,1,2,0,0,362,2,1,1
"AP4B1",1,0,1,0,0,0,4,6,0,0,2,4,0,0,2,0,1,107,1,0,4
"DCLRE1B",2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0
"HIPK1",3,1,5,0,0,0,1,0,1,0,4,4,0,0,0,0,1,45,3,0,1
"OLFML3",10,0,2,0,0,2,141,0,0,0,0,0,7,0,0,0,0,0,1,0,3
"TRIM33",2,0,3,0,0,0,4,1,0,0,1,2,0,0,2,0,1,93,0,0,4
"BCAS2",34,6,31,8,3,2,40,12,3,6,51,38,5,4,2,3,3,321,16,8,15
"DENND2C",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"AMPD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"NRAS",5,0,2,0,0,0,6,2,1,0,1,7,0,2,2,2,1,79,3,3,1
"CSDE1",35,11,38,1,0,2,71,19,11,2,39,37,5,4,3,3,3,743,17,4,24
"SIKE1",9,0,1,2,1,0,8,2,0,1,9,7,1,0,0,1,0,137,5,0,3
"TSPAN2",3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,0
"VANGL1",2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,52,0,0,0
"MAB21L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ATP1A1",29,9,24,3,0,1,43,12,8,3,41,32,2,1,10,5,5,2964,9,3,6
"RP5-1086K13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"CD58",12,3,12,0,1,0,10,8,3,0,9,17,2,1,0,0,1,159,0,0,7
"IGSF3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"CD2",1,47,0,33,10,0,1,61,0,0,234,282,0,0,28,10,6,6,1,29,0
"PTGFRN",4,0,1,0,0,0,24,0,0,0,0,0,1,0,0,0,0,83,0,0,4
"CD101",3,2,2,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,1,0
"TTF2",1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,61,1,0,0
"TRIM45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"MAN1A2",6,2,0,1,1,0,21,2,0,0,0,1,1,0,0,1,0,72,1,3,5
"FAM46C",6,7,3,4,0,0,11,14,1,11,35,23,1,2,4,4,7,137,36,3,0
"GDAP2",1,0,4,0,0,0,1,0,0,0,1,1,0,0,0,8,0,26,0,0,1
"WDR3",2,2,1,0,0,0,6,0,0,0,1,3,0,0,0,2,0,30,2,0,0
"WARS2",4,0,1,0,2,1,11,0,2,0,0,1,0,0,0,0,1,131,1,1,1
"RP11-418J17.1",1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,12,0,0,0
"HSD3B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"PHGDH",1,0,0,0,0,1,13,0,2,0,0,1,4,0,0,0,0,69,8,0,0
"HMGCS2",1,1,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,4670,1,0,2
"REG4",1,5,0,0,0,0,0,1,0,0,6,83,0,0,0,0,9,80,0,0,0
"NOTCH2",0,0,3,0,0,0,14,2,1,0,1,1,1,0,0,0,0,49,0,0,0
"SEC22B",1,0,1,0,0,0,4,3,0,0,7,3,2,0,0,0,0,29,1,1,0
"RP11-403I13.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,0
