"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"CDA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,504,3,1,0,0,22
"PINK1",4,3,3,0,0,0,9,56,1,0,0,0,0,1,8,1,1,0,1,1,0,0,474,24,0,0,2,27
"PINK1-AS",0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,26,2,0,0,0,0
"DDOST",64,13,66,0,5,1,24,353,4,7,2,0,6,4,84,21,6,2,21,1,1,17,2626,462,4,9,11,35
"KIF17",4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"HP1BP3",5,7,22,1,1,4,6,165,1,2,0,0,1,7,64,11,3,1,11,2,1,9,887,28,0,11,3,15
"EIF4G3",1,0,2,0,1,0,0,22,2,1,0,2,1,0,5,0,0,0,0,1,1,1,294,4,0,1,0,1
"ECE1",0,1,0,0,0,0,11,80,2,0,0,0,0,2,9,1,1,0,3,0,0,0,371,8,0,1,1,30
"NBPF3",0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2
"ALPL",0,0,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0
"USP48",4,2,4,1,0,0,10,67,4,1,1,0,1,5,30,5,2,1,7,0,0,2,471,61,0,11,3,9
"HSPG2",0,0,0,0,0,0,33,85,0,0,0,0,2,0,1,0,0,0,0,0,0,0,152,1,0,0,0,69
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"RP1-224A6.3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"LINC00339",1,0,6,1,0,0,0,25,1,0,0,0,0,1,6,2,0,0,1,0,1,1,95,3,0,1,0,5
"CDC42",41,10,52,0,1,4,16,168,9,8,1,2,4,6,73,13,6,0,20,0,0,7,1416,49,2,9,6,28
"WNT4",0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"ZBTB40",1,1,0,0,0,0,2,7,0,0,0,0,0,0,4,0,0,0,1,0,0,0,129,1,0,2,1,3
"C1QA",2997,3,1320,0,1,0,3,41,0,4,0,0,0,3,22,2,1,2,5,0,2,3,9,18,21,0,3,4
"C1QC",2354,1,976,0,0,0,4,14,0,1,0,0,0,0,11,2,2,0,2,0,0,0,3,12,11,1,1,6
"C1QB",2381,2,745,0,3,0,0,14,0,2,0,0,0,0,15,2,1,0,4,0,0,1,5,16,16,0,0,3
"EPHB2",2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0
"KDM1A",2,0,5,0,0,0,0,30,2,0,0,0,0,1,6,0,0,0,2,0,0,0,592,7,0,3,0,5
"LUZP1",8,5,4,0,1,1,3,61,2,0,0,0,0,0,21,5,1,0,4,0,0,1,395,2,0,0,1,18
"HNRNPR",19,6,46,0,0,5,18,259,7,3,2,2,6,14,77,22,4,3,31,1,2,10,1584,51,1,30,25,47
"ZNF436",0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"TCEA3",0,0,2,0,0,0,2,42,3,1,0,0,0,0,4,0,0,0,6,1,0,0,3676,6,0,0,0,6
"ASAP3",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
"E2F2",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,0,1,0,0
"RP1-150O5.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ID3",86,1,55,5,0,0,331,3279,28,0,0,0,1,29,17,17,9,7,7,2,4,8,12170,243,4,40,1,596
"MDS2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,5,0,0,1,1
"RPL11",1003,522,2289,33,67,216,297,9920,381,318,53,61,228,1142,6719,1056,101,168,2211,79,110,609,108351,4318,146,602,522,1321
"TCEB3",0,0,2,0,1,1,2,46,1,1,0,0,1,1,20,2,5,2,2,0,0,1,226,12,0,0,1,6
"PITHD1",18,6,17,0,3,1,22,120,12,2,2,1,4,6,69,17,2,0,24,0,0,6,845,56,0,6,12,20
"LYPLA2",5,6,6,2,1,2,3,53,11,1,0,1,0,9,56,12,0,2,12,0,0,8,866,27,1,8,4,25
"GALE",5,0,3,0,0,0,1,11,2,2,0,0,0,0,9,3,0,0,3,0,0,2,1316,9,0,4,1,2
"HMGCL",3,1,8,1,0,0,8,111,2,1,1,0,4,2,8,4,2,0,3,0,2,1,1172,8,0,5,2,20
"FUCA1",661,1,62,0,0,1,10,72,6,0,1,0,0,1,16,3,2,0,6,0,0,2,1510,28,2,2,4,33
"CNR2",0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"PNRC2",1,0,4,0,0,0,2,20,1,0,0,0,0,2,9,1,1,0,2,1,0,1,123,4,0,3,1,5
"SRSF10",4,3,10,0,0,1,5,69,1,4,0,0,1,3,33,8,1,2,8,0,0,4,475,24,0,17,1,12
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"IL22RA1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
"IFNLR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,31,4,0,0,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"STPG1",0,1,1,0,0,0,1,9,0,2,0,0,0,0,2,1,0,0,2,0,0,0,108,4,0,1,0,4
"NIPAL3",2,4,3,0,0,1,2,17,1,0,0,0,0,1,14,4,0,0,4,0,2,3,326,6,0,3,4,13
"RCAN3",1,4,10,0,0,3,2,12,5,5,0,0,0,1,85,12,0,0,12,0,1,10,117,9,0,3,5,0
"RP4-594I10.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0
"SRRM1",28,7,56,1,0,2,16,277,10,2,2,1,3,10,76,22,6,2,22,0,3,7,1467,56,7,27,12,36
"CLIC4",9,0,2,0,1,0,52,70,0,0,0,0,3,5,0,1,6,3,2,0,0,0,29,77,0,25,0,54
"RUNX3",14,11,34,0,2,0,0,1,7,5,0,0,1,8,74,30,0,0,20,0,2,10,1,6,2,2,9,0
"SYF2",24,24,55,3,1,3,28,697,21,10,0,2,22,26,213,51,9,3,55,2,7,17,2428,150,6,43,23,110
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0
"TMEM50A",45,27,57,0,2,7,53,660,17,9,4,5,10,12,254,60,9,3,50,0,10,28,2054,148,8,14,17,109
"TMEM57",3,1,7,0,0,3,3,54,2,1,0,0,1,2,9,3,0,0,1,0,0,1,190,27,0,1,0,8
"LDLRAP1",1,0,2,0,0,0,2,17,0,0,0,0,0,0,26,8,0,0,14,0,0,6,323,21,0,0,0,4
"RP11-70P17.1",0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,7,0,0,0,2
"MAN1C1",2,0,1,0,0,0,0,47,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0,2,1,0,0,4
"RP1-187B23.1",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0
"SEPN1",3,0,2,0,0,0,1,47,0,0,0,1,0,0,3,1,1,0,0,0,0,0,185,3,2,0,0,19
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0
"MTFR1L",2,0,7,0,0,1,10,165,0,1,0,0,1,0,12,5,5,0,3,0,1,3,400,9,1,3,0,14
"AUNIP",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"PAQR7",0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"STMN1",211,5,247,0,7,1,85,351,10,1,0,3,30,5,37,15,6,0,10,1,0,6,7247,16,0,360,7,75
"PAFAH2",1,1,0,0,0,0,1,15,0,2,0,1,2,0,11,1,0,0,3,0,0,0,241,0,1,0,1,1
"SLC30A2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0
"PDIK1L",0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,70,7,0,0,0,1
"FAM110D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"ZNF593",23,3,27,0,0,1,6,119,3,2,0,2,3,3,30,9,1,0,17,0,1,6,1775,117,3,10,1,22
"CNKSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,4,0,0,0,0
"CEP85",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,3,0,2,0,0
"SH3BGRL3",326,257,832,24,30,70,34,849,213,89,24,15,96,95,2054,473,12,23,449,19,49,256,10802,301,63,96,159,217
"UBXN11",5,2,14,0,0,0,2,26,1,2,0,0,1,4,35,6,2,0,9,1,0,2,276,7,2,3,2,9
"CD52",17,221,103,24,25,85,7,7,170,86,17,9,7,287,2073,515,0,58,587,29,14,220,12,51,4,105,136,8
"AIM1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,34,0,0,0,0,0
"ZNF683",0,0,1,0,0,0,0,0,8,0,0,2,0,0,1,41,0,0,0,0,0,1,1,0,0,0,0,0
"DHDDS",5,1,4,0,0,0,3,27,0,0,0,0,1,0,6,3,1,0,3,0,2,1,327,17,0,1,0,5
"HMGN2",225,32,390,6,11,14,46,1681,38,18,5,2,16,48,340,76,22,12,96,4,9,46,16239,323,12,755,43,92
"RPS6KA1",8,0,15,0,1,2,0,3,14,1,0,0,1,5,27,7,0,2,5,0,2,3,774,5,0,6,3,1
"ARID1A",3,1,8,0,0,2,5,43,1,0,0,1,0,7,26,6,0,2,7,0,2,2,446,9,1,6,2,11
"PIGV",2,0,3,0,0,0,0,59,0,0,0,0,0,2,7,1,1,0,1,0,0,0,196,6,2,2,0,2
"ZDHHC18",1,0,4,1,0,0,0,4,0,0,0,0,0,0,4,1,0,0,4,0,1,1,127,6,0,0,0,2
"SFN",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3059,0,0,0,0,0
"GPN2",3,1,7,0,0,0,1,50,0,0,0,1,0,0,14,1,0,0,7,0,0,3,359,18,1,7,2,8
"GPATCH3",1,1,5,1,0,0,7,25,0,1,0,1,1,4,12,4,0,0,0,0,1,4,130,11,0,2,1,7
"NUDC",35,12,72,0,5,9,40,446,23,7,2,2,5,16,138,37,6,2,29,0,5,21,2817,128,3,45,17,74
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"SLC9A1",2,3,1,0,0,0,0,19,0,0,0,0,0,0,3,2,0,0,0,0,0,0,169,1,0,0,1,2
"WDTC1",0,0,1,0,0,0,1,18,0,0,0,0,0,2,6,0,0,0,1,0,0,0,213,8,0,0,0,5
"TMEM222",1,4,0,0,0,1,11,105,1,2,0,3,0,6,16,2,1,0,7,0,0,1,267,11,0,6,3,9
"SYTL1",0,3,2,0,1,2,0,0,1,0,1,4,0,3,61,12,0,1,21,2,3,8,61,107,0,2,4,0
"MAP3K6",1,0,0,0,0,0,1,15,3,1,0,0,0,0,1,1,0,0,0,0,0,0,57,4,0,2,0,2
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"WASF2",35,7,43,1,1,3,26,463,11,3,0,2,5,9,71,8,11,5,26,0,1,13,2116,43,3,13,8,82
"RP1-159A19.4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"AHDC1",0,0,0,0,0,0,2,33,0,0,0,0,0,0,4,1,1,0,0,0,0,0,74,0,0,1,0,4
"FGR",2,0,22,0,1,0,0,0,5,0,0,0,1,1,0,1,0,2,0,0,4,1,0,1,1,0,0,4
"IFI6",35,4,22,0,0,3,16,224,7,2,1,0,3,2,39,15,2,1,12,0,1,2,58,36,4,0,5,118
"FAM76A",0,0,2,0,0,0,2,10,0,1,0,0,0,0,1,1,1,0,0,0,0,0,55,2,0,0,0,2
"STX12",4,0,8,1,0,1,7,84,1,2,0,0,0,5,11,5,0,0,3,1,0,1,268,9,2,5,2,19
"PPP1R8",2,3,6,0,0,0,2,99,3,1,0,1,1,1,22,3,1,0,8,0,1,4,266,22,0,7,3,14
"THEMIS2",20,2,72,0,1,0,0,72,0,2,1,1,1,3,8,5,1,0,4,0,0,0,0,81,5,1,2,1
"RPA2",18,17,29,1,2,6,8,327,4,2,5,0,6,13,104,22,3,4,28,1,5,22,653,52,1,18,15,37
"SMPDL3B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,490,8,0,0,0,1
"XKR8",1,1,2,0,0,2,2,33,2,1,1,0,0,1,11,4,1,0,2,0,1,1,103,10,0,2,2,6
"EYA3",1,0,4,0,0,0,2,12,1,0,0,0,0,0,6,2,0,0,2,1,0,0,135,1,0,7,1,3
"PTAFR",10,0,27,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,5,1,7
"DNAJC8",41,14,75,2,2,9,23,467,17,13,0,1,8,9,158,45,7,3,46,3,6,16,1723,92,3,46,11,62
"ATPIF1",97,45,115,3,3,14,37,808,34,13,2,6,15,49,295,74,20,9,99,1,15,33,18241,305,1,143,57,114
"RP5-1092A3.4",0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,30,2,0,1,0,1
"SESN2",2,0,5,0,0,0,1,32,0,1,0,0,0,0,23,4,0,0,5,0,1,3,146,24,1,2,1,5
"MED18",0,0,2,0,0,0,0,17,2,0,0,0,0,1,3,1,0,0,1,0,0,1,118,3,0,4,0,4
"PHACTR4",3,1,11,0,0,0,6,43,0,3,0,0,0,0,9,1,1,2,2,0,0,0,526,5,1,2,0,12
"RCC1",5,1,4,0,0,0,2,17,1,0,0,0,0,0,5,4,0,0,1,0,0,0,413,3,0,4,0,1
"TRNAU1AP",12,5,6,2,0,3,7,84,2,3,1,1,1,2,29,8,3,2,4,0,0,5,374,20,0,12,1,9
"SNHG12",8,5,7,0,0,0,7,29,0,1,1,0,0,4,59,12,0,3,11,0,1,2,273,22,0,1,5,10
"TAF12",21,9,33,0,0,4,15,246,12,2,1,3,1,7,99,20,1,0,17,1,6,9,592,101,2,11,7,28
"RAB42",23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1
"RP11-442N24--B.1",0,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1
"GMEB1",2,1,0,0,0,1,1,33,5,1,0,0,1,0,22,5,0,0,6,0,0,1,213,3,0,2,1,9
"YTHDF2",13,7,26,0,3,5,13,217,10,4,0,1,5,8,80,12,3,1,22,1,3,14,1005,86,1,17,10,40
"EPB41",0,1,5,1,0,1,1,1,2,3,1,1,0,3,26,5,0,0,12,0,1,6,426,15,0,0,1,2
"TMEM200B",0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"SRSF4",11,4,30,1,0,2,14,190,8,3,0,0,3,7,76,10,2,0,15,1,3,13,1043,56,0,27,9,47
"MECR",0,3,7,0,0,0,10,55,2,0,0,1,0,0,15,3,2,1,2,0,0,2,666,13,0,2,0,12
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MATN1-AS1",0,1,2,1,0,0,0,1,0,1,0,0,0,1,5,0,0,1,1,0,0,0,22,4,0,0,1,1
"LAPTM5",251,43,220,3,2,10,1,6,36,33,7,3,23,79,427,85,2,16,105,2,4,39,11,22,9,108,48,4
"SDC3",2,1,2,0,0,0,8,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,2
"PUM1",7,3,11,0,0,0,6,56,0,0,0,1,1,3,14,1,2,2,8,0,0,1,489,6,0,1,1,5
"SNRNP40",13,13,35,2,2,5,25,268,11,2,0,2,3,8,95,22,2,4,27,1,2,12,1349,60,0,25,9,28
"ZCCHC17",9,3,11,0,0,1,10,145,1,4,0,0,2,3,33,4,2,1,8,0,2,4,627,28,0,5,5,14
"FABP3",21,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,0
"SERINC2",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3236,1,0,2,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"TINAGL1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,942,0,0,0,0,83
"PEF1",14,4,15,0,0,3,7,199,5,3,0,0,10,6,63,17,4,1,22,1,3,7,891,47,1,9,5,71
"COL16A1",0,0,0,0,0,0,12,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1
"PTP4A2",17,15,53,1,3,6,5,139,5,5,1,1,1,11,91,22,1,0,18,1,2,6,1112,63,1,27,3,22
"KHDRBS1",18,9,70,1,2,5,18,307,9,10,3,3,3,16,111,18,3,6,22,0,1,7,1938,74,2,39,7,45
"RP11-277A4.4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"TMEM39B",3,0,8,0,0,0,4,88,2,0,0,1,0,3,16,4,0,0,2,0,1,5,217,18,0,3,1,13
"KPNA6",2,2,5,1,2,0,4,43,1,0,1,0,0,1,8,6,0,0,3,0,0,1,440,6,1,2,0,11
"TXLNA",1,0,1,0,0,0,2,30,1,0,0,0,0,1,3,0,0,0,0,0,0,0,200,8,0,0,0,9
"CCDC28B",1,1,10,0,0,0,2,136,2,0,0,0,1,0,7,2,2,0,4,0,3,0,81,0,0,9,1,2
"IQCC",0,0,1,0,0,0,1,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,58,0,0,0,0,3
"TMEM234",2,0,2,0,1,1,3,63,1,1,0,0,0,3,10,3,0,0,4,1,0,0,235,7,0,3,0,3
"EIF3I",50,19,77,3,2,6,27,533,19,14,1,6,3,21,169,31,10,3,44,0,8,19,4463,152,5,48,14,116
"FAM167B",0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,1,0,184
"LCK",5,68,1,6,12,22,2,3,76,24,6,3,0,4,535,123,0,2,152,5,10,74,12,7,0,26,65,1
"HDAC1",10,4,18,0,1,6,1,147,8,0,0,1,0,13,66,15,0,3,18,0,3,9,1947,16,2,41,5,36
"MARCKSL1",26,14,68,1,3,3,22,257,4,2,1,1,3,33,87,17,2,9,24,0,0,7,7687,57,12,233,2,136
"FAM229A",0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87,4,0,0,0,2
"BSDC1",10,6,7,0,0,1,14,116,2,0,1,0,3,4,41,10,3,2,13,1,0,5,507,32,0,5,3,14
"ZBTB8B",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
"ZBTB8A",1,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,1,0,0,0,146,9,0,1,0,6
"ZBTB8OS",14,2,18,1,0,0,7,103,6,1,1,0,3,6,38,13,6,0,9,0,1,6,832,70,2,14,5,11
"RBBP4",13,6,21,2,0,3,11,190,5,6,0,1,4,12,75,18,0,1,16,0,5,7,821,94,1,46,11,23
"SYNC",0,1,1,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,4,0,0,0,0
"KIAA1522",0,0,0,0,0,0,0,8,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1135,0,0,0,0,1
"YARS",2,0,6,0,0,2,4,51,2,2,0,1,1,1,22,6,1,0,4,0,0,2,418,22,0,7,1,3
"S100PBP",2,1,4,0,0,0,4,32,0,0,0,0,1,3,8,2,0,0,3,0,0,1,117,11,0,5,1,5
"HPCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
"TMEM54",0,0,1,0,0,0,1,35,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9255,3,0,0,0,6
"RNF19B",4,2,5,1,0,0,4,6,0,0,0,0,0,0,17,0,0,0,2,0,1,1,191,2,1,0,1,3
"AK2",26,6,40,1,1,2,20,283,6,4,0,0,1,9,54,9,0,2,15,0,2,7,3614,86,2,50,4,74
"TRIM62",0,0,0,0,0,0,0,9,1,0,0,0,0,0,3,2,0,0,2,0,0,1,14,1,0,1,0,3
"ZNF362",4,0,1,0,0,0,2,16,2,1,0,0,0,1,2,1,1,0,0,0,0,0,63,4,1,1,0,3
"PHC2",5,0,8,0,0,0,1,49,0,0,0,0,0,0,4,2,1,0,1,0,1,0,320,2,0,0,0,15
"ZSCAN20",0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"CSMD2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"SMIM12",24,2,41,2,0,3,8,98,10,4,1,1,1,5,57,16,0,0,22,0,0,17,1334,36,0,5,5,30
"GJB3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"DLGAP3",1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0
"ZMYM6",2,1,3,0,2,0,1,32,0,1,0,0,1,0,17,3,2,0,3,0,0,2,104,18,0,2,1,4
"ZMYM1",0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,1,0,0,2,0,0,0,25,0,0,0,0,2
"SFPQ",20,8,45,0,1,4,16,197,3,3,1,0,2,15,69,21,4,0,20,0,0,10,2187,78,5,13,8,41
"ZMYM4",0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,103,3,1,1,1,3
"KIAA0319L",3,0,3,0,0,0,2,31,1,0,0,0,1,1,15,0,0,0,3,1,0,1,339,14,0,1,1,9
"NCDN",0,0,0,0,0,1,0,6,0,0,1,0,0,0,1,1,0,0,1,0,0,0,15,1,0,0,0,0
"RP4-728D4.2",0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,3,1,3,6,0,1,1,0
"TFAP2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0
"PSMB2",83,12,68,0,1,6,38,487,14,5,3,1,10,12,134,35,4,3,37,2,3,13,3115,199,3,55,10,93
"C1orf216",1,1,2,0,0,0,5,22,1,0,0,0,0,0,6,2,3,1,2,1,1,0,9,1,0,3,0,3
"CLSPN",3,0,17,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,255,1,0,13,0,0
"AGO4",1,0,4,0,0,0,0,8,0,1,0,0,0,0,7,0,0,0,0,0,0,0,38,1,0,0,0,0
"AGO1",4,0,0,0,0,0,0,14,1,0,0,0,0,1,3,1,1,0,3,0,0,0,120,1,0,0,0,1
"AGO3",1,1,4,0,0,0,5,61,0,3,0,0,0,8,12,5,0,0,11,1,0,2,147,12,0,3,1,6
"ADPRHL2",5,2,4,0,1,2,11,58,4,1,0,0,1,7,29,6,3,2,5,0,1,1,488,23,0,4,5,10
"COL8A2",3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC3",41,12,50,1,0,4,24,308,8,3,1,1,6,11,111,23,2,3,32,2,4,7,1467,138,1,13,8,52
"MAP7D1",3,2,10,1,0,1,2,77,3,1,0,0,0,2,57,4,4,0,18,0,0,1,261,27,1,4,8,12
"THRAP3",10,3,32,0,0,2,8,158,7,8,1,0,1,14,79,18,2,2,19,0,6,11,1119,38,0,36,3,27
"SH3D21",6,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,1
"EVA1B",4,0,7,0,0,0,1,104,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,1,0,0,16
"RP11-268J15.5",0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"STK40",4,2,7,0,0,0,2,20,3,1,0,1,0,1,13,3,0,0,4,0,0,1,261,15,1,9,0,4
"LSM10",30,7,33,1,2,3,19,163,7,5,1,1,8,14,92,22,3,4,24,1,2,15,791,145,6,49,5,28
"OSCP1",0,0,0,0,0,0,3,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,87,2,0,0,0,4
"MRPS15",35,4,35,1,1,2,13,196,5,1,0,3,1,4,88,11,9,0,20,0,1,9,2801,108,4,28,8,25
"CSF3R",2,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"GRIK3",0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZC3H12A",3,4,6,0,0,0,2,28,1,3,1,1,0,4,26,7,0,0,7,0,2,4,289,18,0,2,9,3
"MEAF6",24,19,35,3,8,7,16,286,11,5,3,3,8,17,140,38,1,3,52,0,6,29,900,78,1,16,17,65
"SNIP1",0,0,0,1,0,0,4,15,2,0,0,0,0,0,7,2,0,0,2,0,0,0,35,2,1,0,0,3
