"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Regulatory CD4 Tcells","Vascular ECs"
"TMEM110",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"SFMBT1",1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"RFT1",16,1,2,0,28,0,0,0,2,0,2,0,0,24,0,3
"PRKCD",13,0,1,0,9,0,0,0,1,0,2,2,0,51,0,0
"TKT",53,2,14,4,101,10,1,0,13,3,1,0,3,332,0,22
"DCP1A",3,0,1,2,12,0,2,0,2,1,1,4,3,25,0,6
"CACNA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"CHDH",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
"IL17RB",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"ACTR8",1,0,1,0,17,0,0,0,1,0,0,0,0,14,0,3
"SELK",89,10,69,3,380,31,21,8,70,29,13,31,6,347,6,99
"CCDC66",3,1,0,1,36,0,0,0,5,0,1,3,0,12,0,1
"FAM208A",3,0,0,0,9,0,0,0,1,0,1,0,0,12,0,1
"ARHGEF3",0,0,0,0,8,0,0,0,11,0,0,0,0,0,3,6
"APPL1",5,2,3,0,66,0,0,0,4,0,2,3,0,78,0,25
"PDE12",0,0,1,0,6,0,1,0,1,0,0,0,2,7,0,5
"ARF4",29,5,26,11,376,2,4,2,23,5,16,10,5,308,7,75
"DENND6A",1,0,1,1,8,0,0,0,0,0,0,1,0,9,0,0
"SLMAP",3,0,0,1,9,0,0,0,0,0,3,0,0,15,0,0
"FLNB",0,0,1,0,17,0,0,0,2,0,4,2,0,105,0,1
"DNASE1L3",529,0,216,0,3,0,0,0,4,0,0,0,0,0,0,13
"ABHD6",2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
"RPP14",4,1,3,0,24,1,0,1,9,0,0,1,0,36,4,8
"PXK",1,0,1,0,62,1,0,0,2,1,0,0,3,3,0,1
"PDHB",12,0,19,14,163,3,2,0,6,3,5,2,2,206,1,32
"KCTD6",2,1,2,1,25,0,0,0,5,0,1,0,0,13,1,7
"ACOX2",0,0,0,0,3,0,0,0,0,0,2,0,0,9,0,0
"FAM107A",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12
"FAM3D",1,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,4
"FHIT",1,0,7,0,32,0,0,0,0,0,0,0,0,35,0,6
"PTPRG",0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5
"C3orf14",5,0,0,3,15,0,0,0,1,0,1,0,0,20,0,4
"THOC7",8,0,12,1,132,2,2,3,8,5,1,8,0,200,3,26
"ATXN7",0,1,3,0,4,0,0,0,0,3,2,3,0,13,4,0
"PSMD6",12,1,5,5,119,3,7,1,18,3,2,6,2,133,1,55
"PRICKLE2",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,2
"MAGI1",0,0,0,0,3,0,0,0,0,0,0,0,0,31,0,14
"SLC25A26",8,0,2,2,85,2,2,0,4,0,6,0,0,71,2,15
"LRIG1",0,0,0,0,6,0,0,0,0,0,1,0,0,21,0,1
"SUCLG2",7,0,3,6,137,0,2,1,11,0,1,8,2,517,0,10
"EOGT",1,0,0,0,6,0,0,0,0,0,2,0,0,2,0,4
"TMF1",3,0,2,1,14,0,0,1,5,1,3,0,0,39,0,4
"UBA3",2,1,2,7,56,0,2,0,3,3,1,0,1,56,0,12
"ARL6IP5",41,21,29,27,313,21,16,12,81,15,20,29,4,157,11,56
"LMOD3",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"FRMD4B",19,0,7,0,0,0,1,0,2,0,1,1,0,4,0,9
"MITF",3,0,0,0,32,0,12,0,0,0,0,0,0,0,0,0
"FOXP1",195,21,74,16,623,21,19,23,143,38,18,38,5,1541,19,108
"EIF4E3",0,2,0,0,11,0,0,0,7,0,2,1,2,6,0,1
"RYBP",9,1,1,1,19,0,0,0,3,0,3,0,0,14,0,4
"SHQ1",0,0,0,0,5,0,0,0,2,0,0,0,0,14,0,1
"PPP4R2",5,0,4,3,40,2,1,5,6,3,0,2,1,58,0,16
"PDZRN3",0,0,0,2,34,0,0,0,0,0,5,0,0,6,0,1
"LINC00960",0,0,0,0,22,0,0,0,0,0,3,0,0,16,0,0
"ZNF717",0,1,0,0,8,1,0,0,0,0,0,0,0,7,0,3
"ROBO1",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"GBE1",0,0,0,1,28,0,2,0,6,0,3,1,0,15,0,1
"CADM2",0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,1
"CHMP2B",10,0,6,0,32,1,0,0,12,0,1,0,0,115,0,15
"CGGBP1",13,1,2,4,79,4,2,2,14,5,9,4,1,43,2,19
"ZNF654",1,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0
"C3orf38",7,1,1,2,43,6,3,4,9,4,1,0,0,22,2,7
"EPHA3",0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0
"PROS1",0,0,0,6,143,0,2,0,0,0,0,0,0,8,1,7
"ARL13B",3,0,0,3,33,0,0,0,1,0,0,0,0,9,0,9
"STX19",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"DHFRL1",0,0,0,0,4,0,0,0,0,0,0,1,0,9,0,1
"NSUN3",2,0,0,0,8,0,1,0,0,0,0,1,0,20,0,0
"MTRNR2L12",1,0,0,0,16,0,1,0,0,0,0,0,0,3,0,1
"CRYBG3",3,0,0,0,33,0,0,0,0,1,0,0,0,3,0,5
"MINA",4,0,2,2,79,0,0,0,0,0,0,0,2,18,0,9
"CLDND1",5,4,7,11,158,4,3,1,25,16,5,6,2,35,0,29
"CPOX",0,0,0,1,3,0,0,0,1,0,1,0,0,6,1,1
"ST3GAL6",22,0,10,5,2,0,0,0,0,0,0,0,0,0,0,3
"DCBLD2",0,0,0,0,10,0,0,0,1,0,0,0,0,11,0,0
"CMSS1",7,0,1,2,38,2,2,1,3,0,0,0,2,38,0,11
"FILIP1L",3,0,0,0,243,0,0,0,1,0,2,0,0,0,0,1
"TBC1D23",0,0,0,1,9,0,1,0,2,0,1,0,0,23,0,5
"NIT2",17,0,7,4,67,0,2,0,6,0,8,0,0,151,1,19
"TOMM70A",5,0,0,0,21,0,0,0,1,0,0,0,0,22,0,2
"LNP1",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"TMEM45A",2,0,0,4,130,0,0,0,0,0,4,0,0,1,0,8
"TFG",6,0,3,5,126,4,3,0,5,2,1,2,0,197,0,35
"ABI3BP",0,0,0,2,30,0,1,0,0,0,0,0,0,0,0,0
"SENP7",0,0,0,0,10,1,0,0,7,0,0,3,0,6,0,0
"TRMT10C",7,0,1,0,36,0,0,0,9,4,1,0,0,48,0,17
"PCNP",24,5,8,5,216,0,2,4,21,7,3,8,0,91,6,56
"ZBTB11",1,2,0,0,10,0,0,0,1,0,0,0,0,9,0,1
"ZBTB11-AS1",0,0,0,0,4,0,0,0,4,4,0,0,0,2,0,8
"RPL24",331,31,199,36,2562,44,54,44,336,61,82,97,13,4081,46,491
"CEP97",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
"NXPE3",0,1,3,1,4,0,1,0,0,0,0,3,0,0,0,0
"NFKBIZ",15,3,11,2,29,0,4,0,6,2,0,0,0,26,4,12
"ALCAM",1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0
"CBLB",0,1,0,0,5,1,0,0,5,2,0,0,1,12,0,4
"BBX",9,2,6,12,131,0,0,3,12,1,4,11,1,51,2,14
"CD47",33,3,15,10,159,0,1,9,40,18,1,9,3,171,3,33
"IFT57",0,0,0,7,94,0,0,0,3,2,7,0,0,97,0,13
"HHLA2",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"KIAA1524",4,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0
"DZIP3",0,0,0,0,18,1,1,0,5,0,0,1,0,7,0,2
"RETNLB",0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0
"TRAT1",4,1,0,0,0,1,0,0,35,16,0,3,2,0,0,0
"PVRL3",0,0,0,0,16,0,0,0,0,0,1,0,0,38,0,0
"CD96",0,7,0,0,0,10,0,0,20,7,0,8,2,1,3,0
"PLCXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ABHD10",2,0,1,0,20,0,0,0,1,0,0,2,0,13,0,1
"C3orf52",0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0
"GCSAM",6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CD200",0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,6
"BTLA",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"ATG3",49,0,17,5,82,0,0,0,8,3,1,1,2,178,0,42
"SLC35A5",3,0,3,1,25,2,0,0,0,1,0,1,0,8,0,6
"CCDC80",1,0,0,0,163,0,0,0,0,0,3,0,0,0,0,0
"CD200R1",3,2,1,0,1,0,1,0,3,3,0,4,0,0,0,0
"GTPBP8",5,0,0,1,37,2,0,0,9,2,2,7,0,34,0,1
"C3orf17",0,2,3,0,26,2,0,0,1,0,1,0,0,20,0,1
"BOC",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"SPICE1",0,0,0,0,1,0,0,0,0,0,1,1,0,9,0,0
"SIDT1",1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0
"SIDT1-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"NAA50",5,5,2,4,32,2,1,1,4,3,0,0,0,41,0,9
"ATP6V1A",3,0,3,0,8,0,0,0,0,0,0,0,0,13,0,7
"GRAMD1C",0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,6
"ZDHHC23",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"QTRTD1",3,2,0,0,8,0,0,0,0,0,0,0,0,21,1,2
"TIGIT",0,7,0,0,0,6,0,0,3,7,0,3,0,0,10,0
"RP11-553L6.5",0,0,0,0,8,0,0,0,0,0,2,0,0,20,0,5
"ZBTB20",0,0,0,3,57,0,3,1,1,1,2,0,2,20,0,17
"LSAMP",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"B4GALT4",0,0,0,1,20,0,0,0,4,0,0,0,1,41,0,2
"TMEM39A",0,0,4,1,34,0,1,0,1,1,0,0,1,14,0,0
"POGLUT1",0,0,1,0,17,2,0,0,1,0,0,0,0,10,0,6
"TIMMDC1",6,0,7,6,158,0,2,0,3,1,3,0,0,136,0,41
"ADPRH",3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"COX17",42,2,23,3,120,4,6,6,26,5,5,7,5,352,3,85
"NR1I2",0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0
"GSK3B",4,0,1,0,17,0,0,0,0,1,0,0,0,25,0,4
"LRRC58",2,0,1,0,20,0,1,1,1,0,0,1,0,18,0,1
"FSTL1",1,0,0,3,161,0,0,0,0,0,6,0,0,0,0,11
"NDUFB4",41,2,16,39,279,9,2,8,20,6,11,8,4,931,0,77
"HGD",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"RABL3",7,3,1,0,18,0,0,0,0,0,1,0,0,16,0,6
"GTF2E1",0,0,2,0,7,0,0,0,0,2,0,0,0,6,0,5
"HCLS1",35,10,24,0,2,7,0,1,16,5,0,13,0,0,2,6
"GOLGB1",2,0,3,1,27,0,0,0,5,0,2,1,0,59,0,8
"IQCB1",1,3,2,0,7,0,0,0,1,1,1,0,0,20,0,0
"EAF2",8,0,3,0,11,0,6,3,1,0,0,3,0,2,0,3
"SLC15A2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ILDR1",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"CD86",34,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1
"CCDC58",0,0,0,0,17,3,0,0,1,0,0,0,0,49,0,0
"FAM162A",36,1,14,9,152,5,4,2,12,4,10,8,0,1060,9,36
"WDR5B",0,0,0,0,15,0,0,0,0,0,2,0,0,1,0,5
"RP11-299J3.8",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"KPNA1",6,0,2,2,11,2,0,0,0,0,0,1,0,14,0,1
"PARP9",2,0,1,0,24,0,0,1,1,0,0,4,0,3,2,6
"DTX3L",1,0,0,0,10,0,0,0,0,0,0,0,0,15,0,3
"PARP14",6,0,0,2,25,0,0,0,1,0,1,1,0,7,0,6
"HSPBAP1",8,0,1,0,9,1,0,0,4,0,0,1,0,9,0,1
"DIRC2",4,0,0,0,5,0,0,0,0,0,0,0,0,7,0,1
"PDIA5",1,0,3,0,81,0,0,0,0,0,15,0,0,24,0,8
"SEC22A",0,1,3,0,23,0,0,0,0,0,0,0,0,13,0,3
"ADCY5",0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1
"MYLK-AS1",0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0
"MYLK",0,0,0,0,125,0,0,0,0,0,47,0,0,9,0,7
"CCDC14",1,1,3,2,19,0,1,0,5,0,0,0,1,34,0,4
"KALRN",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
"UMPS",3,0,1,0,23,0,0,1,6,0,2,0,0,52,0,5
"ITGB5",16,0,1,0,30,0,0,0,0,0,0,0,0,25,0,4
"MUC13",0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0
"HEG1",0,0,1,1,14,1,0,0,1,0,3,0,0,0,0,21
"SLC12A8",0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0
"ZNF148",9,2,2,2,19,0,1,0,3,2,0,1,0,19,1,10
"SNX4",7,0,25,2,37,1,0,0,8,2,0,2,0,47,0,7
"OSBPL11",3,0,5,1,3,0,0,0,0,0,0,0,0,5,0,6
"RP11-666A20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ALG1L",0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0
"SLC41A3",3,0,0,0,55,2,0,1,4,0,0,1,0,26,1,9
"ALDH1L1",0,0,0,0,1,0,0,0,0,0,0,0,0,49,0,0
"ZXDC",2,0,1,0,3,0,0,0,0,0,0,0,0,18,0,1
"CHST13",2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"TXNRD3",0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,1
"CHCHD6",5,0,3,3,24,0,0,1,3,1,1,0,0,42,0,4
"PLXNA1",0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
"TPRA1",4,0,1,4,86,2,0,0,3,1,2,0,0,43,0,27
"MCM2",3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"PODXL2",0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,1
"ABTB1",7,0,3,6,65,0,2,0,6,4,0,4,0,13,0,27
"MGLL",17,0,1,1,355,0,0,0,4,2,13,0,0,213,0,177
"SEC61A1",14,0,7,0,41,1,4,0,0,2,1,0,0,92,2,3
"RUVBL1",6,0,3,7,30,3,0,0,9,1,5,1,0,64,0,30
"EEFSEC",4,0,1,2,8,2,2,0,2,1,0,0,0,25,1,2
"GATA2",0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,20
"RPN1",35,2,12,3,95,4,5,1,11,1,12,2,0,227,0,25
"RAB7A",73,6,23,13,337,5,5,5,17,5,14,13,1,164,5,65
"ACAD9",10,0,0,1,15,0,0,0,0,0,0,0,0,26,0,9
"EFCC1",0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3
"ISY1",6,0,3,3,45,0,2,0,5,0,0,0,1,36,0,11
"CNBP",76,15,52,36,1158,8,27,16,116,21,40,52,3,524,11,197
"COPG1",8,0,0,3,19,2,0,0,2,0,1,3,0,70,0,5
"HMCES",3,2,0,0,40,0,1,0,9,2,0,1,0,88,5,5
"H1FX",6,0,4,7,95,0,1,0,8,5,1,6,0,100,0,17
"MBD4",18,0,1,2,46,0,2,4,14,0,3,6,0,40,3,15
"IFT122",2,0,0,0,8,0,0,0,0,0,0,0,0,23,0,3
"PLXND1",3,0,1,1,26,0,0,0,0,0,1,0,0,2,0,15
"TMCC1",0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
"TMCC1-AS1",7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1
"PIK3R4",0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,1
"ATP2C1",3,0,0,0,23,0,2,0,0,0,0,0,0,33,0,3
"ASTE1",0,0,0,0,7,0,0,0,3,0,0,0,1,18,0,5
"NUDT16",34,0,2,2,44,1,3,0,1,0,1,0,0,98,0,13
"MRPL3",21,2,8,5,163,15,0,2,2,1,3,9,0,220,1,11
"DNAJC13",5,0,1,0,5,0,1,0,0,0,0,0,0,23,0,1
"UBA5",5,0,1,2,41,0,2,0,4,1,0,0,0,38,0,3
"NPHP3",0,0,1,0,32,2,0,0,3,0,0,1,0,41,0,3
"BFSP2",0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0
"CDV3",23,0,2,0,21,2,1,1,6,2,0,0,0,67,0,10
"TOPBP1",4,0,0,0,8,0,0,0,0,0,0,0,0,17,3,3
"SRPRB",8,0,1,0,55,0,1,0,5,4,2,3,0,47,1,17
"RAB6B",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"SLCO2A1",0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,41
"RYK",1,0,3,0,6,0,0,1,0,0,0,0,0,12,0,3
"AMOTL2",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5
"ANAPC13",17,0,0,6,128,0,4,0,14,0,5,6,0,50,1,33
"CEP63",5,0,0,0,35,0,0,0,0,0,1,0,0,42,0,6
"PPP2R3A",1,0,0,0,5,0,0,0,0,0,0,0,0,39,0,0
"MSL2",0,1,0,0,3,0,0,0,0,0,2,0,0,10,0,1
"PCCB",0,0,1,0,18,0,1,0,0,1,1,1,0,85,0,5
"STAG1",2,1,0,1,19,0,0,0,6,0,15,1,0,15,2,5
"SLC35G2",2,0,0,2,5,0,0,0,1,0,0,0,0,2,0,19
"NCK1",9,0,5,5,56,2,0,0,10,7,0,3,0,39,2,37
"DBR1",2,0,0,0,9,0,0,0,2,0,0,2,0,6,0,1
"ARMC8",0,0,0,0,32,3,1,0,5,2,1,2,1,26,1,2
"MRAS",3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,3
"CEP70",0,0,0,1,6,0,0,0,0,0,0,0,0,39,0,1
"FAIM",0,2,1,4,19,2,8,0,3,0,1,0,0,37,0,6
"PIK3CB",1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
"MRPS22",11,1,4,7,61,1,1,0,8,3,2,1,3,152,1,12
"COPB2",8,0,0,1,55,3,0,0,4,0,2,3,1,80,0,6
"RP11-319G6.1",0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
"RBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"RBP1",38,1,0,15,982,0,0,0,0,0,15,0,0,2,0,14
"NMNAT3",4,0,2,1,42,0,0,0,1,0,2,0,0,10,0,2
"CLSTN2",0,0,0,0,11,1,0,0,0,0,0,0,0,2,0,0
"SLC25A36",4,0,0,1,59,0,0,3,1,0,1,0,1,35,0,4
"ZBTB38",1,0,0,1,19,8,1,0,1,3,0,1,0,36,2,6
"RASA2",5,0,0,0,8,0,1,0,2,0,1,1,0,3,0,3
"RNF7",58,2,20,8,320,2,9,1,23,3,12,5,1,507,3,66
"ATP1B3",31,2,23,3,120,4,2,0,17,10,6,3,0,384,2,61
"TFDP2",2,0,0,0,53,0,0,0,1,0,1,1,0,37,0,2
"GK5",0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0
"XRN1",1,0,2,0,22,0,0,0,7,1,0,1,1,8,0,2
"ATR",0,2,0,0,5,0,1,0,0,0,0,0,0,2,0,2
"PLS1",2,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0
"U2SURP",7,0,0,4,70,4,3,0,8,0,2,0,0,61,2,14
"RP11-91G21.1",0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0
"CHST2",0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,1
"SLC9A9",3,2,1,0,27,0,0,0,0,0,0,0,1,0,0,2
"C3orf58",1,1,2,0,6,0,0,0,0,0,0,0,0,3,0,1
"PLOD2",0,0,0,0,72,0,0,0,0,0,3,0,0,16,0,9
"PLSCR4",0,0,0,7,30,0,0,0,0,0,2,0,0,1,0,13
"PLSCR1",10,1,15,4,193,6,1,0,0,1,6,2,0,146,0,48
"AGTR1",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"CPA3",0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0
"GYG1",13,3,4,0,75,2,1,0,16,4,3,3,1,30,8,1
"HLTF",1,0,0,0,7,2,0,0,0,0,0,0,0,20,0,2
"HPS3",8,0,1,0,6,0,0,0,6,0,0,0,0,10,0,2
"CP",0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
"TM4SF18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
"TM4SF1",4,0,0,2,835,0,0,0,0,0,69,1,0,3,0,481
"WWTR1",1,0,1,0,29,0,0,0,0,0,3,0,0,0,0,26
"COMMD2",5,0,10,5,84,2,2,0,6,3,2,14,2,69,2,14
"ANKUB1",2,1,2,0,16,1,0,1,4,1,0,1,0,17,0,0
"RNF13",14,3,17,7,127,4,1,0,18,1,7,5,0,45,1,44
"PFN2",0,0,0,2,126,0,0,0,0,0,4,0,0,44,0,7
"TSC22D2",1,0,0,0,7,0,0,1,1,0,0,0,0,6,0,3
"SERP1",133,22,49,11,260,12,12,7,73,19,7,23,9,557,4,85
"EIF2A",11,0,5,3,96,0,4,0,6,6,4,5,0,120,1,27
"SELT",61,9,33,16,223,14,8,8,73,17,6,10,17,173,7,59
"SIAH2",5,2,2,0,21,2,1,1,10,4,0,2,0,24,0,8
"GPR171",0,6,0,0,0,1,0,0,12,3,0,0,0,0,0,1
"P2RY14",0,0,2,0,65,0,1,0,0,0,6,0,0,0,0,3
"P2RY13",3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBNL1",4,1,6,0,22,0,1,1,15,3,0,3,0,35,0,20
"MBNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"P2RY1",0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0
"RAP2B",9,1,0,0,7,0,0,0,0,0,0,0,0,5,0,2
"DHX36",2,1,7,3,83,2,0,2,2,3,7,3,0,55,1,23
"C3orf33",0,0,1,3,17,1,0,0,1,0,0,0,0,7,0,1
"SLC33A1",2,0,3,0,17,0,0,0,0,0,0,0,0,17,0,10
"GMPS",4,1,3,7,30,0,0,9,2,4,2,2,0,32,1,7
"SSR3",84,1,40,5,197,9,6,7,17,5,0,5,0,297,5,51
"TIPARP-AS1",0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,2
"TIPARP",9,0,3,0,7,2,3,0,7,1,0,4,1,3,0,1
"CCNL1",18,17,31,11,127,5,7,4,32,0,0,7,0,84,3,40
"PTX3",0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0
"RSRC1",12,0,1,1,43,0,2,1,7,2,4,0,0,42,0,3
"MLF1",0,0,0,4,36,0,0,0,1,1,3,1,0,20,0,4
"GFM1",3,0,6,0,19,3,0,0,10,0,0,0,0,26,0,4
"LXN",3,0,0,1,98,0,3,0,4,1,1,1,0,159,3,43
"RARRES1",3,0,0,0,58,0,5,0,0,0,0,0,0,122,0,1
"MFSD1",34,2,6,2,49,4,5,0,4,1,1,4,2,38,0,12
"IL12A",0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2
"IFT80",0,0,0,0,12,0,0,0,0,1,0,0,0,9,0,3
"SMC4",13,0,2,0,78,0,3,0,4,1,0,3,0,80,3,22
"KPNA4",10,0,6,1,14,1,0,0,2,0,0,0,0,21,0,3
"ARL14",0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
"RP11-16N11.2",0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
"B3GALNT1",6,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1
"NMD3",6,0,3,2,60,1,2,0,6,0,5,2,0,21,0,4
"SI",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"RP11-747D18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"PDCD10",8,1,8,7,76,2,1,0,12,1,3,8,0,90,0,16
"SERPINI1",0,1,1,0,14,0,1,1,6,0,0,2,0,0,0,32
"GOLIM4",1,0,0,0,21,0,0,0,0,0,0,0,0,50,0,2
"MECOM",0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,23
"MYNN",4,0,2,0,36,0,1,0,1,0,30,0,0,11,0,4
"LRRC34",1,0,0,1,4,0,0,3,1,0,0,0,1,0,0,5
"LRRC31",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SEC62",34,5,7,23,459,5,4,3,41,5,9,15,4,211,8,105
"GPR160",15,0,2,0,3,0,0,0,0,0,0,0,0,263,0,0
"PHC3",0,0,1,0,8,1,0,0,0,0,0,2,0,13,0,1
"PRKCI",1,0,0,2,4,0,0,1,3,0,1,0,0,23,0,0
"SKIL",2,0,11,3,8,0,1,0,0,0,0,0,0,4,0,3
"RPL22L1",17,1,13,1,93,3,1,8,21,4,1,11,2,134,0,17
"EIF5A2",7,0,0,2,19,0,0,0,2,0,0,0,0,0,0,3
"TNIK",0,0,0,0,13,0,2,0,1,2,0,3,0,15,3,1
"PLD1",2,0,0,0,5,0,1,0,0,0,2,0,0,11,0,0
"FNDC3B",5,0,1,0,32,0,0,0,3,0,1,0,0,18,0,2
"TNFSF10",4,1,10,4,284,5,14,2,5,0,2,0,0,129,0,153
"NCEH1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ECT2",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"NAALADL2",0,0,0,0,2,0,0,0,0,0,2,0,0,7,0,0
"TBL1XR1",3,0,0,0,11,2,0,0,4,1,0,0,0,30,0,3
"ZMAT3",0,0,0,1,17,0,0,0,2,0,2,0,0,5,3,1
"PIK3CA",1,0,0,0,5,0,3,0,1,0,0,0,0,0,0,4
"KCNMB3",0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,8
"ZNF639",0,0,0,0,11,0,0,0,0,0,0,3,0,12,0,6
"MFN1",1,0,0,0,12,1,0,0,0,0,0,0,0,17,0,5
"GNB4",2,0,1,0,31,0,0,0,0,0,1,0,0,0,0,4
"ACTL6A",22,2,0,5,90,1,6,0,5,0,0,2,0,114,0,11
"MRPL47",16,1,3,5,81,0,4,0,10,3,1,5,0,137,2,26
"NDUFB5",54,0,28,8,275,3,3,5,22,6,6,11,1,516,2,53
"TTC14",3,1,0,2,49,1,0,0,9,1,2,4,0,28,0,6
"FXR1",5,0,2,5,68,2,1,0,3,1,2,4,0,42,0,12
"DNAJC19",22,5,3,4,147,8,8,2,27,2,9,2,2,177,0,39
"ATP11B",0,3,0,0,7,0,0,0,3,0,1,2,0,9,0,5
"DCUN1D1",1,0,7,0,17,0,1,0,2,0,1,27,1,11,0,2
"MCCC1",3,0,0,3,18,0,1,0,0,0,0,0,0,71,0,3
"B3GNT5",3,0,2,0,0,0,2,0,0,0,0,0,0,9,0,1
"KLHL6",0,0,1,0,2,0,0,0,2,1,0,1,0,0,0,0
"KLHL24",4,0,3,0,17,0,0,0,6,0,0,0,0,15,0,7
