"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"NAA15",2,2,2,0,0,0,2,0,0,1,0,0,3,13,0,0,1,2,0,0,2,14,0,4,1,1,3
"RP11-83A24.2",1,1,0,0,2,2,13,1,1,0,0,0,7,31,4,2,1,16,1,1,2,13,1,13,1,5,1
"RAB33B",0,0,2,0,0,0,1,0,1,0,1,0,1,9,1,0,0,2,0,0,0,2,0,1,1,0,0
"SETD7",2,0,3,0,1,1,8,0,1,0,0,0,2,9,1,0,0,3,0,0,0,3,0,2,0,0,4
"MGST2",22,0,19,0,1,1,7,2,0,0,0,2,1,4,0,0,0,1,0,0,1,202,0,2,0,1,47
"MAML3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1
"SCOC",6,5,9,1,3,4,24,5,3,2,0,1,11,58,15,0,3,12,1,1,8,50,1,22,4,6,31
"CLGN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"ELMOD2",0,0,3,1,0,0,14,1,1,2,0,0,0,15,3,0,0,2,0,0,0,18,0,11,0,0,3
"TBC1D9",3,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,1,0,0,0,0,2,0,5,0,0,2
"RP11-102N12.3",0,0,1,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,4,0,0,3
"ZNF330",15,1,9,0,0,2,19,5,3,0,0,2,16,34,5,1,2,12,0,0,12,42,0,15,2,2,11
"IL15",5,1,2,0,1,1,17,1,1,1,0,0,6,15,4,0,1,0,0,1,3,10,0,16,0,0,14
"INPP4B",1,1,1,2,0,0,0,0,0,0,0,0,0,18,2,0,0,5,0,0,2,4,0,0,0,3,1
"USP38",0,1,0,1,0,1,4,0,1,1,1,0,1,10,1,0,0,4,0,0,0,13,0,4,2,0,3
"GAB1",0,0,3,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,8,0,0,3
"SMARCA5",5,3,1,0,1,0,21,7,0,0,1,3,4,29,12,0,0,6,3,0,2,41,1,14,0,6,7
"HHIP-AS1",0,0,0,0,0,0,24,0,0,0,0,2,0,0,1,19,0,0,0,0,0,0,0,1,0,0,0
"HHIP",0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,1
"ANAPC10",9,2,2,0,1,0,27,4,2,3,0,1,6,33,7,3,1,8,0,0,7,28,2,13,3,2,13
"ABCE1",0,1,2,2,0,1,15,1,1,0,2,0,8,28,6,1,1,4,1,0,1,27,0,12,1,3,8
"OTUD4",4,0,1,1,2,0,2,0,0,0,0,0,2,10,2,0,0,0,0,0,0,5,0,3,0,1,1
"SMAD1",0,0,0,0,0,1,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,10
"MMAA",1,0,2,0,0,1,3,0,0,0,0,0,4,9,4,1,0,2,0,0,1,21,0,3,0,1,0
"ZNF827",0,0,0,0,0,0,2,1,0,0,0,0,1,4,1,0,1,2,0,0,0,11,0,1,0,0,2
"LSM6",10,15,31,5,2,2,62,8,4,2,3,2,39,106,28,3,7,31,3,3,6,143,1,58,9,17,35
"SLC10A7",1,0,0,0,0,0,1,1,1,0,0,0,0,4,1,0,0,1,0,0,0,2,0,4,0,0,0
"TMEM184C",0,0,0,0,0,0,3,1,1,0,0,0,3,14,1,0,0,2,0,1,1,11,0,5,0,0,1
"ARHGAP10",7,0,4,0,0,0,9,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,5,1,1,2
"NR3C2",0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,17,0,0,0,0,2
"LRBA",0,1,0,0,1,0,7,2,0,0,1,0,7,26,11,1,5,6,1,0,3,36,1,3,3,3,3
"MAB21L2",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RPS3A",343,193,697,93,145,34,2040,348,250,81,98,96,1778,5758,971,68,167,1776,201,83,420,7178,20,1669,219,486,546
"SH3D19",0,0,0,0,0,1,15,2,0,0,0,0,0,1,0,0,0,1,0,0,0,35,0,3,0,0,0
"RP11-372K14.2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-164P12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"RP11-18H21.1",0,5,0,1,2,0,0,2,3,0,0,0,0,59,10,0,0,27,2,0,6,0,0,0,1,7,0
"FBXW7",1,0,2,0,1,0,6,0,3,0,0,0,4,2,1,0,0,2,0,0,2,3,0,19,0,4,2
"TMEM154",0,0,4,0,0,0,1,0,0,0,0,3,25,14,3,0,2,9,1,0,3,4,0,18,3,3,0
"RP11-768B22.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ARFIP1",0,0,1,0,0,1,6,1,1,0,0,3,5,12,4,0,0,1,0,1,1,47,2,7,0,2,12
"FHDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"TRIM2",0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,68,0,1,0,0,3
"MND1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,1
"KIAA0922",0,1,4,0,0,0,0,1,0,0,0,0,7,11,2,0,0,2,0,1,1,8,0,1,0,4,2
"TLR2",4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLRG1",3,0,3,0,2,1,45,5,3,0,1,4,16,48,6,0,1,10,2,0,1,46,0,18,3,10,8
"MAP9",0,0,0,1,0,2,10,0,5,0,2,0,2,8,3,0,1,1,1,0,0,0,0,2,0,0,1
"GUCY1A3",4,0,6,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3
"TDO2",0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CTSO",1,3,2,0,0,1,24,1,0,0,0,1,8,17,7,1,1,3,2,1,1,5,0,5,1,1,14
"FAM198B",4,0,1,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32
"RP11-597D13.9",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"TMEM144",3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0
"C4orf46",2,0,2,0,1,0,6,0,0,0,0,0,3,9,3,0,0,1,1,0,1,4,0,12,1,0,1
"ETFDH",0,1,0,0,2,3,10,1,0,1,2,1,4,16,4,0,0,2,2,0,1,53,0,15,1,4,3
"PPID",12,5,3,5,3,1,24,2,1,2,1,4,5,57,13,0,3,9,2,0,3,49,0,6,5,9,10
"FNIP2",3,0,2,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,0,1,0,0,1
"RAPGEF2",1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4
"NAF1",5,0,4,0,0,1,9,4,1,1,2,0,6,25,10,0,1,6,1,0,1,19,0,23,3,7,6
"NPY1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15,0,0,0,0,0
"TMA16",10,1,7,0,0,2,39,1,1,0,1,1,12,28,5,3,5,3,1,3,1,77,0,28,4,5,12
"MARCH1",9,0,17,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"TRIM61",0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0
"TMEM192",2,1,1,0,0,0,14,2,1,2,0,1,7,13,2,0,1,1,0,0,1,18,1,8,0,3,3
"KLHL2",2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2
"MSMO1",0,0,0,0,0,2,9,0,0,0,0,1,2,13,3,0,2,5,0,0,0,21,1,6,1,1,5
"CPE",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,159
"DDX60",2,1,0,0,1,0,7,1,0,2,0,0,0,8,4,0,0,3,0,0,1,12,0,0,1,2,6
"DDX60L",1,1,0,0,0,0,4,0,1,1,0,0,1,15,0,0,0,3,0,0,0,5,0,0,1,2,9
"PALLD",4,0,3,0,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,1,0,0,0,0
"CBR4",0,0,2,0,2,0,9,1,0,0,0,0,5,11,2,0,1,2,0,0,1,62,1,2,1,1,4
"SH3RF1",3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1
"NEK1",1,0,1,0,0,0,6,1,0,0,0,0,2,6,3,0,0,1,0,0,0,9,0,5,0,2,1
"CLCN3",3,0,1,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0,1,1,23,0,0,0,0,3
"C4orf27",7,8,3,0,3,3,39,0,1,1,0,2,9,43,5,0,2,9,0,1,8,49,1,18,11,5,17
"AADAT",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"GALNT7",0,0,1,0,0,0,1,0,0,1,0,0,5,6,0,0,0,1,0,0,3,20,0,2,0,1,0
"HMGB2",84,20,70,4,6,7,84,19,10,5,2,4,38,228,58,2,7,66,1,6,22,694,4,74,235,34,51
"RP11-798M19.6",0,0,0,0,0,3,10,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,2,0,0,4
"SAP30",8,0,3,0,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,3,1,1,0
"FBXO8",4,0,2,0,0,7,19,0,1,0,0,0,8,20,3,1,1,8,0,0,2,30,0,16,2,2,1
"CEP44",1,0,0,0,0,0,5,0,1,0,0,0,1,7,1,0,0,2,0,0,0,7,1,2,1,1,5
"HPGD",0,0,0,0,0,1,18,3,0,1,0,86,0,8,1,0,0,3,1,0,1,126,0,2,8,2,0
"GLRA3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"GPM6A",4,0,2,0,0,0,10,1,1,0,0,0,5,4,3,0,2,0,0,0,1,34,0,8,0,1,7
"SPCS3",36,5,24,2,5,3,28,11,7,1,0,1,21,94,25,1,1,16,2,1,6,123,0,282,11,13,26
"AGA",9,2,1,2,0,5,36,4,2,0,1,1,10,73,6,1,3,12,0,0,6,41,0,48,2,5,8
"DCTD",6,3,12,1,2,1,44,7,1,4,0,0,14,57,11,1,2,13,0,3,7,44,0,25,2,8,16
"CDKN2AIP",1,2,1,1,2,0,12,3,2,2,1,1,7,35,10,0,0,12,0,1,4,16,0,16,1,6,11
"ING2",14,0,3,0,2,1,10,5,2,2,0,2,6,27,5,0,0,19,0,0,1,53,0,15,3,4,3
"RWDD4",7,8,4,0,0,1,18,6,3,0,1,1,8,28,6,0,2,5,0,3,2,61,3,19,5,4,9
"TRAPPC11",0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5,0,3,0,0,1
"STOX2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENPP6",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
"RP11-290F5.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
"RP11-290F5.1",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,46,0,1,0
"IRF2",10,4,10,4,3,1,28,19,5,3,2,1,20,82,15,1,3,19,0,1,7,38,1,33,6,13,13
"RP11-326I11.3",0,2,1,1,1,0,8,0,0,0,0,1,2,8,5,1,0,2,0,0,0,3,0,4,0,0,1
"RP11-326I11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CASP3",7,1,3,1,1,1,5,1,1,1,3,3,6,45,7,0,0,8,3,0,4,47,0,38,3,2,5
"PRIMPOL",1,0,0,0,0,0,14,0,0,1,0,1,4,8,3,0,0,2,1,0,2,3,0,4,0,6,7
"ACSL1",1,0,2,0,1,0,0,0,1,0,0,0,3,4,1,0,0,0,0,1,1,5,0,1,0,2,0
"SLC25A4",3,0,1,0,0,7,1,1,0,0,0,0,13,21,3,0,3,8,0,1,4,216,2,78,3,5,49
"SNX25",0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,5,0,1,0,1,5
"LRP2BP",1,1,1,0,1,0,3,0,0,0,3,0,1,4,0,0,0,1,0,0,0,1,0,4,0,0,0
"ANKRD37",22,3,12,2,4,4,20,8,3,1,3,0,26,106,21,0,6,13,1,7,4,32,0,337,3,15,11
"UFSP2",4,0,2,0,0,1,29,3,3,0,1,1,10,36,5,1,2,8,3,0,2,34,2,19,0,2,12
"C4orf47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"CCDC110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"RP11-279O9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,15,0,0,0
"PDLIM3",0,0,0,1,0,2,46,0,0,0,0,0,1,1,0,31,0,0,0,0,0,3,1,5,0,1,9
"SORBS2",0,0,0,0,0,18,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,1,5,0,0,89
"RP11-301L8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"TLR3",0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
"FAM149A",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
"CYP4V2",1,0,0,0,0,2,4,0,1,0,0,0,1,9,1,0,0,1,1,0,1,10,0,3,1,1,2
"FAT1",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0
"FRG1",15,4,7,1,2,3,44,7,3,3,4,1,22,61,11,0,0,18,2,0,12,75,0,26,5,6,25
"CCDC127",4,2,3,0,1,2,25,0,1,0,0,2,5,23,1,1,3,8,0,0,1,31,0,9,1,7,9
"SDHA",17,5,13,2,1,4,57,8,7,2,0,0,17,58,11,1,1,16,0,1,4,361,1,41,8,18,16
"PDCD6",49,9,50,9,3,6,186,32,3,7,11,7,64,219,56,5,11,75,9,3,26,524,0,98,14,40,124
"AHRR",2,0,4,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXOC3",3,1,5,0,0,0,8,1,0,0,0,0,4,24,1,1,0,9,1,0,1,53,0,5,2,8,5
"CEP72",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"BRD9",2,1,0,0,1,0,13,2,0,0,0,0,4,21,4,2,0,8,0,0,2,19,0,8,2,2,6
"TRIP13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,0
"NKD2",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC12A7",5,0,1,0,2,0,15,0,0,0,0,0,0,8,2,0,0,3,0,0,0,26,0,0,0,0,8
"CLPTM1L",4,0,1,1,0,0,9,1,1,0,0,0,1,12,0,0,0,3,0,0,1,50,0,31,1,1,5
"LPCAT1",21,3,4,0,0,1,11,0,1,0,0,0,7,18,2,0,1,3,0,2,3,3,0,3,0,3,3
"MRPL36",15,2,10,1,1,3,79,8,3,0,2,3,14,79,17,2,4,25,3,2,12,217,0,83,13,14,36
"NDUFS6",59,7,39,2,5,10,136,12,5,1,5,5,23,105,33,2,4,36,3,2,9,958,0,104,27,22,53
"MED10",14,7,11,2,6,6,68,12,6,5,7,3,51,205,40,0,10,49,6,4,13,85,1,82,14,20,45
"UBE2QL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"NSUN2",1,0,2,0,1,1,9,2,1,0,0,1,9,21,4,0,1,3,0,0,1,32,0,4,0,1,6
"SRD5A1",2,0,3,0,0,0,6,1,0,0,0,0,1,6,0,0,0,0,0,0,0,23,0,2,1,2,2
"PAPD7",3,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,12,0,1,0,0,2
"MTRR",0,0,1,0,0,0,6,0,0,0,0,0,1,8,1,0,1,2,0,0,2,7,0,7,1,1,6
"FASTKD3",1,0,1,0,0,0,0,1,2,0,0,1,3,11,4,0,1,5,1,0,0,10,0,2,1,2,6
"MIR4458HG",3,1,1,0,0,2,8,0,0,0,0,0,1,7,0,0,1,3,0,0,1,49,0,0,0,0,1
"SEMA5A",0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27,2,0,0,0,0
"SNHG18",0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,3,0,0,0,0,0,115,0,0,0,0,0
"FAM173B",3,0,0,0,0,0,6,0,0,0,1,0,1,4,2,0,0,0,0,0,1,9,0,5,2,0,3
"CCT5",19,3,24,3,3,7,55,6,3,1,5,4,34,133,23,1,3,30,1,4,7,342,2,13,17,7,48
"CMBL",0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,2,1,2,0,0,1,383,0,0,0,0,3
"CTD-2256P15.2",0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,2
"MARCH6",4,2,2,5,0,4,12,2,0,1,1,0,7,23,8,0,2,8,2,0,3,28,0,21,0,2,10
"DAP",4,4,5,0,0,1,11,1,1,1,1,2,7,26,3,0,2,6,0,0,2,84,0,25,4,1,19
"TRIO",1,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,1,0,0,2
"FAM105A",26,5,36,0,3,0,132,5,0,1,1,2,0,50,14,4,0,10,1,2,0,60,0,1,1,9,2
"ANKH",14,1,4,2,0,1,3,0,0,0,0,0,2,33,4,0,0,9,1,2,1,76,0,6,0,4,6
"ZNF622",8,0,9,0,5,1,27,4,2,0,4,3,13,63,17,2,4,10,1,1,6,83,0,41,4,14,3
"FAM134B",0,1,0,2,1,1,0,1,1,0,2,0,2,37,4,0,0,8,0,0,2,35,0,3,0,7,0
"MYO10",0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,1,0,0,0,11
"BASP1",9,0,15,0,0,0,83,1,0,0,0,0,33,1,0,0,5,0,0,0,1,5,0,16,0,0,5
"CTD-2139B15.2",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C5orf17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"CTD-2118P12.1",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"DROSHA",2,1,4,1,0,0,2,1,1,0,0,1,1,3,0,0,0,1,0,0,1,30,0,3,0,0,2
"C5orf22",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0
"GOLPH3",0,1,2,0,1,3,14,3,2,0,0,1,4,35,2,0,1,9,3,2,5,23,0,21,2,3,5
"CTD-2186M15.3",2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,1,0,0,1
"MTMR12",1,0,2,0,0,0,3,0,0,0,0,0,2,3,1,0,0,1,0,1,1,7,0,5,0,0,2
"ZFR",2,0,0,2,1,0,14,0,1,1,2,3,4,23,1,0,0,9,0,0,5,21,0,6,2,5,7
"SUB1",58,19,66,11,13,3,117,37,17,2,7,7,82,318,70,3,12,69,7,11,25,313,1,430,37,39,47
"TARS",2,2,6,0,2,2,16,1,2,0,0,3,6,20,5,0,0,4,0,2,4,46,0,22,1,5,3
"ADAMTS12",2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMACR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
"C1QTNF3",0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
"RAI14",0,0,0,0,0,1,18,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,19
"CTD-2517O10.6",0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"RAD1",2,0,4,1,0,2,11,0,2,0,0,0,8,27,3,0,0,1,0,1,2,19,0,8,6,7,8
"BRIX1",6,2,7,1,1,1,37,3,1,0,0,0,15,67,14,0,2,14,1,2,6,52,1,23,5,11,16
"DNAJC21",2,0,1,0,1,1,6,2,4,0,0,1,2,8,2,0,0,2,0,0,0,23,0,4,4,1,4
"PRLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"SPEF2",0,0,0,0,0,0,2,1,1,0,1,0,0,11,3,0,0,0,0,0,3,4,1,1,1,0,0
"IL7R",2,6,3,6,11,0,0,15,16,16,17,0,0,592,59,0,0,88,4,0,30,0,0,7,1,14,0
"UGT3A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"LMBRD2",2,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,4,0,5,3,2,2
"SKP2",2,1,1,0,0,0,2,2,0,1,1,0,5,12,0,0,0,1,0,0,1,10,0,1,1,0,0
"NADK2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,2
"NIPBL",3,2,10,1,2,1,19,2,3,0,0,0,4,25,2,0,1,6,0,0,3,49,0,10,2,2,5
"C5orf42",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"NUP155",0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,2,0,2,0,0,0
"WDR70",4,0,2,2,0,2,6,0,0,0,0,1,3,7,2,1,0,0,1,0,0,15,0,2,1,0,6
"LIFR",0,0,0,0,0,0,11,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19
"OSMR",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"RICTOR",2,1,1,0,2,1,7,3,0,0,0,0,10,23,8,0,2,5,3,0,1,12,0,3,2,5,1
"FYB",18,18,11,6,11,0,3,9,16,9,0,0,0,462,65,0,0,125,8,3,20,3,0,7,10,53,1
"DAB2",57,0,7,0,0,0,65,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,1,0,0,34
"PTGER4",1,25,9,4,13,1,82,8,15,3,2,0,1,386,52,0,1,111,7,0,17,19,0,8,3,17,0
"TTC33",1,0,2,0,0,1,8,1,1,0,0,1,5,15,1,0,0,4,1,0,1,7,1,6,1,1,0
"PRKAA1",1,1,1,0,0,0,4,2,2,0,0,2,3,17,5,0,0,4,0,0,1,26,0,8,2,0,5
"RPL37",234,35,263,22,39,14,576,93,56,21,20,22,407,1187,205,15,56,405,41,17,89,2122,1,420,60,138,210
"C7",0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"OXCT1",1,0,0,1,0,0,2,3,1,0,0,0,3,18,5,0,0,5,1,0,1,27,0,3,5,5,2
"C5orf51",1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,1
"FBXO4",3,0,3,1,0,0,20,1,1,2,0,0,4,14,2,1,0,4,0,0,1,26,0,20,4,3,9
"CCDC152",0,0,0,0,0,0,1,1,1,0,0,0,9,9,2,1,0,3,0,0,1,1,0,3,1,2,0
"SEPP1",899,0,152,0,0,44,1095,5,0,0,0,0,2,18,3,10,1,2,1,0,3,32,9,8,0,3,153
"CTD-2035E11.3",1,0,3,0,1,0,13,0,0,0,0,3,1,15,5,0,0,4,0,0,1,0,0,12,1,0,4
"ANXA2R",2,7,3,3,2,0,6,4,4,2,0,2,7,78,16,1,0,24,2,0,7,0,0,3,2,10,21
"AC025171.1",0,0,0,0,0,0,5,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1
"CTD-2035E11.5",0,0,1,0,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"ZNF131",0,0,1,2,3,0,12,1,1,1,0,0,11,51,6,0,1,8,2,1,2,25,0,4,0,5,9
"HMGCS1",1,1,0,0,1,1,5,3,0,0,0,0,7,14,3,0,0,2,0,0,0,26,0,10,0,0,1
"CCL28",0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,0,3,0,0,0,35,1,1,0,0,0
"C5orf28",1,1,1,0,0,3,8,2,2,0,0,0,10,32,7,1,0,6,2,1,5,17,0,3,0,3,6
"C5orf34",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1
"PAIP1",5,1,4,2,2,3,47,6,1,2,3,2,12,51,7,0,2,10,0,0,6,72,1,26,0,2,32
"NNT-AS1",2,0,1,0,0,4,11,2,0,0,1,0,0,9,0,0,1,5,0,0,0,17,0,3,1,1,5
"NNT",1,1,0,0,0,0,9,0,0,0,1,2,5,7,3,0,1,4,0,0,3,21,0,4,0,2,4
"MRPS30",3,4,8,2,0,3,34,3,1,2,3,3,13,45,14,0,2,13,5,1,4,69,0,23,5,9,22
"EMB",3,9,4,2,1,0,1,2,3,0,1,0,10,68,7,0,1,15,2,1,6,0,0,32,4,6,0
"PARP8",1,2,2,1,1,0,1,2,3,1,1,0,5,31,8,0,0,4,0,0,3,0,0,10,1,4,0
"ITGA1",0,4,0,0,0,4,15,11,1,1,0,0,0,42,24,0,0,0,0,0,11,7,0,0,3,1,21
"PELO",2,0,3,2,2,1,26,10,3,3,0,0,5,46,20,0,1,17,1,0,5,21,1,8,2,4,37
"ITGA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"MOCS2",5,3,3,0,0,4,38,3,2,0,0,1,9,40,7,5,1,12,1,0,1,45,0,11,1,3,20
"CTD-2366F13.1",2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0
"FST",0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFS4",9,7,11,3,1,11,100,4,3,2,3,6,30,74,7,3,3,21,4,3,4,520,0,36,10,9,34
"ARL15",0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,1,0,1,15,0,1,0,1,6
