"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"OXER1",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0
"HAAO",2,0,10,0,0,0,618,0,0,0,0,1,0,4,0,0,0,143,0,0,2,0,0
"ZFP36L2",100,97,93,38,43,27,1157,87,28,8,108,905,496,15,114,129,98,3289,2,195,39,73,66
"AC010883.5",0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,19,0,3,1,0,0
"THADA",6,0,2,0,1,0,20,1,1,1,0,14,7,3,0,3,0,103,2,2,6,3,5
"PLEKHH2",0,0,1,0,0,0,89,0,0,0,0,0,0,4,0,0,0,3,1,0,2,1,1
"DYNC2LI1",1,0,0,0,0,0,53,0,1,1,0,5,0,2,0,0,0,164,1,5,1,0,1
"LRPPRC",1,0,6,1,0,1,30,0,0,0,0,7,2,2,1,3,1,524,0,5,9,1,10
"PPM1B",9,2,6,3,1,2,60,3,1,1,5,34,10,0,3,4,2,197,0,7,12,4,3
"SLC3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0
"PREPL",4,0,0,0,0,0,31,0,1,0,0,12,14,4,1,1,4,96,0,1,2,0,6
"CAMKMT",0,2,1,2,1,0,31,0,0,0,3,12,3,3,2,2,1,127,0,1,1,0,1
"SRBD1",5,3,0,1,0,0,34,0,0,0,1,8,8,1,1,0,0,40,0,2,0,0,3
"PRKCE",2,0,1,0,0,0,3,1,0,0,2,3,1,0,0,1,1,38,0,0,5,0,1
"EPAS1",15,1,1,0,0,3,102,0,0,1,0,3,2,2,0,0,0,187,5,0,0,0,80
"ATP6V1E2",0,0,2,0,0,0,4,1,0,0,0,6,1,1,0,0,0,8,0,0,0,3,0
"RHOQ",8,1,6,0,0,3,14,0,0,0,2,0,0,1,0,0,0,8,1,3,10,0,1
"PIGF",12,0,10,1,1,0,81,4,3,1,3,20,10,1,0,2,0,532,0,10,9,4,16
"CRIPT",14,4,15,1,1,1,91,2,3,0,8,20,23,2,5,4,3,365,0,11,21,2,15
"SOCS5",0,1,0,0,0,1,7,0,0,0,0,1,1,1,0,0,0,22,0,2,0,0,3
"MCFD2",22,0,6,1,0,1,74,4,0,0,4,13,6,4,1,3,1,183,1,17,17,1,4
"TTC7A",29,0,8,1,2,1,4,0,0,0,2,4,2,0,2,0,1,75,0,1,6,1,2
"CALM2",578,75,303,28,23,106,2130,55,23,36,173,575,293,101,64,103,60,9444,44,128,461,77,202
"AC073283.4",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,2
"BCYRN1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0
"EPCAM",1,0,0,0,0,0,9,5,0,0,0,4,6,1,3,1,3,29544,0,3,2,0,11
"MSH2",5,0,0,0,0,0,13,1,1,1,0,9,7,0,2,0,1,99,0,1,16,1,2
"KCNK12",1,0,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,2,0,15,9,0,0
"MSH6",7,0,0,0,0,0,22,0,0,1,0,3,4,1,0,3,0,101,0,4,30,1,2
"FBXO11",2,1,2,1,0,3,22,0,1,0,1,10,8,1,1,2,0,86,0,0,7,0,4
"FOXN2",8,0,8,0,0,0,15,0,1,0,2,18,9,0,3,3,0,35,0,6,1,0,5
"RP11-191L17.1",0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,2,7,0,0,1,0,0
"PPP1R21",13,1,3,1,0,1,17,0,1,1,3,4,2,1,1,2,1,103,0,2,5,1,2
"STON1",1,0,0,0,0,2,26,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,3
"LHCGR",2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0
"NRXN1",0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR75-ASB3",2,1,0,0,0,0,39,0,0,1,3,6,4,0,3,2,1,29,0,2,4,1,4
"CHAC2",5,1,0,0,0,0,4,0,2,0,0,5,4,0,0,0,0,110,0,4,14,1,1
"ERLEC1",13,5,9,1,2,3,225,6,4,1,7,44,12,7,5,9,7,421,1,69,8,3,26
"PSME4",9,1,2,0,0,0,12,3,1,0,1,7,3,0,0,1,0,103,0,2,3,1,3
"ACYP2",61,2,22,1,0,0,51,6,1,1,6,34,12,0,9,5,8,268,0,7,28,2,11
"RP11-477N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"SPTBN1",3,0,1,0,0,11,158,2,0,0,4,5,4,1,1,1,0,746,2,2,6,0,114
"EML6",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0
"RTN4",134,15,104,4,3,13,860,13,9,10,17,96,51,43,12,13,7,1771,3,26,32,11,116
"CLHC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"RPS27A",1498,577,1328,210,248,62,8575,675,372,227,1298,7584,2628,236,970,1367,566,50465,41,1344,1524,481,715
"MTIF2",3,0,6,0,0,0,35,2,1,0,3,4,8,2,1,2,0,351,0,6,12,2,3
"AC012358.8",1,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,7,0,1,0,0,1
"CCDC88A",35,1,35,1,0,0,66,0,0,0,0,0,0,8,0,0,0,0,0,2,13,0,6
"RP11-554J4.1",0,0,0,0,0,1,10,3,1,0,2,1,2,0,2,2,0,45,0,3,5,0,1
"PNPT1",9,1,4,0,0,0,27,1,1,0,3,10,3,3,1,3,1,137,0,2,6,1,3
"EFEMP1",0,0,0,0,0,0,544,0,0,0,0,1,0,22,0,0,0,0,12,1,2,0,8
"VRK2",9,1,9,1,0,0,30,2,0,2,4,12,10,0,3,1,0,91,1,2,23,3,10
"FANCL",5,2,4,2,0,0,48,1,0,0,0,3,3,0,2,0,2,187,0,1,21,1,9
"BCL11A",0,0,2,0,0,0,0,0,0,0,9,0,0,0,7,0,0,144,0,0,11,0,0
"PAPOLG",2,3,0,0,0,0,8,2,0,0,0,4,10,0,1,1,0,17,0,0,3,0,0
"REL",25,11,32,0,3,0,23,2,1,1,15,56,34,0,22,14,7,118,0,1,51,7,8
"PUS10",2,0,0,1,0,1,11,0,0,0,2,2,3,1,0,0,0,25,0,2,8,0,5
"PEX13",6,2,4,0,0,0,37,3,0,0,5,19,6,0,1,0,0,203,1,12,10,1,6
"KIAA1841",3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,81,0,0,1,0,1
"AHSA2",7,0,4,0,0,0,23,1,0,0,1,0,2,2,0,0,2,120,0,1,2,1,3
"USP34",5,1,5,0,0,1,20,3,2,0,3,15,10,2,3,3,0,185,0,8,15,0,4
"RP11-355B11.2",0,0,1,0,0,1,7,0,0,0,2,1,0,1,0,0,0,20,1,1,2,0,1
"XPO1",9,1,2,2,0,0,44,2,0,1,8,14,5,4,2,0,4,244,0,5,25,0,7
"FAM161A",1,0,0,0,0,0,22,0,0,0,2,0,1,2,0,1,0,18,0,1,1,0,5
"CCT4",94,8,48,3,9,4,366,26,13,6,34,139,51,5,24,18,10,1041,0,44,126,12,45
"COMMD1",75,15,31,2,0,5,235,9,4,2,6,72,42,17,8,7,4,922,4,20,26,8,28
"B3GNT2",7,4,0,4,0,0,16,3,1,1,2,13,9,3,1,2,0,71,0,1,9,8,8
"TMEM17",0,1,1,0,0,1,11,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0
"EHBP1",0,1,1,0,1,8,21,1,0,0,1,8,6,1,1,1,3,72,0,0,0,3,2
"AC009501.4",414,33,136,11,22,4,452,96,15,11,47,374,199,19,44,73,38,3813,4,67,110,32,83
"WDPCP",0,0,1,1,0,0,10,0,0,0,0,1,5,0,0,0,0,12,0,0,1,0,2
"MDH1",188,18,52,4,4,10,517,28,10,10,18,159,59,26,16,15,11,3280,2,29,120,13,21
"UGP2",22,8,30,4,5,2,267,21,2,4,12,99,43,10,12,23,12,1482,2,25,71,20,24
"VPS54",0,0,1,0,0,0,12,0,0,0,0,2,0,0,0,0,0,55,0,0,1,0,3
"PELI1",12,4,10,0,0,2,19,0,0,1,0,11,1,0,0,3,0,102,0,8,19,6,2
"AC074289.1",2,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,4,7,1,0
"LINC00309",2,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0
"LGALSL",0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,110,0,2,1,0,1
"RP11-568N6.1",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0
"AFTPH",6,2,3,0,0,1,12,3,0,1,4,6,1,0,3,1,1,206,1,6,11,4,2
"SERTAD2",5,1,3,2,0,1,12,1,0,1,0,8,3,1,1,0,0,97,0,0,3,0,1
"AC007386.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
"SLC1A4",23,1,5,0,0,0,7,0,0,1,1,3,1,0,0,0,0,44,1,21,10,2,1
"CEP68",11,0,7,1,0,2,46,2,2,0,2,13,3,0,0,1,0,133,0,2,4,3,16
"RAB1A",63,11,38,1,2,14,358,13,2,5,12,58,31,17,14,9,6,1317,2,61,31,6,53
"ACTR2",70,5,46,2,2,0,99,13,3,5,17,76,22,14,13,11,7,842,3,13,70,5,25
"SPRED2",3,0,1,0,0,0,24,0,0,0,0,2,1,0,0,0,0,77,0,0,12,0,0
"AC092669.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"MEIS1",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3
"ETAA1",2,0,2,0,0,0,19,0,0,0,0,2,0,0,0,0,0,30,0,0,2,0,5
"C1D",33,8,16,6,3,2,127,8,3,4,9,39,17,2,14,8,6,397,0,7,31,3,12
"WDR92",2,0,0,0,0,0,20,0,0,0,2,7,9,0,0,1,1,93,0,3,1,0,4
"PNO1",13,1,8,0,0,1,37,6,4,1,2,25,11,2,3,6,1,218,0,11,12,4,11
"PPP3R1",6,0,6,0,0,0,27,0,0,0,0,12,5,1,3,1,1,33,0,5,16,2,7
"RP11-474G23.3",2,1,0,0,0,0,5,1,0,0,0,1,0,1,0,0,1,15,0,0,0,0,1
"CNRIP1",19,0,5,0,0,1,257,0,0,4,0,0,0,8,0,0,0,0,1,0,1,0,23
"PLEK",57,2,99,0,1,0,9,2,0,2,14,2,5,0,5,0,1,0,0,11,44,0,0
"FBXO48",0,0,1,0,1,1,10,1,1,0,1,3,0,0,1,1,0,30,0,5,2,0,2
"APLF",4,0,0,0,0,0,10,0,0,1,0,2,0,0,0,1,0,12,0,0,2,0,0
"ARHGAP25",7,3,6,3,1,0,0,10,1,3,8,24,16,0,2,7,3,0,0,3,18,1,11
"ANTXR1",2,0,0,0,0,0,110,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
"GFPT1",6,0,3,0,0,1,26,0,0,1,0,12,6,1,1,2,0,550,0,8,0,0,3
"NFU1",30,3,9,3,1,6,181,10,3,5,9,34,26,5,4,2,5,579,3,16,24,7,21
"AAK1",1,3,0,0,0,0,8,1,1,1,0,12,7,0,0,4,1,24,0,1,1,2,1
"ANXA4",39,5,15,1,0,3,185,5,2,5,3,25,15,8,3,3,0,1484,2,0,11,5,19
"GMCL1",8,0,3,0,1,1,38,3,1,1,4,15,7,1,2,4,3,180,0,2,13,2,7
"SNRNP27",9,3,11,0,1,5,98,5,0,3,1,30,11,4,8,5,2,185,0,5,16,3,6
"MXD1",23,1,8,0,0,1,11,2,0,0,1,7,1,0,0,1,1,167,0,8,0,0,1
"PCBP1",187,26,135,11,11,7,457,46,9,13,43,332,140,25,46,41,26,1971,7,51,103,44,80
"AC016700.5",1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,13,0,0,1,1,0
"C2orf42",3,0,2,0,0,0,18,3,0,0,0,6,6,0,0,5,0,27,0,9,5,1,0
"TIA1",6,1,4,2,0,0,73,2,1,1,1,4,6,2,6,2,3,163,0,4,26,0,8
"PCYOX1",4,0,2,1,0,0,85,1,0,0,0,12,1,5,1,2,1,203,2,7,5,1,4
"SNRPG",113,16,43,1,4,4,341,20,16,15,38,201,97,14,31,34,14,2487,1,49,164,23,53
"FAM136A",30,4,10,2,1,4,85,9,1,1,6,20,10,5,3,2,6,633,1,25,27,2,6
"TGFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
"CLEC4F",5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD53",0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"TEX261",8,1,4,0,0,1,67,1,1,0,3,8,5,3,1,0,1,201,0,6,6,0,3
"NAGK",267,2,117,0,7,1,186,10,1,4,14,26,20,12,9,3,1,527,1,23,28,7,15
"RP11-467P9.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0
"MCEE",5,2,5,0,1,2,91,2,1,3,0,15,9,5,1,2,0,379,0,25,6,4,8
"MPHOSPH10",6,12,5,1,0,0,135,7,0,4,5,26,18,5,0,5,0,354,4,10,10,1,15
"PAIP2B",3,0,1,0,0,2,10,1,0,0,1,5,0,0,3,2,0,137,0,25,1,1,2
"ZNF638",9,5,4,2,1,2,67,8,1,0,3,24,12,0,0,3,3,178,0,9,8,0,12
"DYSF",5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28
"EXOC6B",1,0,0,1,0,0,18,0,0,1,0,1,3,1,0,0,0,43,0,0,0,0,1
"SPR",15,0,1,0,0,0,71,0,0,0,0,1,0,3,2,0,0,841,0,0,0,0,12
"SFXN5",8,0,5,1,1,3,16,1,0,0,1,1,4,0,3,1,1,123,0,6,3,0,3
"RAB11FIP5",0,0,0,0,0,0,11,0,0,0,2,1,0,0,0,0,0,34,0,1,0,0,2
"NOTO",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMYD5",2,0,0,0,0,0,14,0,0,0,1,1,4,0,3,1,0,76,0,1,2,0,4
"PRADC1",48,0,15,1,0,0,122,5,2,1,3,21,5,5,1,4,2,1100,1,23,8,0,18
"CCT7",41,5,28,3,3,10,358,12,7,6,11,85,42,15,15,17,19,1858,2,23,96,10,45
"FBXO41",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,14,0,0,2,0,0
"EGR4",0,0,3,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0
"ALMS1",2,0,0,0,0,1,7,0,0,0,0,2,1,1,0,0,1,51,1,2,2,0,4
"NAT8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"TPRKB",21,3,20,5,0,1,108,8,1,2,4,29,22,7,8,7,2,757,0,14,29,2,13
"DUSP11",16,7,7,4,3,4,96,7,1,1,13,62,42,2,10,7,6,283,2,21,20,6,13
"STAMBP",7,2,6,1,1,0,56,5,0,0,2,13,5,3,2,2,1,300,0,13,13,1,12
"ACTG2",1,0,0,0,0,0,62,0,0,0,0,0,0,356,0,0,0,0,0,0,2,0,0
"DGUOK",79,9,30,3,6,7,311,17,5,2,19,108,41,14,15,13,6,1582,3,24,81,12,25
"DGUOK-AS1",1,0,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,263,0,0,1,1,1
"TET3",2,0,2,0,0,0,1,0,0,0,1,2,2,0,0,0,0,52,0,0,1,0,0
"BOLA3",43,5,8,1,1,0,101,6,5,2,2,49,37,7,0,5,6,1657,1,5,25,2,14
"BOLA3-AS1",0,0,0,0,0,1,9,0,0,1,0,3,2,1,0,0,0,0,0,1,0,0,0
"MOB1A",100,7,73,1,3,1,98,9,6,2,26,55,29,7,15,9,11,484,1,18,102,7,14
"MTHFD2",40,5,30,4,3,2,39,5,1,0,10,61,27,1,4,8,4,172,2,96,72,6,4
"DCTN1",10,0,4,1,0,2,56,2,0,1,2,8,6,1,1,1,0,322,0,4,3,1,8
"C2orf81",2,0,1,0,0,0,42,0,0,0,0,1,0,0,0,0,0,7,1,2,0,0,1
"WDR54",13,2,12,4,5,2,154,8,3,4,6,56,12,9,3,5,5,45,0,25,17,2,23
"RTKN",6,0,0,0,0,2,28,0,0,0,0,0,1,1,0,0,0,288,1,0,0,0,3
"INO80B",2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,57,0,2,2,1,0
"WBP1",1,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,18,0,1,0,0,2
"MOGS",6,0,4,0,0,0,37,2,1,1,2,6,8,0,1,0,2,303,0,4,3,3,4
"MRPL53",9,2,6,0,0,1,50,1,2,0,7,12,5,0,3,1,2,221,1,12,9,1,4
"CCDC142",5,0,2,0,0,0,12,2,0,0,1,1,4,0,3,2,1,78,0,2,3,0,0
"TTC31",4,1,0,0,0,0,14,3,0,0,0,3,2,1,0,0,1,62,0,1,0,1,1
"LBX2",5,0,2,0,0,0,12,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1
"LBX2-AS1",2,0,2,0,0,0,25,0,0,0,0,1,1,0,0,0,0,40,0,0,0,0,0
"PCGF1",9,3,7,1,1,3,78,4,4,0,1,14,7,0,1,0,3,163,1,2,7,1,4
"DQX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0
"AUP1",96,7,42,4,7,12,242,5,5,6,23,98,42,6,11,7,8,1679,1,62,39,11,37
"HTRA2",17,2,2,1,1,5,130,5,0,3,10,15,17,4,3,3,1,328,0,24,14,3,12
"LOXL3",7,0,5,0,0,1,23,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
"DOK1",18,1,17,0,0,0,49,0,0,1,6,17,5,7,3,2,5,157,0,5,10,0,4
"SEMA4F",1,0,0,0,0,0,9,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0
"HK2",3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0
"POLE4",122,13,54,7,1,2,217,14,7,6,30,121,69,18,15,13,15,1650,1,15,56,10,31
"EVA1A",0,0,0,0,0,0,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MRPL19",20,1,14,0,0,2,102,1,4,4,4,25,9,5,0,5,2,551,0,1,24,0,13
"GCFC2",3,2,4,0,1,0,55,0,1,2,5,7,1,1,0,0,1,80,1,0,8,1,5
"RP11-342K6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"LRRTM1",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUCLG1",60,4,25,0,2,1,221,16,4,2,6,54,28,12,5,9,6,6125,3,30,38,8,31
"DNAH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"TRABD2A",2,0,0,0,0,0,0,0,0,0,0,9,3,0,1,3,1,2208,0,6,1,0,0
"TMSB10",4288,287,2201,95,99,130,5408,302,111,60,346,2550,1057,199,468,446,187,104899,26,643,550,284,1447
"KCMF1",14,1,3,0,0,0,28,1,0,0,2,11,8,1,2,3,0,260,0,11,5,1,3
"TCF7L1",0,0,0,0,0,0,40,2,0,0,0,0,0,3,0,0,0,19,0,1,0,0,4
"TGOLN2",65,5,19,1,1,2,101,4,0,2,9,28,14,3,2,4,5,896,0,10,29,5,38
"RETSAT",4,0,1,0,0,0,26,1,0,0,0,4,1,0,3,0,1,859,0,0,2,1,2
"ELMOD3",1,0,4,0,0,2,42,3,0,0,0,6,6,0,4,2,0,148,0,0,1,2,4
"CAPG",631,26,102,3,4,0,20,47,6,59,65,194,126,1,21,15,9,1432,0,12,9,4,2
"SH2D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"MAT2A",58,5,41,0,2,3,79,3,0,1,5,27,12,3,5,3,2,542,0,7,17,0,12
"GGCX",29,0,10,0,0,0,72,4,0,0,2,6,4,3,6,2,0,224,0,1,10,1,4
"VAMP8",1050,34,324,5,13,0,13,57,19,22,44,323,178,0,29,39,35,6094,0,72,101,33,38
"VAMP5",68,2,21,2,2,9,628,21,5,2,2,100,42,7,9,16,8,57,0,26,1,16,321
"RNF181",169,6,54,4,6,3,410,25,2,3,16,72,37,23,9,14,8,1972,0,95,54,12,58
"TMEM150A",29,1,10,0,0,0,50,1,0,0,3,4,1,0,1,4,0,125,0,1,1,2,19
"USP39",10,1,6,0,0,1,61,4,0,1,2,15,10,1,2,6,2,205,1,2,14,1,5
"C2orf68",7,0,1,0,0,0,27,2,0,0,2,7,4,2,2,2,0,171,0,5,6,0,2
"GNLY",1,2,1,0,0,0,1,240,0,0,0,13,163,0,0,0,39,4,0,0,0,0,0
"ATOH8",0,0,0,0,0,2,44,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,26
"ST3GAL5",7,1,4,0,0,1,23,3,1,0,5,5,4,0,1,1,0,0,0,3,1,1,0
"POLR1A",3,0,2,2,0,0,6,2,0,0,2,1,0,0,1,0,0,119,0,1,1,0,0
"PTCD3",6,3,9,0,0,0,44,1,0,2,4,26,10,0,2,0,2,417,2,4,18,0,1
"IMMT",21,0,16,1,2,1,87,2,1,2,0,26,19,5,1,5,1,826,1,7,23,2,15
"RP11-301O19.1",0,1,0,2,0,0,4,1,0,0,2,3,2,1,0,0,0,24,0,0,0,2,0
"MRPL35",19,0,7,0,0,1,28,3,0,1,3,7,2,2,0,3,3,623,1,3,18,5,6
"KDM3A",1,0,1,0,0,1,16,0,1,0,1,9,4,0,0,0,0,38,0,2,4,0,3
"CHMP3",52,3,18,2,2,3,243,3,2,1,7,27,12,2,8,11,2,1079,0,9,17,3,33
"RNF103",3,0,0,0,0,0,8,0,0,0,1,2,1,2,0,1,0,152,0,4,6,0,2
"RMND5A",9,0,4,0,0,0,18,3,0,0,1,4,2,1,3,2,2,189,0,3,6,0,4
"CD8A",0,20,2,31,0,0,1,26,1,0,0,6,323,0,0,1,13,0,0,0,1,0,0
"CD8B",1,1,2,35,0,1,11,7,0,0,0,3,321,0,0,0,7,20,0,4,0,2,0
"PLGLB1",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,1
"LINC00152",58,15,23,3,2,0,62,12,5,0,2,71,48,0,0,6,9,120,5,53,8,13,33
"RP11-1399P15.1",0,0,0,0,0,0,0,0,0,0,2,11,5,0,0,2,0,22,0,1,0,5,0
"KRCC1",20,5,18,2,1,2,127,9,2,0,10,17,15,3,9,5,4,722,1,8,25,2,21
"FABP1",7,1,1,1,0,0,2,28,0,1,0,3,31,0,12,1,9,88463,0,0,4,0,1
"THNSL2",0,0,0,0,0,1,44,0,0,0,0,0,0,1,0,0,0,57,0,0,0,0,0
"EIF2AK3",2,0,3,0,0,0,6,0,0,2,1,1,1,0,0,0,1,24,0,2,4,0,1
"AC062029.1",0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,17,0,1,6,1,1
"RPIA",18,5,17,2,2,1,78,6,1,2,6,48,22,1,7,8,7,740,0,2,37,4,14
"AC096579.13",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,0,0
"IGKC",199,17,97,8,6,6,474,11,9,10,205,190,87,13,153,325,12,204,2,40502,289,9,70
"IGKV1-12",2,0,0,0,0,0,2,0,0,0,0,1,4,0,1,0,0,0,0,6,2,0,1
"IGKV1-8",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"IGKV4-1",16,0,12,4,0,1,86,1,1,4,10,26,9,1,3,2,1,4,1,95,12,4,8
"IGKV5-2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGKV1-5",11,1,5,1,1,0,36,0,0,0,3,15,2,1,3,2,2,7,1,69,6,2,10
"IGKV1-6",1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1
"IGKV3-7",1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"IGKV1-9",1,0,1,0,0,0,3,0,0,0,0,4,0,0,2,0,0,2,0,4,0,1,0
"IGKV3-11",12,1,3,0,0,1,22,1,0,1,5,12,3,2,2,1,2,2,1,17,4,1,3
"IGKV3-15",5,3,4,0,0,0,11,0,2,1,1,4,1,0,2,2,1,2,1,12,4,0,0
"IGKV1-16",2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"IGKV1-17",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"IGKV3-20",16,0,10,1,2,1,51,0,1,0,3,19,9,0,7,3,2,7,0,31,10,3,5
"IGKV6-21",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"IGKV2-24",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0
"IGKV1-27",2,0,1,0,0,0,7,0,1,1,0,1,0,0,0,0,0,2,0,16,1,2,1
"IGKV2-28",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"IGKV2-30",3,0,3,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,0,5,0,0,0
"IGKV1-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"IGKV1-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"IGKV1D-39",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
"IGKV1D-33",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"IGKV2D-29",1,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,0,4,3,1,1
"IGKV2D-28",1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0
"IGKV3D-20",2,0,0,0,0,0,3,0,0,0,0,3,1,0,1,1,0,1,0,6,0,1,0
"IGKV3D-15",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"IGKV3D-11",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,5,0,0,0
"IGKV1D-13",1,1,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,20,0,0,1
"IGKV1D-43",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0
"IGKV1D-8",0,0,2,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,5,1,0,0
"MAL",0,1,0,0,0,26,0,0,4,0,0,38,8,0,0,11,0,0,0,2,0,5,0
"MRPS5",25,2,14,1,3,3,110,7,0,0,9,30,19,8,6,5,4,1219,0,9,24,2,16
"ZNF514",4,2,1,0,0,0,25,0,1,0,1,3,6,0,0,1,1,200,0,1,5,0,2
"ZNF2",0,0,0,0,0,0,14,1,0,0,0,1,2,2,0,0,0,11,0,0,1,0,1
"PROM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0
