"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"C3orf52",2,0,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,3,0,0,0,20,0,30,0,2,0,0,1
"GCSAM",14,3,0,0,0,0,0,1,0,0,1,0,0,25,12,3,0,22,55,2,0,0,0,1,66,4,180,1,2,2
"RP11-757F18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"CD200",3,0,0,0,0,0,3,4,3,0,0,0,0,12,5,0,7,32,37,0,0,0,13,0,24,0,3,1,13,7
"RP11-231E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"BTLA",8,1,1,0,1,1,0,1,1,3,1,0,0,75,9,8,2,38,60,0,0,1,1,0,216,0,9,1,14,0
"ATG3",420,12,106,1,0,5,8,156,1,2,0,2,1,156,67,29,13,48,186,7,5,3,100,4,768,42,128,12,21,24
"SLC35A5",53,4,6,0,1,1,5,36,0,0,0,0,0,34,15,4,4,13,24,0,1,0,22,1,154,4,9,2,5,4
"CCDC80",15,0,3,0,0,0,3,432,0,0,0,0,0,0,4,2,13,1,6,0,0,2,0,1,45,1,3,0,0,1
"RP11-572C15.5",0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"CD200R1",51,2,4,0,0,0,0,2,0,0,0,0,2,8,17,3,0,1,23,0,0,1,0,0,19,0,1,0,2,0
"RP11-484K9.4",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,18,0,0,0,1,0
"GTPBP8",36,4,8,0,1,0,0,48,0,2,1,0,0,53,28,12,0,8,105,2,3,5,32,1,213,3,31,5,7,6
"C3orf17",37,1,11,0,0,2,6,55,0,4,0,2,0,55,19,5,3,16,88,2,1,1,17,1,181,0,33,1,2,2
"BOC",4,0,0,0,0,0,1,54,0,0,1,0,0,3,2,0,8,1,1,0,0,0,0,0,24,1,0,0,0,0
"SPICE1",15,1,1,0,0,0,0,9,0,1,3,1,0,19,3,2,1,2,25,1,0,0,11,1,61,0,1,1,2,4
"SIDT1",18,1,6,0,0,0,0,3,0,0,0,0,0,164,4,2,0,35,34,2,1,0,4,0,55,2,4,0,1,0
"SIDT1-AS1",1,3,0,0,1,1,0,3,0,2,1,0,0,42,12,2,1,19,55,2,0,0,1,1,50,0,2,0,4,1
"NAA50",207,10,31,0,3,6,10,74,0,11,0,1,2,159,60,50,9,40,143,5,4,5,107,2,454,11,149,19,13,8
"ATP6V1A",367,3,11,0,0,0,2,36,0,2,0,0,0,29,14,10,9,11,31,0,1,0,37,0,178,12,21,2,0,10
"GRAMD1C",2,0,0,0,0,0,0,3,0,0,0,0,0,22,0,3,0,1,2,1,0,0,10,0,36,0,9,0,0,0
"ZDHHC23",9,0,1,0,0,0,0,1,0,0,0,0,0,14,2,0,0,3,0,0,0,0,10,0,22,1,1,0,1,0
"QTRTD1",27,1,8,0,0,1,1,13,0,2,0,0,0,28,9,5,2,7,28,2,3,1,17,0,43,1,11,0,1,2
"RP11-553L6.2",2,2,2,0,0,0,0,2,0,1,0,0,0,14,2,2,0,4,35,0,0,0,0,0,7,0,12,1,4,0
"ZNF80",0,2,0,0,1,0,0,1,1,0,0,0,0,1,4,6,0,0,8,1,0,0,0,0,5,0,1,1,1,0
"TIGIT",4,25,0,5,5,1,1,4,6,14,1,0,0,21,20,60,1,4,96,0,4,9,0,0,58,0,11,9,114,0
"RP11-553L6.5",22,0,2,0,0,0,10,49,0,1,0,0,0,33,10,6,2,4,28,0,1,0,16,1,64,0,8,0,1,11
"ZBTB20",44,8,5,2,1,2,24,154,0,1,1,2,0,197,47,25,10,38,172,7,2,2,25,1,315,2,54,1,8,38
"ZBTB20-AS2",1,1,0,0,0,0,0,7,0,0,0,0,0,3,2,0,1,1,10,1,0,0,2,0,10,0,3,0,0,0
"ZBTB20-AS4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,3,0,1,0,0,0
"LSAMP",4,0,2,0,0,0,2,49,0,1,0,0,0,6,0,0,1,0,0,0,0,0,1,0,39,0,11,0,0,0
"RP11-384F7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0
"IGSF11",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"B4GALT4",25,2,3,1,0,0,2,28,0,3,0,0,0,24,12,7,3,8,37,1,0,1,80,0,167,1,14,1,2,2
"ARHGAP31",32,0,8,0,0,0,3,9,0,0,0,0,0,7,3,2,1,0,8,0,1,0,2,0,22,1,0,0,2,13
"TMEM39A",50,2,5,1,0,0,4,42,0,1,1,0,0,16,9,5,4,6,25,0,0,1,13,0,403,1,9,1,1,1
"POGLUT1",74,1,9,0,1,1,0,52,0,2,1,0,0,32,22,14,5,10,62,1,0,0,30,0,129,4,6,0,5,7
"RP11-190C22.8",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,12,0,0,0,0,0
"TIMMDC1",103,7,27,1,2,3,10,183,2,4,1,1,0,77,33,18,16,26,115,4,2,1,88,1,382,8,54,4,11,24
"CD80",35,0,7,0,0,0,0,1,0,0,1,0,0,7,0,0,0,1,0,0,0,0,1,0,13,6,10,0,2,0
"RP11-190C22.9",14,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0
"ADPRH",60,0,11,0,0,0,0,9,0,0,0,0,0,22,2,1,1,4,4,0,0,1,0,1,36,2,5,0,2,3
"PLA1A",11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,5
"POPDC2",5,0,0,0,0,0,0,9,0,0,0,0,0,5,1,0,0,1,0,0,0,0,2,0,5,0,1,0,2,0
"COX17",903,34,108,8,9,11,24,230,3,30,4,1,7,542,283,123,18,163,586,17,17,18,278,2,2650,28,481,47,74,51
"MAATS1",2,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,15,0,0,0,0,3
"NR1I2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0
"GSK3B",55,6,6,0,0,1,5,30,1,3,0,0,0,42,24,10,3,10,57,2,4,0,21,0,117,3,19,6,5,3
"RP11-18H7.1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,6,0,0,0,0,0
"LRRC58",104,3,10,0,1,1,9,63,0,0,0,0,1,38,19,10,4,9,75,1,2,1,20,0,127,6,26,4,4,7
"FSTL1",22,0,1,0,0,0,34,435,0,0,0,0,0,6,4,0,38,2,11,0,0,0,1,4,59,0,5,0,1,29
"NDUFB4",746,43,132,6,3,11,37,594,4,28,2,3,4,475,264,121,73,147,720,32,14,18,711,13,3608,29,337,42,76,85
"HGD",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,17,0,3,1,0,0,0,0
"RABL3",34,1,2,0,0,1,0,12,0,3,0,0,1,32,16,6,4,5,31,3,1,1,32,1,136,3,14,3,7,6
"GTF2E1",18,1,2,0,0,0,0,15,0,0,1,0,1,16,7,3,2,6,17,0,1,0,6,0,150,1,8,2,3,1
"POLQ",5,0,3,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,0,0,0,4,0,9,0,13,0,0,0
"HCLS1",453,21,120,11,6,11,1,29,2,18,3,2,1,358,194,94,4,151,462,13,7,10,7,0,973,22,282,25,51,10
"GOLGB1",119,11,21,2,1,2,4,110,1,18,2,2,0,117,109,44,15,33,204,5,4,12,66,2,808,4,33,1,30,15
"IQCB1",52,11,5,1,1,2,1,35,0,0,2,0,0,64,28,11,5,28,62,3,0,1,22,2,468,1,52,3,4,5
"EAF2",135,3,18,0,1,0,4,30,0,3,0,1,0,168,28,12,3,79,77,0,2,4,10,2,3361,8,416,2,5,4
"SLC15A2",7,1,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,6,5,0,0,0,2,0,72,2,11,0,1,0
"ILDR1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,13,0,22,0,3,1,0,0
"CD86",247,1,66,0,0,0,1,8,0,0,0,0,0,91,7,1,0,22,14,0,0,0,1,0,135,18,37,0,1,2
"CSTA",489,2,117,0,0,1,1,23,0,1,1,0,0,15,10,5,0,6,22,0,1,0,1,0,119,45,14,0,2,3
"CCDC58",18,1,2,0,0,0,1,6,0,0,0,0,0,17,8,1,2,2,22,0,0,0,25,1,33,1,9,2,1,4
"FAM162A",267,18,50,1,1,7,14,173,2,8,2,2,2,194,90,49,19,63,312,13,1,10,790,3,853,7,52,8,21,20
"WDR5B",7,1,0,0,0,0,1,15,0,0,0,0,0,17,3,1,1,1,18,1,0,0,1,0,20,0,3,0,0,2
"RP11-299J3.8",3,0,2,0,1,0,0,5,0,0,0,0,0,15,8,0,0,5,14,0,0,0,2,0,24,1,8,0,0,2
"KPNA1",106,6,14,2,0,0,1,40,0,0,0,1,0,35,22,7,6,16,80,2,2,5,22,0,150,2,27,1,8,6
"PARP9",85,10,13,3,2,1,12,81,1,2,1,0,0,48,50,23,8,22,45,3,2,1,29,3,136,2,5,1,8,9
"DTX3L",133,2,10,0,0,1,6,50,0,1,0,1,1,30,20,10,7,13,36,1,2,0,33,0,94,5,10,0,2,6
"PARP15",4,1,0,0,0,0,0,1,0,0,0,0,0,45,4,1,0,15,13,0,0,0,0,0,26,0,6,0,1,0
"PARP14",309,13,32,1,1,1,22,144,0,6,0,1,1,145,57,36,8,63,88,5,4,3,34,2,486,22,26,3,15,25
"HSPBAP1",44,0,6,0,0,0,1,18,1,2,0,1,0,23,7,4,1,5,24,2,0,0,4,0,67,2,7,1,1,4
"DIRC2",63,0,0,0,0,0,2,16,0,0,0,1,0,16,3,1,1,1,10,0,0,1,7,0,42,2,2,0,2,3
"RP11-67L2.2",30,0,3,0,0,0,0,5,0,0,0,0,0,8,0,1,0,1,4,0,0,0,0,0,9,0,0,0,1,1
"PDIA5",27,2,3,0,0,0,1,125,0,1,0,1,0,6,5,5,38,0,9,1,0,0,27,1,339,2,5,0,2,5
"SEC22A",26,1,2,2,0,0,3,38,1,0,0,1,0,26,15,4,5,12,35,0,0,1,18,0,78,5,13,3,5,6
"ADCY5",2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0
"MYLK-AS1",1,0,0,0,0,0,0,4,0,0,0,0,0,10,2,2,0,2,9,1,0,0,3,0,14,0,11,0,0,1
"MYLK",21,0,6,1,0,0,3,260,0,3,0,0,0,9,2,4,218,2,8,1,0,1,7,5,74,1,2,0,2,23
"CCDC14",59,8,6,1,0,2,7,82,0,3,2,1,0,64,27,16,6,19,116,2,4,2,112,2,188,1,26,3,12,4
"KALRN",1,0,0,0,0,0,1,7,0,0,0,0,0,1,1,2,0,1,3,0,0,0,22,0,6,0,0,0,0,0
"UMPS",54,0,4,1,0,0,2,29,0,0,0,0,1,26,18,8,3,12,62,3,1,3,31,0,100,0,24,7,5,7
"ITGB5",184,0,6,0,0,0,1,48,0,0,0,0,0,4,2,4,3,2,2,0,0,2,9,2,43,2,1,0,1,13
"MUC13",5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,8,0,0,1,119,0,12,1,1,0,0,0
"HEG1",18,4,1,0,0,0,2,51,0,3,2,0,1,15,9,6,7,2,29,1,3,1,2,0,27,0,5,1,1,33
"SLC12A8",1,0,1,0,0,0,0,6,0,0,0,0,0,5,0,0,7,0,2,0,0,0,12,0,12,0,4,0,0,2
"ZNF148",88,6,16,1,1,3,4,99,0,4,1,2,0,109,47,21,12,39,164,9,4,2,44,1,252,6,39,2,14,17
"SNX4",91,2,9,0,1,0,5,50,1,2,1,0,0,37,16,13,5,13,51,2,1,0,82,0,125,3,20,1,5,7
"OSBPL11",85,0,8,0,0,0,1,11,0,2,0,1,1,34,9,6,2,11,25,2,0,0,16,0,53,6,9,0,0,5
"RP11-379B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-666A20.4",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0
"ALG1L",4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,10,0,21,0,1,0,0,0
"ROPN1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SLC41A3",22,8,4,2,2,2,3,63,1,2,0,0,0,30,14,5,11,7,44,1,1,0,24,4,95,0,24,1,5,14
"ALDH1L1",2,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,51,0,26,0,0,0,1,2
"ALDH1L1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"KLF15",6,0,1,0,0,0,1,9,0,0,0,0,0,4,9,3,0,0,3,0,0,0,1,0,55,1,6,0,0,0
"ZXDC",22,0,1,0,0,1,0,13,0,1,0,0,0,12,4,1,1,3,17,2,0,0,5,0,33,0,6,0,0,2
"CHST13",11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0
"TXNRD3",5,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,0,0,1
"CHCHD6",69,0,5,0,0,0,2,32,0,0,0,2,0,25,13,6,4,4,34,1,2,1,30,1,185,2,4,1,3,4
"PLXNA1",38,0,1,0,0,0,0,21,0,0,0,0,0,1,0,1,2,1,10,1,1,0,5,0,33,1,6,0,0,0
"TPRA1",171,3,19,0,0,1,6,86,0,1,1,2,0,31,26,13,12,5,56,1,1,2,21,1,303,8,13,1,7,16
"MCM2",36,0,4,0,0,0,0,6,0,1,0,0,0,5,2,1,1,4,5,1,0,0,4,0,21,1,33,1,4,2
"PODXL2",1,0,0,0,1,0,0,7,0,0,1,1,0,7,6,2,0,1,7,0,0,0,32,0,150,0,2,0,0,0
"ABTB1",47,4,7,0,0,2,6,69,0,2,0,0,0,63,23,11,9,11,113,5,3,1,11,0,171,2,17,6,11,12
"MGLL",249,1,13,0,0,1,1,452,1,2,0,2,0,26,22,6,49,6,31,3,3,4,329,3,353,6,10,3,2,129
"KBTBD12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0
"SEC61A1",275,5,26,1,2,2,5,117,1,7,0,2,0,83,51,34,4,16,105,6,3,1,71,3,1488,10,31,2,16,26
"RUVBL1",66,6,9,0,1,1,5,42,1,4,1,1,1,58,31,11,7,23,77,1,3,1,40,2,126,4,80,10,7,21
"EEFSEC",32,2,3,0,1,1,1,25,0,1,0,0,0,34,8,4,2,8,74,2,0,4,15,1,100,1,16,5,6,4
"GATA2",1,0,1,0,0,0,0,1,0,1,0,0,18,0,0,1,0,0,0,0,0,0,9,0,11,0,0,0,0,16
"RPN1",307,10,39,2,3,3,10,154,1,6,1,0,0,66,64,38,13,18,114,2,5,1,115,3,1522,18,25,2,13,23
"RAB7A",877,48,169,0,4,8,46,526,1,16,1,4,8,347,186,86,43,108,452,13,12,16,235,8,1093,43,166,17,41,87
"RP11-723O4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ACAD9",38,3,1,0,1,1,6,29,0,0,0,1,0,12,7,3,4,4,27,0,0,0,19,0,67,1,16,2,4,5
"KIAA1257",1,0,1,0,0,0,0,6,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,6,0,2,0,1,2
"EFCC1",3,0,3,0,0,0,0,60,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,13,0,0,0,0,6
"RP11-434H6.6",0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,13,0,0,1,0,0
"ISY1",81,7,11,0,0,2,2,88,1,5,1,1,0,74,46,27,5,21,121,7,1,1,33,2,281,6,52,4,14,17
"RP11-434H6.7",2,0,1,0,0,0,0,7,0,0,0,0,0,4,2,1,0,4,8,2,0,0,0,0,16,0,2,1,0,0
"CNBP",582,64,104,2,11,12,61,878,5,27,2,7,6,885,340,145,90,220,1231,41,18,18,273,4,3051,39,283,47,128,95
"COPG1",106,3,11,0,1,1,5,55,0,4,1,0,0,17,13,13,2,4,34,2,0,0,60,0,330,0,16,2,6,11
"HMCES",31,3,8,0,0,1,2,62,0,3,1,1,0,18,24,22,6,28,121,5,3,2,34,3,510,1,386,5,15,9
"H1FX",189,8,26,1,1,6,17,259,3,3,0,3,0,79,70,40,17,20,280,8,2,8,72,9,1146,5,109,14,25,30
"H1FX-AS1",4,1,0,0,0,1,0,6,0,0,0,0,0,2,4,1,2,0,4,0,0,0,1,0,91,1,1,0,1,0
"MBD4",129,13,23,1,2,3,2,95,0,6,1,1,0,346,80,38,9,118,253,9,3,1,29,1,720,4,375,10,20,14
"IFT122",16,0,2,0,0,0,0,22,0,0,0,0,0,8,3,3,1,5,18,0,2,0,10,0,31,0,4,1,5,2
"PLXND1",177,2,7,0,0,0,2,40,0,1,0,0,0,6,9,4,1,1,9,1,0,0,1,1,57,3,2,0,3,29
"TMCC1",35,0,1,0,0,0,0,14,0,0,0,0,0,10,5,4,0,6,26,0,0,0,10,0,53,1,11,1,1,3
"TMCC1-AS1",14,0,2,0,0,0,0,5,0,0,0,0,0,3,1,2,0,2,3,0,0,0,1,0,60,0,1,0,1,1
"RP11-77P16.4",0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,1,0,2,1,0,0,3,0,8,0,5,0,0,0
"COL6A5",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PIK3R4",23,0,2,0,0,0,2,8,0,0,0,0,0,4,1,1,0,4,8,1,0,0,9,0,25,0,1,0,0,6
"ATP2C1",173,6,8,0,0,1,4,48,0,1,0,0,2,36,10,8,7,6,32,0,2,0,38,1,167,2,12,0,4,12
"ASTE1",18,1,4,1,0,0,0,29,1,7,0,0,1,54,31,11,2,21,89,6,0,3,14,0,118,1,8,1,7,3
"NEK11",0,0,0,0,0,0,0,16,0,0,1,1,0,1,1,0,0,1,2,0,0,0,7,1,7,0,0,0,0,1
"NUDT16",209,2,25,2,0,1,6,76,0,3,0,1,1,36,19,6,6,14,36,0,1,0,99,2,287,14,18,2,7,11
"MRPL3",228,15,59,0,3,1,9,146,0,11,0,3,0,177,80,40,16,53,232,11,5,7,148,1,829,13,80,15,33,15
