"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"SRSF4",0,4,8,1,1,32,18,5,1,13,2,2,4,5,654,2,1,13
"MECR",1,0,1,0,0,13,0,2,0,7,0,0,1,0,389,0,0,3
"MATN1-AS1",0,0,0,0,0,0,3,0,0,2,0,0,0,0,15,0,0,0
"LAPTM5",17,24,64,5,0,1,110,23,5,158,31,17,5,15,7,2,26,0
"SDC3",1,0,1,0,1,12,0,0,0,0,0,0,0,0,6,0,0,0
"PUM1",0,0,2,0,1,6,3,2,0,5,0,0,0,0,246,0,0,4
"SNRNP40",0,1,6,3,0,32,15,5,0,21,3,5,3,0,638,2,4,7
"ZCCHC17",0,3,4,0,3,21,11,0,0,10,3,0,1,1,353,0,1,12
"FABP3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0
"SERINC2",0,0,0,0,0,0,4,0,0,1,1,0,0,0,3335,0,0,1
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"TINAGL1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,996,0,0,46
"PEF1",0,2,4,1,0,29,27,3,0,6,4,5,2,4,591,0,1,21
"COL16A1",0,0,0,0,2,17,0,0,0,0,0,0,0,0,26,0,0,2
"PTP4A2",0,1,4,0,0,25,13,0,1,24,9,2,1,0,625,1,0,6
"KHDRBS1",0,2,12,0,3,46,24,7,0,29,7,2,4,11,1092,0,4,13
"TMEM39B",0,0,6,0,2,8,5,0,0,1,1,0,0,0,140,0,4,8
"KPNA6",0,0,2,0,2,9,2,1,0,5,3,0,1,2,225,0,0,1
"TXLNA",0,0,1,0,0,10,3,0,0,2,1,0,0,0,129,0,0,3
"CCDC28B",2,3,0,0,0,25,7,2,0,2,2,0,0,1,54,0,0,4
"IQCC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0
"TMEM234",1,1,0,0,0,10,5,2,0,4,0,1,1,0,192,0,1,0
"EIF3I",4,4,23,3,3,107,54,3,1,52,16,4,7,16,2725,4,2,39
"FAM167B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,69
"LCK",1,21,0,6,0,0,129,0,0,120,28,15,3,13,8,0,6,0
"HDAC1",1,2,1,1,0,34,17,3,1,32,5,0,1,2,1374,2,2,21
"MARCKSL1",0,6,19,3,3,54,3,0,6,32,6,3,0,2,5032,2,1,44
"FAM229A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
"BSDC1",0,2,1,0,1,13,9,1,0,4,3,0,0,1,372,2,0,3
"ZBTB8B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0
"ZBTB8A",0,0,0,0,0,5,1,0,0,0,0,0,0,0,80,0,0,0
"ZBTB8OS",0,1,2,0,0,23,19,0,0,15,2,3,3,1,594,1,3,8
"RBBP4",0,2,6,0,0,30,36,1,2,14,5,5,3,5,527,1,2,5
"SYNC",0,0,0,0,0,8,0,0,0,1,0,0,0,1,33,0,0,0
"KIAA1522",0,0,0,0,0,0,1,0,0,0,3,0,0,0,910,0,0,0
"YARS",0,0,2,0,1,9,4,0,0,3,1,0,1,1,255,0,1,3
"S100PBP",0,0,1,0,0,10,4,0,0,12,1,2,0,0,94,0,2,2
"HPCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"TMEM54",0,0,0,0,0,10,8,0,0,0,0,0,0,1,10880,0,0,7
"RNF19B",0,0,0,0,0,3,1,1,0,3,0,0,0,0,159,0,0,1
"AK2",0,1,5,0,2,56,26,0,0,16,3,2,1,3,2353,3,2,26
"TRIM62",0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0,0,1
"ZNF362",0,0,1,0,0,7,0,0,0,1,0,0,1,0,43,0,0,3
"PHC2",1,0,6,1,0,21,0,0,0,0,0,1,1,0,177,0,0,8
"ZSCAN20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
"SMIM12",0,3,11,0,2,22,28,0,0,20,3,0,3,1,999,0,1,7
"GJB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
"DLGAP3",0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0
"ZMYM6",0,0,2,1,1,8,0,2,0,2,0,1,0,0,81,1,0,1
"ZMYM1",0,0,1,0,0,0,1,0,0,0,0,0,0,1,20,1,0,0
"SFPQ",0,1,10,1,4,31,13,0,2,33,5,0,3,3,1004,1,2,20
"ZMYM4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,41,0,0,0
"KIAA0319L",0,2,2,0,0,3,5,0,0,0,0,0,0,0,278,0,0,0
"NCDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"RP4-728D4.2",0,1,0,1,0,1,1,2,1,3,1,0,0,0,4,0,0,0
"PSMB2",2,10,19,5,3,71,44,3,1,31,9,1,13,5,1792,9,4,36
"C1orf216",0,0,0,0,0,0,0,1,0,3,0,3,0,1,0,0,1,2
"CLSPN",0,0,0,0,0,1,1,0,0,1,0,0,0,0,84,0,1,0
"AGO4",0,0,2,0,0,2,0,0,0,0,0,0,0,0,34,0,0,1
"AGO1",0,0,0,0,0,2,0,2,0,0,0,0,0,0,77,0,0,0
"AGO3",0,1,0,0,0,11,3,0,0,3,0,1,0,1,110,0,0,3
"ADPRHL2",0,4,5,0,2,7,11,0,0,5,1,0,0,1,333,0,0,1
"TRAPPC3",0,2,8,0,2,45,32,0,0,26,9,2,1,2,979,2,2,19
"MAP7D1",0,1,2,1,0,14,15,2,0,12,4,5,1,1,242,0,4,5
"THRAP3",0,2,4,2,3,38,33,2,3,31,9,5,2,7,694,3,2,22
"SH3D21",0,0,1,0,0,2,0,0,0,1,0,0,0,0,25,1,0,0
"EVA1B",0,0,2,0,0,27,1,0,0,2,0,0,0,0,0,0,1,11
"RP11-268J15.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"STK40",1,2,0,0,0,1,0,0,0,1,0,0,0,0,191,0,0,3
"LSM10",0,0,19,0,1,34,41,2,3,24,5,6,2,7,518,4,0,15
"OSCP1",0,0,2,0,1,6,0,0,0,0,0,0,0,0,39,0,0,1
"MRPS15",0,3,8,1,0,28,18,4,1,21,8,1,3,0,1623,2,0,19
"ZC3H12A",0,1,0,2,0,3,6,0,0,14,3,1,3,2,153,0,1,0
"MEAF6",1,7,8,1,3,48,51,13,2,37,13,3,1,6,639,0,4,14
"SNIP1",0,0,0,0,0,5,5,0,0,5,1,0,0,0,18,2,0,0
"DNALI1",0,0,0,0,1,2,0,0,0,0,0,0,0,0,51,0,0,0
"GNL2",0,0,3,0,0,12,4,1,0,16,3,0,4,3,316,1,0,3
"RSPO1",0,0,0,0,0,2,0,1,0,0,0,0,0,0,46,0,0,1
"C1orf109",0,0,2,0,0,4,3,1,0,1,1,0,0,1,77,0,0,1
"CDCA8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,0,0,0
"EPHA10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,191,0,0,0
"MANEAL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0
"YRDC",0,1,2,0,0,5,7,0,0,8,2,0,2,2,127,1,2,2
"C1orf122",0,0,2,0,5,82,9,1,1,12,6,1,0,0,1091,0,0,13
"MTF1",0,1,2,0,0,3,2,0,0,4,2,1,1,1,121,2,0,1
"INPP5B",0,0,1,0,0,4,2,0,0,1,0,0,0,0,47,0,1,0
"SF3A3",1,1,5,0,0,10,8,1,1,6,1,1,2,3,429,1,4,4
"FHL3",1,1,3,0,0,51,7,5,0,3,0,0,2,2,0,0,0,0
"UTP11L",0,0,3,0,0,25,11,4,0,2,1,1,0,3,358,0,1,2
"RRAGC",3,0,2,0,0,9,3,3,0,5,0,2,0,0,175,1,0,0
"RP5-864K19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"MYCBP",0,2,3,0,0,5,9,0,0,3,2,0,2,0,309,0,0,3
"RHBDL2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,404,0,0,0
"AKIRIN1",1,2,10,1,0,6,11,0,0,18,5,2,2,1,184,0,0,4
"NDUFS5",9,13,36,7,6,140,54,9,4,83,24,5,6,15,8254,6,4,38
"MACF1",0,2,3,0,0,20,12,1,0,14,0,0,0,0,104,0,1,10
"RP11-69E11.4",1,0,3,0,0,4,2,1,0,3,0,2,1,0,138,0,3,1
"PABPC4",1,0,6,0,1,18,7,2,0,13,2,0,0,2,239,2,0,4
"PPIE",0,0,8,0,2,32,19,4,0,22,2,4,3,2,779,0,3,15
"BMP8B",0,0,0,0,2,0,1,0,0,0,0,0,0,0,22,0,0,0
"OXCT2",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"TRIT1",0,2,3,0,1,5,2,0,0,3,0,2,0,0,132,0,0,0
"MYCL",0,0,6,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
"MFSD2A",0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0
"CAP1",3,7,51,3,3,56,118,14,2,135,29,9,12,24,1594,0,14,24
"PPT1",4,1,47,2,8,53,14,3,0,38,6,3,4,1,140,2,0,12
"RLF",0,0,2,0,0,5,2,0,0,0,1,2,0,0,30,0,0,0
"RP1-39G22.7",0,0,0,0,0,5,2,0,0,1,1,0,0,0,104,0,0,4
"ZMPSTE24",0,2,0,0,0,14,5,1,0,9,4,2,2,0,229,0,0,8
"COL9A2",1,0,1,0,1,4,0,0,0,0,0,0,0,0,61,1,0,0
"SMAP2",0,0,9,0,0,2,4,0,3,10,1,1,0,2,77,0,2,1
"ZFP69",0,0,0,0,0,2,0,0,0,2,0,0,0,0,20,0,0,0
"RP11-656D10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"EXO5",0,0,1,0,0,3,0,0,0,4,0,0,0,0,53,0,1,1
"ZNF684",0,0,2,0,0,3,1,0,0,3,0,0,0,0,69,0,0,1
"RIMS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"NFYC",0,0,2,0,3,16,10,1,0,15,4,0,1,1,310,0,3,4
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"CITED4",0,0,0,0,0,1,0,0,0,2,1,0,0,1,42,0,1,1
"CTPS1",0,0,2,0,0,0,2,0,0,2,0,0,0,0,69,0,0,0
"SCMH1",0,3,0,0,1,10,1,1,0,0,0,0,1,0,147,0,0,2
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
"HIVEP3",0,0,1,0,0,5,2,0,0,2,2,0,3,0,21,0,0,0
"GUCA2B",0,0,0,0,0,0,11,0,0,0,2,0,0,0,11874,0,0,0
"GUCA2A",0,0,0,0,0,0,22,0,0,0,6,1,0,3,37477,0,0,0
"FOXJ3",0,1,0,0,0,7,1,0,0,3,1,0,0,0,119,0,0,0
"RIMKLA",0,0,0,0,0,5,0,0,0,0,0,0,0,0,240,0,0,1
"ZMYND12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"PPCS",0,3,8,4,2,78,41,5,2,32,6,8,3,5,1835,2,0,13
"CCDC30",0,1,0,0,0,3,1,0,0,0,1,0,1,0,27,0,0,1
"PPIH",4,0,7,2,2,19,18,4,0,16,6,1,0,3,638,1,0,3
"YBX1",27,29,203,9,14,411,228,47,10,264,61,18,19,50,15880,14,19,138
"C1orf50",0,1,2,0,1,10,5,1,0,6,0,2,2,5,272,0,1,4
"ERMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
"ZNF691",0,0,0,0,0,7,3,0,0,0,0,0,0,0,62,0,0,3
"SLC2A1",0,0,2,0,0,0,10,0,0,7,2,1,2,0,141,0,0,0
"SLC2A1-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
"FAM183A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"EBNA1BP2",3,1,3,0,1,27,13,3,0,8,6,6,3,4,1323,7,2,9
"TMEM125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0
"C1orf210",0,0,0,0,0,0,1,0,0,0,0,0,0,0,987,0,0,0
"TIE1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19
"RP1-92O14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,1
"CDC20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0
"ELOVL1",0,1,5,0,0,29,13,3,0,7,1,0,0,2,808,1,2,11
"MED8",0,2,8,2,0,13,4,2,0,10,1,2,0,3,547,0,3,4
"SZT2",0,2,1,0,0,1,0,0,0,10,1,1,0,1,112,0,0,1
"HYI",0,0,1,0,0,60,0,3,0,8,0,0,0,0,1324,2,0,8
"PTPRF",0,0,0,0,2,3,2,1,0,0,0,0,0,0,1669,0,0,0
"KDM4A",0,0,1,0,0,3,2,0,0,0,1,0,0,0,179,0,0,2
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ST3GAL3",0,0,0,0,1,3,0,0,0,0,0,0,0,0,22,0,0,0
"ARTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"RP11-7O11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"IPO13",0,0,2,0,0,2,1,0,0,0,0,0,0,0,81,0,0,0
"DPH2",0,0,1,0,0,2,1,0,0,2,0,0,3,1,146,0,0,1
"ATP6V0B",9,6,77,2,1,73,36,18,2,42,14,4,3,10,4099,14,7,36
"B4GALT2",0,0,0,0,0,4,0,0,0,0,0,0,0,0,229,0,0,2
"CCDC24",0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,0,0,0
"SLC6A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
"DMAP1",0,2,3,0,3,22,8,2,0,13,3,0,2,1,434,0,2,5
"ERI3",0,0,4,1,3,28,4,3,0,6,0,0,3,1,1056,3,1,11
"RNF220",2,0,2,0,0,9,2,0,0,1,4,0,0,0,244,0,0,1
"TMEM53",0,0,2,0,2,9,2,0,0,0,0,1,0,0,371,0,0,1
"C1orf228",0,0,0,0,0,1,0,1,0,4,2,0,0,0,6,0,0,0
"KIF2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0
"RPS8",31,84,468,39,17,1818,781,80,102,1199,214,158,110,142,60983,61,59,267
"BEST4",0,0,0,0,0,0,4,0,0,0,0,0,0,0,966,0,0,0
"PLK3",0,3,2,0,0,9,3,0,0,12,2,2,0,0,166,0,1,3
"TCTEX1D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"EIF2B3",0,0,0,0,0,13,2,1,0,10,0,2,1,0,190,0,0,7
"HECTD3",0,0,0,0,1,3,0,0,0,0,0,1,1,0,139,0,0,0
"UROD",6,1,3,1,3,41,11,3,0,13,2,0,1,0,728,2,1,21
"ZSWIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"HPDL",0,0,0,0,0,0,1,0,0,0,0,0,0,0,193,0,0,0
"MUTYH",0,0,5,0,0,9,3,0,0,0,0,0,0,0,169,0,0,0
"TOE1",0,0,0,0,0,7,2,0,0,4,0,0,0,0,127,0,1,2
"TESK2",0,0,0,0,0,2,1,0,0,0,0,0,0,0,45,0,0,0
"CCDC163P",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MMACHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
"PRDX1",27,10,37,6,12,225,67,28,6,88,9,4,0,10,6007,7,12,109
"AKR1A1",6,1,17,0,2,55,17,3,1,17,5,4,5,3,2564,4,1,14
"NASP",1,6,8,1,2,41,15,1,5,11,2,4,2,6,1071,1,5,16
"CCDC17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"GPBP1L1",0,1,1,2,1,11,1,1,0,8,0,2,1,0,599,0,1,2
"TMEM69",0,0,2,0,0,17,3,1,0,7,1,1,0,0,324,1,0,6
"IPP",0,0,0,0,0,2,1,0,0,1,0,0,0,0,52,0,0,0
"MAST2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,438,0,0,0
"PIK3R3",1,1,8,0,2,20,10,1,2,23,2,5,0,4,100,7,2,25
"TSPAN1",0,0,0,0,0,0,11,0,0,0,1,1,0,1,10213,0,0,1
"POMGNT1",0,0,0,0,0,2,4,0,0,4,0,0,2,0,157,0,1,0
"RAD54L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"LRRC41",0,0,3,0,2,12,5,2,0,8,3,1,1,0,398,2,0,6
"UQCRH",11,9,40,4,6,155,83,17,4,76,31,9,11,22,14714,8,7,39
"NSUN4",0,0,0,0,0,1,3,0,1,1,0,0,0,0,75,1,0,1
"FAAH",0,0,0,0,1,1,1,0,0,0,0,0,0,0,596,0,0,1
"MKNK1",1,0,4,0,1,6,12,0,0,5,2,0,0,1,203,1,2,0
"MOB3C",0,0,0,0,0,5,3,0,0,5,0,0,0,1,90,0,0,0
"ATPAF1",0,0,2,0,1,15,8,0,0,22,3,0,1,2,611,3,0,5
"EFCAB14",0,0,4,1,0,4,7,1,0,3,1,0,1,1,222,0,0,4
"LINC00853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"PDZK1IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,0
"STIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"CMPK1",0,8,7,0,1,31,26,5,1,59,15,3,3,6,1342,0,5,18
"FOXD2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
"FOXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
"SPATA6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0
"BEND5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2
"FAF1",0,0,0,0,0,5,0,0,0,2,4,0,1,0,235,0,0,5
"CDKN2C",0,0,0,0,3,20,11,2,0,4,0,0,0,2,145,2,0,4
"RNF11",2,2,0,0,0,18,8,3,1,14,1,3,0,0,185,2,1,7
"TTC39A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0
"EPS15",0,0,0,0,0,8,6,1,0,7,1,0,1,4,67,1,2,3
"RP11-191G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
"OSBPL9",0,0,0,0,0,9,6,3,0,3,2,1,0,0,186,0,1,7
"RAB3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"TXNDC12",4,3,9,0,3,66,28,5,1,23,7,6,0,5,1049,6,5,19
"KTI12",0,1,2,0,0,3,7,0,0,8,1,0,0,1,105,0,0,1
"BTF3L4",2,4,16,2,1,30,20,2,0,24,2,4,8,2,291,0,1,2
"ZFYVE9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0
"CC2D1B",0,0,0,0,0,2,2,0,0,0,0,0,0,0,91,0,0,0
"ORC1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0
"PRPF38A",0,0,5,0,1,23,16,2,2,12,5,0,4,3,630,1,1,6
"ZCCHC11",0,0,0,0,3,15,6,0,0,9,0,0,0,7,68,0,0,0
"GPX7",0,0,0,0,1,16,0,1,1,3,0,0,2,1,36,4,1,0
"FAM159A",0,1,0,2,0,0,3,0,2,4,6,2,2,0,0,1,0,0
"ZYG11B",0,0,0,0,0,3,0,0,0,0,0,0,0,0,52,0,0,2
"ECHDC2",0,0,4,0,1,21,16,0,0,14,4,0,0,1,1271,0,0,7
"SCP2",8,4,7,2,6,60,59,6,0,48,7,5,3,13,3545,4,7,26
"SLC1A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"CPT2",1,1,3,0,0,3,5,0,0,2,0,0,0,0,603,0,0,4
"C1orf123",2,0,7,0,2,53,11,3,1,14,1,5,0,2,574,0,0,11
"MAGOH",2,0,10,2,0,51,26,5,0,24,8,1,5,5,1072,0,3,11
"RP5-1024G6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"NDC1",0,0,2,0,0,0,1,0,0,0,0,0,0,0,82,0,0,0
"YIPF1",1,0,5,0,3,13,8,1,0,2,3,1,3,1,164,1,0,4
"HSPB11",0,0,3,0,0,20,17,0,2,18,3,0,4,4,506,1,0,2
"LRRC42",0,0,0,0,0,9,1,0,0,1,1,0,1,0,150,0,0,1
"TMEM59",2,13,22,4,17,407,62,15,3,90,24,5,5,20,8067,23,6,88
"TCEANC2",0,0,0,0,0,1,1,0,0,0,0,0,0,1,43,0,0,1
"CYB5RL",0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0
"MRPL37",0,2,4,0,2,23,7,0,0,6,5,1,0,1,1328,2,1,5
"SSBP3",0,0,0,0,2,28,0,0,0,5,0,0,0,0,347,0,0,2
"ACOT11",0,0,0,0,0,0,1,0,0,0,2,0,0,0,448,0,0,0
"FAM151A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"MROH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
"TTC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"PARS2",0,0,0,0,0,4,1,0,0,0,0,0,0,0,67,0,0,0
"TTC22",0,0,0,0,0,0,4,0,0,2,0,0,0,0,248,0,0,0
"DHCR24",0,0,0,0,0,0,1,0,0,0,0,0,0,0,541,0,0,0
"TMEM61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0
"PCSK9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,0,0
"USP24",0,0,0,0,0,1,1,0,0,9,0,1,0,1,120,0,0,0
"PRKAA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
"OMA1",0,1,0,0,0,4,4,1,0,5,1,0,1,2,128,1,0,1
"TACSTD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
"MYSM1",0,0,1,0,0,2,1,0,0,1,0,0,0,0,72,0,0,2
"JUN",12,98,90,33,111,334,69,249,17,905,77,56,8,48,6569,120,61,141
"RP4-794H19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"FGGY",2,1,0,0,0,10,0,0,0,1,0,0,1,0,209,0,0,1
"HOOK1",0,1,0,0,0,0,1,0,0,2,0,0,0,1,244,0,0,0
"CYP2J2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0
"NFIA",0,0,1,0,0,41,2,2,0,2,0,0,0,0,204,1,0,9
"TM2D1",0,2,4,0,3,28,6,3,0,11,4,2,1,1,383,3,1,13
"INADL",0,0,0,0,0,0,2,0,0,6,0,0,0,1,230,0,0,0
"L1TD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0
"KANK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"USP1",0,2,1,1,0,13,10,0,0,11,0,1,0,3,324,1,1,4
"DOCK7",0,0,0,0,0,3,0,0,1,2,0,0,0,0,69,1,0,0
"ATG4C",2,0,1,1,2,9,2,2,0,2,0,0,0,0,63,0,0,1
"ALG6",1,0,0,1,0,4,6,0,0,0,0,0,0,2,113,0,0,1
"ITGB3BP",0,1,2,0,0,10,1,0,0,3,1,0,0,1,134,0,0,1
"EFCAB7",0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,1,0,0
"PGM1",0,0,0,0,0,13,14,0,0,3,4,0,0,0,1052,0,0,1
"RAVER2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0
"JAK1",0,2,3,3,0,39,29,0,1,24,5,1,1,9,259,1,0,9
"AK4",0,0,0,0,0,0,6,0,0,0,0,0,0,0,169,0,0,0
"LEPROT",0,0,2,1,1,100,16,3,0,22,1,1,0,1,540,1,2,18
"LEPR",0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0
"PDE4B",0,2,2,0,0,1,3,1,2,26,3,3,1,1,0,0,1,1
"INSL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"WDR78",0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,0,0,0
"MIER1",0,0,1,0,0,6,3,0,0,4,2,1,0,0,213,0,1,0
"SLC35D1",0,0,0,0,0,8,2,0,0,3,0,0,0,0,154,0,1,0
"IL23R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"SERBP1",2,6,36,3,3,64,70,3,3,91,14,10,6,13,2672,1,7,26
"GADD45A",2,1,19,0,2,32,6,0,2,25,3,2,1,2,357,1,2,6
"GNG12",0,0,0,0,1,8,1,0,0,0,1,0,0,0,628,0,0,4
"DIRAS3",0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0
"WLS",0,0,1,0,9,46,0,0,0,1,0,0,0,0,226,0,0,1
"DEPDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"LRRC40",0,0,4,0,1,2,6,0,0,5,1,0,0,0,95,0,1,1
"SRSF11",1,8,14,1,2,92,23,2,0,44,5,7,3,4,1163,6,1,17
"ANKRD13C",0,0,0,0,0,1,1,0,0,5,2,0,1,0,37,0,2,0
"HHLA3",0,1,0,0,0,6,0,0,0,3,0,0,0,0,69,1,0,1
"CTH",0,1,0,0,0,1,1,0,0,0,0,0,0,0,67,0,0,1
"ZRANB2",0,1,0,0,0,32,12,0,0,13,5,0,0,3,404,0,2,4
"NEGR1",0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0
"LRRIQ3",0,0,0,0,0,1,3,0,0,0,1,0,0,2,25,0,0,0
"FPGT",0,1,1,0,0,2,2,0,0,5,0,0,1,0,124,0,0,0
"CRYZ",0,1,0,0,0,8,1,0,0,2,1,0,0,0,57,0,0,2
"TYW3",0,3,0,0,0,12,3,2,1,9,1,2,0,0,186,1,0,4
"ACADM",1,3,4,0,0,13,15,0,0,19,5,4,2,3,823,3,1,5
"RABGGTB",0,2,6,0,0,12,5,6,3,13,6,0,2,5,414,4,1,2
"PIGK",0,0,2,0,2,15,5,1,0,6,2,1,0,0,115,1,1,3
"ZZZ3",0,1,0,0,2,1,2,0,0,2,0,0,0,0,58,0,0,0
"USP33",0,3,1,0,0,6,2,0,0,4,0,0,0,0,139,0,0,1
"FAM73A",0,0,1,0,0,1,2,0,0,4,0,0,0,0,70,0,0,1
"NEXN",0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
"FUBP1",0,0,2,1,0,8,8,1,0,4,2,0,0,3,281,2,3,3
"DNAJB4",0,2,3,0,1,3,5,6,2,7,2,2,1,0,45,0,1,2
"GIPC2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,285,0,0,0
"IFI44",0,0,1,0,0,1,0,0,0,7,3,0,0,0,0,0,0,3
"TTLL7",0,0,1,0,4,6,0,0,0,2,1,1,0,0,15,0,0,2
"PRKACB",0,0,2,0,0,5,20,0,0,9,2,0,2,4,189,0,0,2
"SAMD13",0,0,0,0,0,0,0,1,0,0,1,0,0,0,170,0,0,0
"RPF1",0,2,5,1,1,20,16,2,0,22,2,0,1,3,421,0,1,6
"GNG5",9,8,48,5,3,109,51,12,1,29,4,6,1,4,4311,2,5,50
"CTBS",0,0,1,0,0,12,5,2,0,1,2,0,0,1,133,0,0,5
