"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"LMLN",16,1,4,0,0,0,0,14,0,0,0,0,0,1,1,0,2,0,0,1,0,26,4,0,0,0,0,3
"ZNF595",9,0,3,0,0,0,1,38,1,0,0,2,1,3,9,8,0,3,0,4,0,17,20,0,0,0,2,3
"ZNF718",5,0,3,1,0,0,0,9,0,1,0,1,0,0,3,1,0,0,0,1,0,20,4,1,0,0,0,2
"ZNF141",75,2,5,0,0,0,1,14,0,1,0,5,0,1,5,1,2,0,0,2,0,30,5,0,0,0,3,3
"ZNF721",53,2,21,0,0,1,2,36,3,4,1,1,2,8,32,12,0,5,0,2,1,103,47,2,1,1,2,13
"PIGG",22,2,9,1,1,0,0,33,1,2,2,2,1,0,17,4,1,3,0,0,0,69,32,1,0,0,4,4
"PDE6B",31,0,4,0,0,0,0,8,0,0,0,1,0,1,6,2,0,2,0,1,0,0,12,4,0,0,0,2
"RP11-1191J2.5",0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0
"ATP5I",1311,7,185,4,2,5,18,473,31,12,10,9,11,23,234,83,16,39,2,19,6,6791,766,51,6,13,22,110
"MYL5",56,0,10,0,0,0,0,43,0,1,0,4,0,0,6,3,1,4,0,1,0,99,23,4,0,0,1,0
"MFSD7",88,0,8,0,0,0,2,36,0,0,0,1,0,0,1,4,1,0,0,0,0,17,28,1,0,0,0,6
"PCGF3",36,0,10,0,0,0,1,51,0,2,0,0,0,1,11,2,5,1,0,2,0,109,34,2,0,0,0,14
"RP11-440L14.4",1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,14,0,0,0,2,0
"RP11-440L14.1",4,0,0,0,0,0,0,9,0,1,0,0,0,1,6,1,0,0,0,1,0,11,10,0,0,1,0,0
"CPLX1",0,0,0,0,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,11
"GAK",123,2,35,0,0,2,2,49,3,2,1,4,0,5,39,17,1,7,0,7,1,349,52,12,3,2,4,13
"TMEM175",50,1,17,1,0,0,2,81,2,2,0,0,0,2,16,5,2,4,0,1,0,55,71,2,1,1,2,12
"DGKQ",8,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,2,0,97,2,0,0,0,0,2
"IDUA",6,0,6,0,0,0,0,47,2,1,0,1,0,2,11,4,3,1,0,0,0,14,72,3,0,0,1,3
"FGFRL1",3,1,0,0,1,0,1,5,0,1,0,0,0,0,12,3,0,1,0,0,0,23,20,0,0,0,0,0
"RNF212",2,0,1,0,0,0,0,25,0,0,1,0,0,0,5,0,0,1,0,1,0,15,1,1,0,0,0,0
"SPON2",15,1,1,1,0,0,10,588,5,2,0,3,0,0,28,13,5,2,0,5,0,35,24,3,0,0,2,1
"CTBP1",199,2,49,1,1,2,2,97,5,6,1,7,2,5,44,25,4,8,0,12,2,357,159,10,6,3,3,15
"CTBP1-AS2",21,1,3,1,0,0,0,28,1,2,0,1,0,4,9,0,3,3,0,1,0,30,28,1,1,1,0,1
"MAEA",94,3,21,2,1,0,0,112,3,9,0,1,1,8,64,18,4,10,0,8,2,254,90,11,3,3,7,9
"UVSSA",20,0,9,0,0,0,2,14,0,0,1,0,0,2,15,0,0,1,0,1,0,43,17,3,0,0,0,3
"CRIPAK",7,0,3,0,0,0,0,7,1,0,0,0,1,0,6,1,0,1,0,1,1,33,7,1,0,0,0,1
"RP11-1398P2.1",14,0,11,0,0,0,0,9,0,0,1,1,0,0,7,6,1,3,0,1,0,18,14,1,1,0,0,8
"FAM53A",1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,1,2
"SLBP",224,6,58,2,3,2,5,150,16,9,1,4,5,12,96,46,5,16,1,8,1,305,185,15,12,18,9,26
"RP11-572O17.1",3,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,1,0,5,4,0,0,0,0,1
"TMEM129",60,2,16,0,0,0,2,71,3,4,1,2,0,2,32,12,3,11,0,3,1,202,103,2,0,1,2,14
"TACC3",59,1,23,1,0,0,0,6,3,2,0,2,0,2,36,8,0,5,0,1,2,77,36,0,6,1,0,3
"FGFR3",0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,1
"LETM1",60,2,19,1,1,0,1,37,4,1,0,3,0,2,46,10,1,11,1,6,0,384,45,3,2,0,0,10
"WHSC1",38,0,8,0,1,0,1,6,1,0,0,1,0,2,8,3,0,3,0,1,0,232,26,0,3,1,0,7
"NELFA",39,1,7,2,0,2,3,45,1,1,0,1,0,3,22,4,2,5,0,0,2,135,56,3,1,2,3,8
"C4orf48",1397,9,161,3,5,2,0,305,20,13,12,6,23,21,214,90,8,26,1,17,7,2273,419,43,4,5,30,34
"NAT8L",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLN",7,1,1,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,1,0,4,8,0,0,0,1,1
"HAUS3",11,2,8,0,0,0,1,21,1,3,1,1,0,3,33,7,0,5,0,0,0,41,33,3,1,3,1,4
"MXD4",223,3,56,2,2,1,5,206,3,5,2,5,0,3,49,15,12,16,0,3,1,219,196,4,2,5,10,22
"ZFYVE28",5,5,0,1,1,4,1,11,4,2,2,0,0,0,46,14,0,8,0,2,0,53,15,0,0,2,4,4
"RNF4",93,2,29,0,1,3,3,59,5,5,2,4,0,2,38,15,2,7,0,4,0,136,94,9,0,3,7,15
"FAM193A",19,1,4,1,1,0,1,28,0,1,0,0,1,4,13,1,0,1,1,1,0,40,19,0,1,1,1,2
"TNIP2",86,1,36,2,2,3,3,92,5,4,1,3,2,8,59,16,5,14,1,6,2,175,56,30,4,2,8,39
"SH3BP2",148,0,56,0,1,0,2,40,1,1,0,1,1,1,17,9,1,1,2,5,0,89,32,30,0,0,1,10
"ADD1",119,6,31,2,2,1,3,204,4,5,1,6,0,6,46,23,9,10,0,8,1,247,81,6,0,2,7,38
"MFSD10",137,5,57,4,2,0,12,248,7,7,7,4,5,18,106,45,8,16,0,10,1,241,126,12,6,3,10,34
"NOP14-AS1",8,0,1,0,0,0,1,25,0,1,0,1,0,0,9,1,3,3,0,0,0,17,10,1,0,0,2,0
"NOP14",20,0,12,1,1,1,0,15,2,2,1,2,1,1,21,10,0,5,0,1,1,86,28,6,0,2,2,5
"GRK4",8,0,1,0,0,0,0,23,1,0,0,0,0,0,5,2,1,2,0,0,0,3,21,0,0,0,0,3
"HTT",79,1,21,0,0,0,1,33,1,0,1,1,0,1,15,9,1,2,0,1,0,127,19,5,1,0,2,8
"RGS12",164,0,44,0,0,0,1,39,3,0,1,1,0,0,6,2,0,0,0,1,1,55,4,2,0,0,0,8
"LRPAP1",405,7,104,3,4,0,12,662,17,16,4,5,5,18,133,44,19,25,1,14,8,549,942,27,6,6,18,85
"TMEM128",72,3,22,1,0,1,8,112,2,3,1,2,0,3,30,11,1,5,0,4,0,135,46,8,1,0,5,21
"LYAR",81,14,32,7,4,0,0,112,27,4,3,2,0,3,138,105,4,17,6,8,12,156,65,11,9,4,10,17
"ZBTB49",3,0,2,0,0,0,0,14,0,1,1,0,0,1,0,4,0,0,0,0,1,9,7,0,0,1,1,4
"NSG1",2,1,0,0,0,0,1,610,0,0,0,0,0,0,29,3,3,12,0,0,0,0,4,4,0,0,1,3
"STX18",35,1,28,1,0,0,2,75,2,6,1,2,0,5,42,13,3,6,0,3,1,89,76,7,1,0,3,10
"STX18-AS1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0
"MSX1",3,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,17,4,0,0,0,1,9
"CYTL1",14,0,0,0,0,0,10,56,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22
"STK32B",14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EVC2",1,0,1,0,0,0,0,13,0,0,0,1,0,0,3,1,0,0,0,0,1,0,1,1,0,0,1,0
"EVC",1,0,0,0,0,0,2,21,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0
"CRMP1",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"JAKMIP1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,2,0,0,3,0,1,1,2,0
"RP11-586D19.1",3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,1,0
"WFS1",6,0,2,0,0,0,1,69,0,0,0,0,0,0,3,1,3,1,0,0,0,13,49,2,0,0,0,8
"MAN2B2",42,1,22,0,1,0,2,44,4,2,0,2,1,2,10,8,2,3,1,2,0,43,42,2,0,1,4,1
"MRFAP1",493,7,111,2,4,2,32,1054,9,13,5,14,2,18,180,79,36,40,0,19,5,559,351,33,6,8,19,142
"RP11-539L10.3",32,0,2,0,0,0,1,21,0,0,0,1,1,0,7,0,1,2,0,2,0,36,11,0,0,0,0,6
"AC093323.3",16,0,1,0,0,0,0,36,1,1,1,0,0,1,12,11,2,1,0,0,0,48,16,1,1,1,2,10
"RP11-539L10.2",6,1,0,1,0,0,0,0,2,6,0,0,0,0,33,2,0,4,0,3,1,1,0,0,0,0,1,0
"S100P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
"MRFAP1L1",77,5,19,2,0,1,2,137,4,5,1,2,2,10,77,32,8,23,0,9,3,120,108,5,3,5,6,24
"BLOC1S4",96,3,24,1,1,0,6,124,5,8,5,2,0,14,78,34,4,14,1,6,3,202,70,9,0,4,7,18
"KIAA0232",68,2,14,0,0,0,2,42,2,0,2,0,0,3,17,6,2,2,0,1,0,119,22,6,0,0,0,6
"TBC1D14",82,1,15,0,0,0,0,35,1,1,1,0,0,1,10,4,0,2,0,1,1,128,38,2,1,0,3,4
"CCDC96",6,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3
"TADA2B",20,1,5,0,0,0,1,15,0,0,1,1,0,0,4,2,1,1,0,1,1,65,14,0,0,0,1,2
"GRPEL1",64,7,50,3,1,0,4,98,8,6,1,8,2,14,98,24,3,21,0,14,5,330,118,9,2,0,13,21
"RP11-367J11.3",2,0,1,0,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,0,12,8,1,0,0,0,3
"SORCS2",1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AFAP1",7,0,0,0,0,0,1,50,0,0,0,0,0,0,5,3,2,2,0,0,0,107,0,0,0,0,1,8
"ABLIM2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,31,1,0,0,0,0,2
"SH3TC1",60,0,20,0,0,0,0,3,0,2,0,1,0,1,3,1,0,2,0,0,0,11,17,2,0,0,0,1
"HTRA3",1,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2
"RP11-774O3.3",9,0,9,0,0,0,2,43,0,1,0,2,1,1,8,4,2,1,0,0,0,43,15,1,1,0,1,12
"ACOX3",7,0,3,0,0,0,1,21,0,1,0,0,0,1,6,0,0,1,0,0,0,22,10,1,0,0,0,4
"TRMT44",5,0,5,0,0,0,0,8,1,1,0,0,0,0,7,1,0,2,0,0,0,27,12,0,1,1,2,4
"SLC2A9",16,0,5,0,0,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,13,1,0,0,0,0,1
"DRD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"WDR1",566,9,188,10,3,2,10,153,20,15,2,7,4,23,234,99,20,36,1,22,8,820,219,47,15,13,42,48
"ZNF518B",16,1,8,1,0,0,2,8,1,0,0,1,0,2,9,3,0,1,0,2,0,38,11,2,1,0,2,1
"CLNK",0,0,5,0,0,0,0,3,1,0,0,8,2,0,1,0,0,1,0,0,0,2,3,0,0,0,0,0
"HS3ST1",311,0,18,0,0,0,0,2,0,0,1,0,20,0,0,0,0,2,0,0,0,24,2,2,0,0,0,8
"RAB28",48,2,21,0,1,0,4,98,1,0,2,1,2,10,41,21,2,6,0,3,2,127,83,7,0,2,2,18
"BOD1L1",67,2,18,0,0,0,3,63,4,3,1,3,3,10,34,18,4,6,0,6,2,107,49,5,0,1,2,13
"CPEB2",30,0,6,0,0,0,0,14,0,0,0,0,0,3,5,3,0,0,0,0,0,47,6,3,0,0,0,3
"C1QTNF7",0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC2D2A",19,0,5,1,1,0,0,38,1,0,1,2,0,2,8,4,1,2,0,1,0,21,3,0,0,0,2,1
"FBXL5",158,2,37,5,1,5,11,160,4,4,3,5,2,5,64,22,5,11,0,8,3,228,81,11,0,0,7,26
"FAM200B",237,8,51,2,2,2,5,215,6,7,2,2,1,2,73,33,7,10,0,5,3,629,34,4,2,3,12,41
"BST1",39,0,5,0,0,0,1,32,0,0,0,1,1,0,0,0,0,0,0,0,0,100,2,3,0,0,0,3
"CD38",211,0,22,4,0,2,0,11,4,1,1,2,1,0,28,13,0,2,0,9,2,4,925,24,6,4,3,1
"FGFBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
"FGFBP2",0,0,0,0,0,0,12,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PROM1",0,0,1,0,0,0,0,162,1,0,0,0,0,0,0,0,11,1,0,0,0,218,1,0,0,0,0,2
"TAPT1",32,0,10,0,0,0,0,26,1,1,1,1,1,0,9,3,4,1,0,0,1,55,14,1,0,0,0,6
"TAPT1-AS1",21,1,13,0,0,0,1,35,0,2,0,1,0,2,2,2,1,3,0,1,0,47,20,2,0,0,0,6
"LDB2",0,0,0,0,0,0,1,88,3,0,0,1,0,0,1,0,2,0,0,3,0,1,1,0,0,0,0,111
"QDPR",223,2,40,0,0,0,7,130,5,4,1,3,1,1,41,13,4,11,1,3,1,351,134,3,0,0,3,17
"LAP3",644,2,293,3,0,1,9,457,3,4,2,2,3,9,55,22,4,6,1,9,0,383,244,217,3,7,11,100
"AC006160.5",2,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"MED28",241,5,106,2,1,1,2,303,6,6,2,7,7,25,102,25,8,20,1,18,4,375,203,26,2,4,18,43
"FAM184B",16,0,3,0,1,0,2,31,3,1,1,1,3,3,22,9,1,5,0,1,1,35,14,3,0,0,4,2
"DCAF16",17,1,8,1,0,1,3,57,3,2,1,3,3,3,21,7,1,2,1,2,2,108,44,4,0,1,0,7
"NCAPG",12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,16,0,2,0,0,0
"LCORL",45,0,10,0,0,0,0,22,0,0,0,0,0,0,6,3,3,0,0,0,1,105,55,2,0,0,0,2
"SLIT2",1,0,0,0,0,0,3,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"PACRGL",25,0,5,0,0,0,2,38,0,0,0,0,1,2,6,1,3,0,0,2,0,42,8,2,0,1,0,2
"PPARGC1A",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,0,0,0,0,0
"DHX15",170,2,34,1,0,1,2,115,4,8,1,3,2,6,34,14,5,10,1,6,0,445,67,8,0,6,2,18
"SOD3",7,0,1,1,1,0,8,2427,0,0,0,0,0,0,3,4,31,1,0,0,0,64,17,2,0,0,1,3
"CCDC149",12,0,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,5
"SEPSECS",20,0,4,0,0,0,1,9,0,0,0,0,0,1,3,4,0,0,0,1,1,54,7,4,0,0,0,4
"PI4K2B",38,2,15,0,0,0,1,16,0,1,0,0,1,2,22,7,0,2,0,1,0,154,64,4,1,0,3,6
"ZCCHC4",5,1,3,0,0,0,1,18,1,1,1,0,1,1,7,0,1,3,0,0,0,22,7,1,0,0,1,8
"ANAPC4",23,0,18,0,0,0,3,35,2,0,2,0,0,4,27,4,2,1,1,3,0,60,13,2,0,0,1,4
"SEL1L3",126,1,27,2,2,2,1,6,3,1,2,1,0,17,24,17,0,5,0,4,0,194,562,1,0,0,6,2
"SMIM20",335,1,89,3,0,4,7,246,8,4,2,7,1,12,53,20,10,14,0,8,3,435,258,16,1,2,7,16
"RBPJ",308,5,144,1,1,2,12,310,11,10,1,18,3,3,98,25,16,22,0,11,4,275,137,32,11,2,17,50
"TBC1D19",1,2,3,0,0,2,2,19,3,2,0,0,0,2,18,9,1,3,0,3,1,13,11,0,0,1,3,3
"STIM2",60,4,20,0,0,0,1,74,3,3,0,2,0,0,24,21,0,3,2,4,3,128,34,3,0,1,6,15
"RP11-293A21.1",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1
"PCDH7",1,0,1,0,0,0,1,185,0,0,0,0,0,0,0,1,19,0,0,0,0,0,2,0,0,0,0,5
"ARAP2",36,6,6,1,2,0,1,3,6,2,3,4,0,2,53,26,0,11,1,2,6,64,0,2,0,3,3,3
"DTHD1",0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,2,0
"C4orf19",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
"RELL1",13,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,1,0,0,0,0,12,4,0,0,0,0,2
"PGM2",81,0,38,1,1,0,2,31,1,3,0,1,0,3,16,9,1,1,0,3,0,101,22,6,3,2,1,16
"TBC1D1",150,0,61,0,0,0,0,14,3,5,1,2,0,4,31,21,2,9,0,4,1,98,34,11,0,0,8,23
"PTTG2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,12,3,0,0,2,0,0
"KLF3",114,0,41,0,0,0,0,61,2,3,1,1,1,2,43,8,2,10,0,1,2,599,40,18,1,0,3,29
"TLR10",2,0,36,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,2,4,8,1,0,0,0
"TLR1",100,0,39,1,0,0,1,1,0,0,0,1,0,4,8,2,0,2,0,1,2,4,21,10,0,0,0,2
"TLR6",42,0,13,0,0,0,1,3,0,0,0,0,0,4,1,0,0,1,0,0,0,6,16,2,0,0,0,1
"FAM114A1",29,0,6,0,0,0,4,231,0,0,0,2,0,1,1,0,13,0,0,0,0,191,46,2,0,0,0,22
"TMEM156",33,0,20,3,0,0,1,4,4,3,1,5,0,14,58,10,0,5,0,9,0,6,235,0,1,3,2,0
"KLHL5",78,0,39,0,0,0,0,28,1,1,0,3,1,4,22,5,2,2,0,0,0,4,53,7,2,1,1,23
"WDR19",5,0,0,0,0,0,1,14,0,0,1,0,0,0,0,0,1,0,0,0,0,9,14,0,1,0,0,1
"RFC1",75,3,29,1,0,0,2,100,8,4,0,5,0,11,56,17,4,9,1,9,2,140,171,8,0,5,8,30
"KLB",4,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,1,0,9,3,0,0,0,1,0
"RPL9",10920,291,5153,70,71,105,110,7992,341,479,172,343,219,1162,7059,2081,249,1938,64,379,170,24158,14166,925,125,91,635,1183
"LIAS",39,1,11,1,0,0,2,37,3,2,0,2,0,3,17,10,2,0,0,0,0,102,48,3,0,1,3,6
"UGDH",62,0,14,1,0,0,3,85,1,0,0,1,1,1,18,11,0,5,0,2,1,1214,96,1,1,1,1,16
"UGDH-AS1",1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0
"SMIM14",121,0,56,0,0,0,8,251,0,0,0,3,2,78,21,9,7,5,0,6,1,1182,206,13,0,0,1,31
"UBE2K",229,6,82,0,0,0,3,106,8,8,2,7,3,13,89,32,4,20,1,9,1,499,163,20,5,3,10,29
"PDS5A",145,1,26,0,0,1,0,82,3,3,0,2,6,5,41,18,2,6,0,4,1,274,62,4,3,3,3,11
"N4BP2",36,3,24,0,0,1,0,29,1,0,0,2,0,1,12,4,1,1,0,0,0,52,50,3,2,1,5,3
"RHOH",116,19,23,7,3,4,0,15,30,13,11,4,10,49,266,124,1,51,0,21,7,1,534,19,5,19,53,1
"RBM47",511,0,90,0,0,0,0,4,0,0,0,0,0,2,3,0,2,1,0,0,0,1657,119,28,0,0,0,0
"NSUN7",7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,1,0,0,0,0
"APBB2",3,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,46,5,0,0,0,0,19
"UCHL1",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0
"LIMCH1",3,0,1,0,0,0,2,108,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,120
"TMEM33",219,0,62,1,1,1,3,79,6,5,1,2,6,8,51,19,3,12,0,2,0,415,147,18,1,2,5,21
"SLC30A9",85,0,13,1,0,1,1,89,1,1,0,1,0,4,20,19,3,4,0,2,0,347,78,5,0,1,6,11
"ATP8A1",16,2,6,0,1,1,0,22,6,0,2,0,0,0,18,20,0,7,0,6,2,223,19,4,1,0,0,6
"GUF1",44,1,9,0,0,0,1,28,2,2,1,1,0,1,13,2,2,1,0,0,1,107,23,3,2,1,1,5
"GNPDA2",8,0,7,1,0,0,4,83,2,2,1,1,0,4,31,16,4,3,1,1,0,44,26,0,1,2,2,15
"RP11-700J17.2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0
"GABRA2",0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"COMMD8",248,6,129,7,3,2,7,112,16,16,3,7,3,9,116,50,7,16,2,14,6,235,110,25,3,9,13,26
"ATP10D",82,2,10,1,0,0,1,39,0,1,0,0,0,2,6,7,2,0,0,1,0,22,37,4,0,1,0,4
"CORIN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-121C2.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0
"NFXL1",26,0,5,0,0,0,0,16,1,1,1,0,1,0,8,5,2,0,0,1,2,45,37,0,0,0,0,5
"NIPAL1",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,302,3,0,0,0,0,0
"CNGA1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"TXK",9,3,0,0,2,0,0,1,7,7,0,10,0,0,13,7,0,9,1,24,2,4,14,0,0,4,1,0
"TEC",16,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0
"SLAIN2",83,0,18,0,1,0,2,55,2,4,1,3,3,1,34,21,3,7,0,5,0,200,45,3,0,2,5,12
"FRYL",77,2,33,1,1,0,0,45,4,4,1,1,2,7,36,12,1,7,2,1,1,879,43,2,0,1,5,12
"OCIAD1",285,6,102,7,2,2,15,488,15,18,4,9,10,15,171,57,23,25,0,21,7,825,531,21,6,4,13,98
"OCIAD2",26,11,2,5,4,5,0,5,22,19,11,24,0,17,277,121,1,82,3,25,9,1757,402,2,13,5,37,84
"CWH43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0
"DCUN1D4",31,0,7,0,0,1,2,60,0,0,1,0,1,1,8,3,4,4,0,1,0,73,11,1,0,0,2,9
"RP11-365H22.2",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LRRC66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"SGCB",6,0,0,0,0,0,15,233,0,0,0,0,1,0,7,0,15,0,0,0,0,130,14,0,0,1,2,15
"SPATA18",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"USP46",53,0,12,0,0,0,1,42,0,0,0,0,0,1,5,3,3,2,1,0,1,56,15,3,0,0,0,4
"USP46-AS1",29,0,3,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,1,9,5,1,0,0,0,0
"RASL11B",0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,1
"SCFD2",19,0,5,1,0,0,0,29,0,0,0,1,0,1,7,3,0,1,0,1,0,41,27,4,0,0,1,6
"FIP1L1",61,4,38,3,0,2,2,229,6,8,2,3,1,7,73,23,2,18,0,8,0,190,85,4,2,5,10,26
"LNX1",1,0,0,0,0,0,0,20,2,0,1,1,0,1,1,0,0,3,0,0,0,60,3,0,0,0,1,11
"CHIC2",130,2,46,0,0,5,4,209,7,3,4,6,3,12,79,33,1,17,0,12,2,133,95,12,1,1,12,30
"PDGFRA",6,1,1,0,0,0,2,1156,0,1,0,0,0,1,1,2,3,1,0,0,0,0,7,6,0,0,0,3
"KIT",0,1,6,0,0,0,0,5,0,2,0,6,43,0,10,2,0,1,0,2,1,15,11,0,0,0,0,2
"KDR",1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,111
"SRD5A3",258,0,53,0,0,1,1,79,1,2,1,4,3,2,24,13,5,4,1,0,1,282,187,12,1,3,4,20
"TMEM165",283,6,124,9,2,1,6,357,13,5,4,9,3,21,114,55,3,25,2,10,4,432,324,43,7,1,13,64
"CLOCK",77,1,8,1,0,1,0,42,0,2,0,1,0,1,20,2,2,2,1,1,0,111,21,6,0,0,2,10
"NMU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
"EXOC1",90,2,22,0,0,0,4,67,3,1,1,0,0,3,26,6,2,5,0,1,1,177,32,6,0,1,6,17
"CEP135",26,0,7,0,1,1,0,31,1,0,0,1,1,6,31,14,1,5,0,3,0,40,11,1,1,1,5,8
"KIAA1211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"AASDH",45,2,21,1,0,0,3,69,2,7,0,0,1,2,21,9,3,3,0,2,3,101,31,6,0,0,1,11
"RP11-646I6.5",2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2
"PPAT",13,0,1,0,0,0,1,18,1,1,0,0,1,3,9,5,1,1,0,1,0,50,26,1,0,1,1,4
"PAICS",82,1,28,0,0,0,1,66,0,4,0,0,2,9,23,7,2,3,0,2,0,525,140,3,4,4,7,10
