"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"STPG1",0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,1,133,0,0,0,1
"NIPAL3",0,3,0,0,1,0,6,1,0,0,0,16,0,0,2,8,0,0,1,216,0,0,0,2
"RCAN3",4,4,2,1,2,0,3,3,1,0,4,41,3,0,0,12,2,0,3,49,1,0,3,0
"RP4-594I10.3",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0
"NCMAP",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0
"SRRM1",2,3,12,1,3,0,27,13,2,2,23,23,6,5,4,8,1,3,2,637,8,7,2,0
"CLIC4",2,0,2,0,0,1,17,0,0,1,5,1,0,1,5,0,0,0,0,41,4,11,0,8
"RUNX3",7,2,20,1,1,0,0,2,1,2,2,26,5,0,1,4,0,1,1,2,0,1,4,0
"SYF2",9,9,15,3,8,2,131,13,8,11,47,105,7,6,17,32,4,3,7,1723,16,11,18,7
"RP3-465N24.6",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0
"TMEM50A",12,10,19,2,8,0,123,29,9,3,28,107,12,6,7,22,2,4,10,1739,7,14,16,11
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMEM57",2,0,5,0,0,0,9,2,0,1,2,6,0,0,1,0,0,0,0,143,1,1,1,1
"LDLRAP1",0,0,2,0,0,0,9,0,1,0,0,15,3,0,0,5,1,3,0,206,2,0,5,2
"RP11-70P17.1",0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0
"MAN1C1",0,0,1,0,0,0,15,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0
"SEPN1",0,0,1,0,0,1,13,1,0,0,0,0,1,0,0,0,0,0,0,118,0,0,1,6
"MTFR1L",1,0,6,0,1,0,23,1,1,2,3,5,1,0,0,2,0,0,0,241,0,2,0,1
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"STMN1",57,2,49,2,7,8,46,7,4,32,6,48,9,3,9,20,2,6,2,2163,24,161,6,3
"PAFAH2",0,1,0,0,1,0,2,1,0,1,0,1,0,0,0,1,0,1,0,194,0,0,0,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"PDIK1L",0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,70,0,0,0,0
"ZNF593",3,2,10,0,2,1,21,8,1,2,9,18,3,0,5,6,2,0,1,867,3,10,1,3
"CNKSR1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0
"CEP85",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0
"SH3BGRL3",121,110,318,28,97,3,189,297,45,59,107,1036,167,3,63,255,40,22,75,18169,62,53,132,35
"UBXN11",3,1,4,0,0,0,1,1,0,1,5,14,1,0,0,2,1,0,0,112,0,0,1,0
"CD52",6,80,90,16,96,0,0,353,81,3,282,1120,167,0,171,283,37,14,88,15,15,45,112,1
"AIM1L",0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,212,0,0,0,0
"DHDDS",1,0,4,0,0,1,7,2,0,0,0,2,0,0,0,3,0,0,0,263,2,0,0,1
"HMGN2",22,12,97,4,13,1,306,64,9,4,54,163,29,15,29,41,5,5,16,5291,25,256,29,13
"RPS6KA1",2,0,12,0,0,0,0,3,1,1,5,12,4,0,3,2,0,0,0,634,0,6,1,0
"ARID1A",0,0,2,0,1,0,8,4,0,0,5,4,3,0,1,2,0,0,0,253,1,2,0,2
"PIGV",0,0,1,0,0,0,12,0,0,0,1,3,0,0,0,0,0,0,0,138,0,0,0,1
"ZDHHC18",0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,101,0,0,1,2
"SFN",0,0,4,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0,0,5205,1,0,1,0
"GPN2",1,0,3,0,0,1,15,2,0,0,0,14,3,0,1,1,0,0,0,275,1,3,0,0
"GPATCH3",1,0,4,0,0,0,5,3,1,0,1,5,0,2,0,1,0,0,1,80,1,0,1,1
"NUDC",13,9,37,3,4,3,128,16,5,9,22,72,16,4,9,20,5,4,3,1528,10,24,7,8
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0
"SLC9A1",0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,225,0,0,1,0
"WDTC1",0,0,0,0,0,0,2,0,0,0,1,3,2,0,0,1,0,0,0,169,0,0,1,1
"TMEM222",0,0,2,0,1,2,17,5,1,1,3,4,0,0,0,2,1,2,0,183,2,2,2,0
"SYTL1",0,2,4,0,0,0,0,5,1,0,20,36,2,0,10,8,0,0,3,68,4,5,2,0
"MAP3K6",0,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,0,38,0,1,1,1
"WASF2",11,2,12,2,5,0,82,8,2,1,12,30,11,2,9,8,3,0,2,1132,1,10,7,10
"RP1-159A19.4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0
"AHDC1",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
"FGR",2,0,15,1,0,0,1,7,0,0,0,0,0,0,3,0,0,4,0,1,0,2,1,0
"IFI6",6,0,1,0,1,0,37,8,2,0,2,17,3,0,1,1,1,0,1,145,2,0,1,9
"FAM76A",0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,44,0,0,0,0
"STX12",1,0,11,0,0,0,24,0,0,0,2,6,2,0,2,3,0,0,1,283,0,6,0,1
"PPP1R8",0,0,1,1,0,0,9,3,0,0,6,11,2,1,5,4,0,0,1,166,3,7,1,1
"THEMIS2",8,1,29,0,0,0,12,0,0,0,6,3,0,0,0,0,0,0,0,2,8,1,0,0
"RPA2",4,5,8,1,9,0,61,13,4,1,12,53,12,4,4,22,3,1,4,411,5,7,8,2
"SMPDL3B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0
"XKR8",0,1,1,0,0,0,13,1,0,0,2,5,1,0,1,0,0,0,0,78,0,0,1,0
"EYA3",0,0,0,0,0,0,2,0,0,1,1,3,0,0,1,0,0,0,0,76,2,10,0,0
"PTAFR",8,0,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,4
"DNAJC8",8,16,28,1,9,0,88,20,4,8,17,60,17,6,6,20,1,1,6,772,4,21,9,7
"ATPIF1",32,12,49,3,5,0,112,30,3,13,29,101,18,11,9,32,2,6,7,8020,16,41,25,8
"RP5-1092A3.4",0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,2,0,0,0,16,0,1,0,0
"SESN2",1,2,2,1,0,0,5,3,1,0,0,7,2,0,1,3,0,0,0,152,1,0,0,0
"MED18",0,0,0,0,0,0,3,1,0,0,1,3,0,0,1,0,0,0,0,97,0,2,0,0
"PHACTR4",2,0,0,0,0,0,5,1,1,0,2,1,3,0,1,0,0,0,0,220,0,0,1,1
"RCC1",1,0,1,0,0,0,4,0,0,0,1,4,1,0,1,0,0,0,0,171,1,6,0,0
"TRNAU1AP",2,2,3,0,2,0,16,4,0,0,6,14,3,0,1,5,0,0,2,221,10,5,4,1
"SNHG12",9,1,6,1,2,2,11,3,1,1,13,12,4,0,2,2,0,1,0,198,3,9,0,0
"TAF12",3,2,19,0,3,0,63,17,4,2,11,31,4,0,4,8,1,3,0,376,4,10,6,2
"RAB42",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
"RP11-442N24--B.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GMEB1",0,0,1,0,1,0,2,1,0,0,2,7,3,0,0,1,0,0,2,85,0,1,1,0
"YTHDF2",2,3,10,0,5,0,36,13,1,3,18,39,6,1,8,10,3,3,6,601,5,11,1,7
"EPB41",0,0,1,0,0,0,0,4,1,0,1,6,1,0,0,4,0,0,0,274,2,0,2,0
"SRSF4",3,4,6,1,1,0,30,12,1,7,9,27,2,2,4,11,2,0,1,588,3,7,3,5
"MECR",0,0,2,0,0,0,8,1,0,0,1,2,0,0,0,3,1,0,1,231,4,0,0,0
"MATN1-AS1",0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,15,0,1,1,0
"LAPTM5",115,18,108,7,15,0,0,37,14,10,112,222,34,0,91,58,7,6,16,10,8,66,44,0
"SDC3",3,0,2,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0
"PUM1",0,0,1,1,0,0,6,0,0,0,2,9,1,0,1,1,0,0,1,235,0,0,1,0
"SNRNP40",2,2,18,0,6,1,39,15,3,5,9,36,10,1,2,15,0,1,8,582,7,12,10,1
"ZCCHC17",2,0,4,0,0,0,27,3,1,0,2,15,1,1,0,3,0,0,1,322,1,2,1,2
"FABP3",14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"SERINC2",1,0,1,0,0,0,2,2,1,0,1,1,0,0,1,0,0,0,1,4855,0,4,0,0
"TINAGL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,1,0,0,7
"PEF1",1,5,6,1,1,1,49,14,2,4,7,33,8,2,0,5,3,1,8,541,4,5,7,6
"COL16A1",0,0,0,0,0,2,23,0,0,0,0,0,0,1,1,0,0,0,0,49,0,1,0,0
"PTP4A2",3,3,37,3,4,1,26,4,0,4,9,31,5,1,0,7,1,1,5,623,9,14,5,3
"KHDRBS1",9,5,19,1,2,0,59,14,5,4,23,50,8,1,13,14,1,0,1,896,6,20,6,3
"TMEM39B",2,0,3,0,0,0,19,0,3,0,2,13,1,0,0,1,0,1,0,124,1,4,0,2
"KPNA6",3,1,2,0,0,0,8,1,2,0,5,1,1,0,0,1,2,0,0,202,0,2,0,0
"TXLNA",0,0,5,0,1,0,5,1,0,0,0,3,0,0,0,0,0,1,0,103,1,0,0,0
"CCDC28B",0,0,1,0,0,0,31,7,0,1,2,5,1,1,0,1,2,1,1,50,0,10,1,1
"IQCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,31,0,0,0,0
"TMEM234",0,0,2,0,0,4,7,2,1,0,1,3,0,1,4,1,0,1,1,186,1,1,1,1
"EIF3I",16,3,58,1,5,0,119,28,6,6,17,65,8,5,7,16,4,3,10,2063,18,30,19,13
"FAM167B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19
"LCK",0,30,1,10,24,0,1,74,13,1,12,244,30,0,6,70,17,3,14,7,0,20,38,1
"HDAC1",0,3,6,3,3,0,25,13,4,1,13,24,5,1,4,9,2,1,1,1182,5,15,1,3
"MARCKSL1",11,14,40,1,14,2,73,1,2,2,62,75,10,2,36,19,5,1,2,5691,12,140,5,21
"FAM229A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
"BSDC1",0,0,1,1,4,0,21,2,1,2,7,28,2,1,0,5,1,0,1,398,4,1,2,7
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ZBTB8A",0,0,0,0,0,0,12,1,0,0,0,4,0,1,0,0,0,0,0,63,1,0,0,0
"ZBTB8OS",0,4,6,4,0,0,24,6,1,0,6,11,2,0,1,3,0,0,0,512,4,10,1,0
"RBBP4",3,3,12,0,4,1,40,8,3,3,5,41,3,2,2,10,0,0,0,498,7,13,9,1
"SYNC",0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0
"KIAA1522",2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,870,0,0,0,0
"YARS",1,0,5,0,2,0,17,4,0,2,2,10,5,0,0,4,0,0,3,215,1,7,2,2
"S100PBP",1,2,2,0,0,0,9,0,0,0,2,2,0,0,0,1,0,0,1,81,2,1,1,0
"HPCA",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0
"TMEM54",1,0,0,0,0,0,8,2,0,0,1,2,0,0,0,0,0,0,0,9607,2,0,0,0
"RNF19B",3,0,5,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,211,0,1,0,0
"AK2",10,2,11,1,2,4,35,6,2,4,18,37,3,3,3,11,0,1,1,2085,4,33,5,7
"TRIM62",0,1,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0
"ZNF362",1,0,0,0,0,0,9,0,0,0,1,4,0,0,2,0,0,0,1,45,0,0,0,1
"PHC2",11,1,7,0,0,0,11,2,0,0,0,0,0,0,0,1,0,0,1,198,0,0,0,0
"ZSCAN20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"SMIM12",5,3,24,1,3,0,16,17,2,0,7,52,12,0,1,4,2,2,2,736,0,8,0,4
"GJB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0
"DLGAP3",3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
"ZMYM6",2,1,4,0,0,0,8,4,0,0,2,2,1,1,1,8,0,1,0,56,2,0,0,1
"SFPQ",7,1,15,0,5,0,38,6,2,3,16,65,2,1,11,10,5,0,2,1016,4,19,3,6
"ZMYM4",1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,46,0,1,0,0
"KIAA0319L",0,0,1,0,0,0,6,1,0,1,3,5,0,0,0,0,0,0,0,278,1,1,0,0
"NCDN",0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,13,2,0,2,0
"RP4-728D4.2",0,4,0,0,0,0,0,0,0,1,0,3,2,0,0,2,0,0,2,1,0,1,1,0
"PSMB2",17,8,20,2,6,2,102,13,8,10,8,61,9,6,4,15,3,2,5,1457,19,24,9,6
"C1orf216",0,0,0,0,0,0,4,0,0,0,0,5,0,2,0,1,0,0,0,4,0,0,1,1
"CLSPN",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80,0,4,0,0
"AGO4",2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0
"AGO1",0,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,75,0,0,0,1
"AGO3",0,0,2,0,0,0,8,4,0,0,1,9,2,0,2,1,0,0,1,108,3,1,2,0
"ADPRHL2",8,2,1,0,2,0,24,3,0,0,5,16,0,0,3,6,1,0,1,272,0,7,2,2
"TRAPPC3",17,3,23,2,7,0,58,15,5,5,5,42,4,2,3,3,0,1,1,912,11,17,8,3
"MAP7D1",2,2,7,2,0,0,24,4,0,0,4,12,1,2,1,7,0,0,1,240,2,1,6,1
"THRAP3",5,1,11,0,3,4,32,4,0,2,7,45,9,0,4,12,0,5,2,553,4,20,7,0
"SH3D21",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0
"EVA1B",7,0,3,0,0,0,27,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,2,4
"RP11-268J15.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"STK40",1,1,2,0,0,0,5,1,0,0,0,3,1,0,0,1,0,0,0,186,0,5,0,2
"LSM10",11,1,18,1,1,0,34,12,1,3,12,42,5,4,8,5,7,0,3,443,11,27,8,1
"OSCP1",1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,1
"MRPS15",9,7,19,0,0,3,46,13,1,0,31,39,10,2,5,6,2,0,3,1379,9,4,3,5
"CSF3R",1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZC3H12A",2,0,8,0,0,0,7,1,7,1,3,30,3,0,3,1,1,2,4,394,4,2,9,3
"MEAF6",1,10,14,1,4,0,74,22,2,5,25,86,9,0,8,21,4,0,7,594,7,17,14,7
"SNIP1",0,0,0,0,0,0,1,2,0,0,2,2,0,0,3,0,0,0,0,28,0,1,1,0
"DNALI1",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2
"GNL2",0,2,3,0,2,1,15,2,1,1,2,10,1,0,1,4,1,0,0,292,2,5,2,0
"RSPO1",1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,1
"C1orf109",1,0,0,0,1,0,4,1,0,0,2,4,0,0,1,0,7,0,0,66,1,2,2,1
"CDCA8",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,92,0,18,0,0
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0
"MANEAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"YRDC",0,0,0,0,0,0,5,1,1,0,0,3,1,0,3,1,0,0,0,95,0,2,0,0
"C1orf122",4,1,8,0,1,0,60,4,1,1,3,26,1,1,0,1,0,0,1,705,4,7,5,4
"MTF1",0,0,2,0,0,0,6,1,0,0,1,2,0,0,0,0,0,0,0,103,0,0,0,0
"INPP5B",0,0,1,0,0,0,3,0,0,0,2,0,1,0,0,2,0,0,1,37,0,1,0,2
"SF3A3",2,3,8,0,1,0,27,7,1,0,4,18,5,0,1,6,3,0,1,310,3,7,0,1
"FHL3",1,0,7,2,0,0,27,1,0,2,0,1,1,2,0,1,0,1,1,3,0,0,0,0
"UTP11L",5,1,7,0,2,0,51,7,2,1,4,10,0,3,1,3,0,0,1,336,3,1,6,5
"RRAGC",0,0,5,0,0,0,14,3,1,2,1,6,0,0,1,0,0,0,0,160,0,0,0,3
"MYCBP",0,0,5,0,1,0,7,5,0,1,2,13,1,0,1,7,0,0,1,291,2,1,0,0
"RHBDL2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,408,0,0,0,0
"AKIRIN1",2,5,12,3,3,0,16,8,0,1,11,29,8,0,4,12,0,1,7,234,4,8,7,1
"NDUFS5",38,29,55,3,22,3,161,29,12,5,35,225,39,19,13,59,14,4,10,7072,19,22,21,16
"MACF1",0,0,4,0,0,0,15,0,0,0,1,14,3,1,2,3,0,0,0,164,0,1,2,4
"RP11-69E11.4",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0
"PABPC4",9,0,20,0,3,0,19,2,4,4,9,25,3,0,2,9,0,0,3,339,21,4,2,0
"PPIE",6,5,17,3,3,1,32,12,2,3,8,41,4,5,3,13,0,2,5,703,6,11,12,1
"BMP8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,0
"OXCT2",1,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
"TRIT1",2,0,2,0,0,0,6,1,0,0,2,3,0,0,0,0,0,0,0,101,0,2,1,0
"MYCL",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
"MFSD2A",0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,82,0,1,0,0
"CAP1",18,16,63,4,13,3,81,59,7,16,28,124,25,5,15,35,2,4,13,1698,4,37,21,3
"PPT1",23,4,62,1,4,3,97,9,3,8,9,47,7,2,3,10,1,3,2,101,7,4,4,5
"RLF",0,0,0,0,0,0,3,0,2,0,3,3,0,1,0,0,1,0,0,41,0,0,0,0
"RP1-39G22.7",1,0,0,0,0,0,3,2,0,0,0,3,0,1,2,4,0,0,1,136,0,0,2,4
"ZMPSTE24",0,0,1,0,0,1,32,9,0,0,5,9,3,3,0,1,0,1,2,235,4,3,0,0
"COL9A2",0,0,4,0,0,0,0,1,1,3,3,2,0,0,0,0,0,0,0,66,1,0,0,0
"SMAP2",2,0,7,1,2,0,3,0,0,0,7,14,3,0,2,4,0,1,3,97,3,7,3,0
"ZFP69B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0
"ZFP69",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"EXO5",0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,1,0,0,51,0,2,0,0
"ZNF684",0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,1,43,0,0,2,2
"RIMS3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,0,0
"NFYC",4,0,10,0,0,0,23,1,0,2,7,18,1,0,0,5,2,0,1,285,0,9,1,1
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"CTPS1",0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,1,0,0,0,60,0,4,0,0
"SCMH1",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,115,1,1,0,1
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0
"HIVEP3",0,0,1,0,0,0,5,0,0,0,1,1,3,0,0,0,0,0,1,40,0,1,1,0
"GUCA2B",0,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,1,21738,0,1,0,0
"GUCA2A",0,1,0,0,1,0,1,16,0,0,4,4,1,0,4,1,1,0,0,65625,1,1,0,0
"FOXJ3",0,0,2,0,0,0,1,0,2,0,1,2,0,0,0,3,0,0,0,130,1,0,0,2
"RIMKLA",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,271,0,0,0,3
"ZMYND12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"PPCS",7,4,18,1,2,0,74,24,8,2,19,75,7,6,9,12,3,3,11,1744,12,5,5,5
"CCDC30",0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,20,0,1,0,0
"PPIH",8,3,15,0,0,0,15,6,4,1,4,36,3,3,3,10,0,0,6,591,3,11,1,1
"YBX1",181,43,353,9,35,8,432,174,44,49,156,539,91,31,59,142,26,17,39,13474,84,171,64,36
"C1orf50",1,0,2,2,1,0,17,4,2,0,0,14,0,0,0,2,0,0,1,234,9,3,1,1
"ERMAP",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0
"ZNF691",0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0
"SLC2A1",0,0,1,0,2,0,1,4,0,0,5,6,2,0,3,1,0,1,0,143,0,1,2,0
"EBNA1BP2",3,1,12,2,3,7,46,7,2,1,5,25,6,1,8,2,0,1,1,1153,4,9,1,4
"TMEM125",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,513,0,1,0,0
"C1orf210",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0
"TIE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9
"RP1-92O14.3",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0
"CDC20",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,353,5,39,0,0
"ELOVL1",7,3,11,1,3,0,22,15,0,1,13,13,1,0,4,6,0,0,1,732,1,6,1,0
"MED8",3,0,10,0,1,0,21,7,0,1,4,13,0,0,3,3,0,1,1,368,4,3,4,2
"SZT2",0,0,2,0,0,0,4,1,0,0,1,5,0,0,1,1,0,0,0,82,1,0,0,0
"HYI",3,0,10,0,0,2,63,0,1,0,3,14,0,2,1,5,0,0,0,1109,15,2,0,1
"PTPRF",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1852,0,0,0,0
"KDM4A",1,0,2,0,0,0,3,1,0,0,2,2,0,0,0,1,0,0,0,104,0,0,1,0
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"ST3GAL3",0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,14,0,1,0,2
"RP11-7O11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"IPO13",0,0,1,0,0,0,2,1,0,0,2,3,0,0,0,0,0,0,0,61,0,3,0,0
"DPH2",0,0,5,0,0,0,4,0,1,0,1,3,0,0,1,0,0,0,2,146,0,0,0,1
"ATP6V0B",101,11,128,3,17,2,95,18,8,14,37,87,15,7,10,16,4,2,9,3896,36,23,13,4
"B4GALT2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0,0,0
"CCDC24",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0
"SLC6A9",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,0,0,0,0
"DMAP1",3,1,3,1,1,0,23,5,1,0,1,9,2,0,4,0,1,1,0,341,1,3,2,1
"ERI3",2,0,7,0,1,0,63,4,1,1,7,18,5,4,0,5,2,1,2,842,6,3,0,4
"RNF220",3,0,4,0,0,0,4,3,2,0,0,4,1,1,0,0,0,0,0,206,1,1,0,0
"TMEM53",4,1,6,0,0,0,7,1,0,0,4,8,1,0,2,3,0,0,0,466,1,0,3,0
"C1orf228",0,0,0,2,0,0,0,0,1,3,2,4,0,0,0,5,3,0,1,9,0,3,1,0
"KIF2C",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0
"RPS8",197,153,746,42,186,9,1770,313,96,71,1181,2482,285,60,424,914,115,39,100,55684,290,315,378,77
"BEST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,0,0,0
"PLK3",3,2,1,0,6,0,9,1,3,5,0,22,1,0,0,4,2,0,2,170,9,0,3,2
"TCTEX1D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"EIF2B3",2,1,7,0,1,1,14,3,0,3,0,11,3,1,0,1,1,0,1,178,4,3,0,0
"HECTD3",0,0,0,0,0,0,6,1,0,0,0,10,1,0,0,0,0,0,0,146,0,0,1,1
"UROD",10,3,7,0,0,2,61,7,0,1,5,20,3,3,2,9,0,1,0,579,6,5,0,7
"ZSWIM5",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,33,0,0,0,0
"HPDL",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0
"MUTYH",1,0,2,0,0,0,5,0,0,0,2,4,0,0,0,0,0,0,0,167,0,0,0,2
"TOE1",0,1,1,0,1,0,3,2,1,1,2,11,1,0,0,1,0,0,0,227,0,5,0,0
"TESK2",0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,49,0,0,0,0
"CCDC163P",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0
