"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"CLINT1",13,1,10,4,139,3,2,16,2,13,4,4,0,0,0,142,2,10,13,4,37,11
"RP11-524N5.1",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-542A14.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EBF1",0,0,0,0,600,0,9,0,3,0,0,0,0,0,0,2,24,1,0,1,63,27
"RP11-175K6.1",0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2
"RNF145",13,1,8,7,124,1,0,6,1,8,5,1,5,1,1,85,3,3,24,1,34,4
"UBLCP1",4,1,3,4,60,3,5,4,3,4,2,2,3,1,2,26,3,1,6,0,14,5
"TTC1",11,2,5,23,239,5,4,17,11,7,7,2,2,0,4,74,4,8,17,2,43,23
"PWWP2A",3,2,2,10,60,2,3,10,2,1,1,0,0,0,0,28,2,1,7,1,12,3
"FABP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"CCNJL",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0
"C1QTNF2",0,0,0,2,150,0,2,0,0,0,0,1,0,0,0,1,4,0,0,0,10,18
"ZBED8",0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"SLU7",9,2,5,7,134,2,5,10,6,7,4,0,1,2,2,39,1,3,19,0,22,6
"PTTG1",4,2,3,3,31,1,0,6,3,8,10,0,0,0,1,77,0,1,3,8,2,1
"MIR3142HG",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ATP10B",0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,162,0,0,0,0,1,0
"GABRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
"CCNG1",6,1,7,7,192,1,1,11,5,9,4,0,1,0,2,57,3,1,11,0,22,11
"NUDCD2",8,2,3,16,162,3,3,5,3,10,4,3,0,1,1,62,6,11,2,4,28,9
"HMMR",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,0,2,0,0,1,0
"MAT2B",6,1,5,2,102,0,1,9,6,11,5,2,1,0,1,46,0,7,18,3,22,12
"CTC-340A15.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TENM2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"WWC1",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0
"RARS",9,2,4,5,112,0,4,10,1,4,5,1,1,0,0,66,6,2,3,1,35,12
"FBLL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PANK3",11,0,2,2,26,0,4,3,1,6,0,1,2,2,0,74,1,1,5,3,8,5
"CTC-558O2.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLIT3",1,1,0,2,1029,0,1,1,0,0,1,1,0,0,0,4,12,0,1,0,3,52
"CTC-558O2.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTB-174D11.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTB-174D11.1",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPDL1",1,0,1,2,19,0,0,1,0,2,0,1,0,0,0,14,0,0,2,0,2,3
"DOCK2",12,5,11,0,8,2,0,11,4,14,7,0,2,2,2,0,0,4,32,1,0,0
"LCP2",36,8,13,0,7,6,0,32,0,10,12,0,4,2,3,1,0,1,43,4,17,0
"CTB-114C7.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNIP1",0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNMB1",8,0,4,0,14,0,0,26,0,0,0,7,1,0,0,1,0,0,12,0,1,36
"CTD-2270F17.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RANBP17",0,1,0,0,3,0,0,1,0,2,0,0,0,0,0,9,0,0,0,0,2,1
"NPM1",97,19,73,49,1549,23,56,119,85,107,63,17,20,5,18,978,32,64,101,22,179,106
"FGF18",0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"FBXW11",10,0,1,10,80,2,3,5,1,4,4,2,0,0,1,33,2,4,5,4,24,8
"STK10",9,3,3,5,22,4,0,4,2,14,14,0,5,5,2,15,2,0,19,3,15,0
"UBTD2",1,0,0,2,78,0,0,1,0,1,1,1,0,0,1,15,0,0,2,0,7,4
"SH3PXD2B",5,0,1,5,138,0,1,0,0,0,0,1,0,0,0,4,1,0,3,0,0,2
"NEURL1B",0,0,0,13,24,0,0,0,0,1,0,0,0,0,0,23,15,0,1,0,15,23
"DUSP1",261,23,114,13,1620,10,32,208,48,139,62,14,25,8,12,304,13,51,623,15,250,68
"ERGIC1",7,4,3,7,314,5,3,9,3,5,2,4,0,1,1,91,2,7,17,1,24,8
"CTC-308K20.1",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RPL26L1",7,0,6,9,164,2,2,5,1,4,6,1,1,1,0,88,1,8,9,2,36,13
"ATP6V0E1",100,13,31,48,1554,13,40,100,27,49,37,5,7,6,10,183,10,39,95,11,163,46
"CREBRF",9,5,6,7,187,5,4,13,2,10,10,1,2,0,1,8,8,11,14,2,28,14
"CTC-209H22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"BNIP1",1,0,1,1,30,0,1,1,1,1,2,1,0,1,0,19,0,1,0,0,4,2
"STC2",0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,8,0
"BOD1",2,0,3,8,144,1,4,8,0,4,1,1,1,0,0,44,2,5,8,1,20,3
"LINC01485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"CPEB4",21,4,6,2,49,0,8,29,2,3,2,0,0,0,2,52,5,32,17,2,26,9
"MSX2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SFXN1",2,1,2,8,56,0,2,6,3,4,6,0,5,0,1,45,1,1,2,1,8,8
"HRH2",2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,10,0,2,17
"THOC3",1,1,1,0,52,0,1,2,3,4,3,0,0,0,0,41,0,3,4,2,4,2
"FAM153B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-844P9.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SIMC1",0,0,1,2,29,1,0,3,0,0,0,0,0,0,0,15,1,2,2,1,4,0
"KIAA1191",1,2,1,7,55,1,2,1,0,4,3,3,0,3,0,28,3,1,5,0,20,10
"ARL10",1,1,1,3,35,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,2,0
"NOP16",3,0,4,0,32,0,1,4,0,2,0,0,0,0,0,75,1,1,2,0,15,3
"HIGD2A",62,15,34,8,557,8,17,32,12,26,28,4,6,9,5,358,24,12,104,13,59,22
"CLTB",19,2,4,14,319,1,4,7,1,8,6,1,1,2,3,217,7,5,12,2,33,20
"FAF2",7,2,2,7,93,2,4,1,1,1,5,2,0,0,1,37,1,0,6,2,18,6
"RNF44",5,2,4,2,23,2,3,5,2,7,3,0,1,0,1,35,1,1,18,1,8,6
"CDHR2",1,0,0,1,6,0,0,0,1,2,0,0,0,0,0,83,0,0,0,0,2,1
"GPRIN1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"TSPAN17",0,1,0,1,31,3,2,0,0,3,5,0,1,0,0,12,0,1,5,3,12,1
"UNC5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HK3",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0
"UIMC1",2,0,5,4,27,0,0,2,2,3,2,1,1,0,0,12,3,4,3,2,9,7
"ZNF346",0,0,0,0,22,0,0,0,1,1,0,1,1,0,0,3,0,1,0,0,3,0
"FGFR4",0,0,0,0,21,0,1,0,0,0,0,1,0,0,0,34,0,0,0,0,1,0
"NSD1",7,3,4,13,114,2,7,8,6,9,5,2,1,2,1,29,6,8,11,3,27,8
"RAB24",1,1,1,0,15,0,0,1,0,2,0,0,0,0,1,10,0,0,4,0,1,1
"MXD3",0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,19,0,0,3,0,1,0
"PRELID1",70,11,72,27,496,9,22,28,7,23,18,9,1,5,5,358,13,44,138,8,99,31
"LMAN2",29,3,8,13,482,4,7,17,3,12,10,2,2,3,1,155,5,50,22,2,54,16
"RGS14",2,3,2,0,6,2,1,3,1,6,6,0,0,0,3,5,0,3,8,1,2,0
"F12",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47,0,2,1,0,0,0
"GRK6",0,0,0,0,8,0,0,0,3,2,5,0,0,1,2,12,0,6,8,2,0,0
"PRR7-AS1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRR7",1,0,0,0,3,0,1,1,1,2,1,0,0,1,1,19,0,0,3,1,1,0
"DBN1",0,1,0,6,409,0,8,1,0,0,3,5,0,1,0,6,0,0,0,0,23,6
"PDLIM7",4,0,0,2,299,1,7,13,2,3,1,6,0,0,1,13,15,0,7,0,45,62
"DOK3",5,0,3,0,1,0,0,3,3,0,0,0,0,0,1,2,0,4,15,0,0,0
"DDX41",3,1,2,4,49,1,1,4,1,3,0,1,0,0,0,39,1,3,5,1,12,3
"FAM193B",0,0,1,3,32,0,2,0,1,0,1,0,0,0,0,13,0,2,0,0,2,2
"RP11-1277A3.3",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMED9",24,2,7,40,718,3,10,13,1,8,10,4,0,2,2,193,14,42,20,0,76,14
"B4GALT7",5,0,3,4,94,0,0,1,1,4,2,1,1,1,1,32,1,4,4,0,14,4
"RP11-423H2.3",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"N4BP3",0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0
"RMND5B",2,1,1,6,84,0,4,1,1,0,0,2,1,0,0,33,2,4,2,0,6,7
"NHP2",31,3,9,28,416,4,23,26,7,14,8,5,4,1,4,259,14,17,31,1,70,30
"HNRNPAB",31,2,8,9,239,6,11,20,2,13,8,8,2,1,0,490,10,9,27,2,82,18
"PHYKPL",10,6,5,11,167,19,8,4,8,5,9,2,2,2,2,74,2,11,12,5,27,9
"COL23A1",1,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"CLK4",5,2,0,8,59,4,4,3,0,5,6,3,2,1,3,8,0,6,4,1,7,4
"ZNF354A",4,1,1,1,29,0,2,3,1,3,3,0,0,0,0,2,1,0,3,0,7,0
"ZNF354B",1,0,0,1,13,0,2,0,0,1,3,0,0,1,0,3,0,2,1,0,2,0
"ZFP2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF454",0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-281O15.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GRM6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF879",0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ZNF354C",0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1
"ADAMTS2",0,0,0,2,101,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,5,1
"RP11-443C10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RUFY1",3,1,1,4,45,0,2,4,1,1,3,0,0,0,0,27,1,0,10,0,9,1
"RP11-1379J22.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"HNRNPH1",28,10,10,22,308,4,10,25,7,26,16,7,3,1,4,157,7,26,35,14,75,17
"RP11-1379J22.5",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CANX",50,6,19,35,477,6,13,47,4,21,8,7,3,5,6,277,10,46,53,2,99,21
"MAML1",3,1,2,2,35,1,2,18,2,2,3,1,1,1,0,4,3,0,3,1,9,6
"LTC4S",17,0,3,0,34,0,6,218,0,1,0,0,2,0,1,2,0,0,7,0,20,0
"MGAT4B",4,0,1,4,44,0,0,3,0,2,1,1,0,0,0,106,1,1,1,1,11,1
"SQSTM1",72,1,16,36,1117,5,18,76,14,30,16,6,4,3,4,317,17,45,53,5,112,33
"C5orf45",5,1,3,6,102,1,2,7,5,4,4,3,0,1,0,53,5,25,5,0,20,11
"CTC-241N9.1",0,0,0,1,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"TBC1D9B",6,0,1,5,52,0,1,6,2,2,1,3,0,0,0,23,3,1,12,0,6,5
"RNF130",43,1,39,27,171,1,1,26,0,4,5,2,1,1,1,36,4,0,105,0,26,13
"RASGEF1C",0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAPK9",2,0,1,1,35,1,0,7,1,4,0,2,1,2,0,18,1,2,0,0,15,4
"CTB-129O4.1",0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GFPT2",0,0,0,2,246,0,0,1,0,4,0,1,0,0,0,2,1,0,0,0,0,2
"CNOT6",5,2,1,0,25,1,5,2,1,1,3,0,0,0,1,18,2,4,7,0,3,3
"SCGB3A1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
"FLT4",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"MGAT1",47,2,17,6,265,2,8,5,1,3,7,4,2,0,3,48,5,10,62,5,70,6
"LINC00847",1,0,2,0,19,0,1,0,0,1,0,1,0,1,0,6,2,0,2,1,3,3
"ZFP62",2,0,2,0,18,1,1,3,0,2,1,0,0,0,0,14,0,4,1,0,3,2
"BTNL8",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1,0
"BTNL3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"BTNL9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"CTC-338M12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTC-338M12.5",0,0,0,2,17,0,1,0,2,1,0,0,0,0,0,5,0,0,1,0,0,4
"TRIM7",0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3
"CTC-338M12.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TRIM41",4,3,1,2,38,0,0,2,2,4,3,1,0,0,0,28,1,2,3,6,9,4
"GNB2L1",235,64,201,111,4958,36,144,413,157,276,152,31,39,19,43,2404,106,222,453,87,654,250
"TRIM52",1,4,3,4,38,1,2,5,4,6,2,0,1,0,0,20,4,3,1,3,9,5
"DUSP22",7,0,11,3,87,7,3,5,5,4,7,2,1,1,1,12,0,12,17,1,22,9
"IRF4",1,0,1,0,2,0,0,0,4,2,2,0,1,0,1,1,1,23,0,1,1,0
"EXOC2",1,2,0,2,15,2,1,0,2,4,3,0,0,0,0,8,0,0,4,0,4,2
"HUS1B",0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-532F6.3",0,0,0,0,35,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,7,4
"RP11-532F6.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-668J24.2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXF2",0,0,0,0,47,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,1
"RP11-157J24.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXC1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,14
"GMDS",5,1,1,0,44,1,2,1,0,3,1,1,0,0,1,217,1,3,3,0,15,15
"GMDS-AS1",3,0,3,2,15,1,3,3,2,2,3,0,0,0,0,17,1,3,2,2,2,0
"RP1-136B1.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01600",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYLK4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WRNIP1",4,1,1,4,48,0,2,1,2,3,2,1,1,0,0,28,0,2,10,0,15,4
"SERPINB1",46,5,36,10,210,3,6,73,9,11,15,2,4,1,5,302,3,6,87,4,52,11
"SERPINB9P1",2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
"SERPINB9",27,0,28,2,9,3,5,4,1,5,13,0,0,2,2,4,0,0,67,6,9,2
"SERPINB6",24,3,11,38,365,3,15,33,2,2,1,2,0,2,1,173,4,5,40,1,91,15
"LINC01011",1,0,0,1,11,1,1,0,0,1,1,0,0,0,1,2,0,0,1,0,3,2
"NQO2",16,1,9,4,227,1,3,10,2,1,3,3,2,0,0,23,1,0,15,1,11,5
"RP1-90J20.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RIPK1",1,0,1,1,54,0,1,1,0,3,5,2,0,0,0,22,2,1,4,0,10,5
"RP1-40E16.12",2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1
"BPHL",0,0,1,4,70,0,3,1,0,0,0,0,0,0,0,16,1,0,1,0,6,1
"RP1-40E16.11",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TUBB2A",1,0,1,23,150,0,4,3,2,1,1,3,0,0,2,39,3,2,3,1,18,9
"TUBB2B",0,0,0,64,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMG4",6,2,4,7,90,0,4,2,0,3,1,0,1,0,1,57,3,10,9,1,36,8
"SLC22A23",2,0,1,1,7,0,6,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0
"PXDC1",6,0,0,4,102,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,11,1
"RP11-420L9.5",0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FAM50B",0,0,1,0,37,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,2,2
"PRPF4B",17,2,13,21,184,5,7,15,6,14,15,4,4,3,5,122,2,9,15,3,37,19
"ECI2",1,2,4,12,280,1,2,6,2,2,2,3,1,1,1,71,3,4,7,4,23,15
"CDYL",3,1,1,4,49,0,1,0,2,0,1,2,0,1,0,30,1,2,6,0,10,0
"RPP40",0,0,1,2,13,0,2,0,0,0,0,0,0,0,1,10,0,0,1,0,8,0
"RP11-428J1.5",0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"RP11-428J1.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PPP1R3G",1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LYRM4",5,1,9,4,161,1,6,7,0,3,2,2,0,1,1,44,7,2,14,3,27,10
"FARS2",3,0,0,3,48,0,0,1,1,4,0,1,0,0,0,10,1,1,2,0,5,2
"NRN1",1,0,0,69,0,1,21,0,0,0,0,0,0,0,0,0,0,1,3,0,47,2
"F13A1",101,1,11,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,46,0,0,0
"LY86-AS1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"LY86",32,0,25,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,59,0,0,0
"RP1-80N2.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"RP11-556O15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RREB1",8,6,5,3,51,2,1,3,5,3,2,0,0,0,1,59,0,6,16,2,16,3
"SSR1",45,4,12,31,326,3,7,18,4,13,6,3,2,0,4,129,3,22,37,1,45,12
"CAGE1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RIOK1",3,0,4,2,57,0,0,2,0,2,2,1,0,1,0,30,2,1,2,0,8,7
"RP3-512B11.3",0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"DSP",1,0,1,1,12,1,23,1,0,0,0,0,0,0,0,278,1,0,0,0,5,2
"SNRNP48",2,2,1,5,66,1,0,5,1,1,0,0,0,0,1,21,2,0,3,0,12,6
"BMP6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
"TXNDC5",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
"BLOC1S5",2,1,1,5,39,1,5,4,1,4,0,0,0,0,1,11,1,1,2,1,12,1
"EEF1E1",7,2,6,10,87,3,5,8,1,7,6,3,2,1,1,77,5,3,11,0,26,11
"SLC35B3",1,0,3,0,95,0,0,6,0,1,5,0,0,0,1,48,3,1,2,1,13,1
"RP11-314C16.1",0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"TFAP2A",0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GCNT2",1,2,3,0,0,0,6,0,0,0,0,0,1,0,0,9,0,0,4,0,8,2
"C6orf52",0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"PAK1IP1",1,0,3,5,72,1,1,1,0,2,1,0,1,0,0,49,3,4,1,1,12,1
"TMEM14C",37,6,20,24,749,1,17,24,11,15,10,7,0,0,4,212,28,9,29,1,100,56
"RP11-421M1.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM14B",28,4,18,29,529,7,14,23,10,30,19,3,0,2,2,153,15,13,23,2,55,22
"MAK",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-637O19.2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYCP2L",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"ELOVL2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM13",1,0,1,2,7,0,0,1,0,0,0,0,1,0,0,7,0,0,2,0,3,0
"ERVFRD-1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEDD9",5,4,5,1,35,9,3,9,0,14,8,1,2,0,2,29,4,2,13,3,192,5
"TMEM170B",4,0,5,1,6,0,0,0,0,1,0,0,0,0,0,2,0,1,24,0,0,1
"ADTRP",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,62,0,1,1,0,0,2
"RP11-456H18.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"HIVEP1",1,0,0,1,56,1,1,2,3,4,2,0,0,0,0,12,0,2,7,1,4,0
"EDN1",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,31,1,0,0,0,89,0
"PHACTR1",58,0,55,0,16,0,0,8,5,2,0,0,0,0,0,0,0,14,127,0,6,5
"RP1-257A7.4",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TBC1D7",6,0,0,2,25,0,1,1,1,0,1,0,0,0,0,27,0,0,8,0,7,3
"RP1-257A7.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"GFOD1",0,0,0,0,13,3,0,1,2,0,4,0,0,0,0,13,0,0,4,0,15,3
"SIRT5",0,0,0,0,17,2,2,0,1,0,3,0,1,1,1,23,0,2,1,0,6,6
"RP1-223E5.4",0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"NOL7",17,6,7,25,325,1,11,20,6,14,5,6,2,0,1,177,7,24,16,2,53,17
"RANBP9",2,1,6,6,45,0,2,3,0,2,3,0,1,0,1,15,1,0,4,1,16,3
"MCUR1",8,0,2,7,73,1,2,6,0,2,1,0,0,0,1,76,2,9,12,2,22,6
"RP3-500L14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD83",68,0,49,3,26,0,2,72,21,10,0,1,0,0,1,3,0,0,219,0,11,0
"RP11-560J1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"JARID2",13,2,7,3,62,2,3,16,0,2,8,3,2,0,4,19,0,2,38,3,16,2
"JARID2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DTNBP1",10,1,3,4,71,0,0,23,2,6,3,0,0,0,1,44,2,3,9,1,28,9
"MYLIP",4,6,2,1,149,1,8,10,0,8,5,4,0,2,4,37,4,4,10,1,37,17
"GMPR",0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,3,0,0,1,0,2,1
"RP3-467D16.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATXN1",6,6,2,3,108,1,1,30,3,4,8,1,1,1,1,15,7,9,7,4,22,5
"RP1-151F17.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"RP1-151F17.2",0,1,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"STMND1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"RBM24",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"CAP2",0,0,0,6,23,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,33
"FAM8A1",4,1,2,6,79,1,6,1,0,4,2,3,0,1,0,27,2,0,2,0,9,4
"NUP153",2,1,2,2,32,0,0,5,1,0,3,0,1,0,0,29,0,1,3,0,7,2
"RP11-500C11.3",1,0,1,0,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0
"KIF13A",3,0,0,7,77,1,4,0,0,0,0,0,0,0,0,26,2,0,9,0,25,13
"NHLRC1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TPMT",9,3,6,6,53,1,0,5,1,2,3,0,1,1,0,85,2,5,21,2,13,2
"KDM1B",3,2,3,2,26,0,1,1,0,2,3,1,0,0,0,23,0,0,8,0,4,1
"DEK",74,5,28,37,711,12,10,42,9,28,30,11,8,7,10,572,32,0,91,7,96,65
"RNF144B",17,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,6,0
